stop_id,distance_from_largest_betweenness_centroid,distance_from_largest_betweenness_medoid,distance_from_landuse_centroid
347,5.527,5.506,9.442
348,5.529,5.507,9.45
349,5.812,5.79,9.736
350,5.661,5.639,9.581
351,5.906,5.884,9.835
352,5.902,5.88,9.834
353,6.289,6.267,10.227
354,6.499,6.477,10.434
355,6.746,6.723,10.715
356,6.753,6.73,10.727
357,7.029,7.007,10.94
358,7.054,7.032,10.963
359,7.342,7.322,11.108
360,7.392,7.372,11.17
361,7.285,7.267,10.976
362,7.302,7.284,10.994
363,7.475,7.457,11.134
364,7.531,7.513,11.192
365,7.73,7.713,11.333
366,7.752,7.735,11.352
367,7.878,7.862,11.411
368,8.065,8.049,11.575
369,8.292,8.277,11.776
370,8.31,8.295,11.792
371,8.183,8.168,11.611
372,8.208,8.193,11.613
373,7.954,7.94,11.388
374,8.028,8.012,11.541
375,7.852,7.836,11.402
376,6.373,6.349,10.35
377,6.366,6.343,10.337
378,6.29,6.267,10.251
379,6.295,6.272,10.248
380,1.893,1.882,5.778
381,1.77,1.759,5.662
383,6.123,6.158,1.805
384,6.139,6.174,1.818
385,6.318,6.352,2.028
386,6.329,6.363,2.034
387,6.481,6.515,2.271
388,6.523,6.556,2.324
389,6.594,6.627,2.444
390,6.641,6.674,2.496
391,6.832,6.865,2.742
392,6.832,6.864,2.734
393,7.065,7.098,2.955
394,7.048,7.081,2.931
395,7.428,7.46,3.318
396,7.356,7.389,3.236
397,7.568,7.6,3.476
398,7.573,7.605,3.471
399,11.521,11.56,7.374
402,11.418,11.456,7.141
405,8.695,8.722,5.067
406,8.674,8.701,5.031
407,8.838,8.866,5.091
408,5.679,5.714,1.302
409,5.678,5.714,1.292
410,5.325,5.362,0.894
411,5.346,5.383,0.918
412,5.038,5.076,0.916
413,5.055,5.093,0.946
414,4.807,4.845,0.782
415,4.765,4.803,0.781
416,4.527,4.565,0.853
417,4.53,4.568,0.89
418,4.367,4.406,0.953
419,4.303,4.342,1.269
420,4.267,4.306,1.289
421,4.305,4.344,1.62
422,4.35,4.389,1.621
423,1.722,1.76,2.723
424,2.018,2.056,2.444
425,2.317,2.355,2.167
426,2.59,2.628,1.921
427,2.812,2.85,1.733
428,3.096,3.134,1.502
430,3.661,3.699,1.119
431,3.841,3.879,1.041
432,4.033,4.071,0.98
433,4.751,4.79,0.885
434,4.817,4.855,1.105
435,5.033,5.071,1.185
436,5.04,5.079,1.212
437,5.354,5.392,1.252
438,5.315,5.353,1.262
439,5.749,5.787,1.571
440,5.681,5.719,1.527
441,4.78,4.819,1.148
442,4.537,4.576,1.149
443,4.145,4.184,1.256
444,3.927,3.966,1.296
445,3.73,3.769,1.354
446,3.463,3.501,1.474
447,3.185,3.223,1.638
448,2.969,3.008,1.783
449,2.494,2.533,2.151
451,2.101,2.139,2.496
452,1.76,1.799,2.804
453,4.956,4.994,1.426
455,4.974,5.013,1.135
456,5.01,5.048,1.162
457,5.091,5.128,0.812
458,5.127,5.165,0.845
459,5.241,5.278,0.849
460,5.263,5.3,0.874
461,5.446,5.482,1.023
462,5.419,5.455,0.988
464,5.91,5.945,1.561
465,7.804,7.835,3.803
466,7.822,7.853,3.815
467,8.018,8.048,4.07
468,8.003,8.034,4.054
469,8.12,8.151,4.12
470,8.082,8.113,4.094
471,8.076,8.107,4.033
472,8.056,8.087,4.017
473,7.937,7.968,3.852
474,7.925,7.957,3.842
475,7.933,7.965,3.793
476,7.915,7.947,3.77
477,8.037,8.07,3.848
478,8.012,8.044,3.819
479,8.173,8.207,3.905
480,8.059,8.093,3.753
481,8.04,8.074,3.713
482,8.014,8.048,3.683
483,8.044,8.078,3.687
484,8.017,8.051,3.662
485,8.05,8.085,3.675
486,8.024,8.059,3.647
487,8.065,8.101,3.668
488,8.05,8.085,3.643
489,8.009,8.043,3.733
490,8.084,8.118,3.834
491,2.364,2.402,2.733
492,2.582,2.62,2.415
493,2.565,2.604,2.47
494,2.781,2.819,2.204
495,2.81,2.848,2.207
496,10.018,10.057,5.79
497,7.352,7.39,2.972
498,7.324,7.362,2.949
499,7.562,7.599,3.195
500,7.546,7.583,3.185
501,7.796,7.833,3.438
502,7.828,7.866,3.474
503,7.759,7.797,3.377
504,7.782,7.82,3.401
505,7.736,7.773,3.324
506,7.742,7.779,3.332
507,7.966,8.003,3.545
508,8.166,8.203,3.739
509,8.383,8.42,3.962
510,8.235,8.272,3.822
511,8.01,8.047,3.601
512,7.945,7.982,3.526
513,7.739,7.777,3.39
514,5.308,5.346,1.19
515,5.282,5.32,1.152
516,5.114,5.152,1.029
517,5.008,5.046,0.927
518,2.403,2.44,2.709
520,3.892,3.922,4.011
521,3.712,3.744,3.734
522,3.501,3.534,3.384
523,3.328,3.364,3.061
524,3.192,3.228,2.929
525,3.16,3.197,2.666
526,3.185,3.222,2.663
527,3.126,3.164,2.369
528,3.146,3.184,2.294
529,3.094,3.133,1.955
530,3.12,3.159,1.903
532,3.395,3.433,1.568
533,3.424,3.462,1.507
534,3.502,3.541,1.277
535,6.023,6.062,1.845
536,4.34,4.378,1.046
537,3.185,3.224,1.728
538,3.192,3.227,2.953
540,3.267,3.302,3.181
541,3.419,3.452,3.433
542,3.598,3.63,3.721
543,3.819,3.849,4.048
544,1.636,1.652,4.56
545,1.656,1.666,4.837
546,1.63,1.641,4.791
547,1.774,1.777,5.182
548,1.72,1.725,5.078
549,1.952,1.95,5.493
550,2.214,2.209,5.797
551,2.205,2.2,5.805
552,2.582,2.576,6.094
553,2.585,2.579,6.113
554,2.988,2.982,6.405
555,3.546,3.538,6.948
556,3.477,3.47,6.89
557,4.009,3.998,7.5
558,3.957,3.947,7.45
559,4.227,4.215,7.752
560,4.241,4.229,7.783
561,4.417,4.403,7.999
562,7.422,7.396,11.554
563,4.534,4.52,8.129
564,4.808,4.793,8.434
565,4.717,4.702,8.342
566,5.006,4.99,8.677
569,5.802,5.84,2.955
570,5.952,5.935,9.613
571,5.893,5.877,9.553
572,6.315,6.299,9.935
573,6.327,6.311,9.95
574,6.381,6.366,9.949
575,6.478,6.463,9.994
577,4.99,5.018,2.045
578,6.919,6.904,10.457
579,6.848,6.832,10.391
580,7.21,7.194,10.774
581,7.188,7.171,10.756
582,7.561,7.544,11.156
583,7.511,7.494,11.11
584,7.828,7.812,11.359
585,7.83,7.813,11.387
586,7.808,7.793,11.266
587,7.796,7.781,11.254
588,5.523,5.505,9.301
589,5.368,5.349,9.157
590,5.109,5.092,8.848
591,6.824,6.808,10.379
592,3.01,3.007,6.313
593,1.875,1.871,5.506
594,1.908,1.904,5.504
596,3.211,3.235,4.548
598,6.852,6.835,10.481
599,2.617,2.64,4.467
601,2.699,2.719,4.672
603,2.87,2.889,4.842
605,2.93,2.947,5.025
606,2.842,2.856,5.225
607,2.905,2.922,5.001
608,2.778,2.789,5.386
609,2.752,2.762,5.368
611,7.139,7.121,10.825
614,2.918,2.918,6.034
615,2.898,2.898,6.025
616,2.975,2.972,6.253
617,2.949,2.947,6.2
618,4.013,4.003,7.486
619,4.396,4.387,7.799
620,4.58,4.57,8.005
621,4.81,4.799,8.26
622,4.801,4.789,8.261
623,5.091,5.08,8.473
624,5.083,5.072,8.476
625,5.371,5.361,8.677
626,5.374,5.364,8.687
627,7.508,7.488,11.318
628,7.709,7.687,11.584
629,5.843,5.831,9.227
630,5.832,5.82,9.218
631,6.019,6.008,9.363
632,6.0,5.989,9.354
633,6.254,6.243,9.531
634,6.248,6.238,9.536
635,6.466,6.457,9.58
636,6.471,6.462,9.592
637,7.8,7.776,11.769
638,6.529,6.521,9.583
639,4.701,4.688,8.243
640,7.858,7.833,11.88
641,9.764,9.75,13.093
642,9.356,9.342,12.636
643,9.063,9.05,12.314
644,8.732,8.718,12.074
645,8.714,8.7,12.052
646,8.619,8.603,12.084
647,8.604,8.589,12.065
649,7.414,7.387,11.537
650,8.183,8.165,11.815
651,8.136,8.118,11.773
652,7.901,7.883,11.564
653,7.907,7.889,11.565
654,7.442,7.427,10.918
655,7.503,7.488,10.969
656,7.143,7.128,10.643
657,7.14,7.125,10.634
658,6.529,6.514,10.096
659,6.528,6.513,10.072
660,6.428,6.41,10.126
661,6.405,6.388,10.074
662,6.463,6.443,10.278
663,6.439,6.419,10.255
664,6.437,6.415,10.364
665,6.673,6.651,10.579
666,6.9,6.878,10.819
667,6.183,6.161,10.11
668,9.039,9.025,12.367
669,9.456,9.442,12.793
670,2.014,2.053,2.589
671,2.052,2.09,2.571
672,2.033,2.071,2.439
673,2.059,2.097,2.429
674,2.092,2.129,2.342
675,2.144,2.181,2.29
676,2.225,2.26,2.254
678,2.372,2.405,2.17
679,2.364,2.397,2.161
680,2.534,2.566,2.062
681,2.529,2.561,2.048
682,2.808,2.839,1.902
683,2.825,2.857,1.871
684,3.026,3.057,1.775
685,3.122,3.153,1.766
686,3.29,3.32,1.712
687,7.807,7.782,11.822
688,3.691,3.723,1.342
689,3.821,3.854,1.172
690,4.086,4.119,0.968
692,4.336,4.37,0.832
693,4.335,4.369,0.809
694,4.691,4.723,1.322
695,4.701,4.732,1.311
696,4.888,4.92,1.449
697,5.031,5.063,1.444
698,4.993,5.024,1.473
699,5.099,5.131,1.377
701,5.332,5.365,1.269
703,5.42,5.454,1.258
704,5.427,5.461,1.248
705,5.508,5.542,1.225
706,5.491,5.526,1.203
707,5.721,5.756,1.356
708,5.663,5.699,1.301
709,4.446,4.479,0.902
710,3.777,3.81,1.13
711,3.607,3.639,1.343
712,3.387,3.417,1.636
715,4.1,4.137,0.439
716,4.09,4.128,0.46
717,3.847,3.884,0.587
718,3.839,3.876,0.595
719,7.755,7.731,11.726
720,7.681,7.659,11.554
721,3.694,3.729,0.809
722,3.679,3.715,0.819
723,1.893,1.922,3.908
724,1.712,1.743,3.731
725,3.177,3.211,1.391
726,3.11,3.144,1.496
727,2.957,2.99,1.654
728,2.959,2.993,1.636
729,2.771,2.806,1.681
730,2.795,2.83,1.656
731,2.651,2.688,1.799
732,2.677,2.715,1.775
733,2.612,2.651,2.004
734,3.142,3.17,4.092
735,3.384,3.413,4.136
736,3.377,3.405,4.108
737,3.639,3.668,4.172
738,3.623,3.652,4.139
740,3.938,3.967,4.236
741,2.714,2.741,4.12
742,2.581,2.603,4.462
743,4.215,4.246,3.998
745,4.335,4.372,0.448
751,1.847,1.883,2.592
753,2.113,2.147,2.362
754,2.216,2.25,2.271
755,2.234,2.268,2.269
756,3.42,3.45,1.684
757,3.472,3.502,1.641
758,3.889,3.917,1.846
759,3.894,3.922,1.824
760,4.047,4.074,1.879
761,4.034,4.062,1.873
762,4.136,4.165,1.753
763,4.128,4.157,1.741
764,4.372,4.4,1.875
765,4.409,4.437,1.872
766,4.683,4.711,2.015
767,4.674,4.701,1.997
768,4.978,5.005,2.188
769,5.312,5.339,2.333
770,5.31,5.338,2.321
771,5.544,5.571,2.519
773,5.846,5.873,2.698
774,7.142,7.124,10.833
776,4.764,4.792,1.904
777,4.385,4.414,1.712
778,1.97,2.006,2.476
779,3.097,3.122,2.286
780,2.992,3.02,2.156
781,2.89,2.919,2.009
782,2.998,3.03,1.678
784,3.181,3.215,1.33
785,3.338,3.374,1.102
786,3.249,3.284,1.206
787,3.33,3.366,1.106
788,3.459,3.496,0.981
789,3.464,3.502,0.992
790,3.5,3.537,1.001
791,3.45,3.488,1.09
792,3.453,3.491,1.216
793,3.419,3.458,1.24
794,3.469,3.507,1.759
795,3.692,3.731,1.757
796,3.876,3.914,2.097
797,3.917,3.955,2.278
798,4.003,4.04,2.58
799,4.08,4.117,2.855
800,4.058,4.093,3.22
801,4.056,4.089,3.564
802,6.833,6.816,10.472
803,4.273,4.305,3.905
805,4.012,4.045,3.567
806,3.853,3.888,3.261
807,3.675,3.711,2.844
808,3.585,3.622,2.597
809,3.479,3.517,2.216
810,3.423,3.461,1.906
811,3.071,3.105,1.482
812,3.354,3.383,1.844
813,3.245,3.273,2.044
814,1.432,1.462,3.14
815,1.447,1.476,3.139
816,1.301,1.325,3.393
817,1.351,1.377,3.333
818,1.266,1.281,3.732
819,1.303,1.318,3.724
820,1.624,1.637,3.688
821,1.68,1.692,3.662
822,1.816,1.827,3.705
823,1.856,1.867,3.671
824,2.095,2.104,3.749
825,2.105,2.115,3.722
826,2.533,2.54,3.875
827,2.64,2.648,3.876
828,2.507,2.513,4.002
829,2.524,2.529,4.024
830,2.424,2.426,4.18
831,2.463,2.465,4.176
832,2.581,2.582,4.265
833,2.698,2.699,4.296
834,2.94,2.939,4.486
835,2.938,2.938,4.452
837,3.486,3.484,4.847
838,3.759,3.756,5.036
839,3.75,3.748,5.014
840,3.946,3.943,5.185
841,3.952,3.949,5.141
842,4.035,4.031,5.222
843,3.955,3.949,5.36
844,3.683,3.676,5.285
845,3.855,3.847,5.556
846,4.053,4.043,5.772
847,4.456,4.447,6.003
848,4.514,4.507,5.834
849,4.316,4.309,5.697
850,4.043,4.037,5.421
851,3.471,3.469,4.814
852,3.303,3.303,4.643
853,3.284,3.283,4.671
854,2.578,2.603,4.214
855,2.548,2.574,4.216
857,3.069,3.088,4.979
858,3.349,3.369,5.01
859,3.344,3.364,5.041
860,3.578,3.598,5.082
861,3.587,3.607,5.108
862,3.735,3.755,5.244
863,3.993,4.013,5.336
865,4.485,4.506,5.544
866,4.432,4.452,5.531
867,4.664,4.685,5.615
868,4.249,4.268,5.536
869,3.94,3.958,5.4
870,3.696,3.715,5.265
871,3.133,3.142,5.715
872,3.126,3.134,5.728
873,3.416,3.423,5.998
874,3.368,3.375,5.966
875,3.663,3.668,6.3
876,3.646,3.651,6.3
877,3.985,3.988,6.682
878,3.97,3.972,6.681
879,4.207,4.208,6.939
880,4.221,4.222,6.969
881,4.671,4.671,7.453
882,4.96,4.959,7.772
883,4.848,4.847,7.668
884,5.268,5.266,8.108
885,5.254,5.252,8.111
886,5.632,5.628,8.5
887,5.598,5.595,8.48
888,6.012,6.007,8.906
889,5.93,5.925,8.833
890,6.519,6.512,9.505
891,6.309,6.303,9.264
892,6.821,6.813,9.868
893,6.811,6.803,9.87
894,7.2,7.191,10.317
895,7.072,7.063,10.18
896,7.474,7.464,10.634
897,7.41,7.4,10.571
898,7.87,7.858,11.084
899,7.816,7.805,11.035
900,8.141,8.129,11.388
901,8.559,8.546,11.85
903,6.808,6.792,10.369
904,6.685,6.67,10.221
905,8.187,8.17,11.741
906,7.851,7.833,11.477
907,8.036,8.019,11.619
909,8.648,8.634,12.014
910,8.397,8.384,11.686
911,4.466,4.467,7.248
912,1.578,1.595,4.56
913,1.692,1.709,4.594
914,2.029,2.021,5.748
915,1.963,1.955,5.681
916,2.181,2.169,6.019
917,2.139,2.127,5.987
918,2.403,2.385,6.424
919,2.374,2.356,6.403
920,2.246,2.223,6.414
921,2.234,2.212,6.394
922,2.119,2.091,6.424
923,2.111,2.084,6.398
924,2.093,2.061,6.486
925,2.055,2.023,6.448
926,2.157,2.122,6.577
927,2.124,2.09,6.545
928,2.228,2.193,6.66
929,2.215,2.179,6.648
930,2.352,2.315,6.784
931,2.314,2.277,6.746
932,2.577,2.539,6.993
933,2.565,2.527,6.978
934,2.903,2.864,7.306
935,2.887,2.849,7.289
936,3.035,2.997,7.427
937,3.319,3.28,7.663
938,3.337,3.299,7.679
939,3.596,3.558,7.944
940,3.623,3.584,7.967
941,3.833,3.795,8.173
942,3.831,3.793,8.168
943,4.022,3.983,8.356
944,3.959,3.921,8.292
945,4.345,4.306,8.662
946,2.782,2.743,7.166
947,2.118,2.104,6.035
950,2.477,2.5,2.72
952,4.093,4.117,2.468
953,4.078,4.102,2.469
955,8.902,8.94,5.222
956,3.355,3.375,2.847
957,3.337,3.357,2.855
958,3.353,3.374,2.75
959,3.343,3.364,2.713
960,3.6,3.621,2.697
961,3.588,3.61,2.655
962,3.828,3.85,2.656
963,3.825,3.847,2.623
965,3.962,3.985,2.612
966,4.178,4.201,2.606
967,4.204,4.227,2.571
968,4.413,4.436,2.732
969,4.424,4.446,2.71
970,4.617,4.639,2.884
971,4.575,4.597,2.809
974,5.053,5.074,3.145
975,5.115,5.136,3.134
976,5.105,5.125,3.377
977,5.297,5.316,3.551
978,5.559,5.577,3.71
979,5.552,5.571,3.686
980,5.853,5.872,3.888
981,5.869,5.888,3.881
982,6.193,6.212,4.102
983,6.177,6.196,4.073
984,6.389,6.409,4.229
985,6.426,6.445,4.237
986,6.758,6.778,4.39
987,6.727,6.747,4.369
989,6.997,7.018,4.444
990,7.381,7.402,4.779
991,7.358,7.379,4.747
993,7.632,7.652,5.027
994,7.521,7.54,5.083
999,5.443,5.465,3.325
1000,1.997,1.978,5.16
1001,2.285,2.267,5.318
1002,2.32,2.302,5.321
1003,2.612,2.594,5.527
1004,2.589,2.571,5.497
1005,2.848,2.829,5.684
1006,2.848,2.83,5.668
1007,3.156,3.137,5.899
1008,3.144,3.125,5.879
1009,3.452,3.434,6.048
1010,3.47,3.452,6.036
1011,3.709,3.692,6.15
1012,3.685,3.668,6.121
1013,4.169,4.153,6.428
1014,4.169,4.153,6.385
1015,4.468,4.451,6.655
1016,4.455,4.438,6.63
1017,4.774,4.757,6.898
1018,4.77,4.754,6.877
1019,4.968,4.951,7.055
1020,4.968,4.951,7.038
1021,10.837,10.875,7.006
1022,11.038,11.076,7.163
1023,5.725,5.708,7.664
1024,5.719,5.703,7.649
1025,11.284,11.322,7.363
1026,11.359,11.398,7.459
1027,6.119,6.102,7.905
1028,11.115,11.153,7.262
1029,10.93,10.968,7.117
1030,6.555,6.538,8.344
1031,6.545,6.529,8.312
1032,6.843,6.827,8.527
1033,6.846,6.83,8.52
1034,7.107,7.091,8.633
1035,7.093,7.078,8.63
1036,6.954,6.939,8.433
1037,6.935,6.921,8.422
1038,7.035,7.022,8.318
1039,7.303,7.292,8.375
1040,7.534,7.522,8.639
1041,7.749,7.737,8.928
1042,7.745,7.731,9.065
1043,7.603,7.589,9.011
1044,7.41,7.396,8.796
1045,7.265,7.252,8.604
1046,7.004,6.991,8.332
1048,5.731,5.725,6.614
1049,1.317,1.347,3.916
1051,6.817,6.799,8.616
1052,4.249,4.245,5.368
1053,4.257,4.253,5.356
1054,4.62,4.616,5.65
1055,4.594,4.59,5.637
1056,4.708,4.705,5.526
1057,4.674,4.671,5.511
1058,4.947,4.948,5.345
1059,4.908,4.91,5.3
1060,6.102,6.102,6.261
1061,6.072,6.072,6.216
1062,6.225,6.225,6.355
1064,6.346,6.348,6.298
1065,6.362,6.363,6.288
1066,6.495,6.495,6.497
1067,6.733,6.732,6.809
1069,7.216,7.216,7.195
1070,7.354,7.366,5.919
1072,7.418,7.429,6.058
1073,7.961,7.959,7.966
1074,6.891,6.891,6.931
1075,6.842,6.843,6.791
1076,6.657,6.658,6.513
1077,6.483,6.484,6.419
1078,3.748,3.775,1.892
1079,3.962,3.987,2.272
1080,4.194,4.216,2.726
1081,4.199,4.221,2.705
1082,4.33,4.35,3.029
1083,4.338,4.358,2.989
1084,4.683,4.699,3.641
1085,4.596,4.613,3.503
1086,4.769,4.785,3.689
1087,6.589,6.602,5.198
1088,6.686,6.706,4.397
1089,6.659,6.679,4.382
1090,7.311,7.332,4.713
1091,4.016,4.041,2.276
1092,4.073,4.101,1.945
1093,4.045,4.011,7.699
1094,3.92,3.887,7.532
1095,3.696,3.663,7.369
1096,3.402,3.369,7.137
1097,3.359,3.326,7.01
1098,3.352,3.319,7.019
1099,3.328,3.297,6.904
1100,3.28,3.25,6.786
1101,3.087,3.058,6.533
1102,3.018,2.991,6.319
1103,3.004,2.979,6.218
1104,3.001,2.976,6.197
1105,3.274,3.249,6.373
1106,3.22,3.196,6.326
1107,3.126,3.104,6.089
1108,3.112,3.09,6.086
1109,3.069,3.049,5.912
1110,3.038,3.018,5.891
1115,3.441,3.407,7.199
1116,3.76,3.727,7.45
1117,2.204,2.19,6.102
1118,1.898,1.878,6.042
1119,1.874,1.853,6.016
1120,1.638,1.608,5.993
1121,1.604,1.574,5.958
1122,1.705,1.67,6.135
1123,1.692,1.657,6.124
1124,1.805,1.768,6.237
1125,1.767,1.73,6.199
1132,3.439,3.4,7.83
1133,7.31,7.331,4.704
1134,3.761,3.722,8.13
1135,4.102,4.064,8.465
1136,4.116,4.078,8.473
1137,4.371,4.333,8.726
1138,4.342,4.304,8.691
1139,5.193,5.154,9.541
1140,5.221,5.182,9.567
1141,5.421,5.382,9.772
1142,5.485,5.446,9.831
1143,5.656,5.617,10.007
1144,5.84,5.801,10.2
1145,6.062,6.024,10.426
1147,5.975,5.936,10.305
1148,5.684,5.645,10.022
1149,4.918,4.898,8.819
1150,5.036,5.018,8.826
1151,5.365,5.347,9.143
1152,5.642,5.622,9.47
1153,5.63,5.611,9.463
1154,5.81,5.789,9.682
1155,5.808,5.787,9.687
1156,5.95,5.928,9.87
1157,5.93,5.908,9.849
1158,6.807,6.783,10.835
1159,6.97,6.945,10.999
1160,7.243,7.219,11.24
1161,7.516,7.492,11.491
1162,7.33,7.307,11.28
1163,7.219,7.195,11.211
1164,7.025,7.001,11.031
1165,6.79,6.766,10.809
1166,0.09,0.116,4.412
1167,0.327,0.333,4.524
1168,1.259,1.225,5.681
1169,7.251,7.223,11.416
1170,1.76,1.723,6.188
1171,1.73,1.692,6.156
1172,5.181,5.143,9.509
1173,5.158,5.119,9.482
1174,5.698,5.659,10.012
1175,5.665,5.626,9.976
1176,6.299,6.261,10.604
1177,6.25,6.211,10.552
1178,6.955,6.916,11.25
1179,6.883,6.844,11.156
1180,7.154,7.116,11.393
1181,7.236,7.198,11.515
1182,1.376,1.339,5.808
1183,0.847,0.811,5.279
1184,0.593,0.561,5.015
1185,8.144,8.168,4.967
1186,0.926,0.895,5.328
1187,1.224,1.19,5.649
1188,1.44,1.403,5.874
1189,6.244,6.206,10.605
1190,6.281,6.243,10.639
1191,6.438,6.4,10.813
1192,6.459,6.42,10.824
1193,6.483,6.445,10.887
1194,6.499,6.461,10.901
1195,6.822,6.784,11.226
1196,6.902,6.864,11.314
1197,6.924,6.886,11.335
1198,6.921,6.883,11.322
1199,5.52,5.545,2.838
1200,5.693,5.706,4.604
1201,5.724,5.736,4.623
1202,5.935,5.946,4.945
1203,5.936,5.947,4.927
1204,6.29,6.302,5.088
1205,6.269,6.281,5.063
1206,6.546,6.558,5.192
1207,6.536,6.549,5.169
1208,6.728,6.739,5.5
1209,6.754,6.765,5.512
1210,6.794,6.803,5.79
1211,6.82,6.829,5.807
1213,6.781,6.783,6.585
1214,6.433,6.435,6.276
1215,6.701,6.703,6.438
1216,3.701,3.726,4.653
1217,3.505,3.532,4.344
1218,3.565,3.591,4.438
1219,3.391,3.419,4.082
1220,3.386,3.415,4.039
1221,3.21,3.241,3.832
1222,3.104,3.134,3.749
1223,2.874,2.907,3.451
1224,2.917,2.95,3.46
1226,2.695,2.73,3.189
1227,2.46,2.497,2.98
1228,2.497,2.533,2.96
1229,2.274,2.311,2.798
1230,2.298,2.335,2.777
1232,2.094,2.132,2.718
1233,3.586,3.615,1.645
1234,3.926,3.957,1.379
1235,3.912,3.943,1.36
1236,4.056,4.086,1.52
1237,4.069,4.099,1.499
1238,4.195,4.223,1.754
1239,4.213,4.242,1.722
1240,4.397,4.425,1.92
1241,4.708,4.736,2.047
1242,4.763,4.792,1.852
1243,5.034,5.064,1.875
1244,5.009,5.038,1.923
1246,5.254,5.284,1.93
1247,3.119,3.153,1.376
1248,5.545,5.575,2.068
1249,8.187,8.212,4.887
1250,5.792,5.822,2.213
1252,2.389,2.421,2.197
1253,8.161,8.186,4.852
1254,2.549,2.579,2.24
1255,2.59,2.62,2.215
1256,2.114,2.138,2.908
1257,2.138,2.161,2.92
1258,8.032,8.058,4.64
1259,7.876,7.902,4.484
1260,2.876,2.882,3.98
1261,2.874,2.881,3.944
1262,2.824,2.829,4.052
1263,2.835,2.84,4.057
1264,2.94,2.943,4.254
1265,2.958,2.961,4.252
1266,3.139,3.14,4.403
1268,4.061,4.06,5.053
1269,4.044,4.043,5.039
1270,4.199,4.199,5.03
1271,4.272,4.272,5.019
1272,4.173,4.177,4.694
1273,4.135,4.139,4.657
1274,4.399,4.402,4.864
1275,4.398,4.402,4.826
1277,4.595,4.598,5.004
1278,4.875,4.877,5.255
1280,3.581,3.619,0.879
1281,3.776,3.812,0.659
1283,4.518,4.552,0.529
1284,5.507,5.539,1.651
1285,5.514,5.547,1.637
1286,3.147,3.183,1.294
1287,6.263,6.292,2.651
1289,8.162,8.186,4.991
1291,8.045,8.07,4.821
1292,8.405,8.428,5.394
1293,8.405,8.427,5.388
1294,8.985,9.007,6.056
1295,8.944,8.966,6.002
1296,9.227,9.248,6.345
1297,9.224,9.245,6.336
1298,9.663,9.683,6.835
1299,9.631,9.651,6.797
1301,9.947,9.968,7.065
1302,10.145,10.167,7.152
1303,10.131,10.152,7.14
1305,7.738,7.764,4.294
1306,10.264,10.286,7.15
1307,10.238,10.261,7.132
1308,10.408,10.431,7.255
1309,10.484,10.507,7.27
1310,10.191,10.215,6.956
1311,10.474,10.497,7.206
1312,10.464,10.488,7.19
1313,10.881,10.905,7.581
1314,10.96,10.984,7.647
1315,11.431,11.455,8.051
1316,11.436,11.46,8.047
1317,11.701,11.725,8.27
1319,12.068,12.092,8.591
1321,11.664,11.688,8.178
1322,11.643,11.668,8.157
1323,11.364,11.389,7.837
1324,4.731,4.76,1.84
1325,3.076,3.107,3.666
1326,8.116,8.143,4.652
1327,4.906,4.908,5.246
1328,8.097,8.123,4.696
1329,3.739,3.769,4.15
1330,4.657,4.685,4.629
1331,4.526,4.555,4.592
1332,5.005,5.033,4.887
1333,5.145,5.173,5.022
1334,5.448,5.476,5.159
1335,5.457,5.486,5.19
1336,6.031,6.06,5.501
1337,6.649,6.662,5.21
1338,6.158,6.186,5.599
1340,6.545,6.574,5.846
1341,7.437,7.466,6.473
1342,7.43,7.459,6.496
1343,8.526,8.557,7.18
1344,8.562,8.592,7.244
1346,8.868,8.898,7.433
1347,8.906,8.938,7.155
1348,8.937,8.969,7.205
1349,8.861,8.894,6.939
1350,8.848,8.881,6.871
1351,8.775,8.808,6.742
1352,8.529,8.563,6.334
1353,8.566,8.6,6.364
1354,8.503,8.538,6.032
1355,8.577,8.613,5.941
1356,8.607,8.644,5.804
1357,8.669,8.706,5.813
1358,8.577,8.613,5.661
1359,8.501,8.539,5.504
1360,8.524,8.561,5.513
1361,8.598,8.635,5.677
1362,8.229,8.266,5.222
1363,8.221,8.258,5.206
1364,8.049,8.086,5.033
1365,8.074,8.111,5.028
1366,8.06,8.098,4.924
1367,8.084,8.122,4.942
1368,8.088,8.126,4.787
1369,8.106,8.144,4.865
1370,8.169,8.207,4.774
1371,8.179,8.217,4.792
1372,8.425,8.463,4.966
1373,8.488,8.526,4.947
1374,8.67,8.708,5.116
1375,8.613,8.651,5.057
1376,8.847,8.885,5.22
1377,8.865,8.903,5.293
1378,8.673,8.711,5.22
1379,8.447,8.485,4.896
1380,8.365,8.403,4.92
1381,4.415,4.452,2.806
1382,4.205,4.242,2.813
1383,3.656,3.692,2.905
1384,3.499,3.535,2.959
1386,3.201,3.237,2.849
1387,3.299,3.336,2.812
1393,1.922,1.96,3.026
1395,3.45,3.486,2.815
1396,9.146,9.164,6.63
1397,3.7,3.737,2.557
1398,3.968,4.005,2.596
1399,4.24,4.277,2.665
1400,9.198,9.216,6.687
1401,0.077,0.055,4.47
1402,0.436,0.421,4.495
1403,0.434,0.422,4.465
1404,0.857,0.843,4.568
1405,0.75,0.738,4.511
1406,1.073,1.058,4.65
1407,1.081,1.066,4.629
1408,1.365,1.348,4.794
1409,1.353,1.337,4.764
1410,1.715,1.698,4.979
1411,1.715,1.698,4.959
1412,9.449,9.466,6.989
1414,4.736,4.771,3.516
1415,4.732,4.767,3.397
1416,4.762,4.797,3.395
