stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality
5524,4.263,0.2956,60,1.337,5.45,3.018,10,95,125,9,75,31,424,46,227,9,75,117,7,74,31,312,39,206,3.509,0.754,6329,Francos Rodríguez - Estrecho,40.45513,-3.70392,1817,0.00015816790512859373,0.001942690626517727,0.09128796275770339,0.01032539840566398
5528,1.205,0.4739,11,0.244,11.306,8.852,0,1,3,0,6,0,6,4,0,0,0,2,0,4,0,7,1,0,1.892,-0.6869999999999998,6330,Fermina Sevillano - Octubre,40.44661,-3.56667,197,1.5855110201120035e-10,0.0009713453132588635,0.04845047885733111,0.0004854366640849082
5529,1.366,0.6367,18,0.129,10.936,8.567,0,1,3,0,7,0,9,4,1,0,1,3,0,6,0,7,4,0,1.909,-0.5429999999999999,6331,Fin De Semana,40.44401,-3.57,193,5.3986832018865294e-11,0.0009713453132588635,0.04621462078872354,2.359925445235334e-07
5531,3.023,0.7843,28,0.64,9.708,11.316,2,16,16,3,66,2,43,17,10,1,10,10,1,41,1,21,9,7,2.896,0.12700000000000022,6332,Las Suertes - Gran Vía Del Sureste,40.36304,-3.59087,153,1.2903324988624064e-13,0.0009713453132588635,0.043755445523514035,0.0006483108518968778
5535,2.95,0.2573,43,0.508,11.179,7.015,0,12,13,1,61,1,81,18,21,0,11,10,1,55,1,73,14,21,2.697,0.2530000000000001,6336,Castiello De Jaca - Berdún,40.5076,-3.67793,841,0.0011098344434534884,0.0014570179698882952,0.08763939729292586,0.0042751221911333905
5536,3.395,0.7139,33,0.949,9.408,11.035,2,20,17,3,75,3,45,20,13,1,10,10,1,45,1,24,9,7,3.032,0.363,6337,Las Suertes - Antonio Gades,40.3645,-3.59385,159,7.090562858442728e-13,0.0014570179698882952,0.045745389913352585,0.003550232507721017
5540,2.529,0.7929,37,0.514,2.207,4.779,3,38,32,3,99,15,63,23,39,4,45,34,4,96,14,69,30,41,2.774,-0.2450000000000001,6338,Alfonso XIII - Peña Prieta,40.40177,-3.66465,1682,4.943545399974407e-06,0.0014570179698882952,0.08287715343744968,0.002243297020296143
5541,2.289,0.6952,27,0.405,2.424,4.848,3,34,31,1,86,12,55,22,41,4,42,33,2,99,20,56,33,36,2.937,-0.6479999999999997,6339,Santa Marta - Alfonso XIII,40.4014,-3.66213,1687,1.125452402720774e-06,0.0009713453132588635,0.07681402723372505,0.0
5542,2.827,0.4405,38,0.445,2.326,3.216,42,74,89,18,31,31,686,47,206,75,107,147,19,38,46,1350,58,286,3.636,-0.8090000000000002,6340,Tribunal,40.42642,-3.70068,1826,3.0847330492492454e-05,0.0009713453132588635,0.08782256344636383,0.0
5545,3.272,0.4939,34,0.928,6.758,2.34,3,34,15,2,60,12,31,45,20,1,26,10,3,52,8,18,31,10,3.395,-0.12300000000000022,6343,Junta Municipal De Hortaleza,40.463,-3.65764,917,2.075159567114416e-06,0.001942690626517727,0.06670122128996728,0.0039135090869845054
5547,3.382,0.631,44,0.759,8.676,4.645,2,21,19,2,62,8,80,28,21,1,10,11,4,47,5,29,17,6,2.919,0.4630000000000001,6344,Ribera Del Loira - Ribera Del Sena,40.46852,-3.62612,564,1.9826475871522824e-05,0.0014570179698882952,0.07958103041781008,0.013287657880983782
5548,2.556,0.6583,35,0.635,8.696,4.631,1,12,9,2,42,7,54,18,12,1,11,11,4,51,6,27,18,5,3.01,-0.45399999999999974,6345,Tomás Redondo - Ribera Del Loira,40.46931,-3.62706,564,1.9826475871522824e-05,0.0014570179698882952,0.07958103041781008,0.013287657880983782
5549,5.442,0.2239,81,1.904,3.822,7.881,6,90,51,2,196,35,144,77,70,3,57,29,1,138,24,60,44,37,3.487,1.955,6346,Camino Viejo Leganés - Valle De Oro,40.38773,-3.72687,1194,0.00021920710112292345,0.001942690626517727,0.09056122448979592,0.0016454702935709692
5550,5.864,0.2695,101,2.008,4.031,8.005,6,98,52,2,203,36,151,83,75,4,63,42,1,122,24,104,52,53,3.624,2.2399999999999998,6347,Oporto,40.38838,-3.73035,1211,0.0002325085120595415,0.0029140359397765905,0.09137709137709138,0.007809049630746378
5558,2.047,0.5186,18,0.415,0.824,5.246,8,26,26,2,77,6,89,10,36,25,53,64,1,79,10,223,37,80,3.138,-1.0909999999999997,6348,Ramírez De Prado - General Lacy,40.39989,-3.69137,1640,0.000924664671792257,0.0009713453132588635,0.1107406013015651,0.001128857958187206
5560,3.886,0.5231,47,0.808,3.218,7.164,8,71,56,2,137,29,118,51,75,8,53,55,2,125,22,80,46,52,3.627,0.25900000000000034,6349,General Ricardos - Camino Viejo Leganés,40.39381,-3.72335,1223,8.766439084622337e-06,0.0014570179698882952,0.08045797350631081,0.0008755767196194916
5561,6.862,0.648,76,6.699,5.993,7.725,4,50,43,1,158,22,99,63,55,2,13,16,2,60,4,39,23,26,2.919,3.943,6350,Democracia - Arboleda,40.38415,-3.62578,303,0.0006963262471246138,0.004371053909664886,0.10861996201730323,0.06222299513021464
5562,7.805,0.5652,80,12.478,6.006,7.731,5,65,62,3,186,25,132,82,100,1,8,14,2,37,2,33,11,24,1.996,5.808999999999999,6351,Democracia - Arboleda,40.38416,-3.6256,303,0.0006963262471246138,0.004371053909664886,0.10861996201730323,0.06222299513021464
5564,1.393,0.6239,11,0.149,1.821,2.949,29,40,43,7,16,16,435,28,91,60,81,85,10,32,38,962,38,184,3.691,-2.298,6352,Bárbara De Braganza,40.4235,-3.69231,1473,0.000889294837656681,0.0009713453132588635,0.10886116104472877,0.001099958585945977
5566,6.955,0.5202,76,3.969,1.723,5.387,33,96,91,7,217,27,283,74,109,6,24,22,4,84,5,66,9,25,2.386,4.569,6353,Ombú - Acanto,40.39612,-3.67546,1664,1.3188170255894704e-05,0.00048567265662943174,0.08844121816073193,0.0
5568,4.393,0.6922,82,0.797,2.084,4.076,85,119,190,13,50,44,1550,64,271,91,93,180,4,43,55,1636,55,219,3.345,1.0479999999999996,6354,Callao,40.42035,-3.70725,1841,0.0008268981938355632,0.0014570179698882952,0.11326878644515348,0.02296286189865101
5569,4.535,0.6683,84,0.839,2.074,4.091,86,119,190,13,53,44,1552,64,273,91,91,179,3,44,55,1639,54,219,3.376,1.1590000000000003,6355,Callao,40.42018,-3.7073,1841,0.0008268981938355632,0.0014570179698882952,0.11326878644515348,0.02296286189865101
5570,4.819,0.6042,89,0.878,2.059,4.077,88,129,201,15,53,52,1618,73,295,92,93,180,3,44,56,1656,55,221,3.347,1.472,6356,Callao,40.42017,-3.70707,1841,0.0008268981938355632,0.0014570179698882952,0.11326878644515348,0.02296286189865101
5571,4.903,0.6398,86,0.908,2.041,4.063,90,126,201,13,67,54,1641,68,277,92,91,178,3,43,56,1663,55,223,3.356,1.5469999999999997,6357,Callao,40.42014,-3.70681,1841,0.0008268981938355632,0.0014570179698882952,0.11326878644515348,0.02296286189865101
5572,4.393,0.6922,82,0.797,2.191,4.117,85,119,190,13,50,44,1550,64,271,80,89,173,4,48,52,1544,52,211,3.428,0.9649999999999999,6358,Callao,40.42082,-3.70842,1841,0.0008268981938355632,0.0014570179698882952,0.11326878644515348,0.02296286189865101
5573,5.162,0.7122,106,1.179,2.202,4.092,90,124,199,15,58,45,1589,70,290,80,89,174,7,46,52,1547,53,211,3.439,1.7229999999999999,6359,Callao,40.42106,-3.70829,1841,0.0008268981938355632,0.0014570179698882952,0.11326878644515348,0.02296286189865101
5574,2.006,0.7848,23,0.194,10.101,7.689,0,2,7,0,16,0,14,5,4,1,3,6,1,15,0,39,5,9,2.559,-0.5530000000000004,6360,Nanclares De Oca - Arcaute,40.44346,-3.58037,209,4.221510963030652e-06,0.0014570179698882952,0.06817429309317263,0.008708124892918383
5591,4.341,0.4741,56,0.934,4.769,3.165,9,71,76,14,74,30,272,50,145,9,61,80,13,65,27,252,43,144,3.571,0.77,6361,Cruz Roja,40.44781,-3.7082,1811,0.0008592880956701607,0.0014570179698882952,0.10588840318848033,0.021132506804521046
5592,2.512,0.0492,29,0.631,11.154,7.542,0,13,10,0,44,2,52,14,22,0,10,10,0,40,2,47,16,20,2.432,0.08000000000000007,6362,Playa De Zarauz,40.47313,-3.5903,228,0.00023016634205717048,0.0009713453132588635,0.08191438574156588,0.0
5593,2.532,0.4346,30,0.382,11.161,7.546,0,13,10,0,49,2,55,19,24,0,10,10,0,39,2,47,16,20,2.416,0.1160000000000001,6363,Playa De Zarauz,40.47326,-3.59033,228,0.00023016634205717048,0.0009713453132588635,0.08191438574156588,0.0
5594,4.335,0.2402,44,1.285,7.514,4.033,2,11,13,2,61,6,67,23,19,1,4,6,0,36,3,29,12,11,2.827,1.508,6364,Avenida De Los Andes - Abelias,40.4535,-3.62496,549,0.006338668235210301,0.0009713453132588635,0.10109490843030393,0.007793610551435169
5595,4.02,0.5131,41,0.828,7.526,4.027,1,10,15,1,62,7,71,13,32,1,4,6,1,39,3,29,12,11,2.816,1.2039999999999997,6365,Avenida De Los Andes - Abelias,40.45379,-3.62512,549,0.006338668235210301,0.0009713453132588635,0.10109490843030393,0.007793610551435169
5597,7.21,0.5335,112,3.298,4.045,4.199,41,85,120,19,76,26,709,65,210,12,62,67,14,25,12,267,37,131,3.182,4.0280000000000005,6366,Moncloa,40.43581,-3.71929,1850,4.284226535472998e-05,0.005828071879553181,0.09388964888280894,0.05257181081361431
5598,2.933,0.5396,55,0.607,9.285,9.432,0,7,8,3,56,3,10,20,16,0,8,9,4,59,3,10,23,16,3.282,-0.3490000000000002,6367,Arroyo Pozuelo - Húmera,40.45236,-3.78193,94,9.29127136625822e-09,0.0014570179698882952,0.06144617863857471,0.0014411063137967355
5599,3.614,0.3676,61,0.813,9.308,9.473,0,8,8,3,56,3,10,25,16,0,8,9,4,60,3,12,23,19,3.284,0.33000000000000007,6368,Arroyo Pozuelo - Húmera,40.45213,-3.78244,94,9.29127136625822e-09,0.0014570179698882952,0.06144617863857471,0.0014411063137967355
5600,6.708,0.2193,108,2.282,4.11,8.058,8,101,61,4,242,40,168,96,84,5,67,45,1,126,24,118,55,54,3.845,2.863,6369,Oporto,40.38849,-3.73151,1211,0.0002325085120595415,0.0029140359397765905,0.09137709137709138,0.007809049630746378
5601,5.805,0.2925,108,2.371,4.116,8.064,6,93,50,2,200,37,147,83,72,5,67,45,1,127,24,118,55,54,3.853,1.9519999999999995,6370,Oporto,40.38846,-3.73157,1211,0.0002325085120595415,0.0029140359397765905,0.09137709137709138,0.007809049630746378
5602,7.296,0.3183,123,3.246,6.596,2.896,12,100,121,18,111,31,441,61,207,6,63,78,9,61,13,279,30,123,3.756,3.5400000000000005,6371,Plaza Castilla,40.46668,-3.68928,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
5603,6.885,0.2735,119,3.033,6.655,2.93,11,95,121,14,107,28,410,60,195,6,60,71,6,61,13,267,30,115,3.584,3.3009999999999997,6372,Plaza Castilla,40.46721,-3.68892,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
5604,6.879,0.2941,118,3.062,6.67,2.941,11,95,121,14,107,28,410,60,195,6,60,67,6,58,13,258,32,108,3.548,3.3309999999999995,6373,Plaza Castilla,40.46734,-3.68888,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
5605,6.879,0.2941,118,3.062,6.694,2.959,11,95,121,14,107,28,410,60,195,6,57,66,6,57,13,253,32,106,3.498,3.3809999999999993,6374,Plaza Castilla,40.46756,-3.68881,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
5606,6.922,0.2655,121,3.207,6.713,2.973,11,96,122,14,107,28,410,61,195,6,56,66,7,59,12,254,32,105,3.495,3.4269999999999996,6375,Plaza Castilla,40.46773,-3.68877,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
5607,6.882,0.2921,119,3.062,6.738,2.992,11,95,121,14,107,28,410,60,195,6,57,65,7,60,13,248,32,106,3.497,3.385,6376,Plaza Castilla,40.46795,-3.68871,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
5608,6.922,0.2962,120,3.099,6.752,3.003,11,95,121,14,107,28,410,60,195,6,55,63,7,56,13,236,31,101,3.451,3.4709999999999996,6377,Plaza Castilla,40.46808,-3.68867,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
5609,6.922,0.2962,120,3.099,6.767,3.014,11,95,121,14,107,28,410,60,195,6,53,62,6,53,13,233,29,100,3.395,3.5269999999999997,6378,Plaza Castilla,40.46821,-3.68863,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
5610,6.972,0.2908,119,3.083,6.782,3.025,11,95,121,14,110,28,410,60,195,5,51,60,6,54,13,232,29,99,3.352,3.6200000000000006,6379,Plaza Castilla,40.46835,-3.68859,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
5611,7.282,0.2174,123,3.026,6.708,2.982,11,102,126,14,114,28,417,63,208,6,58,69,7,59,12,255,31,108,3.5,3.782,6380,Plaza Castilla,40.46769,-3.68906,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
5612,7.361,0.3093,123,3.654,6.741,3.007,11,97,124,14,111,30,416,61,197,6,57,68,7,63,12,257,32,105,3.526,3.835,6381,Plaza Castilla,40.46798,-3.68899,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
5613,6.558,0.4548,83,3.168,4.176,1.75,31,122,82,23,63,40,770,83,176,7,59,28,12,34,15,240,52,70,3.349,3.2089999999999996,6382,Nuevos Ministerios Cercanías,40.44483,-3.69174,1798,0.07859324954317251,0.0048567265662943174,0.14472481900611514,0.3626547536588568
5617,8.027,0.6225,96,6.26,8.241,5.23,2,31,30,0,134,14,95,57,38,2,10,11,0,58,6,9,19,4,3.004,5.023,6383,Canillejas,40.44944,-3.6097,788,0.19733095707586873,0.007285089849441476,0.12493932038834951,0.18690854522380868
5618,5.482,0.1946,103,2.136,1.979,2.594,27,117,87,23,112,30,514,60,188,11,76,45,15,74,18,374,30,107,3.477,2.0050000000000003,6384,O Donnell - Narváez,40.42144,-3.67561,1465,0.008309209915457968,0.0024283632831471587,0.11832653295787599,0.0022917182095300546
5619,5.915,0.249,131,2.25,1.997,2.57,23,129,92,26,112,31,571,64,189,12,79,49,15,74,19,383,31,110,3.549,2.366,6385,O Donnell - Narváez,40.42166,-3.67563,1465,0.008309209915457968,0.0024283632831471587,0.11832653295787599,0.0022917182095300546
5620,7.506,0.5915,132,2.952,2.391,2.599,58,158,136,23,147,41,1132,79,245,7,70,47,11,82,14,262,34,95,3.333,4.173,6386,Metro O Donnell,40.42124,-3.66828,1611,0.02342854186786088,0.006313744536182613,0.1336492275736726,0.19548421728440382
5621,1.966,0.7942,14,0.139,4.405,2.316,2,49,38,2,42,14,78,24,78,3,73,62,1,77,18,100,52,102,3.507,-1.5410000000000001,6387,Hermanos Machado - San Juan De La Cuesta,40.43209,-3.64918,1985,8.115790262377413e-07,0.0009713453132588635,0.0720181881776845,0.0001963574742082524
5623,3.022,0.2783,27,0.641,1.433,5.759,18,49,56,2,125,13,127,57,75,33,69,85,1,98,18,237,57,125,3.594,-0.5720000000000001,6388,Santa María De La Cabeza - Puente Praga,40.39832,-3.70195,1632,0.0033101342641113454,0.001942690626517727,0.10930615278441365,0.0007367559427313757
5624,3.639,0.7191,40,0.512,2.793,6.752,9,63,67,5,122,25,115,51,71,6,47,57,2,127,18,88,44,59,3.718,-0.07900000000000018,6389,General Ricardos - Iglesia,40.39608,-3.71924,1163,1.058265136254516e-05,0.0009713453132588635,0.08820253598355038,0.0019128154591097348
5625,3.688,0.6356,36,0.674,3.0,6.962,10,59,75,7,137,22,130,49,84,8,48,53,2,129,20,86,41,65,3.685,0.0030000000000001137,6390,General Ricardos - Comandante Fontanes,40.39479,-3.72112,1219,3.31215102356856e-06,0.0009713453132588635,0.08168365930098782,0.0010351801631417858
5626,5.571,0.4245,68,1.538,1.877,2.828,93,128,124,15,54,56,1517,55,236,51,74,66,11,29,34,843,35,173,3.738,1.8329999999999997,6391,Biblioteca Nacional,40.4241,-3.69097,1472,0.005201318788907586,0.0014570179698882952,0.12158252140537348,0.00818666119777051
5627,6.4,0.4896,104,1.814,2.001,2.744,87,153,136,26,57,56,1592,61,277,52,77,82,11,30,32,898,43,189,3.714,2.6860000000000004,6392,Metro Colón,40.42521,-3.69125,1474,0.002049619516469752,0.0029140359397765905,0.11060378169316717,0.010221782198290518
5628,3.08,0.6794,36,0.826,6.92,4.796,2,35,64,2,77,17,106,28,93,0,21,20,4,83,9,26,21,23,3.312,-0.23199999999999976,6393,Sainz De Robles - Antonio Machado,40.46478,-3.72114,1010,2.0441699992595034e-07,0.0009713453132588635,0.06349842718805897,0.00032846483090762877
5632,5.6,0.3871,74,1.925,6.46,3.071,13,88,135,9,94,28,403,50,225,8,62,102,6,66,18,280,30,141,3.58,2.0199999999999996,6394,Pinos Alta - Bravo Murillo,40.4653,-3.69512,2087,0.044547209917318434,0.001942690626517727,0.10762636558465317,0.021152048435564647
5633,1.849,0.4901,16,0.304,6.573,3.282,4,23,41,2,48,4,47,19,29,8,56,93,8,70,14,231,30,122,3.423,-1.574,6395,Veza,40.46616,-3.69759,2090,0.007823311063843943,0.0009713453132588635,0.09741212092539149,0.005947282012155408
5634,2.062,0.4611,18,0.424,6.75,3.515,5,25,46,3,54,7,57,22,49,8,52,80,5,67,11,190,29,89,3.23,-1.1680000000000001,6396,Plátano,40.46759,-3.69961,2116,0.0014033259659779623,0.0009713453132588635,0.0892230359232136,0.00503421899097567
5635,2.431,0.439,25,0.342,6.895,3.682,6,31,48,5,65,9,70,23,61,6,46,77,4,69,10,146,29,75,3.095,-0.6640000000000001,6397,Arroyo,40.46879,-3.70082,2114,0.0004192055908620815,0.0029140359397765905,0.08276721469630582,0.004381345861546503
5636,2.717,0.4572,28,0.51,7.031,3.855,6,38,59,6,75,9,99,24,76,5,44,72,5,75,11,143,35,77,3.255,-0.5379999999999998,6398,Arroyo - Paseo De La Dirección,40.46986,-3.7023,2114,0.0004192055908620815,0.0029140359397765905,0.08276721469630582,0.004381345861546503
5638,2.714,0.4699,30,0.575,4.882,9.084,2,24,18,0,104,8,31,29,21,0,10,5,0,60,3,8,15,6,2.147,0.5670000000000002,6399,Los Rosales - Tanatorio,40.36335,-3.68485,357,3.2231087502401516e-07,0.0009713453132588635,0.06820139118913547,0.00023280158818936888
5639,3.051,0.4393,39,0.503,2.204,2.967,42,74,71,15,27,27,693,47,185,73,100,131,16,33,44,1249,57,283,3.979,-0.9279999999999999,6400,Santa Bárbara,40.42634,-3.69671,1779,0.00015385425591384178,0.001942690626517727,0.09351864468365353,0.00029702508622474563
5642,2.038,0.5539,22,0.602,2.753,6.106,2,28,25,1,36,9,77,26,20,2,30,30,4,80,8,72,19,25,3.09,-1.052,6403,Virgen Del Puerto - Mármol,40.4057,-3.72209,1494,1.0442494543637979e-05,0.0009713453132588635,0.0855421686746988,3.872269390944769e-05
5645,5.782,0.0926,84,1.67,9.54,9.298,1,10,8,3,60,5,18,25,14,1,8,4,2,35,4,13,25,10,3.281,2.501,6404,Osa Mayor - Carretera De Húmera,40.45947,-3.77908,106,2.630736401883068e-06,0.001942690626517727,0.08016039866074905,0.006770046148576141
5646,2.23,0.4196,29,0.361,9.364,8.973,0,7,3,2,28,4,12,17,8,2,5,3,1,26,2,8,19,8,2.61,-0.3799999999999999,6405,Osa Mayor - Bellatrix,40.46107,-3.77476,133,2.0764937501533637e-06,0.0009713453132588635,0.08005131993312857,0.0
5649,3.284,0.0151,41,1.749,12.034,8.574,0,12,10,0,48,3,59,22,24,0,10,10,0,28,3,50,8,21,2.273,1.0109999999999997,6406,Plaza Mayor De Barajas,40.47346,-3.57723,216,0.008354767305843055,0.0014570179698882952,0.09681666431560634,0.0002588903046539787
5650,4.574,0.3027,77,1.363,6.879,5.303,2,34,19,2,112,11,44,42,21,1,27,19,1,85,11,37,41,24,3.334,1.2399999999999998,6407,Arcos De Jalón - Avenida De Canillejas,40.42712,-3.61284,1062,0.00016135773725413206,0.0024283632831471587,0.08327603640040444,0.0014557851205568254
5652,5.514,0.6911,74,1.262,8.536,6.039,5,50,36,7,152,16,96,45,104,1,23,11,1,111,6,24,22,21,3.186,2.3280000000000003,6408,Herrera Oria - Islas Marquesas,40.47885,-3.72648,2010,0.0020555136326225695,0.0024283632831471587,0.09121920964026227,0.02378774529099253
5654,2.502,0.4086,38,0.542,8.069,11.765,1,27,14,1,53,7,33,31,43,1,24,13,1,45,6,21,31,34,2.248,0.25399999999999956,6409,Sinfonía - Danza,40.37332,-3.77388,1256,6.302272104051502e-07,0.0009713453132588635,0.07361985125858124,0.0
5657,3.323,0.3435,34,1.685,9.204,4.852,1,12,18,4,47,5,49,13,14,1,8,7,4,38,3,38,12,10,2.223,1.1,6410,Virgen Del Cortijo,40.48811,-3.6655,952,0.002331254141859181,0.0009713453132588635,0.09374857715248372,3.1461552098392146e-05
5658,3.45,0.4452,39,0.914,9.156,4.833,1,20,20,4,57,4,62,20,28,1,8,6,4,36,3,41,7,9,2.154,1.2960000000000003,6411,Avenida De Manoteras,40.48809,-3.66807,953,0.009423725816586324,0.001942690626517727,0.10329604173982843,0.0031887605983041464
5659,2.54,0.5301,30,0.618,8.942,4.581,1,19,20,2,56,2,57,28,28,1,11,10,4,43,4,48,17,16,2.359,0.18100000000000005,6412,Camino Fuente De La Mora,40.48563,-3.66522,950,0.015666078339275052,0.0009713453132588635,0.11050880206097037,0.0026210160326520923
5660,2.888,0.2495,39,0.702,9.045,4.646,1,21,18,2,56,3,55,30,27,1,14,21,4,58,4,68,18,34,2.908,-0.020000000000000018,6413,Ingeniero Herrera - Príncipe Carlos,40.48573,-3.66088,949,0.03867775701132154,0.0014570179698882952,0.11365643629940385,0.0007372047429609256
5661,3.308,0.24,32,0.817,9.126,4.722,1,19,27,5,66,4,84,20,42,1,15,22,4,61,4,75,21,35,3.13,0.17799999999999994,6414,Ingeniero Herrera - Príncipe Carlos,40.48628,-3.65992,949,0.03867775701132154,0.0014570179698882952,0.11365643629940385,0.0007372047429609256
5662,5.278,0.4906,92,1.49,3.803,7.979,4,71,37,1,180,32,74,65,49,4,51,26,1,136,21,42,41,26,3.563,1.7149999999999994,6415,Portalegre - Avenida Oporto,40.38501,-3.72386,1177,0.0007860057271365905,0.003885381253035454,0.09872932150563414,0.018551672508845537
5663,5.507,0.4563,94,1.842,3.727,7.895,4,75,40,1,186,32,79,66,50,4,52,26,1,141,22,43,41,28,3.593,1.9139999999999997,6416,Opañel,40.38572,-3.72347,1177,0.0007860057271365905,0.003885381253035454,0.09872932150563414,0.018551672508845537
5665,3.272,0.6951,46,1.465,10.713,7.721,0,12,6,0,58,6,24,18,5,0,8,3,0,20,3,13,10,4,1.96,1.3119999999999998,6417,Centro De Carga Aérea,40.45708,-3.58145,201,0.005479669895235682,0.0024283632831471587,0.10282660807031561,0.003493197387095596
5667,3.438,0.2069,41,0.432,3.117,6.424,4,48,20,1,72,21,33,53,27,4,53,21,1,69,22,32,50,27,3.469,-0.030999999999999694,6418,Martínez De La Riva - Puerto Bonaigua,40.38689,-3.66429,1348,8.605449131611946e-05,0.0014570179698882952,0.0957718963672729,0.006303195019919636
5671,4.559,0.3097,48,1.192,3.463,6.014,4,65,31,1,100,25,63,64,40,2,46,23,1,87,20,41,49,25,3.763,0.7960000000000003,6419,Buenos Aires,40.39194,-3.65406,1345,4.073937403539973e-05,0.001942690626517727,0.0885629489440406,0.004813735007247851
5678,1.964,0.9155,27,0.255,11.183,10.811,0,3,2,2,8,3,10,5,1,0,3,3,2,7,2,9,2,1,1.989,-0.025000000000000133,6420,Cabellera Berenice - Valle Toranzo,40.46802,-3.79494,82,1.8032154258493834e-08,0.0009713453132588635,0.06468333752199044,0.0013919643482804794
5679,3.797,0.7732,35,0.823,11.212,10.842,0,8,4,2,32,5,16,17,8,0,3,3,2,7,2,8,1,1,1.966,1.8310000000000002,6421,Valle De Toranzo - Berenice,40.4681,-3.79529,82,1.8032154258493834e-08,0.0009713453132588635,0.06468333752199044,0.0013919643482804794
5681,4.001,0.5818,57,0.896,2.539,5.643,9,67,47,5,111,24,102,48,88,5,51,32,3,104,23,59,41,39,3.504,0.49700000000000033,6422,Puerto De Pajares - Arroyo Del Olivar,40.39389,-3.66533,1666,1.7788982593128512e-05,0.0024283632831471587,0.08387307018615829,0.0016004032188493746
5683,1.238,0.7887,9,0.11,8.992,8.968,0,2,3,0,7,1,2,5,2,0,0,1,0,1,0,0,1,0,2.13,-0.8919999999999999,6423,Polígono Industrial Vicálvaro,40.39836,-3.58428,271,3.785111780365675e-08,0.00048567265662943174,0.06678993123134813,0.0
5684,1.102,0.7931,8,0.068,8.901,9.014,0,1,2,0,6,1,2,3,2,0,0,1,0,2,1,1,2,1,2.567,-1.465,6424,Rivas - Avenida Del Parque,40.39611,-3.58573,270,2.2127780801548418e-07,0.0009713453132588635,0.07156760514424748,0.0009713453132588635
5685,9.971,0.2405,165,4.75,6.478,10.039,7,114,99,7,231,35,219,125,184,3,34,35,3,75,16,92,46,68,3.587,6.384,6425,Aluche,40.38516,-3.76043,1271,0.0010325633783677967,0.004371053909664886,0.11416689769891877,0.07992807694441406
5686,10.051,0.2678,171,4.773,6.504,10.06,7,115,100,7,232,35,220,126,185,3,33,36,3,75,14,89,42,65,3.572,6.479,6426,Aluche,40.38517,-3.76076,1271,0.0010325633783677967,0.004371053909664886,0.11416689769891877,0.07992807694441406
5687,4.573,0.1619,56,0.761,4.4,8.768,0,36,16,0,152,9,24,36,14,1,14,6,0,58,3,7,15,3,3.147,1.4260000000000006,6427,Avenida De Los Poblados - Carretera Toledo,40.37465,-3.71934,632,9.019944187795e-05,0.0014570179698882952,0.0902397335320156,0.007777314263978752
5688,4.7,0.4734,73,1.527,5.586,4.11,3,45,23,3,107,17,52,50,48,1,30,15,2,82,13,25,32,15,3.44,1.2600000000000002,6428,Castillo De Uclés - Hermanos García Noblejas,40.42645,-3.62879,1976,4.3204966956201065e-05,0.0029140359397765905,0.08990873760971137,0.01572573100792451
5689,1.11,0.7129,8,0.08,5.902,4.286,1,8,2,1,36,3,4,13,7,1,29,14,2,80,11,35,32,15,3.474,-2.364,6429,Castillo De Uclés - Zaratán,40.42784,-3.62551,998,9.172167950984323e-06,0.0014570179698882952,0.08251182175202372,0.0019417466563396329
5690,1.062,0.6872,7,0.052,6.187,4.359,1,7,2,1,34,3,4,12,6,1,25,14,2,76,11,42,32,16,3.548,-2.4859999999999998,6430,Castillo De Uclés - Castillo De Simancas,40.43022,-3.62321,1018,1.6122941184696525e-06,0.0009713453132588635,0.07623102554609404,0.0009713453132588635
5691,1.11,0.7129,8,0.08,6.312,4.291,1,8,2,1,36,3,4,13,7,1,23,17,2,59,10,54,28,16,3.399,-2.2889999999999997,6431,Castillo De Uclés,40.43251,-3.62299,1025,2.752030815635437e-07,0.00048567265662943174,0.07083390670152745,0.0
5692,1.366,0.645,16,0.123,6.163,4.346,1,13,4,1,47,4,5,16,8,1,27,15,2,76,11,42,34,16,3.5,-2.134,6432,Castillo De Uclés - Castillo De Simancas,40.43009,-3.62344,1018,1.6122941184696525e-06,0.0009713453132588635,0.07623102554609404,0.0009713453132588635
