stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality
par_5_11,15.731,0.3417,190,16.914,0.076,4.487,124,243,279,19,378,83,1520,177,389,48,58,82,4,57,18,379,27,100,3.594,12.137,0,ATOCHA,40.40659,-3.6893,1675,0.04915130872683707,0.006313744536182613,0.14824681402548778,0.5362911117674126
par_5_133,3.419,0.7634,38,2.096,8.897,4.511,1,22,28,3,61,4,87,21,51,1,18,15,4,45,5,55,27,26,2.642,0.7770000000000001,1,FUENTE DE LA MORA,40.48475,-3.66282,948,0.08258928115808638,0.003399708596406022,0.12375285491044596,0.07921383528115049
par_5_142,3.217,0.6082,24,2.055,12.435,8.414,0,13,12,1,53,2,57,14,22,0,0,0,0,0,0,0,0,1,0.442,2.775,2,AEROPUERTO T4,40.49177,-3.59333,148,0.005025548407212635,0.0024283632831471587,0.10751396793901102,0.014688691830344916
par_5_144,4.447,0.7464,32,3.491,10.388,6.242,1,14,17,1,90,2,60,12,13,0,3,3,1,23,0,9,3,1,2.487,1.96,3,VALDEBEBAS,40.4823,-3.61642,137,0.017624688629606585,0.003399708596406022,0.11344352617079889,0.06462844821667478
par_5_18,6.362,0.4483,69,12.062,7.223,3.202,19,60,57,13,93,20,545,55,106,5,21,22,5,32,9,110,17,41,2.705,3.657,4,CHAMARTÍN,40.4721,-3.68247,2095,0.23143796587943447,0.004371053909664886,0.13835505980378981,0.27989504377169555
par_5_25,7.694,0.5816,91,4.901,0.802,5.236,48,107,107,8,226,19,412,76,124,29,62,68,1,79,10,256,40,94,3.112,4.582,5,DELICIAS,40.40037,-3.69277,1639,0.005228129428664929,0.0024283632831471587,0.12448609431680774,0.09175711777178346
par_5_46,9.76,0.277,138,8.817,1.64,5.488,57,125,140,8,276,36,477,103,143,7,22,19,3,85,3,66,12,22,2.757,7.003,6,MÉNDEZ ÁLVARO,40.39538,-3.67808,1661,0.012758297801290583,0.004371053909664886,0.13531808622502628,0.16183861169046104
par_5_51,6.884,0.6456,76,6.996,4.377,1.815,33,116,80,24,76,38,718,84,173,6,64,31,15,39,14,233,57,78,3.451,3.4330000000000003,7,NUEVOS MINISTERIOS,40.44662,-3.69234,1798,0.07859324954317251,0.0048567265662943174,0.14472481900611514,0.3626547536588568
par_5_57,9.918,0.6312,107,21.183,1.906,5.772,63,143,191,9,272,34,636,106,199,30,63,97,6,104,24,301,56,124,3.527,6.390999999999999,8,PIRÁMIDES,40.4026,-3.71134,1823,0.0011214380638721309,0.001942690626517727,0.11628169650420737,0.09451064165615668
par_5_61,9.018,0.473,114,15.328,3.014,4.916,58,133,178,8,212,35,712,98,227,15,14,18,1,35,6,102,5,11,1.875,7.143000000000001,9,PRÍNCIPE PÍO,40.42107,-3.72026,1539,0.0003612730604687493,0.0048567265662943174,0.10903987713816661,0.10712953010522518
par_5_10,6.632,0.6065,112,4.47,3.377,6.982,20,64,48,2,137,21,125,68,48,5,38,10,0,69,13,9,44,10,3.302,3.3299999999999996,17,ASAMBLEA DE MADRID-ENTREVÍAS,40.38167,-3.668,1398,0.011307863655275429,0.003885381253035454,0.13214812913163468,0.12207394890727108
par_5_59,8.143,0.7873,103,6.241,4.484,7.72,14,69,48,1,152,23,92,80,47,4,23,10,0,42,7,10,25,4,2.893,5.250000000000001,18,POZO EL,40.3759,-3.65623,1365,0.0027397933865600564,0.003885381253035454,0.11942462734180152,0.0974554063307659
par_5_75,8.875,0.6691,110,6.232,7.196,8.273,6,61,55,3,176,22,96,67,54,1,10,9,0,33,2,14,12,6,1.959,6.916,19,SANTA EUGENIA,40.38699,-3.60906,319,0.00021818523431617264,0.0024283632831471587,0.09898086722430535,0.007735805027037633
par_5_87,9.522,0.7055,127,8.791,6.181,7.963,7,76,56,2,210,28,109,95,64,2,17,24,2,69,7,51,29,28,3.217,6.305,20,VALLECAS,40.38221,-3.62455,303,0.0006963262471246138,0.004371053909664886,0.10861996201730323,0.06222299513021464
par_5_90,5.956,0.6336,98,3.211,7.977,7.976,1,34,32,1,82,14,54,45,34,0,12,11,0,29,5,7,15,10,2.712,3.244,21,VICÁLVARO,40.40132,-3.59593,496,0.0002118020969538182,0.003885381253035454,0.10013617352397626,0.01972303341832284
par_5_122,4.451,0.8061,49,3.64,1.56,4.1,51,68,90,8,63,20,623,54,82,90,96,184,3,44,63,1735,42,219,3.721,0.7299999999999995,22,SOL,40.41685,-3.70309,1869,0.024417762347224824,0.0014570179698882952,0.13726666666666668,0.015076990495261849
par_5_145,6.949,0.476,79,3.052,10.392,6.914,4,43,32,9,157,11,178,43,81,0,5,6,2,51,1,18,11,6,2.567,4.382,23,MIRASIERRA-PACO DE LUCÍA,40.49971,-3.70918,712,0.14948987701196642,0.0029140359397765905,0.12654415831848073,0.027333902796300782
par_5_58,4.463,0.5771,48,2.338,10.218,7.274,0,17,13,5,111,5,53,26,25,0,5,0,2,40,2,6,7,0,2.454,2.009,24,PITIS,40.4951,-3.72584,700,0.028143933941486052,0.001942690626517727,0.11267374411732516,0.015278655035502261
par_5_64,7.766,0.4768,122,8.111,8.998,5.241,10,58,57,12,155,17,276,61,123,1,17,22,4,43,8,44,21,28,2.48,5.286,25,RAMÓN Y CAJAL,40.48824,-3.69473,2018,0.5358903376701282,0.009713453132588635,0.13259917568263782,0.20362471881552988
par_5_69,1.66,0.6285,18,3.097,7.209,11.388,0,7,2,0,31,3,7,18,3,0,10,2,0,29,3,2,14,0,1.735,-0.07500000000000018,26,SAN CRISTÓBAL DE LOS ANGELES,40.34236,-3.68385,276,0.002726340884098624,0.0009713453132588635,0.11581730228372146,0.0009713453132588635
par_5_70,1.079,0.7772,7,0.775,8.386,12.713,0,6,2,0,24,3,4,13,2,0,0,0,0,3,0,0,2,0,1.627,-0.548,27,SAN CRISTÓBAL INDUSTRIAL,40.33191,-3.69872,380,0.0004651057874418504,0.00048567265662943174,0.10380116959064327,0.0
par_5_93,5.124,0.4875,57,4.235,6.072,10.255,7,30,30,0,103,9,54,50,27,1,22,14,0,83,5,21,30,15,3.039,2.0849999999999995,28,VILLAVERDE BAJO,40.35264,-3.68398,404,0.015518229701200729,0.003399708596406022,0.13096298180893015,0.06398432784977405
par_5_15,0.474,,4,4.262,15.175,11.279,0,0,0,0,5,0,4,1,0,2,2,0,3,8,0,14,4,2,1.472,-0.998,30,CANTOBLANCO UNIVERSIDAD,40.54378,-3.70034,38,0.010451754096382177,0.0009713453132588635,0.116822695035461,0.0009713453132588635
par_5_31,1.096,0.8502,10,3.99,10.483,6.392,0,1,1,0,6,1,16,2,7,1,5,1,0,23,3,12,9,5,1.542,-0.44599999999999995,31,FUENCARRAL,40.50156,-3.68234,348,0.059600283981799125,0.001942690626517727,0.13224998394244974,0.011674561741873557
par_5_84,0.46,,3,4.237,16.297,12.188,0,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,1,0,1.1,-0.6400000000000001,33,UNIVERSIDAD P. COMILLAS,40.55406,-3.68334,31,0.0017797334852300373,0.00048567265662943174,0.10460803739267388,0.0
par_5_92,7.192,0.4785,92,4.496,7.557,11.974,2,37,42,1,157,13,73,61,51,0,10,19,0,31,4,23,18,23,2.923,4.269,34,VILLAVERDE ALTO,40.34123,-3.71193,390,0.0036249869910262786,0.003885381253035454,0.11655816586470422,0.029723998069546308
par_5_1,6.7,0.5433,82,2.929,8.206,11.623,3,77,63,6,179,27,145,81,135,0,21,10,1,44,4,24,26,25,2.587,4.1129999999999995,35,ÁGUILAS LAS,40.38119,-3.78027,1246,0.00020673325034589526,0.0029140359397765905,0.10307884856070088,0.016185110529968082
par_5_24,4.607,0.5796,64,1.911,9.228,12.613,2,50,42,5,124,17,99,50,89,0,2,1,0,21,1,4,3,2,1.199,3.4080000000000004,36,CUATRO VIENTOS,40.37771,-3.79143,439,0.00011553208753439318,0.0024283632831471587,0.09712722298221614,0.0040384377050728835
par_5_26,8.155,0.7796,92,6.419,3.223,7.642,36,83,99,3,217,20,285,85,105,3,24,13,1,64,10,40,26,14,3.416,4.738999999999999,37,DOCE DE OCTUBRE,40.37896,-3.69861,533,0.0030677280866139452,0.0014570179698882952,0.12069875139222698,0.01615247418887754
par_5_28,10.159,0.6122,130,8.937,1.121,5.127,90,154,211,12,235,59,1175,127,239,44,78,125,5,77,29,447,59,132,3.272,6.8870000000000005,38,EMBAJADORES,40.40513,-3.70262,1642,0.01507591162840973,0.003399708596406022,0.1348748853661732,0.15550349228096577
par_5_30,9.803,0.4033,125,7.762,7.181,10.674,17,112,119,8,214,40,254,126,195,2,26,18,3,55,7,49,37,59,2.989,6.814000000000001,39,FANJUL,40.38365,-3.76856,925,0.0008959695395570575,0.0024283632831471587,0.11222543195072764,0.022606784288678346
par_5_40,12.013,0.6878,130,10.21,4.709,7.986,36,159,171,11,311,50,379,155,226,3,44,38,3,91,14,81,37,33,3.555,8.458,40,LAGUNA,40.39918,-3.74422,1215,0.003476839052775647,0.003885381253035454,0.12358943577430972,0.13477758039282112
par_5_52,7.019,0.7897,79,6.679,4.641,9.066,14,51,55,1,179,15,126,65,68,0,17,4,1,61,4,13,25,3,2.529,4.49,41,ORCASITAS,40.36691,-3.70442,660,0.0029519976355447306,0.0014570179698882952,0.12036712264702444,0.013423528336041069
par_5_62,7.585,0.5836,116,5.082,6.449,10.85,4,53,48,2,192,15,90,70,66,1,27,33,0,93,7,49,32,46,3.382,4.202999999999999,42,PUENTE ALCOCER,40.35028,-3.70516,397,0.0014702676570492754,0.003885381253035454,0.10843690752053929,0.024262009760103183
par_5_7,12.245,0.1849,183,8.382,6.483,10.025,19,148,139,8,288,45,312,155,219,3,32,34,3,51,16,91,40,69,3.353,8.892,43,ALUCHE,40.38563,-3.76074,1271,0.0010325633783677967,0.004371053909664886,0.11416689769891877,0.07992807694441406
par_5_13,1.676,0.8677,17,0.489,11.905,11.806,0,4,6,0,9,2,12,3,7,0,3,4,0,11,0,15,2,1,1.258,0.4179999999999999,45,BARRIAL-C.COM.POZUELO EL,40.46537,-3.80774,80,1.6704229023803714e-05,0.0014570179698882952,0.09180079361540862,0.010885597722529755
par_5_9,1.739,0.9315,20,0.528,9.341,9.734,2,14,25,3,42,3,70,9,26,0,9,11,1,59,2,21,12,15,2.946,-1.207,46,ARAVACA,40.44833,-3.78586,95,6.464817331308682e-05,0.0009713453132588635,0.09913813857191006,0.011655684808543806
par_10_1,4.576,0.2437,64,2.209,8.318,3.961,1,27,31,3,97,7,85,43,44,1,17,17,0,60,5,52,31,27,2.894,1.6819999999999995,47,PINAR DE CHAMARTIN,40.48014,-3.66684,982,0.03708905532509032,0.001942690626517727,0.11410995344712924,0.012488170089456222
par_10_2,5.453,0.3719,61,3.293,8.895,4.513,1,24,32,5,106,7,94,44,47,1,18,16,4,50,5,55,28,26,2.991,2.462,50,FUENTE DE LA MORA,40.48482,-3.66325,948,0.08258928115808638,0.003399708596406022,0.12375285491044596,0.07921383528115049
par_10_3,5.18,0.343,62,1.115,9.215,4.82,1,23,30,5,100,6,85,36,45,1,12,21,4,50,3,64,15,27,2.745,2.4349999999999996,55,VIRGEN DEL CORTIJO,40.48734,-3.66098,954,0.022741427260179088,0.0024283632831471587,0.11044359813334764,0.011429758496168452
par_10_4,5.16,0.2253,55,1.951,9.204,4.773,1,22,30,5,105,5,102,28,48,1,10,17,0,40,2,45,10,22,2.586,2.5740000000000003,58,ANTONIO SAURA,40.48546,-3.65353,818,0.004018150272855397,0.0009713453132588635,0.099864196333301,0.005109600520230072
par_10_5,5.327,0.1011,63,1.068,9.641,5.209,1,20,28,5,104,5,101,27,48,0,7,17,1,43,2,39,10,24,2.658,2.669,60,ALVAREZ DE VILLAAMIL,40.48905,-3.65136,819,0.0008588094122709824,0.001942690626517727,0.09130820399113082,0.004362000437121966
par_10_6,5.558,0.5575,69,0.967,10.011,5.598,1,21,29,5,117,6,121,32,46,0,9,19,4,56,3,40,15,25,2.887,2.671,62,BLASCO IBAÑEZ,40.49368,-3.65584,910,0.00028489707873707924,0.0024283632831471587,0.08413697286694999,0.0022344370163550602
par_10_7,5.456,0.7039,65,2.094,10.314,5.925,1,18,28,5,115,4,128,29,47,0,4,15,5,51,4,40,13,19,2.936,2.5200000000000005,65,MARIA TUDOR,40.49717,-3.65889,881,0.0002989512366865612,0.0009713453132588635,0.08153809599239664,0.00035845847344404523
par_10_8,4.995,0.5794,71,1.799,11.093,6.77,0,16,26,3,98,2,108,29,43,0,8,11,1,57,2,62,19,16,2.965,2.0300000000000002,69,PALAS DE REY,40.50544,-3.66507,852,0.0014710114126492435,0.0029140359397765905,0.08783380257657196,0.006193837355001936
par_10_9,4.679,0.4655,65,1.614,11.338,7.063,0,17,28,2,92,2,108,29,43,0,10,11,1,59,1,76,18,21,2.918,1.7610000000000001,71,LAS TABLAS,40.50824,-3.66932,855,0.006124270717318211,0.003885381253035454,0.09598172664553421,0.01839716931759725
par_10_10,2.909,0.5654,54,0.667,7.286,10.237,3,26,32,3,37,8,74,21,58,2,15,16,2,32,5,39,16,34,3.194,-0.28500000000000014,82,COLONIA JARDIN,40.39698,-3.77456,1114,9.578586305945328e-05,0.003885381253035454,0.09698082991851538,0.030333105097183816
par_10_23,0.625,,4,0.01,9.345,9.739,1,3,7,0,11,0,24,1,7,0,8,11,1,59,2,21,12,15,2.91,-2.285,83,ESTACION DE ARAVACA,40.44833,-3.78591,95,6.464817331308682e-05,0.0009713453132588635,0.09913813857191006,0.011655684808543806
par_8_17472,7.869,0.38,139,5.744,6.591,2.947,11,103,135,15,123,30,431,71,218,5,62,77,8,59,13,273,30,121,3.725,4.144,1131,INTERCAMBIADOR DE PLAZA CASTILLA,40.4666328430176,-3.6904890537262,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
par_8_18074,8.309,0.345,144,4.498,6.693,2.963,11,114,146,16,138,33,449,73,231,6,58,68,7,59,13,255,31,109,3.532,4.776999999999999,1132,INTERCAMBIADOR DE PLAZA CASTILLA,40.4675521850586,-3.68892955780029,2108,0.23688743274322324,0.0048567265662943174,0.11955638137266288,0.04925756148713024
par_8_1917,4.927,0.2952,53,2.909,7.175,3.159,6,47,41,9,75,13,193,31,83,5,23,23,6,32,9,128,20,45,2.707,2.2199999999999998,1141,AGUSTÍN DE FOXÁ-CHAMARTÍN,40.4716714166663,-3.68258411029222,2095,0.23143796587943447,0.004371053909664886,0.13835505980378981,0.27989504377169555
par_8_07313,8.221,0.6001,97,6.079,8.401,5.383,3,31,32,1,139,14,103,61,47,2,11,12,0,63,6,11,20,4,3.12,5.101,1200,AV.AMÉRICA-CANILLEJAS,40.4500885009766,-3.60798239707947,788,0.19733095707586873,0.007285089849441476,0.12493932038834951,0.18690854522380868
par_8_12477,5.617,0.5311,87,2.381,3.64,0.82,10,109,96,20,98,27,339,83,156,7,74,60,14,49,21,218,47,90,3.479,2.138,1201,INTERCAMBIADOR DE AVENIDA AMÉRICA,40.4384384155273,-3.67649960517883,1969,0.012656994367852599,0.0029140359397765905,0.10979576601077161,0.0251739156874961
par_8_1285,4.944,0.8069,58,1.993,5.506,1.628,3,63,58,10,103,16,157,59,82,1,24,18,2,54,5,49,36,29,3.022,1.9220000000000002,1204,AV.AMERICA-ARTURO SORIA,40.4478378295898,-3.65236043930054,1917,0.05548907018805058,0.003885381253035454,0.11336857174320009,0.057028635884538964
par_8_5617,8.481,0.555,99,8.252,8.24,5.232,2,31,30,0,135,14,97,57,38,2,10,11,0,58,7,9,19,4,2.981,5.5,1205,CANILLEJAS,40.4494018554688,-3.60967421531677,788,0.19733095707586873,0.007285089849441476,0.12493932038834951,0.18690854522380868
par_8_07333,3.681,0.2969,42,2.613,11.823,8.257,0,13,10,0,58,3,57,21,25,0,11,10,0,35,3,50,14,21,2.847,0.8340000000000001,1206,AV.LOGROÑO-PZA.PAJARONES,40.4752578735352,-3.58230257034302,214,0.004780691669333938,0.001942690626517727,0.09771260440394837,0.005240643532782084
par_8_07205,2.327,0.8724,20,0.619,10.333,7.644,0,7,3,0,15,2,15,5,4,1,4,6,1,16,1,48,4,9,2.455,-0.1280000000000001,1212,CTRA.A2-POL.IND.LAS MERCEDES,40.4495964050293,-3.58112573623657,203,0.040069020202840734,0.0024283632831471587,0.11133942572865409,0.010851588313697261
par_8_07207,1.102,0.9694,7,0.127,11.333,8.759,0,0,0,0,1,0,10,0,0,0,1,2,0,5,0,7,1,0,1.938,-0.8359999999999999,1213,CTRA.A2-COL.FIN DE SEMANA,40.4494171142578,-3.56792831420898,196,0.007084457422422719,0.0009713453132588635,0.10022390965732088,0.0019368784672783184
par_8_07208,0.947,0.9716,6,0.098,12.071,9.572,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,5,0,0,1.908,-0.961,1214,CTRA.A2-HOTEL,40.4491844177246,-3.55829167366028,134,0.0015412886631284751,0.0014570179698882952,0.0911667035643126,0.000980479348505946
par_8_07300,1.697,0.9781,8,0.468,12.138,9.625,0,2,3,0,32,2,16,5,1,0,0,0,0,0,0,3,0,0,1.761,-0.06399999999999983,1218,CTRA.A2-HOTEL,40.4496765136719,-3.55770611763,134,0.0015412886631284751,0.0014570179698882952,0.0911667035643126,0.000980479348505946
par_8_07301,1.538,0.9142,12,0.416,11.507,8.93,0,4,3,0,39,2,16,8,3,0,0,1,0,1,0,8,1,0,1.662,-0.12399999999999989,1219,CTRA.A2-COL.FIN DE SEMANA,40.449878692627,-3.56593918800354,198,0.0017058512111344849,0.0009713453132588635,0.09111829003850068,1.2586269041255114e-05
par_8_07302,3.649,0.6344,42,0.972,10.525,7.824,0,15,15,0,79,7,22,23,11,1,5,5,1,13,2,47,4,10,2.146,1.5030000000000001,1220,CTRA.A2-BARRIO DEL AEROPUERTO,40.4503173828125,-3.57906818389893,205,0.008477992656369338,0.0009713453132588635,0.10016052926010605,0.000972909606696848
par_8_07312,7.001,0.5936,78,5.557,9.227,6.348,2,28,31,1,125,12,88,57,44,0,10,8,0,56,3,9,10,6,2.7,4.301,1221,CTRA.A2-INSTITUTO,40.4502830505371,-3.59655666351318,232,0.04808937263406138,0.003399708596406022,0.11126121257970388,0.01195047371082523
par_8_1283,2.966,0.4055,54,0.922,4.5,0.519,5,60,60,14,60,17,179,41,89,6,49,51,2,70,11,103,37,69,3.026,-0.05999999999999961,1222,AV.AMERICA-PARQUE AVENIDAS,40.4432220458984,-3.66522765159607,1934,0.012638793732791545,0.0014570179698882952,0.1022343594836147,0.0006695597588500719
par_8_1284,4.48,0.7691,48,1.707,5.545,1.693,3,49,50,4,101,14,121,48,64,1,24,21,2,58,7,55,39,30,3.14,1.3400000000000003,1223,AV.AMERICA-ARTURO SORIA,40.4478340148926,-3.65157032012939,1917,0.05548907018805058,0.003885381253035454,0.11336857174320009,0.057028635884538964
par_8_4770,3.941,0.5673,65,1.189,4.034,0.468,8,76,66,15,65,25,249,58,115,7,54,49,4,57,12,125,33,75,2.647,1.294,1224,AV.AMERICA-HOTEL,40.4404029846191,-3.67024636268616,1882,0.0026803127196382893,0.0009713453132588635,0.09347194479753042,5.7634148040682426e-05
par_8_1287,3.844,0.8526,40,0.664,6.257,2.658,3,37,45,3,82,11,97,41,56,1,3,3,1,15,0,13,14,10,1.998,1.8459999999999999,1225,AV.AMERICA-PQUE.CONDE ORGAZ,40.4491310119629,-3.64029717445374,813,0.051324599498577726,0.0029140359397765905,0.11217040749618654,0.00773664540252454
par_8_07077,6.652,0.4516,82,2.427,5.509,2.985,4,75,56,6,144,25,147,72,102,2,46,34,4,58,14,94,45,71,3.499,3.153,1228,HNOS.GªNOBLEJAS-CIUDAD LINEAL,40.4367136296803,-3.6374036385846,2135,2.5941768315234382e-05,0.0024283632831471587,0.07505285412262157,0.005684121741252129
par_8_07192,5.818,0.3717,90,2.172,7.495,5.355,2,44,29,1,127,20,61,57,30,1,24,15,0,74,5,26,24,14,3.256,2.562,1229,AV.ARCENTALES-PZA.GRECIA,40.4350822488211,-3.60913927404085,1048,0.000706431274527471,0.0014570179698882952,0.08537900149278488,0.011964360955514307
par_8_11760,6.327,0.3652,101,2.368,7.313,5.178,2,51,29,2,145,20,69,61,31,2,24,13,0,79,5,28,27,12,3.28,3.047,1230,AV.ARCENTALES-AV.CANILLEJAS A VICÁLVARO,40.4348093645002,-3.61134154256949,1051,0.003257228384254571,0.004371053909664886,0.0931505609844372,0.028811586868285517
par_8_242,5.939,0.3971,78,1.761,5.466,3.374,2,76,47,4,131,21,119,59,78,2,46,29,3,71,16,66,37,62,3.523,2.416,1232,ASCAO-JULIÁN CAMARILLO,40.4326577589938,-3.63446509204144,2129,6.53105298302004e-06,0.0024283632831471587,0.07596104183575592,0.00526423867349163
par_8_243,6.194,0.31,80,2.169,5.494,3.422,2,76,47,4,133,20,119,68,80,2,43,24,3,71,16,61,37,56,3.441,2.753,1233,ASCAO-JULIÁN CAMARILLO,40.432471426835,-3.63394459876174,2129,6.53105298302004e-06,0.0024283632831471587,0.07596104183575592,0.00526423867349163
par_8_3016,4.97,0.3979,71,1.404,6.751,4.664,2,40,23,1,103,16,55,49,28,1,26,13,1,71,10,52,33,16,3.454,1.5159999999999996,1234,AV.ARCENTALES-SAN ROMUALDO,40.4336390662383,-3.61795681109194,1016,0.000593278121635446,0.0009713453132588635,0.08545696023906367,0.0014610240099924689
par_8_3017,4.196,0.705,64,0.945,6.758,4.65,1,39,21,3,92,14,63,47,43,1,24,13,1,67,11,52,30,15,3.45,0.7459999999999996,1235,AV.ARCENTALES-SAN ROMUALDO,40.4339179514134,-3.61803010334606,1016,0.000593278121635446,0.0009713453132588635,0.08545696023906367,0.0014610240099924689
par_8_3018,5.993,0.1521,89,2.729,7.09,4.995,2,45,27,2,140,20,67,61,26,1,26,14,0,73,7,38,30,15,3.381,2.6120000000000005,1236,AV.ARCENTALES-AV.CANILLEJAS,40.434048665097,-3.61378694641697,1051,0.003257228384254571,0.004371053909664886,0.0931505609844372,0.028811586868285517
par_8_3019,6.327,0.3652,101,2.368,7.104,4.987,2,51,29,2,145,20,69,61,31,2,26,14,0,73,7,36,27,15,3.354,2.973,1237,AV.ARCENTALES-ALBADALEJO,40.4343549541098,-3.61378973158255,1051,0.003257228384254571,0.004371053909664886,0.0931505609844372,0.028811586868285517
par_8_4783,5.993,0.1521,89,2.729,7.275,5.167,2,45,27,2,140,20,67,61,26,2,26,13,0,79,7,32,30,13,3.348,2.6450000000000005,1238,AV.ARCENTALES-AV.CANILLEJAS A VICALVARO,40.4344026099504,-3.61159723711709,1051,0.003257228384254571,0.004371053909664886,0.0931505609844372,0.028811586868285517
par_8_4784,3.917,0.5254,53,1.234,7.528,5.402,0,29,16,1,94,12,43,37,21,1,23,14,0,73,7,26,25,15,3.318,0.5989999999999998,1239,AV.ARCENTALES-AV.NIZA,40.4349228278589,-3.60861907415094,1048,0.000706431274527471,0.0014570179698882952,0.08537900149278488,0.011964360955514307
par_8_50009,4.178,0.539,51,1.529,7.944,5.908,0,34,20,1,88,15,50,46,24,0,14,6,0,47,4,21,15,9,2.526,1.6520000000000001,1240,ESTOCOLMO-ESTADIO METROPOLITANO,40.4339804843305,-3.60277459503847,613,0.00012419502973749712,0.0009713453132588635,0.0787681713848508,0.011009063135282857
par_8_978,5.893,0.4673,81,1.421,5.552,3.703,4,63,37,4,122,18,95,64,71,3,39,21,2,78,12,45,30,36,3.433,2.46,1241,METRO GARCÍA NOBLEJAS,40.4303041527264,-3.63158998244333,1979,3.876500282967613e-06,0.001942690626517727,0.07784499054820417,0.006065798615171843
par_8_979,5.932,0.3069,75,1.838,5.548,3.687,4,70,46,4,122,18,117,55,79,3,39,21,2,78,12,44,30,39,3.441,2.4910000000000005,1242,METRO GARCÍA NOBLEJAS,40.4304295628616,-3.63172083731976,1979,3.876500282967613e-06,0.001942690626517727,0.07784499054820417,0.006065798615171843
par_8_980,4.222,0.7647,57,0.878,5.857,3.89,2,42,22,3,87,15,59,49,43,2,30,17,2,75,14,53,30,28,3.492,0.7300000000000004,1243,EMILIO MUÑOZ-STA.LEONOR,40.4316276637467,-3.62843100493287,994,7.4685717819315795e-06,0.0009713453132588635,0.07508022170361726,0.0008156786498327964
par_8_981,5.143,0.3035,67,1.198,5.854,3.874,2,56,36,4,112,17,95,51,68,2,26,16,1,71,11,53,26,24,3.191,1.952,1244,EMILIO MUÑOZ-STA.LEONOR,40.4317710944118,-3.62856202434595,994,7.4685717819315795e-06,0.0009713453132588635,0.07508022170361726,0.0008156786498327964
par_8_982,4.295,0.6971,66,0.875,6.187,4.098,2,43,24,2,88,14,66,51,45,1,28,16,1,64,10,52,29,21,3.506,0.7890000000000001,1245,EMILIO MUÑOZ-ALFONSO GOMEZ,40.4331862659467,-3.62509723546392,1021,3.998669961863156e-05,0.0009713453132588635,0.07396630384021266,0.0009741421737108505
par_8_983,4.666,0.526,57,1.613,6.171,4.076,3,48,25,3,97,14,78,46,52,1,27,14,1,64,10,53,27,18,3.436,1.2300000000000004,1246,EMILIO MUÑOZ-ALFONSO GOMEZ,40.4332389779022,-3.6253453078644,1021,3.998669961863156e-05,0.0009713453132588635,0.07396630384021266,0.0009741421737108505
par_8_984,5.087,0.6107,71,1.184,6.411,4.24,2,46,26,2,108,18,70,54,45,1,24,17,1,56,12,55,30,16,3.65,1.4369999999999998,1247,EMILIO MUÑOZ-MIGUEL YUSTE,40.4343152812259,-3.62289118692677,1022,0.00022739389997775462,0.0014570179698882952,0.0791892619514634,0.0017377449075048448
par_8_985,4.959,0.631,73,1.051,6.409,4.228,2,48,28,3,112,17,74,53,54,1,22,17,1,56,12,55,30,15,3.645,1.3139999999999996,1248,EMILIO MUÑOZ-MIGUEL YUSTE,40.4344228112853,-3.622998288644,1022,0.00022739389997775462,0.0014570179698882952,0.0791892619514634,0.0017377449075048448
par_8_07101,2.311,0.7745,36,0.386,8.403,8.262,1,13,9,0,24,5,15,15,10,0,4,5,0,16,1,2,9,2,2.631,-0.31999999999999984,1249,BOYER-LOS CAVILAS,40.4023488069269,-3.59079049348868,497,1.778518227487679e-05,0.0014570179698882952,0.08500185773851299,0.0005167524212905062
par_8_07102,2.123,0.7439,31,0.351,8.695,8.388,0,11,8,0,22,4,7,15,8,0,1,3,0,7,1,2,3,2,1.909,0.2140000000000002,1250,BOYER-CTRA.COSLADA,40.4044661770276,-3.58720288239951,491,6.2097570379820374e-06,0.0014570179698882952,0.07837539492215752,1.1803215416912102e-05
par_8_07182,3.349,0.7006,47,0.787,8.673,8.362,1,16,10,0,34,6,17,21,12,0,2,4,0,7,1,2,5,2,1.902,1.4470000000000003,1251,BOYER-CTRA.VICÁLVARO,40.4046000488255,-3.58745152534027,491,6.2097570379820374e-06,0.0014570179698882952,0.07837539492215752,1.1803215416912102e-05
par_8_07183,3.782,0.5906,60,1.241,8.364,8.231,1,20,15,0,44,7,25,25,14,0,5,5,0,18,1,2,9,2,2.741,1.041,1252,BOYER-LOS CAVILAS,40.4023464578171,-3.59125006247832,497,1.778518227487679e-05,0.0014570179698882952,0.08500185773851299,0.0005167524212905062
par_8_1069,4.465,0.5139,81,1.408,7.223,7.207,1,26,21,2,65,12,33,46,19,2,19,9,0,40,8,19,27,12,3.08,1.3849999999999998,1253,SAN CIPRIANO-JARDIN DE LA DUQUESA,40.4040882605268,-3.60459374010674,527,0.0002153784843089426,0.0014570179698882952,0.09943017191423605,0.006458068526167109
