stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,total_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,total_walk15,walk_area,area_difference,Unnamed: 29,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,Unnamed: 0,weighted_gini_walk,weighted_gini_multi,weighted_net_income_hh_walk,weighted_net_income_hh_multi
865,1.171,0.8754,9,0.146,4.485,5.544,5,11,10,2,24,2,43,5,10,112,3,8,5,1,21,2,13,6,4,63,1.702,-0.5309999999999999,2585,Ribera Manzanares - Cordillera,40.42978,-3.73358,1523,2.516150478080497e-08,0.0014570179698882,0.0660677041553024,0.0009722892834369,4585,30.251159,30.320373,45553.0,44763.0
867,0.856,0.8413,7,0.088,4.664,5.615,4,9,7,2,19,2,27,5,9,84,3,7,4,1,21,2,8,6,4,56,2.005,-1.149,2587,Colonia Manzanares,40.4311,-3.73496,1524,4.314801435806626e-09,0.0004856726566294,0.0619751377058062,0.0,4587,30.26072,30.338126,45897.0,44678.0
868,1.038,0.8256,9,0.134,4.249,5.536,5,9,11,1,21,2,42,4,10,105,3,9,7,2,20,2,22,6,9,80,1.463,-0.425,2588,Comandante Fortea - Felipe Moratilla,40.42728,-3.73237,1534,7.124093364073903e-08,0.0009713453132588,0.0707244186445917,0.0009706373356252,4588,30.233672,31.35414,45456.0,43487.0
869,1.395,0.8186,12,0.32,3.94,5.4,5,11,12,2,25,3,45,5,11,119,5,9,8,2,25,2,35,6,9,101,1.474,-0.0789999999999999,2589,Comandante Fortea - Santa Olalla,40.42536,-3.72963,1532,3.906651271975327e-07,0.0009713453132588,0.0760873581907542,0.0019391507383498,4589,30.329463,32.114157,45348.0,44357.0
873,6.189,0.6942,38,2.95,3.416,5.998,41,98,125,5,131,43,804,69,139,1455,6,29,20,1,44,8,63,21,18,210,3.202,2.987,2593,Puerta Del Ángel,40.4136,-3.7291,1149,4.43000812696139e-06,0.0009713453132588,0.0828771534374496,0.0004091315606175,4594,32.598763,32.987814,34666.0,35560.0
875,6.263,0.7578,36,3.255,3.663,6.3,31,94,124,4,140,37,731,69,142,1372,5,31,22,1,38,9,58,24,15,203,2.874,3.389,2595,Paseo De Extremadura - Guadarrama,40.41241,-3.73235,1158,1.6307432059025105e-06,0.0009713453132588,0.0771970605878824,4.01524457896469e-05,4596,33.113398,32.469039,32122.0,34088.0
877,6.311,0.756,38,4.941,3.985,6.682,13,76,59,4,148,23,226,64,63,676,2,34,25,2,44,9,58,24,20,218,2.835,3.476,2597,Paseo De Extremadura - Albéniz,40.41088,-3.73644,553,5.090825569994647e-06,0.0009713453132588,0.0832356389214536,0.0006125768091906,4598,33.147217,32.253769,31070.0,32757.0
879,6.341,0.7221,38,5.979,4.207,6.939,8,74,58,4,153,22,183,60,60,622,2,40,26,2,46,10,60,33,23,242,2.941,3.4000000000000004,2599,Alto De Extremadura,40.40984,-3.73918,554,2.810270180408552e-05,0.0019426906265177,0.0906409579151259,0.0048364799501836,4600,33.235052,32.343594,29851.0,32319.0
881,5.297,0.8301,29,2.057,4.671,7.453,4,63,69,4,113,19,147,51,87,557,3,36,27,4,68,9,41,30,25,243,2.972,2.325,2601,Paseo De Extremadura - El Greco,40.40791,-3.74477,1181,0.0001223026206057,0.0019426906265177,0.0992959104938271,0.0049932251634647,4603,32.568302,31.944414,30631.0,33398.0
882,4.551,0.842,24,1.932,4.96,7.772,3,57,55,3,110,16,140,49,59,492,2,33,26,3,72,7,47,33,21,244,2.544,2.007,2602,Paseo De Extremadura - Villamanín,40.40663,-3.74818,1199,3.668658162590007e-05,0.0014570179698882,0.0906688977938262,0.0005354563346447,4604,32.050208,32.91612,31546.0,32670.0
886,5.701,0.8241,31,2.512,5.632,8.5,4,68,61,4,118,16,152,55,70,548,1,25,24,2,74,6,40,24,23,219,3.007,2.6939999999999995,2606,Colonia Lourdes,40.40375,-3.75595,1094,1.5002635948357836e-05,0.0009713453132588,0.0837877431431594,2.5334548837282345e-05,4608,31.265692,31.743176,34716.0,34278.0
890,4.226,0.7754,21,2.038,6.519,9.505,3,44,51,3,95,14,125,30,73,438,1,28,29,2,46,10,62,22,42,242,3.315,0.911,2610,Paseo De Extremadura - Carretera Boadilla,40.39863,-3.76574,1124,5.411725547522478e-05,0.0009713453132588,0.0912192096402622,0.0026800544471152,4613,31.20211,30.738669,33822.0,34243.0
891,4.167,0.8053,23,2.663,6.309,9.264,3,46,48,1,92,11,97,36,49,383,1,29,29,1,44,11,58,20,38,231,3.0,1.1669999999999998,2611,Paseo De Extremadura - Carretera Boadilla,40.39996,-3.76348,678,5.411725547522478e-05,0.0009713453132588,0.0912192096402622,0.0026800544471152,4614,31.151968,32.263304,34310.0,33765.0
895,4.137,0.7601,20,2.372,7.072,10.18,3,43,55,3,95,14,127,34,75,449,2,25,27,2,32,9,63,22,45,227,3.197,0.9399999999999996,2615,Paseo De Extremadura - Avenida Poblados,40.39397,-3.77127,1116,5.542632965603165e-05,0.0009713453132588,0.0910578453918273,0.0001082610529563,4618,31.292863,30.901425,32995.0,34343.0
896,3.825,0.7677,20,1.52,7.474,10.634,1,39,34,2,93,14,85,28,66,362,2,15,16,1,23,5,33,15,25,135,2.602,1.2230000000000003,2616,Paseo De Extremadura 374,40.39122,-3.77531,485,3.505975114884352e-05,0.0014570179698882,0.0893663194444444,0.000123654191198,4619,31.33864,29.810373,32241.0,33238.0
898,3.768,0.7353,21,1.497,7.87,11.084,1,40,30,2,97,11,65,29,61,336,1,10,4,1,23,3,8,10,5,65,2.785,0.9829999999999997,2618,Paseo De Extremadura 392,40.38829,-3.77913,347,2.582005526727637e-05,0.0014570179698882,0.0843299475753604,1.9392517578220774e-05,4621,28.848305,28.493775,32004.0,32640.0
900,1.763,0.5015,13,0.574,8.141,11.388,0,16,7,1,48,2,17,15,24,130,1,12,4,1,34,3,11,18,18,102,2.426,-0.6630000000000003,2620,Paseo De Extremadura Km. 8,40.38634,-3.78172,1245,3.6672544382135376e-05,0.0019426906265177,0.0899794607350434,0.0015902734584609,4625,27.492106,26.980863,32648.0,32411.0
901,2.09,0.4919,15,0.522,8.559,11.85,0,17,8,1,49,3,19,18,26,141,0,13,4,1,39,3,14,14,19,107,2.004,0.0859999999999998,2621,Aviación Española,40.38342,-3.7857,1251,1.1680183355042124e-05,0.0009713453132588,0.0826509312780989,0.0002234956447052,4626,26.766424,27.077715,33205.0,32518.0
905,2.829,0.4507,26,0.955,8.187,11.741,1,28,15,1,60,5,33,32,44,219,0,26,13,1,42,6,26,31,37,182,2.405,0.4240000000000004,2624,Salorino - Navalmoral De La Mata,40.37717,-3.77787,1257,2.0074515642342418e-06,0.0009713453132588,0.0790099769762087,2.163264991465723e-06,4629,27.807046,27.963584,31501.0,31674.0
906,2.046,0.422,15,0.921,7.851,11.477,0,18,11,1,42,2,17,17,24,132,0,26,13,2,61,8,27,34,37,208,2.76,-0.714,2625,Soledad Cazorla - Rafael Finat,40.3766,-3.77316,1242,1.1054870284689926e-06,0.0009713453132588,0.0738363336441225,3.3371797666220046e-05,4630,28.048392,27.526096,32492.0,31588.0
907,2.146,0.3889,16,1.03,8.036,11.619,0,19,11,1,43,3,17,18,24,136,0,29,14,1,54,6,29,33,37,203,2.599,-0.4530000000000003,2626,Soledad Cazorla - Aldeanueva De La Vera,40.37701,-3.77582,1253,5.640801821471114e-07,0.0009713453132588,0.0736224836414345,5.83688226788206e-06,4631,27.910478,27.551524,32002.0,31580.0
910,2.381,0.852,12,1.084,8.397,11.686,1,23,23,1,62,8,48,16,38,220,0,17,4,1,41,4,14,22,21,124,2.339,0.0419999999999998,2628,Aviación Española,40.38412,-3.78399,1243,7.90207787455917e-05,0.0019426906265177,0.0912232510743874,0.0028747170747947,4633,27.132338,30.465335,32470.0,32996.0
914,6.276,0.1515,44,2.45,2.029,5.748,50,108,156,6,172,53,704,84,186,1519,23,55,89,6,99,22,307,54,106,761,3.36,2.916,2632,Toledo - Pasillo Verde,40.40398,-3.71324,1824,0.0001782924225728,0.0014570179698882,0.1024225240013928,0.0006341788547014,4637,32.38106,32.912643,40505.0,37894.0
920,4.169,0.3408,20,1.81,2.246,6.414,8,61,64,6,155,28,149,49,86,606,8,43,49,2,113,14,98,41,60,428,3.344,0.8249999999999997,2638,Antonio López - Inmaculada Concepción,40.39564,-3.71142,897,1.1547790605568415e-05,0.0009713453132588,0.0886430170483898,0.0005403993277044,4644,31.623421,33.083168,36250.0,33470.0
922,4.495,0.6249,24,1.427,2.119,6.424,13,60,59,5,141,22,152,45,76,573,15,57,56,1,110,16,125,48,83,511,3.422,1.073,2640,Puente Praga,40.39374,-3.70741,623,8.958807530117922e-06,0.0009713453132588,0.0869583579694231,0.0003349061974211,4646,32.077083,33.229847,34519.0,33053.0
924,5.266,0.5228,28,2.277,2.093,6.486,14,72,65,2,172,22,184,67,97,695,14,58,54,1,96,17,139,42,90,511,3.398,1.868,2642,Antonio López - Mariblanca,40.39168,-3.70371,1067,4.084627371165073e-05,0.0009713453132588,0.0912879627577033,0.0008800523465926,4648,32.632957,32.923946,33228.0,32873.0
926,5.458,0.3818,32,2.282,2.157,6.577,15,77,60,2,172,21,192,62,102,703,13,52,45,1,98,17,135,43,76,480,3.349,2.109,2644,Antonio López - Centro Comercial,40.39016,-3.70192,1082,0.0002300105811512,0.0009713453132588,0.0987482614742698,0.0016631147541167,4650,32.715656,32.766562,33387.0,33478.0
932,6.048,0.3454,37,2.952,2.577,6.993,15,82,66,2,195,20,202,66,113,761,8,30,18,1,74,9,90,20,24,274,3.086,2.962,2650,Antonio López - Vado,40.3845,-3.69612,1078,0.0002301883985656,0.0009713453132588,0.0985780629099439,0.0060716550408394,4657,33.085766,32.867479,33615.0,32918.0
934,4.444,0.5354,30,1.355,2.903,7.306,8,60,38,1,123,17,155,50,70,522,3,25,15,1,69,9,49,22,14,207,3.215,1.229,2652,Antonio López - Socuéllamos,40.38145,-3.69574,1076,4.1885666775034894e-05,0.0014570179698882,0.0897950283471434,0.0051078614890052,4659,32.925094,32.730765,31537.0,32729.0
936,1.71,0.7857,12,0.197,3.035,7.427,1,10,4,1,51,4,13,16,6,106,2,22,14,1,62,10,45,22,12,190,3.254,-1.544,2654,González Feito,40.38014,-3.69495,1086,7.425266141272647e-06,0.0009713453132588,0.0824226412073175,0.0009605368547196,4661,32.800814,31.986066,30920.0,30203.0
937,3.467,0.7269,21,0.879,3.319,7.663,9,30,16,1,110,12,70,30,29,307,1,10,7,1,55,4,15,18,8,119,2.528,0.939,2655,San Mario,40.37733,-3.69184,1084,3.0867679654029305e-07,0.0009713453132588,0.0711250820408304,0.0003546805848299,4662,32.00345,31.640386,29851.0,30731.0
939,3.457,0.6634,21,0.887,3.596,7.944,3,26,16,1,114,12,40,35,20,267,1,13,6,1,69,6,15,21,9,141,2.999,0.4579999999999997,2657,Estafeta - Carabelos,40.37486,-3.69259,637,2.158677971559579e-07,0.0009713453132588,0.0668832223485463,6.13501951579679e-05,4664,32.308687,31.405947,28934.0,30767.0
941,3.716,0.6663,24,0.938,3.833,8.173,3,27,17,1,124,12,40,37,21,282,1,14,7,1,74,4,14,26,9,150,3.064,0.6520000000000001,2659,Estafeta - Navascués,40.37271,-3.69244,641,9.52196600043746e-07,0.0009713453132588,0.0715750686550561,0.000704634882609,4666,32.324474,31.05873,28382.0,31163.0
943,3.884,0.5745,26,1.052,4.022,8.356,3,29,17,1,127,13,40,42,21,293,2,15,8,1,76,7,15,25,8,157,3.138,0.746,2661,Estafeta - Avenida San Fermín,40.371,-3.6923,642,5.347684063577971e-06,0.0009713453132588,0.0770468492740607,0.0016689004195323,4668,32.080468,30.988822,28391.0,30904.0
946,2.427,0.6278,17,0.492,2.782,7.166,8,23,13,1,60,9,79,19,22,234,3,24,14,1,78,9,56,20,15,220,3.289,-0.8620000000000001,2664,Camino De Perales - Aniceto Pérez,40.38232,-3.69373,1081,7.433190320433544e-06,0.0009713453132588,0.0824556485523207,0.002218872224621,4671,32.158992,33.011168,34622.0,34001.0
950,2.242,0.7045,12,0.424,2.477,2.72,2,37,23,5,61,9,81,25,37,280,6,55,32,8,74,11,195,26,79,486,2.728,-0.4860000000000002,2666,O Donnell - Sainz De Baranda,40.42035,-3.66607,1612,0.0048739453320948,0.0009713453132588,0.1181906893978531,0.0,4673,34.591441,32.307207,54476.0,42553.0
952,5.405,0.5668,37,1.781,4.093,2.468,3,94,72,2,120,26,148,62,117,644,3,63,50,1,76,17,78,44,72,404,3.626,1.7790000000000004,2667,Avenida De Daroca - Miguel De Unamuno,40.42881,-3.65054,1998,1.7740530045826452e-06,0.0009713453132588,0.0720358254906762,0.0004482757651721,4674,32.108927,32.746244,32112.0,36375.0
956,6.425,0.4924,45,2.836,3.355,2.847,7,118,83,11,149,28,284,72,141,893,1,29,17,1,55,8,34,30,19,194,2.77,3.655,2670,Blas De Otero - Teresa Saenz Heredia,40.42198,-3.65516,1327,0.0009662073098792,0.0019426906265177,0.1067171141287446,0.0175356817229053,4677,31.460429,33.515389,35838.0,42897.0
960,6.018,0.6065,41,2.099,3.6,2.697,6,104,67,10,130,28,234,64,116,759,1,37,28,1,58,8,52,31,34,250,2.852,3.166,2674,Marqués De Corbera - Montejurra,40.42427,-3.65357,1438,0.0001699039097783,0.0009713453132588,0.0967984579944525,0.0089884671337614,4681,31.784419,32.004653,33395.0,35562.0
962,5.522,0.5585,39,2.201,3.828,2.656,4,92,53,6,123,26,148,58,86,596,2,48,35,1,70,11,58,33,45,303,3.188,2.334,2676,Marqués De Corbera - Gerardo Cordón,40.4258,-3.65164,1999,2.9923856943503772e-05,0.0009713453132588,0.088788270806382,0.0080821613657732,4683,31.976185,31.906788,32419.0,32004.0
968,4.885,0.509,35,1.619,4.413,2.732,1,75,44,2,100,23,79,54,72,450,2,69,44,1,70,19,72,44,67,388,3.767,1.118,2681,Francisco Villaespesa - Lago Constanza,40.42899,-3.64612,2003,2.593808205827267e-07,0.0009713453132588,0.0716872084116704,0.0017809795640351,4688,32.051045,31.844979,31301.0,30449.0
974,4.534,0.7218,29,1.44,5.053,3.145,2,71,46,3,99,21,80,49,65,436,2,53,32,3,63,15,65,40,54,327,3.364,1.17,2685,Ascao - Luis Ruiz,40.43077,-3.63867,1140,1.216248243524144e-06,0.0014570179698882,0.0708973211211349,0.0015762663527062,4693,32.151833,31.348093,30737.0,30575.0
976,2.636,0.4263,13,0.527,5.105,3.377,1,31,18,3,56,11,43,28,42,233,2,42,28,2,67,15,45,37,47,285,3.287,-0.6509999999999998,2687,Luis Ruiz,40.42914,-3.63674,2006,3.292517848778914e-07,0.0009713453132588,0.0690962783986039,1.8611945344756e-05,4695,31.614014,30.994679,30305.0,31071.0
977,3.598,0.417,17,1.007,5.297,3.551,2,40,22,3,72,12,54,41,48,294,2,43,22,2,77,15,40,34,44,279,3.364,0.2339999999999999,2688,Braulio Gutiérrez,40.42928,-3.63428,1982,7.167035763857077e-07,0.0009713453132588,0.0723065037224329,0.0006296959438751,4696,31.208269,30.838345,30206.0,31171.0
980,6.575,0.5447,36,2.07,5.853,3.888,3,70,37,4,150,24,115,70,72,545,2,30,17,2,76,14,52,30,29,252,3.502,3.0730000000000004,2691,Emilio Muñoz - Santa Leonor,40.43161,-3.62847,994,7.4685717819315795e-06,0.0009713453132588,0.0750802217036172,0.0008156786498327,4700,30.555402,31.108782,30282.0,31323.0
982,5.582,0.553,31,1.78,6.193,4.102,3,58,32,3,120,19,93,59,58,445,1,28,15,1,63,10,52,28,18,216,3.495,2.087,2693,Emilio Muñoz - Alfonso Gómez,40.4332,-3.62503,1021,3.998669961863156e-05,0.0009713453132588,0.0739663038402126,0.0009741421737108,4702,30.271869,30.892414,29787.0,31427.0
984,6.043,0.5706,37,1.993,6.389,4.229,3,57,33,3,123,22,85,63,56,445,1,25,17,1,56,12,56,29,16,213,3.651,2.3920000000000003,2695,Emilio Muñoz - Miguel Yuste,40.43417,-3.62308,1022,0.0002273938999777,0.0014570179698882,0.0791892619514634,0.0017377449075048,4704,30.113179,30.611956,29725.0,32223.0
1000,7.299,0.4523,50,2.31,1.997,5.16,23,105,90,8,202,35,238,85,141,927,8,61,52,5,119,19,117,40,82,503,3.63,3.669000000000001,2705,Puente De Vallecas,40.39807,-3.6694,1658,0.0001435976366336,0.0029140359397765,0.0983003914828606,0.0107645549127035,2,32.6726,32.007082,34503.0,35931.0
1001,5.799,0.5528,40,1.614,2.285,5.318,19,92,70,7,172,32,149,74,116,731,9,53,38,5,117,21,84,37,61,425,3.576,2.2230000000000003,2706,Junta Municipal Puente De Vallecas,40.39676,-3.66646,1656,2.870780576700049e-05,0.0014570179698882,0.0900424192067171,0.0022900619709351,3,33.046978,31.915741,32002.0,32106.0
1003,5.751,0.5444,39,1.836,2.612,5.527,15,95,57,5,158,34,123,66,88,641,5,54,34,3,106,23,63,45,41,374,3.67,2.0810000000000004,2708,Nueva Numancia,40.3951,-3.66326,1654,6.6769019281327984e-06,0.0009713453132588,0.0831784762058657,0.0004822681730409,5,32.933866,31.567034,29214.0,30469.0
1005,6.948,0.457,47,2.735,2.848,5.684,11,106,61,4,167,39,124,84,88,684,6,54,30,1,91,24,53,47,37,343,3.671,3.2770000000000006,2710,Avenida De La Albufera - Sierra Del Cadi,40.39391,-3.66096,1669,1.0367914805317069e-05,0.0019426906265177,0.082694084099763,0.0013825043973539,7,32.682657,31.36938,28068.0,28877.0
1009,6.845,0.3412,48,2.773,3.452,6.048,8,100,60,3,161,36,110,85,82,645,4,49,25,1,89,21,42,50,27,308,3.887,2.958,2714,Buenos Aires,40.39154,-3.65451,1345,4.073937403539973e-05,0.0019426906265177,0.0885629489440406,0.0048137350072478,11,31.287096,30.614235,27728.0,28268.0
1011,5.927,0.5079,36,2.519,3.709,6.15,5,81,51,1,125,28,85,72,55,503,2,43,18,0,76,18,40,39,24,260,3.463,2.4639999999999995,2716,Instituto Tirso De Molina,40.39124,-3.65125,1344,7.2674205519708495e-06,0.0009713453132588,0.0819143857415658,0.0011351117089971,14,30.368361,30.531548,27606.0,27642.0
1013,6.261,0.4482,40,2.041,4.169,6.428,5,74,44,1,130,28,75,83,52,492,3,43,23,0,71,15,41,39,22,257,3.368,2.893,2718,Alto Del Arenal,40.38986,-3.64607,1565,1.7976758486423206e-06,0.0014570179698882,0.0768972213922916,0.0004453657869849,16,29.33639,29.592446,27342.0,28836.0
1015,6.48,0.3717,43,2.494,4.468,6.655,5,70,50,1,172,26,86,87,57,554,3,39,22,0,70,13,39,33,18,237,3.24,3.24,2720,Avenida De La Albufera - Pablo Neruda,40.38854,-3.643,1567,1.9787084755296714e-06,0.0014570179698882,0.0773159100296646,0.0005508585466967,18,29.102704,29.495594,27326.0,28446.0
1017,7.319,0.4625,47,3.277,4.774,6.898,6,74,58,1,185,29,104,88,64,609,2,28,24,0,54,10,39,31,15,203,2.972,4.347,2722,Metro Miguel Hernández,40.38714,-3.63988,904,2.100482542261153e-06,0.0019426906265177,0.0771478886432612,0.0018287142737832,20,28.930622,29.267678,27656.0,28818.0
1019,6.744,0.5366,39,3.581,4.968,7.055,4,67,57,1,172,27,102,77,61,568,1,29,21,0,60,10,35,27,15,198,2.868,3.876,2724,Avenida De La Albufera - Miguel Hernández,40.38624,-3.63792,903,8.24116031645006e-06,0.0014570179698882,0.082640979329721,0.0024138228604809,22,28.846458,29.089328,27664.0,28595.0
1021,2.818,0.7274,20,0.594,10.837,7.006,0,11,9,1,68,3,49,17,15,173,0,11,6,0,68,4,37,18,13,157,2.815,0.0030000000000001,2726,Metro Montecarmelo,40.50479,-3.69605,717,0.0013630091480151,0.0019426906265177,0.0871866531165311,0.0014794734890172,25,30.908268,30.820831,65514.0,70426.0
1022,1.794,0.8507,12,0.291,11.038,7.163,0,10,7,0,56,2,47,13,14,149,0,9,5,0,57,2,34,11,11,129,2.672,-0.8780000000000001,2727,Monasterio Silos - Monasterio Liébana,40.50666,-3.69436,718,0.0036380578792508,0.0009713453132588,0.0954124189063948,0.0012132544740254,26,30.86765,30.560977,69346.0,69720.0
1023,7.311,0.5946,39,7.113,5.725,7.664,5,64,51,1,159,27,107,76,57,547,1,13,20,2,54,7,45,16,27,185,2.653,4.658,2728,Avenida De La Albufera - Cocherón Villa,40.383,-3.63006,299,0.0001267925817015,0.0014570179698882,0.098141086749285,0.0052032366800904,27,29.453629,29.281307,28813.0,29636.0
1025,1.911,0.8512,13,0.372,11.284,7.363,0,10,7,0,57,2,47,13,14,150,0,8,5,0,41,3,27,9,10,103,2.504,-0.593,2730,Monasterio Silos - Monasterio Sobrado,40.50892,-3.69247,680,0.0200052020096074,0.0009713453132588,0.1053735926305015,0.0021760253914999,29,31.472789,30.794708,71495.0,70243.0
1026,1.973,0.7609,14,0.34,11.359,7.459,0,9,7,0,55,2,37,13,13,136,0,7,5,0,42,3,28,8,11,104,2.323,-0.3499999999999998,2731,Monasterio Escorial - Monasterio Sobrado,40.50958,-3.69365,681,0.0206207783330014,0.0014570179698882,0.1053843791585628,0.0031471347122142,30,31.236417,32.093074,71423.0,75226.0
1027,11.524,0.6097,72,14.615,6.119,7.905,8,100,83,6,263,35,162,118,118,893,2,19,23,2,70,7,49,27,27,226,3.379,8.145,2732,Sierra Guadalupe,40.38256,-3.62514,303,0.0006963262471246,0.0043710539096648,0.1086199620173032,0.0622229951302146,31,29.186561,29.233991,28867.0,30752.0
1028,2.204,0.7252,16,0.38,11.115,7.262,0,9,7,0,58,2,37,13,13,139,0,8,6,0,56,2,32,10,11,125,2.677,-0.4729999999999998,2733,Monasterio Escorial - Monasterio Liébana,40.50732,-3.69556,719,0.0037428627173808,0.0009713453132588,0.0954212623968857,0.0012168730263747,32,30.800292,32.894902,69545.0,77472.0
1030,6.061,0.5697,37,6.468,6.555,8.344,3,43,38,1,137,20,87,54,44,427,2,21,25,2,81,8,57,33,32,261,3.333,2.728,2735,Villa Vallecas,40.37969,-3.62128,331,0.0001265302781742,0.0014570179698882,0.0983285577841451,0.0199347863924854,35,28.837967,29.255241,30752.0,30277.0
1032,3.733,0.631,21,2.3,6.843,8.527,3,24,29,1,88,9,62,37,36,289,2,30,28,2,81,9,61,36,35,284,3.11,0.6230000000000002,2737,Real De Arganda,40.37946,-3.61762,342,2.229038123136741e-05,0.0009713453132588,0.0895801609745486,0.0018912180985252,37,28.724136,28.817804,32356.0,31920.0
1034,2.667,0.7016,18,1.04,7.107,8.633,2,23,26,2,61,6,53,31,31,235,3,28,25,2,69,8,49,37,31,252,2.809,-0.1420000000000003,2739,Plaza Antonio María Segovia,40.38031,-3.61363,313,3.965119532191603e-06,0.0009713453132588,0.0822941646682653,0.0009342683304823,39,28.691542,28.742331,33215.0,34114.0
1036,2.308,0.5221,19,0.911,6.954,8.433,3,20,19,2,56,4,37,31,27,199,2,23,20,2,56,5,43,34,28,213,2.386,-0.0780000000000002,2741,Enrique García Álvarez,40.38198,-3.61462,315,9.166755291202232e-07,0.0009713453132588,0.0762169165278549,2.123932900711801e-05,41,28.726207,28.623123,33357.0,34822.0
1038,4.592,0.3595,29,5.121,7.035,8.318,4,34,30,4,112,6,70,44,37,341,1,16,14,2,46,3,32,19,20,153,2.037,2.555,2743,Avenida Santa Eugenia - Camino De Vasares,40.3846,-3.61218,322,7.259493572717426e-06,0.0014570179698882,0.0830108047089179,0.0020217268561061,43,28.583758,28.507597,35310.0,34442.0
1039,9.826,0.4937,54,14.964,7.303,8.375,10,82,73,4,213,28,188,91,97,786,1,10,9,1,36,2,13,12,6,90,2.205,7.621,2744,Santa Eugenia,40.38651,-3.60793,319,0.0002181852343161,0.0024283632831471,0.0989808672243053,0.0077358050270376,44,28.016839,29.410134,38472.0,35094.0
1040,7.68,0.8022,47,4.983,7.534,8.639,29,88,99,10,186,23,274,77,135,921,1,12,9,1,33,2,13,14,6,91,2.297,5.382999999999999,2745,Mediterráneo - Puentelarra,40.38474,-3.60585,317,0.0002922117941427,0.0024283632831471,0.0987293215056341,0.0020009736452991,46,28.021599,30.129416,39351.0,40150.0
1041,3.933,0.7737,26,4.851,7.749,8.928,6,39,37,3,107,8,116,42,53,411,0,13,10,1,31,2,14,14,7,92,1.941,1.992,2746,Mediterráneo - Virgen De Las Viñas,40.38235,-3.60429,326,0.0002549089496522,0.0019426906265177,0.0979636502045865,0.0208475472464736,47,28.015981,28.291149,39600.0,37580.0
1042,3.31,0.6706,24,3.692,7.745,9.065,2,30,30,3,92,6,64,35,49,311,2,16,11,1,39,3,18,16,8,114,2.075,1.235,2747,Fuentespina,40.37997,-3.6056,328,7.936572963417313e-06,0.0009713453132588,0.0823171950585695,0.0189618094873679,48,28.046969,28.222032,39163.0,38323.0
1043,4.448,0.4978,30,2.555,7.603,9.011,3,30,26,3,102,4,62,26,25,281,2,17,15,3,57,3,27,18,12,154,2.432,2.0160000000000005,2748,Avenida Santa Eugenia - Fuentespina,40.3793,-3.6078,325,1.5222180624606825e-06,0.0014570179698882,0.0762733839599925,0.0185082954403273,49,28.209264,28.449712,38001.0,36677.0
1044,4.429,0.4555,30,2.803,7.41,8.796,3,32,26,4,105,5,73,35,32,315,2,19,14,2,59,4,24,22,13,159,2.493,1.9360000000000004,2749,Avenida Santa Eugenia - Virgen Las Viñas,40.38079,-3.60943,324,6.980205430408792e-07,0.0009713453132588,0.0717997001081005,0.0004788138321903,50,28.209184,28.564921,36892.0,35487.0
1045,4.086,0.3617,28,1.707,7.265,8.604,4,29,27,4,97,5,66,36,34,302,2,17,13,2,56,4,30,26,17,167,2.422,1.664,2750,Avenida Santa Eugenia - Puentelarra,40.3824,-3.6104,316,2.559388640780831e-06,0.0014570179698882,0.0768197589822034,0.0011042715919621,51,28.39387,28.629027,35979.0,34989.0
1048,6.681,0.4735,46,3.693,5.731,6.614,2,47,43,3,208,16,60,52,54,485,1,9,22,3,120,4,28,14,21,222,2.951,3.73,2752,José Prat - Indalecio Prieto,40.39743,-3.62332,517,5.417387863396472e-05,0.0038853812530354,0.0916332888295505,0.0081706034865812,53,29.14663,29.463902,41644.0,35640.0
1049,10.321,0.3514,63,5.375,1.317,3.916,150,218,278,25,162,84,2273,120,448,3758,86,86,153,3,30,51,1578,28,179,2194,3.424,6.897,2753,Carrera De San Jerónimo - Cedaceros,40.41657,-3.69924,1832,0.0233970469229955,0.0053423992229237,0.1375877046441697,0.172619413796366,54,40.178503,40.250626,39153.0,52028.0
1051,4.727,0.338,27,3.884,6.817,8.616,3,26,32,1,116,11,74,39,40,342,2,23,22,1,87,8,53,36,30,262,3.06,1.6670000000000005,2754,Montes De Barbanza,40.37784,-3.61908,343,2.230746475263872e-05,0.0009713453132588,0.0897911124678383,0.0161815871176694,56,28.939112,28.92354,30544.0,30923.0
1052,6.587,0.5114,50,3.281,4.249,5.368,1,67,55,2,264,20,89,70,86,654,1,38,26,0,128,10,40,36,55,334,3.157,3.43,2755,Hacienda De Pavones 204,40.40242,-3.63997,1549,2.9171228338667167e-05,0.0009713453132588,0.0918048867487069,0.0005257984391302,57,29.07259,29.192682,35111.0,35705.0
1054,7.829,0.2275,59,3.903,4.62,5.65,3,76,55,2,278,24,100,80,90,708,1,32,21,1,165,8,28,32,26,314,3.529,4.3,2757,Fuente Carrantona - Hacienda De Pavones,40.40139,-3.63573,1520,5.795410546677839e-05,0.0019426906265177,0.0917926084436717,0.0026607122850938,59,29.205864,29.183544,36134.0,35607.0
