Unnamed: 0,stop_id,stop_name,stop_lat,stop_lon,clust,geometry
3437,1809,Hormigueras - González Dávila,40.375965,-3.6381500000000004,284,POINT (-3.63798 40.37595)
3442,1820,Mediterráneo - Democracia,40.389545,-3.622375,294,POINT (-3.62222 40.38967)
3444,1822,José Prat - Democracia,40.396545,-3.61782,520,POINT (-3.61768 40.39688)
3453,1835,Calahorra - Gallo,40.40579,-3.61495,514,POINT (-3.61495 40.40579)
3457,1839,San Luis - Añastro,40.471235,-3.65893,578,POINT (-3.65899 40.47108)
3459,1841,Colonia Pinar Del Rey,40.471745,-3.65457,579,POINT (-3.65449 40.47168)
3461,1843,San Luis - Solsona,40.472475,-3.651905,603,POINT (-3.65182 40.47239)
3464,1846,Mar Caspio,40.473595,-3.6479749999999997,605,POINT (-3.648 40.4735)
3466,1848,Mar De Las Antillas - Mar Negro,40.474019999999996,-3.6450150000000003,586,POINT (-3.6452 40.47418)
3468,1850,Mar De Las Antillas - Santa Susana,40.47627833333333,-3.6474966666666666,588,POINT (-3.64677 40.47597)
3469,1851,Parque Santa María,40.477815,-3.64644,589,POINT (-3.64621 40.47769)
3470,1852,Hortaleza,40.478390000000005,-3.64933,591,POINT (-3.64943 40.47882)
3472,1855,San Amaro,40.45501,-3.697,1751,POINT (-3.697 40.45501)
3473,1856,General Cabrera,40.456272,-3.6951800000000006,1737,POINT (-3.69584 40.4563)
3474,1857,Infanta Mercedes,40.456779999999995,-3.698005,1736,POINT (-3.69769 40.45681)
3478,1861,General Perón - Aviador Zorita,40.452574999999996,-3.69845,1746,POINT (-3.69838 40.4524)
3484,1870,Santa Engracia - García De Paredes,40.43634,-3.69917,1796,POINT (-3.69917 40.43634)
3485,1875,Palacio Real,40.41482,-3.713555,1484,POINT (-3.7137 40.41489)
3487,1877,Las Vistillas,40.41211,-3.713845,1862,POINT (-3.71395 40.41212)
3489,1879,San Francisco El Grande,40.41001,-3.71399,1864,POINT (-3.71399 40.41001)
3490,1880,San Francisco El Grande,40.41094,-3.71371,1865,POINT (-3.71371 40.41094)
3491,1881,La Paloma,40.40898,-3.713275,1863,POINT (-3.71337 40.40891)
3495,1886,Plaza De La Villa,40.41561,-3.71009,1879,POINT (-3.71009 40.41561)
3496,1887,Plaza Mayor,40.4163,-3.70663,1872,POINT (-3.70663 40.4163)
3498,1891,Maravedí,40.362966666666665,-3.748003333333333,801,POINT (-3.74791 40.36324)
3502,1896,Metro Alonso Cano,40.43854,-3.697915,1775,POINT (-3.69769 40.43878)
3506,1900,Alonso Cano - María De Guzmán,40.444275000000005,-3.696585,1540,POINT (-3.69725 40.44427)
3508,1902,Alonso Cano - Fernández Villaverde,40.446259999999995,-3.69667,1800,POINT (-3.69708 40.44616)
3509,1903,Nuevos Ministerios,40.44724,-3.69563,1801,POINT (-3.69563 40.44724)
3510,1904,Basílica,40.44898,-3.6968,1803,POINT (-3.6968 40.44898)
3511,1905,Basílica,40.44981,-3.69542,1804,POINT (-3.69542 40.44981)
3512,1906,Edgar Neville,40.45203,-3.69653,1748,POINT (-3.69653 40.45203)
3513,1907,Orense - General Perón,40.45218,-3.69534,1747,POINT (-3.69521 40.45208)
3514,1908,Palacio De Congresos,40.45357,-3.69507,1749,POINT (-3.69507 40.45357)
3515,1909,Julián Besteiro - Fortunata Y Jacinta,40.45438,-3.69535,1750,POINT (-3.69535 40.45438)
3518,1912,Joan Maragall - San Germán,40.456329999999994,-3.69264,1741,POINT (-3.69255 40.45623)
3520,1914,Enrique Larreta,40.468583333333335,-3.6867699999999997,2109,POINT (-3.68648 40.46826)
3521,1915,Agustín De Foxá,40.47005,-3.6857249999999997,2107,POINT (-3.68571 40.46992)
3524,1918,Benavente,40.41444666666666,-3.703243333333333,1871,POINT (-3.70369 40.41444)
3525,1919,Tirso De Molina,40.412515,-3.704735,1876,POINT (-3.70462 40.4125)
3526,1920,Antón Martín,40.41272,-3.6996066666666665,1867,POINT (-3.69988 40.41288)
3528,1922,Desamparados,40.411175,-3.6966900000000003,1866,POINT (-3.69681 40.41115)
3533,1927,Santa María De La Cabeza,40.40107166666667,-3.699236666666667,1635,POINT (-3.69901 40.40157)
3539,1933,Jaime El Conquistador,40.395830000000004,-3.69831,1447,POINT (-3.69844 40.39581)
3543,1938,San Antonio De Padua,40.38592,-3.70135,1075,POINT (-3.70135 40.38592)
3544,1939,Santuario,40.385165,-3.700285,1074,POINT (-3.70057 40.38523)
3546,1941,Evangelios,40.3828,-3.7000725,1080,POINT (-3.7 40.38336)
3548,1943,Dolores Barranco,40.38347,-3.70324,1068,POINT (-3.70374 40.38359)
3550,1945,Plaza Del Hidrógeno,40.38334,-3.70681,1063,POINT (-3.70681 40.38334)
3551,1946,Plaza Del Hidrógeno,40.38304,-3.70808,1064,POINT (-3.70808 40.38304)
3552,1947,Junta Municipal Usera,40.382155,-3.7112100000000003,626,POINT (-3.71137 40.38237)
3554,1949,Rafaela Ybarra - Marina Vega,40.380065,-3.71142,625,POINT (-3.71148 40.38024)
3556,1951,Rafaela Ybarra - Pradolongo,40.37822,-3.7129260000000004,628,POINT (-3.71206 40.37829)
3558,1953,Polideportivo Orcasitas,40.375730000000004,-3.7125125,665,POINT (-3.71244 40.37578)
3559,1955,Avenida De Los Poblados - Rafaela Ybarra,40.3737325,-3.71276,667,POINT (-3.71243 40.37388)
3560,1957,Rafaela Ybarra - Cestona,40.37244,-3.71235,668,POINT (-3.71248 40.37214)
3561,1958,Unidad,40.36992,-3.7121725000000003,671,POINT (-3.71246 40.37012)
3562,1959,Rafaela Ybarra - Alzola,40.36850666666666,-3.7124966666666666,672,POINT (-3.71246 40.36866)
3563,1960,Guetaria - Alzola,40.368809999999996,-3.7155666666666662,635,POINT (-3.71551 40.3685)
3564,1961,Guetaria - Leiza,40.3712,-3.715255,669,POINT (-3.71547 40.37146)
3565,1962,Guetaria - Tolosa,40.37361,-3.7157433333333336,636,POINT (-3.71549 40.37308)
3568,1965,Ramírez De Prado - Juan De Mariana,40.39919,-3.68613,1628,POINT (-3.68613 40.39919)
3569,1966,Ramírez De Prado - Vara Del Rey,40.39935,-3.68877,1641,POINT (-3.68877 40.39935)
3570,1967,Méndez Álvaro - Repsol,40.39822,-3.68314,1626,POINT (-3.6833 40.39813)
3572,1969,Metro Méndez Álvaro,40.3962375,-3.6806075,1660,POINT (-3.68101 40.39602)
3574,1971,Amanecer En Méndez Álvaro,40.399515,-3.68459,1627,POINT (-3.68463 40.39979)
3575,1973,Méndez Álvaro - Áncora,40.40285,-3.68869,486,POINT (-3.68869 40.40285)
3580,1980,Peña Prieta,40.400144999999995,-3.66683,1653,POINT (-3.66712 40.39978)
3582,1983,Peña Prieta - Pico Almanzor,40.4022,-3.6643600000000003,1682,POINT (-3.66407 40.40263)
3583,1984,Mercado Doña Carlota,40.403220000000005,-3.66143,1685,POINT (-3.6616 40.40305)
3587,1990,Arroyo Fontarrón - Francisco De Luján,40.40271,-3.650325,1583,POINT (-3.65047 40.40267)
3596,1999,Encomienda De Palacios - Valdebernardo,40.397234999999995,-3.6346600000000002,1095,POINT (-3.63458 40.39711)
3598,2001,Valdebernardo - Hacienda De Pavones,40.399980000000006,-3.632658333333333,1522,POINT (-3.63254 40.39947)
3603,2009,López De Hoyos - Príncipe De Vergara,40.441805,-3.6784725,1959,POINT (-3.67815 40.44158)
3607,2015,López De Hoyos - Cardenal Silíceo,40.44573,-3.6717750000000002,1957,POINT (-3.67192 40.44556)
3609,2017,López De Hoyos - Pantoja,40.447215,-3.66959,1890,POINT (-3.66971 40.44705)
3614,2024,López De Hoyos - Clínica San Juan De Dios,40.45677499999999,-3.66099,911,POINT (-3.66084 40.45683)
3617,2027,López De Hoyos - Navarro Amandi,40.46191,-3.65867,918,POINT (-3.65867 40.46191)
3618,2029,Junta Municipal De Hortaleza,40.463375000000006,-3.6574449999999996,917,POINT (-3.65731 40.46367)
3620,2033,López De Hoyos - Gran Vía De Hortaleza,40.467553333333335,-3.6534766666666667,747,POINT (-3.65319 40.46791)
3622,2035,López De Hoyos - Ángel Luis Herrán,40.47021,-3.651295,562,POINT (-3.65116 40.47023)
3629,2042,Santa Adela - Santa Susana,40.479045,-3.6475299999999997,590,POINT (-3.64795 40.47909)
3635,2048,Reina Cristina,40.40702,-3.6821349999999997,1679,POINT (-3.68171 40.40693)
3637,2050,Mariano De Cavia,40.40742875,-3.6783862500000004,1678,POINT (-3.67803 40.40686)
3639,2052,Cavanilles - Abtao,40.405715,-3.67511,1483,POINT (-3.67562 40.40581)
3645,2059,Monte Igueldo,40.39693,-3.66802,1657,POINT (-3.66802 40.39693)
3646,2061,Martínez De La Riva,40.39416666666667,-3.666143333333333,1666,POINT (-3.66658 40.39451)
3648,2063,Arroyo Del Olivar - Sierra Carbonera,40.39306,-3.6635,1670,POINT (-3.6635 40.39306)
3649,2064,Arroyo Del Olivar - Carlos Martín Álvarez,40.391734,-3.6615720000000005,1668,POINT (-3.66105 40.39163)
3651,2066,Arroyo Del Olivar - Muñoz Díaz,40.390435,-3.657615,1665,POINT (-3.65768 40.39036)
3653,2068,Parque De Azorín,40.38871,-3.654485,1346,POINT (-3.65451 40.3886)
3655,2070,Buenos Aires - Palomeras,40.38695666666666,-3.6529200000000004,1354,POINT (-3.65261 40.38679)
3657,2072,Pedro Laborde - Palomeras,40.386415,-3.6505650000000003,1357,POINT (-3.65041 40.38629)
3659,2074,Parque De La Constitución,40.385905,-3.648905,1359,POINT (-3.64891 40.38599)
3660,2075,Pablo Neruda - Avenida De Palomeras,40.3853725,-3.6472025,1360,POINT (-3.64756 40.38524)
3662,2077,Extremeños,40.385545,-3.6460049999999997,1358,POINT (-3.64605 40.38543)
3664,2079,Biblioteca Miguel Hernández,40.384515,-3.643135,1364,POINT (-3.64365 40.3843)
3666,2081,Aragoneses,40.3825975,-3.645505,1369,POINT (-3.6448 40.38291)
3670,2085,Villalobos,40.3817,-3.649005,1368,POINT (-3.64907 40.38177)
3672,2087,Pablo Neruda - Villalobos,40.38162125,-3.6522075000000003,1372,POINT (-3.65107 40.3813)
3675,2094,Martínez De La Riva - Sierra Carbonera,40.39135666666666,-3.6657566666666668,1352,POINT (-3.66539 40.39134)
3676,2095,Javier De Miguel - San Anselmo,40.38664666666667,-3.6577733333333335,1362,POINT (-3.65731 40.38644)
3677,2096,Javier De Miguel - San Anselmo,40.38569,-3.65634,1363,POINT (-3.65634 40.38569)
3678,2097,Javier De Miguel - Puerto Velate,40.384525,-3.6555400000000002,1361,POINT (-3.65568 40.38449)
3680,2099,Buenos Aires - Pedro Laborde,40.384159999999994,-3.65267,1355,POINT (-3.65266 40.38406)
3682,2101,Lago Calafate,40.383226666666665,-3.648721666666667,1370,POINT (-3.64963 40.38397)
3687,2106,Parque De Palomeras,40.37975,-3.652286,1371,POINT (-3.65189 40.3793)
3690,2109,Parque De Palomeras,40.37795,-3.653555,1366,POINT (-3.65397 40.37796)
3693,2113,Camino Del Pozo - Luis I,40.37346,-3.650515,285,POINT (-3.65033 40.37324)
3695,2115,Plaza Santa Cruz - Plaza Mayor,40.41501,-3.705475,1870,POINT (-3.70562 40.41519)
3699,2120,Madre Antonia París,40.44373,-3.65206,1886,POINT (-3.65206 40.44373)
3706,2127,Mediterráneo,40.407135,-3.67378,1482,POINT (-3.67334 40.40725)
3711,2132,Paseo De La Habana - Hermanos Pinzón,40.44887,-3.68909,1735,POINT (-3.68909 40.44887)
3713,2134,Paseo De La Habana - Centro Universitario,40.45321,-3.68478,1710,POINT (-3.6845 40.45331)
3715,2136,Paseo De La Habana - Cochabamba,40.455175,-3.682505,806,POINT (-3.68234 40.45515)
3717,2138,Paseo De La Habana - Veracruz,40.457544999999996,-3.681445,1706,POINT (-3.68124 40.45743)
3721,2142,Paseo De La Habana - Macarena,40.462385,-3.68031,1704,POINT (-3.68023 40.46232)
3723,2144,Paseo De La Habana - Jerez,40.464625,-3.6796800000000003,922,POINT (-3.6796 40.4646)
3725,2146,Paseo De La Habana - Menéndez Pidal,40.4667,-3.679195,961,POINT (-3.67912 40.46669)
3729,2150,Marqués De Torroja,40.470200000000006,-3.676235,971,POINT (-3.67609 40.47044)
3734,2156,Narváez - Ibiza,40.41861,-3.67626,1462,POINT (-3.67644 40.41858)
3738,2160,Sainz De Baranda - Maiquez,40.416799999999995,-3.67296,1455,POINT (-3.67297 40.41668)
3740,2162,Metro Sainz De Baranda,40.41637,-3.669695,1618,POINT (-3.66985 40.41645)
3742,2164,Marqués De Lozoya,40.417305,-3.6676349999999998,1615,POINT (-3.66766 40.41719)
3744,2166,Sainz De Baranda - Parque Roma,40.418699999999994,-3.66514,1609,POINT (-3.66543 40.41867)
3746,2168,Torrespaña,40.421405,-3.662185,552,POINT (-3.66217 40.42129)
3749,2172,Casón Del Buen Retiro,40.416485,-3.689025,675,POINT (-3.68917 40.41639)
3751,2174,Alfonso XII - Jardín Botánico,40.412735,-3.688875,543,POINT (-3.68904 40.41261)
3753,2176,Cuesta De Moyano,40.409205,-3.688735,1673,POINT (-3.6889 40.40917)
3758,2181,Alberto Palacios - Juan Peñalver,40.34427,-3.7133849999999997,387,POINT (-3.71359 40.34423)
3760,2183,Alberto Palacios - Ferroviarios,40.34344,-3.7163199999999996,389,POINT (-3.71616 40.34337)
3763,2186,Sierra Molina - Centro De Salud,40.38949,-3.66696,1353,POINT (-3.66659 40.3892)
3764,2188,Sierra Molina - San Diego,40.38734,-3.66852,1389,POINT (-3.66852 40.38734)
3765,2189,Manuel Maroto - San Diego,40.38819,-3.66897,1390,POINT (-3.66897 40.38819)
3766,2190,Pintor Sorolla,40.38572,-3.6706333333333334,1394,POINT (-3.67012 40.38606)
3767,2191,Pintor Sorolla,40.387,-3.67062,1395,POINT (-3.67062 40.387)
3768,2192,Mejorana,40.38457333333333,-3.6718699999999997,1393,POINT (-3.67264 40.38446)
3771,2195,Conde Rodríguez San Pedro,40.38346,-3.6706149999999997,1396,POINT (-3.67007 40.38343)
3774,2198,Avenida De Entrevías - La Serena,40.379095,-3.6654099999999996,1388,POINT (-3.6653 40.37885)
3776,2200,Avenida De Entrevías - Vedra,40.37739333333334,-3.6626999999999996,1384,POINT (-3.66289 40.37748)
3778,2202,Avenida De Entrevías - Ronda Sur,40.376745,-3.6604900000000002,1383,POINT (-3.66051 40.3766)
3780,2204,Vecinos Del Pozo,40.374790000000004,-3.659805,1381,POINT (-3.65998 40.37501)
3781,2205,Cabo Machichaco,40.37321,-3.66065,1380,POINT (-3.66065 40.37321)
3782,2206,El Pozo,40.37141,-3.65942,1403,POINT (-3.65942 40.37141)
3783,2207,Avenida De Las Glorietas,40.37345333333334,-3.6582266666666663,1379,POINT (-3.65895 40.3732)
3785,2209,Ronda Sur - Depósito De Agua,40.37548,-3.6609,1382,POINT (-3.6609 40.37548)
3805,2229,Príncipe De Vergara - Ayala,40.42788,-3.67995,1443,POINT (-3.67974 40.42788)
3808,2233,Príncipe De Vergara - Diego De León,40.43461333333333,-3.6800866666666665,1766,POINT (-3.67926 40.43423)
3815,2241,Junta Municipal Chamartín,40.444630000000004,-3.678405,1963,POINT (-3.67817 40.44452)
3817,2243,Auditorio Nacional,40.446945,-3.678135,1965,POINT (-3.67791 40.44691)
3819,2246,San Francisco El Grande - Plaza De Los Carros,40.411225,-3.71197,1861,POINT (-3.71177 40.41137)
3821,2250,Plaza De La Paja,40.41364,-3.71095,1485,POINT (-3.71095 40.41364)
3822,2252,Cuesta De La Vega,40.41388,-3.7161,1505,POINT (-3.7161 40.41388)
3829,2259,Achicoria,40.402375,-3.7452449999999997,1204,POINT (-3.74531 40.40233)
3833,2263,Los Yébenes - Centro De Salud,40.395605,-3.7535800000000004,824,POINT (-3.75368 40.39559)
3835,2265,Los Yébenes,40.393125,-3.751925,822,POINT (-3.75218 40.39334)
3837,2267,San Fermín,40.37874666666667,-3.69094,1085,POINT (-3.69088 40.37834)
3838,2268,Los Yébenes - Illescas,40.389745,-3.751945,1132,POINT (-3.75175 40.3897)
3841,2271,Camarena - Puerto Chico,40.390185,-3.755705,1134,POINT (-3.75581 40.39009)
3843,2273,Camarena - Sagrada Familia,40.387699999999995,-3.7564200000000003,1142,POINT (-3.75639 40.38791)
3849,2279,Estrella Polar,40.41023,-3.66781,1614,POINT (-3.66781 40.41023)
3852,2282,Avenida Moratalaz - Vinateros,40.407605,-3.645715,1608,POINT (-3.64629 40.40759)
3855,2286,Colegio Senara,40.40911,-3.642905,1573,POINT (-3.64281 40.40903)
3857,2288,Luis De Hoyos,40.404655000000005,-3.6377699999999997,1318,POINT (-3.63787 40.40458)
3861,2292,Valdebernardo - Luis De Hoyos,40.40309,-3.63159,1320,POINT (-3.6317 40.40315)
3865,2298,Albergue Juvenil,40.4138,-3.74657,2150,POINT (-3.74657 40.4138)
3866,2301,Zoo,40.409525,-3.760395,266,POINT (-3.76051 40.40961)
3867,2302,Venta Del Batán,40.412099999999995,-3.7540899999999997,891,POINT (-3.75406 40.41166)
3868,2303,Parque De Atracciones,40.40893,-3.7527,1198,POINT (-3.7527 40.40893)
3869,2304,Plaza San Cayetano,40.434110000000004,-3.669855,1954,POINT (-3.67023 40.43445)
3870,2305,Villamanín,40.406704000000005,-3.75317,1197,POINT (-3.75359 40.40578)
3879,2316,Virgen Del Puerto - Ruy González,40.40882,-3.72107,1512,POINT (-3.72107 40.40882)
3880,2317,Virgen Del Puerto - Fósforo,40.41111,-3.7212,1510,POINT (-3.7212 40.41111)
3881,2318,Virgen Del Puerto - Segovia,40.41294,-3.72098,1507,POINT (-3.72098 40.41294)
3882,2320,Juan Duque - Moreno Nieto,40.41158,-3.71957,1509,POINT (-3.71957 40.41158)
3883,2321,Juan Duque - Pizarra,40.410275000000006,-3.718338333333333,1508,POINT (-3.71963 40.4101)
3884,2322,Melancólicos,40.40791,-3.719715,1511,POINT (-3.71994 40.40788)
3889,2330,Alcalá - Mateo García,40.43247,-3.6529949999999998,1926,POINT (-3.65308 40.43234)
3891,2332,Quintana,40.4333,-3.647875,1984,POINT (-3.64778 40.43317)
3893,2334,Pueblo Nuevo,40.43519499999999,-3.643835,2127,POINT (-3.64385 40.43505)
3895,2336,Alcalá - Arcones Gil,40.436890000000005,-3.64038,2126,POINT (-3.6401 40.4369)
3899,2340,Pobladura Del Valle - San Román Del Valle,40.42361,-3.6231,1719,POINT (-3.62288 40.4236)
3901,2342,Amposta - Pobladura Del Valle,40.42521,-3.620735,1454,POINT (-3.62053 40.42528)
3903,2344,Amposta - Alberique,40.42764,-3.6224499999999997,1031,POINT (-3.62235 40.42769)
3904,2345,Alberique - Albaida,40.429045,-3.620345,1032,POINT (-3.62071 40.42886)
3905,2348,Hellín - Albaida,40.432914999999994,-3.6162900000000002,1015,POINT (-3.61642 40.4329)
3907,2350,Hellín - Alberique,40.430125000000004,-3.6157399999999997,1059,POINT (-3.6159 40.4302)
3909,2352,Metro San Blas,40.427885,-3.615615,1060,POINT (-3.61574 40.42794)
3911,2354,Pobladura Del Valle - Alconera,40.42679,-3.618295,1027,POINT (-3.61832 40.42689)
3914,2357,El Rastro,40.405955000000006,-3.707765,1429,POINT (-3.70764 40.40608)
3918,2361,Ronda De Segovia,40.408100000000005,-3.71521,1859,POINT (-3.71492 40.40807)
3922,2365,Cuesta De La Vega,40.413305,-3.717235,1504,POINT (-3.71706 40.41321)
3930,2374,Avenida De La Guindalera,40.44134,-3.66397,1944,POINT (-3.66397 40.44134)
3931,2376,Camilo José Cela,40.44394,-3.6675899999999997,1935,POINT (-3.66732 40.44277)
3934,2379,Corazón De María - Santa Rita,40.446275,-3.666695,1891,POINT (-3.66643 40.44626)
3937,2383,Palacio De Congresos,40.45231,-3.6932099999999997,1745,POINT (-3.69312 40.45244)
3943,2390,San Francisco De Sales,40.441334999999995,-3.714595,1107,POINT (-3.71441 40.44121)
3951,2398,Rubio Y Galí - Francisco De Diego,40.455510000000004,-3.7144500000000003,1412,POINT (-3.7143 40.45556)
3955,2402,Ofelia Nieto - Paseo De La Dirección,40.463145,-3.7075050000000003,2074,POINT (-3.70739 40.46311)
3957,2405,Avenida De Valladolid - La Bombilla,40.426395,-3.72721,1535,POINT (-3.72713 40.42648)
3959,2407,Avenida De Valladolid - Brigada Tráfico,40.42864,-3.72949,1530,POINT (-3.7293 40.42859)
3965,2413,Martín Fierro - Obispo Trejo,40.43613,-3.7316866666666666,1525,POINT (-3.73148 40.43613)
3967,2415,Juan Herrera,40.438575,-3.7316849999999997,1427,POINT (-3.7319 40.43841)
3974,2423,Marcelo Usera - Olvido,40.386215,-3.70305,1073,POINT (-3.70306 40.38628)
3975,2424,Marcelo Usera - Ferroviarios,40.38592,-3.70547,1069,POINT (-3.70549 40.38599)
3977,2426,Marcelo Usera - Gabriel Usera,40.38557,-3.708775,1066,POINT (-3.70904 40.38562)
3979,2428,Marcelo Usera - Rafaela Ybarra,40.385225,-3.71241,1065,POINT (-3.71253 40.38532)
3983,2434,Abrantes - Oporto,40.38497,-3.72206,1178,POINT (-3.72206 40.38497)
3996,2448,Carcastillo,40.3777,-3.737705,1304,POINT (-3.73769 40.37779)
3998,2450,Belzunegui,40.37608,-3.739115,1308,POINT (-3.7392 40.37596)
4004,2456,Antonia Rodríguez Sacristán,40.373005,-3.7452550000000002,1292,POINT (-3.74511 40.37307)
4006,2458,Antonia Rodríguez Sacristán - Centro Salud,40.37307333333334,-3.7473166666666664,1293,POINT (-3.7475 40.37324)
4008,2460,Avenida De Los Poblados - Carabanchel Bajo,40.3752,-3.746945,1295,POINT (-3.74677 40.37525)
4013,2465,Camino Viejo Leganés - Pelícano,40.383914,-3.729632,1175,POINT (-3.72898 40.38371)
4015,2467,San José Obrero,40.38494,-3.73361,1161,POINT (-3.73361 40.38494)
4016,2468,Clara Campoamor,40.38357,-3.73341,1162,POINT (-3.73341 40.38357)
4019,2471,Avenida De Oporto - Camino Viejo Leganés,40.38598666666667,-3.727656666666667,1193,POINT (-3.72727 40.38604)
4022,2475,Puente Calero,40.43519,-3.66247,1937,POINT (-3.66247 40.43519)
4023,2476,Brescia,40.43656,-3.66382,1939,POINT (-3.66382 40.43656)
4029,2483,Pobladura Del Valle - Avenida Canillejas,40.42755,-3.6130074999999997,1062,POINT (-3.61307 40.42799)
4033,2489,Etruria - Troya,40.43616,-3.61121,1052,POINT (-3.61121 40.43616)
4034,2491,Lucano - Fenelón,40.437865,-3.61055,1053,POINT (-3.61058 40.43761)
4036,2498,Puente San Isidro - San Illán,40.40199,-3.7243925,1499,POINT (-3.72451 40.40185)
4038,2504,Víctor De La Serna,40.45371,-3.67165,1894,POINT (-3.67165 40.45371)
4039,2505,Víctor De La Serna - Colombia,40.45595,-3.67149,2125,POINT (-3.67149 40.45595)
4041,2507,Santa María Magdalena,40.46125,-3.67001,885,POINT (-3.67001 40.46125)
4042,2508,Santamarca,40.46339,-3.67046,886,POINT (-3.67046 40.46339)
4043,2509,Torpedero Tucumán,40.46086,-3.67376,1698,POINT (-3.67376 40.46086)
4044,2510,Guatemala,40.45943,-3.6744,1697,POINT (-3.6744 40.45943)
4045,2511,Colombia,40.45732,-3.67455,1696,POINT (-3.67455 40.45732)
4046,2512,Uruguay,40.4551,-3.67422,1708,POINT (-3.67422 40.4551)
4050,2516,Pío Felipe - Benjamín Palencia,40.39511,-3.6522550000000003,1138,POINT (-3.65213 40.39497)
4052,2518,Benjamín Palencia - Humanes,40.394679999999994,-3.6489149999999997,1552,POINT (-3.64871 40.39456)
4054,2520,Malgrat De Mar,40.394085000000004,-3.643815,1558,POINT (-3.64424 40.39416)
4056,2522,Pablo Neruda - Malgrat De Mar,40.39261,-3.6413450000000003,1564,POINT (-3.64162 40.39261)
4058,2524,Andaluces - Pablo Neruda,40.39153,-3.641395,1563,POINT (-3.64152 40.39142)
4060,2526,Andaluces - Rafael Alberti,40.39047,-3.639065,901,POINT (-3.63897 40.39029)
4062,2528,San Claudio - Fernández Hijicos,40.391040000000004,-3.6360599999999996,899,POINT (-3.63629 40.39103)
4064,2530,Andaluces - San Claudio,40.38954,-3.6360650000000003,900,POINT (-3.63628 40.38976)
4066,2532,Rafael Alberti - San Claudio,40.389055,-3.63931,902,POINT (-3.63969 40.38888)
4069,2536,Santa María De La Cabeza - Parque Bomberos,40.39168,-3.708055,624,POINT (-3.70849 40.39177)
4071,2538,Puente De Los Capuchinos,40.3899,-3.712215,1089,POINT (-3.71254 40.39009)
4073,2540,Santa María De La Cabeza - Zújar,40.387615,-3.715125,1091,POINT (-3.71534 40.38788)
4081,2551,Valvanera - Algodre,40.3922025,-3.7387675,1207,POINT (-3.73859 40.3919)
4086,2556,Concejal Francisco Jiménez - Alhambra,40.40052,-3.746595,1214,POINT (-3.74688 40.40056)
4088,2558,Concejal Francisco Jiménez - Carboneras,40.400075,-3.7497499999999997,906,POINT (-3.7496 40.40021)
4097,2568,Martínez De La Riva - Puerto Bonaigua,40.386515,-3.664135,1348,POINT (-3.66398 40.38614)
4098,2569,Martínez De La Riva - Candilejas,40.383430000000004,-3.663876666666667,1392,POINT (-3.6637 40.38386)
4100,2571,Partenón - Ribera Del Sena,40.46333,-3.618855,796,POINT (-3.6189 40.46321)
4101,2572,Candilejas - Pablo Neruda,40.38193,-3.66343,1391,POINT (-3.66361 40.38203)
4103,2574,Palomeras Bajas - Romeo Y Julieta,40.380250000000004,-3.661765,1374,POINT (-3.66207 40.38032)
4104,2575,Palomeras Bajas - Mogambo,40.380226666666665,-3.65966,1376,POINT (-3.65967 40.3799)
4105,2576,Palomeras Bajas - Cenicienta,40.37936,-3.65821,1377,POINT (-3.65814 40.37893)
4108,2579,Mogambo - La Violetera,40.37978,-3.65589,1385,POINT (-3.65589 40.37978)
4115,2586,Pablo Neruda - Luis Buñuel,40.388014999999996,-3.6447900000000004,1566,POINT (-3.64462 40.38793)
4132,2604,Arroyo Fontarrón - Tacona,40.39633,-3.642435,1560,POINT (-3.64265 40.39646)
4133,2605,El Bosco - Maruja García Romero,40.40387,-3.65388,1580,POINT (-3.65388 40.40387)
4134,2606,El Bosco - Pérez De Ayala,40.40158333333333,-3.651783333333334,1585,POINT (-3.65145 40.40171)
4146,2619,Avenida Santa Eugenia 13,40.385684999999995,-3.61008,318,POINT (-3.60981 40.38568)
4147,2620,Castrillo De Aza,40.38473,-3.60912,320,POINT (-3.60912 40.38473)
4148,2621,Avenida Santa Eugenia - Castrillo De Aza,40.3837,-3.61093,323,POINT (-3.61093 40.3837)
4150,2623,Mediterráneo - Castrillo De Aza,40.38569,-3.60657,321,POINT (-3.60657 40.38569)
4153,2628,Camino De Campamento - Villagarcía,40.40627,-3.755135,1195,POINT (-3.75526 40.40627)
4155,2630,Camino De Campamento - Colonia Lourdes,40.405335,-3.7576099999999997,1093,POINT (-3.7577 40.40534)
4160,2636,Carretera De Boadilla - Mirlo,40.39928,-3.76979,1129,POINT (-3.76979 40.39928)
4161,2637,Carretera De Boadilla - Galicia,40.39931,-3.77316,1118,POINT (-3.77316 40.39931)
4162,2638,Carretera De Boadilla - Centro Cultural,40.39932,-3.77536,1117,POINT (-3.77536 40.39932)
4164,2641,Sanchidrián,40.39475,-3.77673,484,POINT (-3.7768 40.39479)
4166,2643,Gran Capitán,40.3945,-3.77992,2144,POINT (-3.77992 40.3945)
4167,2644,Villaviciosa - Galicia,40.39717,-3.77059,1126,POINT (-3.77059 40.39717)
4168,2645,Villaviciosa - Carabias,40.39803,-3.76823,1127,POINT (-3.76823 40.39803)
4169,2646,La Peseta,40.3625775,-3.7578950000000004,833,POINT (-3.75741 40.36263)
4173,2654,Castellana - Manuel Caldeiro,40.47688,-3.68505,2097,POINT (-3.6858 40.47702)
4178,2659,Mauricio Legendre - Estación De Chamartín,40.47421,-3.685,2096,POINT (-3.685 40.47421)
