Unnamed: 0,stop_id,stop_name,stop_lat,stop_lon,clust,geometry
2050,2121,Avenida De Badajoz,40.44326571428571,-3.654157142857142,1885,POINT (-3.65435 40.44221)
2051,278,Chueca,40.42357,-3.6987,739,POINT (-3.6987 40.42357)
2052,1227,Sagasta,40.4285875,-3.6992525,1783,POINT (-3.69938 40.42885)
2054,1774,Francisco De Rojas,40.43048666666667,-3.700066666666667,1781,POINT (-3.70006 40.43022)
2056,1868,Plaza Chamberí,40.432355,-3.697905,1793,POINT (-3.69815 40.43208)
2058,286,Eduardo Dato,40.432875,-3.6944049999999997,1759,POINT (-3.69433 40.43274)
2060,288,Rubén Darío,40.4327425,-3.6917275000000003,1760,POINT (-3.69216 40.43285)
2062,292,Rafaela Ybarra - Centro Comercial,40.366662,-3.7118340000000005,657,POINT (-3.71243 40.36685)
2067,297,República Dominicana,40.458755,-3.6783,1693,POINT (-3.67827 40.45858)
2070,2388,Costa Rica,40.458670000000005,-3.6720866666666665,1692,POINT (-3.67228 40.45832)
2071,302,José María Soler,40.4589,-3.66918,1691,POINT (-3.66906 40.45877)
2073,304,Aster,40.457319999999996,-3.6671300000000002,1690,POINT (-3.6673 40.45709)
2075,306,Alfonso XIII - Alhelíes,40.45521,-3.66691,1436,POINT (-3.66706 40.45519)
2077,308,Alfonso XIII - Ramón Y Cajal,40.453175,-3.6673299999999998,1899,POINT (-3.66746 40.45319)
2079,310,Alfonso XIII - Pradillo,40.451125000000005,-3.66749,1897,POINT (-3.66765 40.45127)
2081,2020,Alfonso XIII,40.448572,-3.6669840000000002,1889,POINT (-3.6675 40.44821)
2084,315,Gaínza,40.36583,-3.71429,659,POINT (-3.71429 40.36583)
2091,324,Acacias,40.40385,-3.707045,1430,POINT (-3.70711 40.40394)
2093,326,Olmos,40.403059999999996,-3.7099349999999998,1822,POINT (-3.71005 40.40314)
2094,1117,Pirámides,40.40135888888889,-3.7140244444444446,1821,POINT (-3.71331 40.40134)
2096,3127,Marqués De Vadillo,40.39715833333333,-3.7157133333333334,1164,POINT (-3.71728 40.39717)
2098,331,General Ricardos - Iglesia,40.39599,-3.719145,1163,POINT (-3.71905 40.3959)
2099,3171,Guetaria - Ordicia,40.366569999999996,-3.715185,658,POINT (-3.71543 40.36651)
2100,3062,General Ricardos - Camino Viejo Leganés,40.39353333333333,-3.72336,1223,POINT (-3.72308 40.39371)
2101,3032,Urgel,40.392645,-3.725295,1226,POINT (-3.72538 40.39247)
2102,337,Clarisas,40.390435,-3.72889,1205,POINT (-3.72893 40.39057)
2105,341,Plaza Vista Alegre,40.385205,-3.7373250000000002,1274,POINT (-3.73735 40.3853)
2107,1149,General Ricardos - Marcelino Camacho,40.38473333333334,-3.739546666666667,1275,POINT (-3.7392 40.38482)
2109,345,Plaza De La Palmera,40.382639999999995,-3.742655,551,POINT (-3.74279 40.38268)
2111,347,General Ricardos - Eugenia De Montijo,40.380845,-3.745005,1300,POINT (-3.74507 40.38094)
2114,350,Colonia De La Prensa,40.38,-3.74616,1301,POINT (-3.74616 40.38)
2118,354,Ronda De Don Bosco,40.374935,-3.753215,1296,POINT (-3.75338 40.37462)
2127,363,Mercado Las Águilas,40.377340000000004,-3.76907,1238,POINT (-3.76881 40.37751)
2129,3149,Blas Cabrera - Rafael Finat,40.377896666666665,-3.7722833333333337,1239,POINT (-3.77239 40.37791)
2131,367,Blas Cabrera - Oliva De Plasencia,40.37914,-3.7746225,1240,POINT (-3.77511 40.37929)
2132,368,Oliva De Plasencia,40.379104999999996,-3.7771600000000003,1252,POINT (-3.77738 40.37907)
2133,3150,Cuacos De Yuste,40.37854333333333,-3.7802633333333326,1254,POINT (-3.78015 40.37883)
2137,373,Las Águilas,40.38184,-3.77742,1248,POINT (-3.77742 40.38184)
2146,383,Ulises - Arturo Soria,40.456115,-3.65597,1906,POINT (-3.65598 40.45604)
2148,385,Ulises - Asura,40.45712,-3.653635,1903,POINT (-3.65358 40.45704)
2150,387,Moscatelar - Parma,40.45718,-3.6495800000000003,545,POINT (-3.6499 40.45711)
2152,389,Moscatelar - Milán,40.4572,-3.647075,544,POINT (-3.64734 40.45708)
2154,391,Plaza Del Liceo,40.457895,-3.643885,547,POINT (-3.64379 40.45785)
2156,393,Silvano - Esperanza,40.459615,-3.642475,546,POINT (-3.64231 40.45962)
2158,395,Silvano - Alcorisa,40.46182,-3.63969,596,POINT (-3.63925 40.46198)
2160,397,Silvano - El Algabeño,40.462685,-3.63765,598,POINT (-3.63752 40.46259)
2162,399,Federico Mompou - Isabel Colbrand,40.51077,-3.67918,843,POINT (-3.67918 40.51077)
2164,405,Parque Juan Carlos I,40.461385,-3.615715,782,POINT (-3.61545 40.46131)
2166,407,Campo De Las Naciones,40.4638175,-3.6161825,781,POINT (-3.61674 40.46415)
2167,408,Avenida De La Paz,40.4535375,-3.66099,1896,POINT (-3.6612 40.45355)
2169,410,Alfonso XIII - Ramón Y Cajal,40.45248,-3.6684,1898,POINT (-3.66826 40.45234)
2171,412,Parque De Berlín,40.451772500000004,-3.6772549999999997,1701,POINT (-3.67685 40.45156)
2173,414,Plaza De Cataluña,40.4491825,-3.6784299999999996,1956,POINT (-3.67762 40.44956)
2175,416,Santa Gema,40.44745,-3.68066,1964,POINT (-3.68045 40.44741)
2177,418,Doctor Arce,40.44601333333333,-3.6827633333333334,1966,POINT (-3.68214 40.44616)
2178,419,República Argentina,40.445745,-3.6861,1967,POINT (-3.68596 40.4459)
2182,423,Velázquez - Villanueva,40.42216,-3.68421,1468,POINT (-3.68421 40.42216)
2183,2227,Velázquez - Goya,40.42520714285714,-3.6822257142857144,1475,POINT (-3.68402 40.42488)
2184,425,Velázquez - Ayala,40.42761,-3.68379,2140,POINT (-3.68379 40.42761)
2185,426,Velázquez - Ortega Y Gasset,40.43008,-3.68351,1622,POINT (-3.68351 40.43008)
2186,427,Velázquez - Juan Bravo,40.4321,-3.6834,1725,POINT (-3.6834 40.4321)
2187,2598,Velázquez - Diego De León,40.43492333333334,-3.6837166666666668,1765,POINT (-3.6832 40.43468)
2188,2006,Velázquez - López De Hoyos,40.43958,-3.683095,1970,POINT (-3.68271 40.43978)
2189,431,Velázquez - Joaquín Costa,40.44142,-3.68266,1973,POINT (-3.68266 40.44142)
2190,2698,Velázquez - Rodríguez Marín,40.44374,-3.684016666666667,1968,POINT (-3.68251 40.44315)
2192,434,Cinca,40.450095000000005,-3.68224,1713,POINT (-3.68183 40.45022)
2193,435,Hospital San Rafael,40.4519325,-3.6810375,1712,POINT (-3.68101 40.4521)
2195,437,Príncipe De Vergara - Serrano,40.454249999999995,-3.6777775,1700,POINT (-3.67783 40.45462)
2200,442,Guadiana,40.44788,-3.68394,2124,POINT (-3.68394 40.44788)
2202,444,Ramiro De Maeztu,40.44251,-3.68614,1887,POINT (-3.68614 40.44251)
2203,445,Residencia De Estudiantes,40.44074,-3.68626,1888,POINT (-3.68626 40.44074)
2204,446,Serrano - María De Molina,40.438026666666666,-3.6868000000000003,1946,POINT (-3.68644 40.43833)
2206,448,Serrano - Maldonado,40.43389,-3.68682,1763,POINT (-3.68682 40.43389)
2207,449,Serrano - Ortega Y Gasset,40.42962,-3.68726,1620,POINT (-3.68726 40.42962)
2209,452,Museo Arqueológico,40.42305,-3.68844,1476,POINT (-3.68844 40.42305)
2210,2133,Sagrados Corazones,40.45171666666666,-3.68502,1711,POINT (-3.68505 40.45175)
2213,2503,Ramón Y Cajal - Víctor De La Serna,40.4520075,-3.6741675000000003,1699,POINT (-3.67409 40.45153)
2215,459,Ramón Y Cajal - Gabriel Y Galán,40.45234,-3.6709500000000004,1893,POINT (-3.67092 40.45223)
2217,2022,Padre Claret - Ramón Y Cajal,40.45245666666667,-3.6654466666666665,1900,POINT (-3.66501 40.45254)
2219,2062,José Silva - Agastia,40.454765,-3.658675,1895,POINT (-3.65858 40.4549)
2220,465,Silvano - José Domingo Rus,40.46271,-3.63292,599,POINT (-3.63292 40.46261)
2222,2769,Pedroñeras - Silvano,40.462830000000004,-3.62929,595,POINT (-3.62958 40.46303)
2224,469,Pedroñeras - El Provencio,40.464299999999994,-3.63007,594,POINT (-3.63006 40.46451)
2226,471,Mota Del Cuervo,40.46489,-3.63173,593,POINT (-3.63171 40.46499)
2228,2768,Motilla Del Palancar,40.465132857142855,-3.6354471428571427,601,POINT (-3.63418 40.46484)
2232,477,Emigrantes - Tribaldos,40.46736,-3.6370750000000003,604,POINT (-3.63692 40.46742)
2235,480,Sandro Pertini,40.47004,-3.64193,610,POINT (-3.64193 40.47004)
2236,2886,Valdetorres De Jarama - Sandro Pertini,40.46983,-3.6433800000000005,608,POINT (-3.64319 40.47039)
2238,483,Valdetorres De Jarama - Ángel Luis Herrán,40.47141,-3.6458125,609,POINT (-3.64508 40.47122)
2242,1845,Santos De La Humosa,40.472590000000004,-3.6491800000000003,607,POINT (-3.64825 40.47267)
2244,489,Arequipa,40.469,-3.64079,611,POINT (-3.64079 40.469)
2246,1229,Alonso Martínez,40.427948,-3.6952240000000005,1780,POINT (-3.6951 40.42812)
2247,492,Almagro - Zurbano,40.43027,-3.693005,1319,POINT (-3.69269 40.43037)
2251,3778,Camino De Santiago - Valcarlos,40.49714,-3.6736375,842,POINT (-3.67396 40.49673)
2252,497,Arturo Soria - Julio Dánvila,40.471095,-3.667185,676,POINT (-3.66696 40.47118)
2254,499,Ingenieros Navales,40.47322,-3.6677600000000004,966,POINT (-3.66753 40.47325)
2256,501,San Luis - Arturo Soria,40.47544333333334,-3.6680333333333337,985,POINT (-3.66772 40.47546)
2258,503,San Luis - Mesena,40.474865,-3.665865,984,POINT (-3.66583 40.47475)
2260,1837,San Luis - Almanzora,40.473685,-3.6631799999999997,981,POINT (-3.66293 40.47389)
2262,507,Almanzora - Bacares,40.47551,-3.6610300000000002,989,POINT (-3.66079 40.47555)
2263,508,Almanzora,40.47695,-3.65882,991,POINT (-3.65882 40.47695)
2264,509,Alicún,40.47915,-3.65937,979,POINT (-3.65937 40.47915)
2265,510,Vélez Rubio,40.47818,-3.66114,980,POINT (-3.66114 40.47818)
2266,4949,Manoteras,40.47663666666667,-3.662623333333333,990,POINT (-3.66239 40.47635)
2274,520,Fernández De Los Ríos - Hilarión Eslava,40.43547,-3.7169,1851,POINT (-3.7169 40.43547)
2276,522,Galileo,40.43509,-3.70904,1102,POINT (-3.70904 40.43509)
2277,523,Arapiles,40.43487,-3.70491,1791,POINT (-3.70491 40.43487)
2278,1386,Eloy Gonzalo,40.43454249999999,-3.702505,1790,POINT (-3.70286 40.43417)
2279,1869,Iglesia,40.4348275,-3.6989275,1795,POINT (-3.69974 40.43464)
2281,527,Martínez Campos,40.43511,-3.69566,1794,POINT (-3.69606 40.43497)
2287,534,López De Hoyos - Velázquez,40.4379525,-3.6829125,1971,POINT (-3.68387 40.43847)
2292,540,Arapiles,40.43392,-3.70594,1789,POINT (-3.70594 40.43392)
2293,541,Mercado Vallehermoso,40.43417,-3.70924,1104,POINT (-3.70924 40.43417)
2296,2248,Plaza Mayor,40.41351375,-3.7071762500000003,1875,POINT (-3.70689 40.41388)
2297,2588,La Latina,40.4113,-3.70805,1874,POINT (-3.70837 40.41155)
2299,547,Toledo - Humilladero,40.40885,-3.7105,1856,POINT (-3.7105 40.40885)
2300,548,Toledo - Humilladero,40.40958,-3.70973,1857,POINT (-3.70973 40.40958)
2302,2312,Imperial - Pontones,40.404465,-3.7157149999999994,1820,POINT (-3.71563 40.40491)
2304,2323,Puente San Isidro - Pontones,40.40451,-3.7202125,1493,POINT (-3.71989 40.40423)
2306,4652,Puente San Isidro - Ermita Del Santo,40.403555,-3.72459,1498,POINT (-3.72465 40.40384)
2307,555,Vía Carpetana - Caramuel,40.401785000000004,-3.730485,1147,POINT (-3.73088 40.40172)
2309,557,Polideportivo Gallur,40.39836,-3.735333333333333,742,POINT (-3.73547 40.39819)
2311,559,Vía Carpetana - Centro De Salud,40.396365,-3.73756,1143,POINT (-3.73755 40.39656)
2313,5506,Vía Carpetana - La Campana,40.394495000000006,-3.738945,1206,POINT (-3.73907 40.39455)
2315,2553,Metro Vía Carpetana,40.393226,-3.741226,1208,POINT (-3.74017 40.39374)
2316,564,Vía Carpetana - Laguna,40.39175,-3.74266,1209,POINT (-3.74266 40.39175)
2318,4711,Vía Carpetana - Casimiro Escudero,40.389815,-3.743945,1276,POINT (-3.74414 40.38978)
2319,4083,Bravo Murillo - María Zayas,40.458895,-3.7002550000000003,1726,POINT (-3.70053 40.45886)
2320,570,Ocaña,40.385369999999995,-3.75342,1260,POINT (-3.7537 40.3852)
2322,2275,Ocaña - Camarena,40.384910000000005,-3.75796,1269,POINT (-3.75793 40.38442)
2326,577,Hermanos De Pablo,40.43903,-3.64808,1425,POINT (-3.64808 40.43903)
2331,582,Rafael Finat - José De Cadalso,40.379035,-3.77055,1237,POINT (-3.77082 40.37895)
2335,3124,Blas Cabrera - Avenida De Las Águilas,40.38182666666666,-3.7756733333333337,1236,POINT (-3.77554 40.38178)
2337,588,Fátima - Nuestra Señora De La Luz,40.384575,-3.747625,1263,POINT (-3.74767 40.38453)
2341,592,Vía Carpetana - Ermita Del Santo,40.40586666666667,-3.724763333333333,1497,POINT (-3.72511 40.40539)
2344,596,Templo De Debod,40.42576,-3.71877,1880,POINT (-3.71877 40.42576)
2345,598,Vidauba,40.38151,-3.76316,1265,POINT (-3.76316 40.38151)
2346,599,Jardines De Sabatini,40.42136,-3.7141200000000003,1724,POINT (-3.71427 40.42148)
2347,5246,Cuesta De San Vicente,40.42038,-3.716075,1723,POINT (-3.71634 40.42051)
2351,606,Ermita Virgen Del Puerto,40.41673,-3.72081,1515,POINT (-3.72081 40.41673)
2353,2253,Puente De Segovia,40.414271666666664,-3.720295,1506,POINT (-3.72102 40.41454)
2355,611,Blas Cabrera - Casuarina,40.378365,-3.764965,1229,POINT (-3.765 40.37845)
2356,614,Ermita Del Santo - Centro Comercial,40.4082,-3.723955,1514,POINT (-3.72407 40.40824)
2361,619,Centro Servicios Sociales Gallur,40.39811,-3.74015,1317,POINT (-3.74015 40.39811)
2362,620,Gallur,40.3969,-3.74199,1217,POINT (-3.74199 40.3969)
2363,2554,Los Cármenes,40.39563,-3.743925,1213,POINT (-3.74427 40.3954)
2365,623,Duquesa De Parcent,40.39547,-3.74768,772,POINT (-3.74776 40.39556)
2367,625,Duquesa De Parcent - Cuart De Poblet,40.395889999999994,-3.75129,823,POINT (-3.7513 40.39597)
2371,2269,Camarena - Illescas,40.3920425,-3.7554975,1135,POINT (-3.75578 40.39231)
2373,1480,Illescas - Valmojado,40.39233,-3.75809,1131,POINT (-3.75801 40.39249)
2375,633,Illescas - Tembleque,40.392955,-3.76101,1122,POINT (-3.76108 40.39306)
2377,5181,Illescas - Escalona,40.396566666666665,-3.7652350000000006,1123,POINT (-3.7645 40.39595)
2379,637,La Peseta - Valle Del Boi,40.365764999999996,-3.763655,837,POINT (-3.76388 40.36566)
2382,640,La Peseta - Pinar De San José,40.363675,-3.7624,838,POINT (-3.76249 40.36339)
2383,641,Dehesa Príncipe,40.37724,-3.79794,442,POINT (-3.79794 40.37724)
2384,642,Arqueros,40.3805,-3.79433,440,POINT (-3.79433 40.3805)
2385,643,Granaderos,40.38259,-3.79159,438,POINT (-3.79159 40.38259)
2386,4482,Avenida De La Aviación - Medina Del Campo,40.381275,-3.7868325,1231,POINT (-3.78685 40.38116)
2388,646,Base Aérea Cuatro Vientos,40.378,-3.7837699999999996,1230,POINT (-3.78381 40.3779)
2391,3808,Avenida De La Aviación - Sinfonía,40.37511,-3.7769883333333336,1255,POINT (-3.77635 40.37477)
2393,652,Rafael Finat - Osa De La Vega,40.375280000000004,-3.77301,1241,POINT (-3.77293 40.37522)
2395,654,Avenida De Las Águilas - José De Cadalso,40.382915,-3.77187,923,POINT (-3.77148 40.38291)
2406,665,Camino De Las Cruces,40.37448,-3.75571,1316,POINT (-3.75571 40.37448)
2407,666,Carabanchel Alto,40.37275,-3.75743,1282,POINT (-3.75743 40.37275)
2410,669,Alabarderos,40.37829,-3.79458,441,POINT (-3.79458 40.37829)
2420,680,Alcalá - Hermosilla,40.426095000000004,-3.67293,1466,POINT (-3.67273 40.42602)
2424,684,Manuel Becerra,40.42877,-3.66782,1948,POINT (-3.66782 40.42877)
2425,5146,Alcalá - Parque Bomberos,40.42955333333333,-3.6656766666666667,1950,POINT (-3.66645 40.42905)
2428,688,Avenida De Los Toreros,40.4337,-3.66416,1931,POINT (-3.66366 40.43389)
2429,2370,Biarritz,40.4355375,-3.6652225,1938,POINT (-3.66398 40.43551)
2430,5264,Bruselas,40.43813,-3.663495,1940,POINT (-3.66343 40.4381)
2431,5817,Plaza De Venecia,40.4407275,-3.6623525,1943,POINT (-3.66285 40.44049)
2433,694,Tanatorio M30,40.440985,-3.656285,1884,POINT (-3.65625 40.44091)
2439,3909,Torrelaguna - Ramírez De Arellano,40.448425,-3.6563499999999998,1434,POINT (-3.6569 40.44823)
2440,703,San Juan Bautista,40.44963,-3.657865,1433,POINT (-3.65774 40.44954)
2442,705,Sorzano,40.45115,-3.6596349999999997,1432,POINT (-3.6595 40.45118)
2449,712,Ventas,40.43080666666666,-3.6636133333333336,1949,POINT (-3.66428 40.43077)
2452,1281,Cartagena,40.4394,-3.673643333333333,1881,POINT (-3.67363 40.43965)
2456,721,Cartagena - Béjar,40.437235,-3.671035,1453,POINT (-3.67096 40.43728)
2459,2559,Gran Vía - Montera,40.41981428571428,-3.7005000000000003,1831,POINT (-3.70108 40.41995)
2460,1247,Centro Cultural Buenavista,40.4333047368421,-3.6737568421052638,1955,POINT (-3.67099 40.43203)
2464,2219,Lista,40.42942,-3.675561666666667,1428,POINT (-3.67596 40.42988)
2466,2232,Marqués De Salamanca,40.43042333333333,-3.6803900000000005,1445,POINT (-3.68061 40.43008)
2468,733,Ortega Y Gasset - Claudio Coello,40.4306,-3.68609,1621,POINT (-3.68609 40.4306)
2477,4175,Cristo Rey,40.4385,-3.71798,1096,POINT (-3.71763 40.43864)
2478,745,Auditorio Nacional,40.44494,-3.67636,1961,POINT (-3.67636 40.44494)
2485,3092,El Carmen,40.43169666666667,-3.6572,1929,POINT (-3.65705 40.43185)
2487,1092,Alcalde López Casero,40.432500000000005,-3.6552066666666665,1927,POINT (-3.65541 40.4326)
2489,1238,José Banús,40.43442666666667,-3.655908333333334,1925,POINT (-3.65573 40.43399)
2491,1240,Parque Calero,40.43494666666667,-3.652703333333333,1922,POINT (-3.65296 40.43488)
2493,1241,José Del Hierro - Polideportivo,40.436460000000004,-3.64976,1489,POINT (-3.64983 40.43645)
2495,768,Hermanos De Pablo,40.43787,-3.64681,1426,POINT (-3.64681 40.43787)
2496,769,José Del Hierro - Mandarina,40.44017,-3.64424,809,POINT (-3.64418 40.44013)
2499,4428,Marqués De Hoyos,40.442816666666666,-3.63867,816,POINT (-3.63931 40.4432)
2501,1242,Virgen Del Portillo - Polideportivo,40.438069999999996,-3.650793333333333,1488,POINT (-3.65039 40.43791)
2502,777,Parque Calero,40.43602,-3.65427,1923,POINT (-3.65427 40.43602)
2504,779,Marqués De Zafra,40.42523,-3.66179,1013,POINT (-3.66179 40.42523)
2505,780,Rufino Blanco,40.42586,-3.66419,1014,POINT (-3.66419 40.42586)
2506,781,Marqués De Mondejar,40.42672,-3.6671,1952,POINT (-3.6671 40.42672)
2514,2007,María De Molina,40.43931153846154,-3.679900769230769,1972,POINT (-3.67859 40.4376)
2520,1424,San Juan De La Cruz,40.4419,-3.6963859999999995,1541,POINT (-3.69558 40.44186)
2522,1398,Metro Ríos Rosas,40.442,-3.70144,1770,POINT (-3.70137 40.44218)
2523,4496,Juan Zorrilla,40.441964999999996,-3.70444,1767,POINT (-3.70463 40.44218)
2526,802,Vidauba - Rodrigo De Arana,40.38134,-3.76281,1266,POINT (-3.76281 40.38134)
2527,2389,Cristo Rey - San Francisco De Sales,40.43999,-3.717076,1098,POINT (-3.71673 40.43972)
2529,806,Cea Bermúdez,40.43873,-3.7088,1112,POINT (-3.7088 40.43873)
2530,1383,Canal,40.438385,-3.704025,1772,POINT (-3.70371 40.43856)
2531,808,José Abascal - Santa Engracia,40.43842,-3.70066,1776,POINT (-3.70066 40.43842)
2532,1897,José Abascal - Modesto Lafuente,40.438445,-3.696135,1774,POINT (-3.69588 40.43822)
2535,812,América Española,40.42926,-3.66261,1953,POINT (-3.66261 40.42926)
2536,813,Sancho Dávila,40.42748,-3.66208,1974,POINT (-3.66208 40.42748)
2537,2158,Menéndez Pelayo - Sainz De Baranda,40.416766,-3.6768620000000007,1461,POINT (-3.67841 40.41682)
2539,3937,Hospital Niño Jesús,40.414973333333336,-3.677213333333333,1460,POINT (-3.67755 40.41438)
2541,2212,Plaza Niño Jesús,40.411055000000005,-3.67593,477,POINT (-3.67565 40.41111)
2543,1431,Nazaret,40.41125,-3.6698616666666664,1613,POINT (-3.6713 40.41132)
2547,824,Estrella,40.411165,-3.665465,1591,POINT (-3.66549 40.41104)
2549,826,Vinateros - Centro Comercial,40.41065,-3.66015,1598,POINT (-3.66015 40.41065)
2550,827,Vinateros - Calle 30,40.41089,-3.65892,1599,POINT (-3.65892 40.41089)
2551,828,Corregidor Diego Valderrábano - Lituania,40.409369999999996,-3.66015,1597,POINT (-3.66026 40.40945)
2553,830,Avenida De Moratalaz - Diego Valderrábano,40.407725,-3.6608799999999997,1601,POINT (-3.66111 40.40767)
2555,1988,Corregidor Alonso Aguilar,40.407006,-3.6581919999999997,1603,POINT (-3.65925 40.4072)
2557,834,Parque Darwin,40.40619,-3.655055,1588,POINT (-3.65505 40.40603)
2559,837,Hacienda De Pavones - Alonso De Tobar,40.404485,-3.648815,1582,POINT (-3.64874 40.40435)
2560,838,Hacienda De Pavones - Cañada,40.403655,-3.64565,1548,POINT (-3.64561 40.40356)
2562,840,Corregidor Conde Maceda,40.40303333333333,-3.6430966666666666,1571,POINT (-3.6435 40.40285)
2565,1995,Encomienda De Palacios - Pico Artilleros,40.40079,-3.6431400000000003,1570,POINT (-3.64376 40.401)
2568,846,Arroyo Fontarrón 245,40.39688,-3.64384,1561,POINT (-3.64384 40.39688)
2569,2610,Fuente Carrantona - Arroyo Fontarrón,40.39613,-3.6390999999999996,1557,POINT (-3.63912 40.39628)
2570,1997,Fuente Carrantona - Encomienda De Palacios,40.398385000000005,-3.6375775,1550,POINT (-3.63766 40.3986)
2571,1996,Encomienda De Palacios - Tacona,40.39907,-3.640175,1551,POINT (-3.63991 40.39907)
2574,1989,Plaza Del Encuentro,40.40568714285714,-3.6511628571428574,1581,POINT (-3.65078 40.4057)
2579,858,Paseo De La Florida,40.42306,-3.723275,1538,POINT (-3.72318 40.42322)
2581,860,San Antonio De La Florida,40.424645,-3.7252549999999998,1536,POINT (-3.72513 40.42472)
2583,862,San Pol De Mar,40.42448,-3.72724,1537,POINT (-3.72728 40.42477)
2584,863,Ribera Manzanares - Santa Olalla,40.42651,-3.72944,1531,POINT (-3.72944 40.42651)
2585,865,Ribera Manzanares - Cordillera,40.42955,-3.733405,1523,POINT (-3.73358 40.42978)
2587,867,Colonia Manzanares,40.4311,-3.73496,1524,POINT (-3.73496 40.4311)
2588,868,Comandante Fortea - Felipe Moratilla,40.42728,-3.73237,1534,POINT (-3.73237 40.42728)
2589,869,Comandante Fortea - Santa Olalla,40.42536,-3.72963,1532,POINT (-3.72963 40.42536)
2591,1452,Puente De Segovia - Paseo De Extremadura,40.413821999999996,-3.7249600000000003,1148,POINT (-3.72551 40.41415)
2593,873,Puerta Del Ángel,40.413555,-3.7288249999999996,1149,POINT (-3.7291 40.4136)
2595,875,Paseo De Extremadura - Guadarrama,40.41232,-3.7322699999999998,1158,POINT (-3.73235 40.41241)
2597,877,Paseo De Extremadura - Albéniz,40.410795,-3.73636,553,POINT (-3.73644 40.41088)
2599,879,Alto De Extremadura,40.409705,-3.739275,554,POINT (-3.73918 40.40984)
2602,882,Paseo De Extremadura - Villamanín,40.406715,-3.7475199999999997,1199,POINT (-3.74818 40.40663)
2606,886,Colonia Lourdes,40.403665000000004,-3.755745,1094,POINT (-3.75595 40.40375)
2608,2632,Casa De Campo,40.403242500000005,-3.7602724999999997,893,POINT (-3.76028 40.40214)
2610,890,Paseo De Extremadura - Carretera Boadilla,40.39863,-3.76574,1124,POINT (-3.76574 40.39863)
2611,891,Paseo De Extremadura - Carretera Boadilla,40.39996,-3.76348,678,POINT (-3.76348 40.39996)
2614,2324,Paseo De Extremadura - Avenida Poblados,40.393926666666665,-3.7727066666666667,1115,POINT (-3.77262 40.39328)
2615,895,Paseo De Extremadura - Avenida Poblados,40.39397,-3.77127,1116,POINT (-3.77127 40.39397)
2616,896,Paseo De Extremadura 374,40.391324999999995,-3.7749550000000003,485,POINT (-3.77531 40.39122)
2618,898,Paseo De Extremadura 392,40.388335,-3.7788199999999996,347,POINT (-3.77913 40.38829)
2621,901,Aviación Española,40.38342,-3.7857,1251,POINT (-3.7857 40.38342)
2624,905,Salorino - Navalmoral De La Mata,40.37717,-3.77787,1257,POINT (-3.77787 40.37717)
2625,906,Soledad Cazorla - Rafael Finat,40.3766,-3.77316,1242,POINT (-3.77316 40.3766)
2626,907,Soledad Cazorla - Aldeanueva De La Vera,40.37701,-3.77582,1253,POINT (-3.77582 40.37701)
2629,2255,Avenida De Portugal,40.4079,-3.742426666666667,1182,POINT (-3.74234 40.40844)
2632,914,Toledo - Pasillo Verde,40.404145,-3.71288,1824,POINT (-3.71324 40.40398)
2638,920,Antonio López - Inmaculada Concepción,40.395765,-3.71145,897,POINT (-3.71142 40.39564)
2640,922,Puente Praga,40.393975,-3.707645,623,POINT (-3.70741 40.39374)
2642,924,Antonio López - Mariblanca,40.391835,-3.703615,1067,POINT (-3.70371 40.39168)
2644,926,Antonio López - Centro Comercial,40.390280000000004,-3.70181,1082,POINT (-3.70192 40.39016)
2650,932,Antonio López - Vado,40.38453,-3.6959600000000004,1078,POINT (-3.69612 40.3845)
2652,934,Antonio López - Socuéllamos,40.381505000000004,-3.69562,1076,POINT (-3.69574 40.38145)
2654,936,González Feito,40.38014,-3.69495,1086,POINT (-3.69495 40.38014)
2655,937,San Mario,40.377245,-3.691795,1084,POINT (-3.69184 40.37733)
2657,939,Estafeta - Carabelos,40.374735,-3.692495,637,POINT (-3.69259 40.37486)
2659,941,Estafeta - Navascués,40.372715,-3.69233,641,POINT (-3.69244 40.37271)
2661,943,Estafeta - Avenida San Fermín,40.37128,-3.69221,642,POINT (-3.6923 40.371)
2663,2839,Glorieta San Martín De La Vega,40.368210000000005,-3.6917799999999996,651,POINT (-3.69154 40.36806)
2664,946,Camino De Perales - Aniceto Pérez,40.38232,-3.69373,1081,POINT (-3.69373 40.38232)
2666,950,O Donnell - Sainz De Baranda,40.42035,-3.66607,1612,POINT (-3.66607 40.42035)
2667,952,Avenida De Daroca - Miguel De Unamuno,40.42876,-3.6506,1998,POINT (-3.65054 40.42881)
2670,956,Blas De Otero - Teresa Saenz Heredia,40.42238,-3.6555700000000004,1327,POINT (-3.65516 40.42198)
2674,960,Marqués De Corbera - Montejurra,40.424405,-3.65376,1438,POINT (-3.65357 40.42427)
2676,962,Marqués De Corbera - Gerardo Cordón,40.425915,-3.65176,1999,POINT (-3.65164 40.4258)
2678,2495,Metro La Elipa,40.426876666666665,-3.64968,2000,POINT (-3.6507 40.42691)
2679,1080,Marqués De Corbera - Avenida De Daroca,40.427972,-3.6482,2001,POINT (-3.64888 40.42833)
2681,968,Francisco Villaespesa - Lago Constanza,40.429114999999996,-3.646155,2003,POINT (-3.64612 40.42899)
2683,3003,Francisco Villaespesa - Ezequiel Solana,40.4292375,-3.6437749999999998,2004,POINT (-3.64354 40.42932)
