stop_id,clust,stop_lat,stop_lon,stop_name,geometry
1370119,223,60.248615,24.997445,Ukkostie,POINT (24.99755 60.24868)
1401106,166,60.27720266666666,24.99019266666667,Siltamäki,POINT (24.9909 60.2774)
1401131,168,60.278490000000005,24.9947,Kiertotähdenkuja,POINT (24.99518 60.27863)
1401134,167,60.27942,24.998224999999998,Pohjantähdentie,POINT (24.99788 60.27931)
1401124,181,60.279534999999996,25.00428,Revontulentie,POINT (25.00451 60.27925)
1401113,188,60.27988,25.010706666666664,Hannukselanpolku,POINT (25.01124 60.28044)
1401151,172,60.273883,24.986218,Jousimiehentie 10,POINT (24.986218 60.273883)
1403169,170,60.274649999999994,25.001559999999998,Yläkaskentie,POINT (25.0013 60.27504)
1401111,182,60.27801333333333,25.005989999999997,Vaskipellontie,POINT (25.00693 60.27818)
1403167,202,60.27169,25.00497,Yläkaskenkuja,POINT (25.00543 60.27149)
1401123,173,60.282846666666664,25.02844,Tikkuritie,POINT (25.02771 60.28254)
1402119,174,60.280585,25.028615,Arttolantie,POINT (25.02847 60.28053)
1401127,177,60.28597,25.0151,Suutarilantie,POINT (25.0151 60.28597)
1402121,185,60.278504999999996,25.03086,Tapulikaupungintie,POINT (25.03001 60.27863)
1411130,175,60.276415,25.040595,Terrintie,POINT (25.03995 60.27665)
1411101,176,60.274115,25.044445,Puistolan tori,POINT (25.04459 60.2738)
1402150,186,60.27681,25.034475,Hatuntekijänkuja,POINT (25.03432 60.27665)
1411109,192,60.27141,25.04636,Karrintie,POINT (25.0461 60.27147)
1401128,178,60.28426,25.01348,Suutarilantie,POINT (25.01348 60.28426)
1401129,180,60.28693,25.01495,Ala-Tikkurila,POINT (25.01495 60.28693)
1401154,183,60.279117,25.016955,Lyhtytie,POINT (25.016582 60.279247)
1402127,184,60.2782225,25.0233825,Henrik Forsiuksen t.,POINT (25.02038 60.2787)
1411115,203,60.271482,25.037015500000003,Raidepolku,POINT (25.036978 60.271442)
1402156,204,60.271730000000005,25.03416,Porvarintie,POINT (25.03447 60.2721)
1333502,841,60.249288,24.861202,Malminkartano,POINT (24.861202 60.249288)
1401138,189,60.2820835,25.01265,Kynttiläkuja,POINT (25.0134 60.2822)
1401115,259,60.282497,25.001177,Revontulentie,POINT (25.001177 60.282497)
1401147,190,60.28125,25.01717,Lampputie,POINT (25.01717 60.28125)
1401149,191,60.28278,25.01751,Hehkulanka,POINT (25.01751 60.28278)
1411124,193,60.270920000000004,25.05226,Puistolan kirkko,POINT (25.05116 60.27112)
1411123,195,60.2701,25.05879,Puistolan VPK,POINT (25.05879 60.2701)
1411122,196,60.26998,25.0564,Puistolan VPK,POINT (25.0564 60.26998)
1411108,201,60.26653,25.05805,Koudantie,POINT (25.05805 60.26653)
1411107,200,60.26764,25.05906,Koudantie,POINT (25.05906 60.26764)
1413256,198,60.263526,25.0596,Karhekuja,POINT (25.0596 60.263526)
1411106,199,60.26365,25.05666,Karhekuja,POINT (25.05666 60.26365)
1403133,217,60.269165,25.009574999999998,Yrttimaantie 65,POINT (25.00956 60.26892)
1411113,205,60.269741499999995,25.035225,Hyttyspolku,POINT (25.03515 60.269661)
1402173,208,60.26848,25.032690000000002,Tapanilankaari,POINT (25.03245 60.26816)
1392180,207,60.268155,25.029690000000002,Moisiontie,POINT (25.02945 60.26817)
1392184,209,60.26941,25.0195685,Rintamasotilaantie,POINT (25.01931 60.26934)
1392165,216,60.26764333333333,25.014526666666665,Kotinummentie,POINT (25.01539 60.26788)
1403194,211,60.26568,25.003055,Kottaraistie,POINT (25.00316 60.26568)
1391196,219,60.26716,25.008503333333334,Sidetie,POINT (25.00979 60.26709)
1403130,213,60.268265,25.001025,Korsitie,POINT (25.00157 60.26832)
1403128,214,60.26765,24.996551,Vallesmannintie,POINT (24.99661 60.26765)
1403171,218,60.26857,25.005945,Sidekuja,POINT (25.00607 60.26855)
1392154,220,60.26573,25.01614,Tapanilan urheiluk.,POINT (25.01614 60.26573)
1382122,222,60.24685,25.00326,Ruotutorpankuja,POINT (25.00326 60.24685)
1383130,225,60.239965,25.002645,Rapakivenkuja,POINT (25.00259 60.23986)
1383180,226,60.240875,24.99828,Rapakivenkaari,POINT (24.99779 60.2408)
1383128,252,60.237205,25.006645,Vuolukiventie,POINT (25.00643 60.23739)
1370115,227,60.244581,24.9870095,Kilpisenpolku,POINT (24.987497 60.244228)
1370106,228,60.245953,24.986158,Säveltie,POINT (24.986158 60.245953)
1370117,230,60.242914999999996,24.9906605,Madetojankuja,POINT (24.990507 60.242867)
1342101,1114,60.24452,24.96076,Klaukkalanpuisto,POINT (24.96128 60.24466)
1370127,232,60.240134,24.994556,Ratavallintie,POINT (24.994556 60.240134)
1370126,233,60.239235,24.991308,Eteläniitynpolku,POINT (24.991308 60.239235)
1370125,234,60.237547,24.987565,Savela,POINT (24.987565 60.237547)
1361105,240,60.225114000000005,24.996868999999997,Hernepellonkuja,POINT (24.99648 60.22475)
1361104,634,60.21836,24.98539,Viikinranta,POINT (24.98539 60.21836)
1362137,236,60.2254615,25.0164925,Viikin biokeskus,POINT (25.01653 60.22536)
1431137,316,60.214953333333334,25.044089999999997,Siilitie 13,POINT (25.04418 60.21487)
1361114,239,60.22501,24.99381,Viikinm. puhdistamo,POINT (24.99355 60.22495)
1361116,244,60.227495000000005,24.999245,Harjulankatu,POINT (24.99892 60.22742)
1361106,241,60.223823,24.995055,Hernepellonkuja,POINT (24.995055 60.223823)
1361107,245,60.227265,25.00355,Maaherrantie,POINT (25.00447 60.22709)
1363101,243,60.230260599999994,25.009428800000002,Pihlajistontie,POINT (25.01018 60.23092)
1240122,662,60.212485,24.970239999999997,Koskelan varikko,POINT (24.97028 60.21218)
1240101,1132,60.215025,24.964505,Valtimontie,POINT (24.96463 60.2149)
1383134,246,60.230934,25.004528999999998,Salpausselänpolku,POINT (25.004888 60.230748)
1383136,247,60.23137,25.000501,Pihlajiston ostosk.,POINT (25.0003 60.23112)
1383192,249,60.233412,24.997172,Pihlajisto,POINT (24.997172 60.233412)
1285101,1116,60.231275499999995,24.975296,Veräjämäki,POINT (24.975489 60.2313)
1383117,250,60.2368865,25.0026865,Vuolukiventie,POINT (25.002798 60.236923)
1383120,251,60.235035,25.002602,Kinttupolku,POINT (25.002602 60.235035)
1383121,257,60.23442250000001,25.00970575,Meripihkatie,POINT (25.009002 60.234543)
1383100,258,60.235524,25.010897,Liusketie,POINT (25.010897 60.235524)
1383103,253,60.237582,25.00916,Maasälväntie,POINT (25.00916 60.237582)
1383123,255,60.233477333333326,25.008353666666665,Kiilletie,POINT (25.007725 60.233468)
1494167,261,60.17374,25.022781,Kaitalahti,POINT (25.022781 60.17374)
1494102,265,60.1707125,25.020345,Hopealaakso,POINT (25.02075 60.170748)
1493163,262,60.17661,25.02645,Tullisaari 2,POINT (25.02645 60.17661)
1494165,260,60.17507,25.02428,Kaitalahti 1,POINT (25.02428 60.17507)
1494107,263,60.168895,25.02586,Stansvikintie,POINT (25.025654 60.168898)
1494104,264,60.1689435,25.02037,Haakoninlahdenkatu,POINT (25.020529 60.1689)
1491166,284,60.17189933333333,25.03306166666667,Gunillantie,POINT (25.0326 60.17124)
1491133,266,60.172125,25.04941,Willebrandintie,POINT (25.04925 60.17203)
1491131,274,60.175795,25.05144,Sarvastonkaari,POINT (25.05111 60.17559)
1491136,293,60.168335,25.048724999999997,Sarpapolku,POINT (25.04855 60.16864)
1495150,294,60.16595,25.048655,Kutteritie,POINT (25.04848 60.16595)
1495101,297,60.161829000000004,25.048037333333337,Hevossalmentie,POINT (25.048352 60.161967)
1491124,268,60.183755,25.05707,Marunakuja,POINT (25.05709 60.18367)
1491152,269,60.184319,25.060905,Humalniementie 15,POINT (25.060905 60.184319)
1491126,273,60.180595,25.05963,Kiiltomadonpolku,POINT (25.05966 60.18038)
1491122,279,60.183854999999994,25.052125,Yliskylänkaari,POINT (25.05227 60.18382)
1491199,300,60.18652,25.057775,Kanavamäki 16,POINT (25.057775 60.18652)
1491138,270,60.16616,25.05443,Isosarvastontie,POINT (25.05391 60.16636)
1491159,271,60.175169999999994,25.03809,Borgströminkuja,POINT (25.03817 60.1752)
1491111,272,60.174794500000004,25.041082,Lauri Mikonpojan tie,POINT (25.040362 60.174743)
1491143,288,60.17078,25.038486499999998,Rudolfintie,POINT (25.038448 60.170788)
1493161,301,60.17725,25.03567,Tullisaari 1,POINT (25.03567 60.17725)
1491135,302,60.178819,25.040292,Orisaarentie,POINT (25.040292 60.178819)
1491109,276,60.17563,25.046405,Isosaarentie,POINT (25.0462 60.17566)
1491113,289,60.172036,25.039774,Rudolfintie,POINT (25.04015 60.17171)
1491128,275,60.17807,25.057125,Koulutanhua,POINT (25.05687 60.17809)
1491107,277,60.17822085714287,25.050695285714284,Jussaarenkuja,POINT (25.04844 60.17722)
1491147,281,60.18106025,25.05167625,Yliskyläntie,POINT (25.052744 60.180887)
1491101,278,60.184165,25.048524999999998,Itäniitynpolku,POINT (25.04893 60.18391)
1491103,280,60.182734999999994,25.050565,Humalniementie,POINT (25.05064 60.18248)
1434170,345,60.187726,25.041602,Kaivolahdenkatu,POINT (25.04133 60.18775)
1491150,282,60.181173,25.05473,Etanapolku,POINT (25.05473 60.181173)
1491163,283,60.169205500000004,25.0331695,Otonkuja,POINT (25.033204 60.169129)
1491121,285,60.167815999999995,25.037164999999998,Gunillankuja,POINT (25.03772 60.16737)
1491119,291,60.167885,25.04285,Gunillanpolku,POINT (25.04265 60.16787)
1491115,286,60.17027,25.04299,Kasperinkuja,POINT (25.04299 60.17027)
1491117,292,60.1687,25.04591,Svanströmintie,POINT (25.04599 60.16854)
1491116,287,60.17101,25.04185,Kasperinkuja,POINT (25.04185 60.17101)
1491139,290,60.169458,25.037778,Aakenraitti,POINT (25.037778 60.169458)
1495157,295,60.16414,25.04695,Suomensuontie,POINT (25.04695 60.16414)
1495104,299,60.1631365,25.056917,Kutteritie,POINT (25.057043 60.163419)
1495102,298,60.1623285,25.0529735,Hevossalmentie,POINT (25.05292 60.162338)
1420121,303,60.182145,24.99319,Mustikkamaa,POINT (24.99317 60.18217)
1420125,304,60.18034,24.99019,Mustikkamaanpolku,POINT (24.99005 60.18036)
1420103,381,60.1853175,25.0012025,Marsalkantie,POINT (25.0021 60.18505)
1420120,305,60.18011,24.98351,Korkeasaari,POINT (24.98351 60.18011)
1541139,307,60.2013975,25.127596500000003,Halkaisijantie,POINT (25.127873 60.201435)
1541143,314,60.20062,25.12281,Harbonkatu,POINT (25.12295 60.20063)
1541145,579,60.202209999999994,25.134,Kallvikinniemi,POINT (25.1341 60.2022)
1544102,308,60.1968995,25.1127395,Verkkotie,POINT (25.112749 60.196874)
1544100,313,60.197802499999995,25.1175195,Täkykuja,POINT (25.117625 60.197792)
1544155,309,60.195764,25.113432,Rantapuisto,POINT (25.113432 60.195764)
1541141,310,60.202325,25.117185,Fokkatori,POINT (25.11712 60.20228)
1541137,315,60.200195,25.119445,Ramsinniementie,POINT (25.11964 60.2001)
1541193,311,60.20538325,25.12010175,Rastil,POINT (25.12049 60.20562)
1452119,516,60.21495275,25.0928085,Puotila,POINT (25.09323 60.21498)
1452139,534,60.208634999999994,25.09947166666667,Puotilantie,POINT (25.099878 60.208948)
1431135,324,60.21249,25.0385,Siilitie 11,POINT (25.03878 60.21268)
1433103,317,60.202265,25.044775,Mekaanikonkatu 7,POINT (25.04454 60.20205)
1433105,322,60.19888,25.041013,Asentajanpuisto,POINT (25.041099 60.198894)
1433118,371,60.204930000000004,25.05073,Sahaajankatu 33,POINT (25.05101 60.20505)
1433127,373,60.20543,25.047803333333334,Mekaanikonkatu,POINT (25.04822 60.2052)
