"","stop_id","weighted_net_income_hh_multi","weighted_net_income_hh_walk","percent_change_income","log_change_income","weighted_gini_multi","weighted_gini_walk","percent_change_gini","log_change_gini","area","ellipticity","number_of_accessible_stops","concave_area","distance_betweenness","distance_from_landuse_centroid","cultural_institutions_multimodal","drugstores_multimodal","groceries_multimodal","healthcare_multimodal","parks_multimodal","religious_organizations_multimodal","restaurants_multimodal","schools_multimodal","services_multimodal","cultural_institutions_walk15","drugstores_walk15","groceries_walk15","healthcare_walk15","parks_walk15","religious_organizations_walk15","restaurants_walk15","schools_walk15","services_walk15","walk_area","area_difference","stop_name","stop_lat","stop_lon","cluster","eigenvector_centrality","degree_centrality","closeness_centrality","betweenness_centrality","cultural_institutions_multimod_d","drugstores_multimodal_d","groceries_multimodal_d","healthcare_multimodal_d","parks_multimodal_d","religious_organ_multimod_d","restaurants_multimodal_d","schools_multimodal_d","services_multimodal_d","cultural_institutions_walk15_d","drugstores_walk15_d","groceries_walk15_d","healthcare_walk15_d","parks_walk15_d","religious_organizations_walk15_d","restaurants_walk15_d","schools_walk15_d","services_walk15_d","multimod_sum","walk_sum","gini_diff","access_diff"
"1","1",70683.7936235308,89273.7339027118,-20.8235272195961,-0.233490992152513,39.2039807823437,43.492812073812,-9.86101170968125,-0.103817392548075,4.926,0.2814,62,1.421,10.538,9.886,1,10,6,2,49,4,18,22,12,0,3,2,2,13,2,9,7,1,2.212,2.714,"Avenida Valdemarín - Blanca De Castilla",40.4701,-3.78288,117,4.00065154241746e-08,0.0009713453132588,0.0656547941711042,0.0020994377252599,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,8,-4.28883129146826,1
"2","100",64596.0074275979,68473.2255080871,-5.66238562842532,-0.0582901960118696,37.0831744953315,36.7969765753781,0.777775639711034,0.00774766557516894,3.716,0.5714,52,1.006,5.58,1.88,4,76,56,16,54,14,279,46,139,3,65,43,17,45,14,249,52,115,3.576,0.14,"Padre Damián - Lázaro Galdiano",40.45742,-3.68557,1702,0.0004145335255989,0.0009713453132588,0.0912960581740788,0.0008536760879512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.286197919953459,0
"3","1000",35930.8440651091,34502.5456419562,4.13968997526982,0.0405629847427089,32.0070820392278,32.6726004212174,-2.03693116987836,-0.0205796270150528,5.768,0.4909,85,1.306,1.997,5.16,18,94,73,8,177,31,163,79,131,8,61,52,5,119,19,117,40,82,3.63,2.138,"Puente De Vallecas",40.39807,-3.6694,1658,0.0001435976366336,0.0029140359397765,0.0983003914828606,0.0107645549127035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.665518381989585,0
"4","1001",32105.6383038909,32002.3577452204,0.322727967397741,0.00322208318427908,31.9157406708839,33.0469776687133,-3.42311786926408,-0.0348307888269353,4.149,0.6567,58,0.795,2.285,5.318,10,70,47,4,111,27,95,53,72,9,53,38,5,117,21,84,37,61,3.576,0.573,"Junta Municipal Puente De Vallecas",40.39676,-3.66646,1656,2.87078057670005e-05,0.0014570179698882,0.0900424192067171,0.0022900619709351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-1.13123699782944,0
"5","1002",36395.7102785203,31667.0070536647,14.9325865145452,0.139175566268941,32.2043947763119,33.0606841410286,-2.59005337295498,-0.026241859126073,4.709,0.6266,61,1.085,2.32,5.321,18,80,65,7,141,26,146,67,108,9,55,37,4,116,21,78,40,53,3.555,1.154,"Junta Municipal Puente De Vallecas",40.39676,-3.66598,1656,2.87078057670005e-05,0.0014570179698882,0.0900424192067171,0.0022900619709351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.856289364716702,0
"6","1003",30469.2818614028,29214.1525610076,4.29630569558419,0.0420657554065217,31.5670344755575,32.9338658220807,-4.15023050712375,-0.0423881213728167,4.826,0.5286,63,1.576,2.612,5.527,9,76,46,4,122,29,94,56,67,5,54,34,3,106,23,63,45,41,3.67,1.156,"Nueva Numancia",40.3951,-3.66326,1654,6.6769019281328e-06,0.0009713453132588,0.0831784762058657,0.0004822681730409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-1.3668313465232,0
"7","1004",33731.9608185493,29384.4331638551,14.7953429302216,0.137980730264603,32.2860712546234,32.9812891531551,-2.10791608327773,-0.0213044985899081,4.163,0.7152,57,0.897,2.589,5.497,15,73,50,6,117,25,111,58,84,5,52,33,3,110,23,63,45,41,3.649,0.514,"Nueva Numancia",40.39536,-3.66338,1654,6.6769019281328e-06,0.0009713453132588,0.0831784762058657,0.0004822681730409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.695217898531688,0
"8","1005",28877.2890614542,28068.2583826512,2.88236864494255,0.0284160976123753,31.3693796896281,32.6826571380549,-4.01827012681182,-0.0410123264531848,4.695,0.5774,57,1.119,2.848,5.684,5,71,38,3,121,28,85,55,45,6,54,30,1,91,24,53,47,37,3.671,1.024,"Avenida De La Albufera - Sierra Del Cadi",40.39391,-3.66096,1669,1.03679148053171e-05,0.0019426906265177,0.082694084099763,0.0013825043973539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-1.31327744842679,0
"9","1006",31566.8435937618,28128.9950604582,12.2217253972796,0.115306419348241,31.7511369175482,32.6689874292498,-2.80954686364053,-0.0284976981072102,4.868,0.6417,64,1.305,2.848,5.668,10,79,52,4,133,30,110,61,80,6,56,30,1,91,24,54,47,37,3.681,1.187,"Avenida De La Albufera - Sierra Del Cadi",40.39408,-3.66082,1669,1.03679148053171e-05,0.0019426906265177,0.082694084099763,0.0013825043973539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.917850511701605,0
"10","1007",29173.135896772,27194.7569044568,7.27485448487691,0.0702240884204057,31.0189979065214,32.2988471574288,-3.96252301102037,-0.0404316853989001,5.553,0.5345,71,1.388,3.156,5.899,5,78,40,3,137,31,87,65,47,6,53,25,1,90,22,46,49,34,3.607,1.946,"Portazgo - Estadio De Vallecas",40.39234,-3.65795,1669,1.03679148053171e-05,0.0019426906265177,0.082694084099763,0.0013825043973539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-1.27984925090741,0
"11","1008",31698.0486605211,27209.5499479973,16.496041724697,0.152687109828402,31.6745263273498,32.3145999157135,-1.98075665498926,-0.0200063659303762,4.786,0.6051,65,1.326,3.144,5.879,10,77,51,4,119,31,107,58,77,6,52,25,1,88,22,45,46,33,3.505,1.281,"Portazgo - Estadio De Vallecas",40.39252,-3.65798,1669,1.03679148053171e-05,0.0019426906265177,0.082694084099763,0.0013825043973539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.640073588363649,0
"12","1009",28267.7537643297,27728.3430322815,1.94534066251376,0.0192666078056888,30.6142345020277,31.2870956918328,-2.15060290808889,-0.0217406537192951,5.341,0.285,71,1.392,3.452,6.048,7,73,39,1,118,28,72,72,40,4,49,25,1,89,21,42,50,27,3.887,1.454,"Buenos Aires",40.39154,-3.65451,1345,4.07393740353997e-05,0.0019426906265177,0.0885629489440406,0.0048137350072478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.672861189805111,0
"13","101",64037.6467151025,66883.2311459748,-4.25455586118693,-0.043477139855024,36.8447160647031,36.9585436205267,-0.307987124688594,-0.00308462381103367,4.464,0.4211,55,1.488,5.81,2.064,6,85,61,17,63,21,306,49,150,3,70,49,16,41,13,285,37,130,3.623,0.841,"Alberto Alcocer - Padre Damián",40.4595,-3.68564,1703,0.001866058922823,0.0019426906265177,0.0904061470911086,0.0063892457489341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.11382755582364,0
"14","1010",29234.4309843887,27753.7223189529,5.33517143545306,0.0519771891150354,31.0975327285943,31.1986523179257,-0.324115247995469,-0.0032464163918253,5.277,0.459,65,1.223,3.47,6.036,5,77,40,3,133,30,85,62,47,4,46,24,1,86,21,42,49,27,3.836,1.441,"Buenos Aires",40.39172,-3.65413,1345,4.07393740353997e-05,0.0019426906265177,0.0885629489440406,0.0048137350072478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.101119589331489,0
"15","1011",27642.0748184446,27605.5595955528,0.132274887474492,0.00132187481314321,30.5315481515524,30.3683609702344,0.53735919919408,0.00535920576063877,4.684,0.6529,47,0.868,3.709,6.15,4,60,38,1,97,24,61,65,40,2,43,18,0,76,18,40,39,24,3.463,1.221,"Instituto Tirso De Molina",40.39124,-3.65125,1344,7.26742055197085e-06,0.0009713453132588,0.0819143857415658,0.0011351117089971,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,9,8,0.163187181318019,1
"16","1012",28159.0709161992,27631.8073225993,1.90817628193527,0.0189019893134766,31.0286717195836,30.4293524841439,1.96954317628678,0.0195039863965112,5.15,0.394,70,1.653,3.685,6.121,4,73,38,1,124,27,77,63,51,2,43,20,0,78,18,40,39,24,3.486,1.664,"Instituto Tirso De Molina",40.39147,-3.65142,1344,7.26742055197085e-06,0.0009713453132588,0.0819143857415658,0.0011351117089971,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,9,8,0.599319235439708,1
"17","1013",28835.6879349202,27342.2231430861,5.46211909696789,0.0531816417580573,29.5924463589849,29.3363904839932,0.872826788733054,0.00869039676383881,5.318,0.4008,68,2.042,4.169,6.428,4,60,35,0,112,22,63,63,39,3,43,23,0,71,15,41,39,22,3.368,1.95,"Alto Del Arenal",40.38986,-3.64607,1565,1.79767584864232e-06,0.0014570179698882,0.0768972213922916,0.0004453657869849,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8,8,0.256055874991628,0
"18","1014",27892.822981616,27312.5335955551,2.12462671773248,0.0210237120346732,30.6306703531775,29.3717735204705,4.2860770114192,0.0419676772846741,4.899,0.5494,52,1.031,4.169,6.385,3,64,38,1,99,24,64,63,39,3,45,22,0,72,15,41,38,22,3.33,1.569,"Alto Del Arenal",40.39036,-3.64574,1565,1.79767584864232e-06,0.0014570179698882,0.0768972213922916,0.0004453657869849,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,9,8,1.258896832707,1
"19","1015",28446.1541870399,27325.5534319671,4.10092610882594,0.0401906859316452,29.4955936636237,29.1027035659063,1.35001236853346,0.0134098089477341,5.344,0.6421,67,1.414,4.468,6.655,3,56,41,1,136,25,81,62,51,3,39,22,0,70,13,39,33,18,3.24,2.104,"Avenida De La Albufera - Pablo Neruda",40.38854,-3.643,1567,1.97870847552967e-06,0.0014570179698882,0.0773159100296646,0.0005508585466967,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,9,8,0.392890097717363,1
"20","1016",28515.5360255356,27314.9088418986,4.39550133806547,0.0430163979004623,30.0451028670194,29.0806615863986,3.31643514283684,0.0326262785745868,5.752,0.4277,74,1.753,4.455,6.63,4,62,39,1,145,26,69,72,41,2,40,23,0,68,13,38,33,18,3.173,2.579,"Avenida De La Albufera - Pablo Neruda",40.38879,-3.643,1567,1.97870847552967e-06,0.0014570179698882,0.0773159100296646,0.0005508585466967,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,9,8,0.964441280620775,1
"21","1017",28818.4344643554,27656.0152570734,4.20313337433789,0.0411720136500556,29.2676779219048,28.9306219386407,1.16504921317953,0.0115831477074322,5.478,0.6179,70,1.967,4.774,6.898,4,57,49,1,131,21,88,58,48,2,28,24,0,54,10,39,31,15,2.972,2.506,"Metro Miguel Hernández",40.38714,-3.63988,904,2.10048254226115e-06,0.0019426906265177,0.0771478886432612,0.0018287142737832,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,9,8,0.337055983264079,1
"22","1018",28706.5631962513,27580.9790865033,4.08101578344206,0.0399994078095987,29.6210216552288,28.8826137838428,2.55658257563624,0.0252444854087089,5.474,0.3548,71,1.581,4.77,6.877,2,59,42,0,132,24,73,61,45,2,29,20,0,55,10,38,31,15,2.819,2.655,"Metro Miguel Hernández",40.38738,-3.63977,904,2.10048254226115e-06,0.0019426906265177,0.0771478886432612,0.0018287142737832,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8,8,0.738407871386034,0
"23","1019",28595.0036936784,27664.1035079633,3.36501121551654,0.0330963359931893,29.0893275393927,28.8464576773886,0.841939986948524,0.00838415441460837,4.957,0.692,58,1.837,4.968,7.055,4,49,45,1,118,19,87,52,48,1,29,21,0,60,10,35,27,15,2.868,2.089,"Avenida De La Albufera - Miguel Hernández",40.38624,-3.63792,903,8.24116031645006e-06,0.0014570179698882,0.082640979329721,0.0024138228604809,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,9,8,0.242869862004117,1
"24","102",64101.7680434999,67131.526919004,-4.51316842406941,-0.0461818372662757,36.8048167187279,36.8851595682192,-0.217818901779979,-0.0021805647219471,4.345,0.5947,60,1.548,5.77,2.019,4,84,58,19,58,19,281,48,141,3,68,50,16,42,14,274,42,128,3.568,0.777,"Alberto Alcocer - Padre Damián",40.45913,-3.68539,1703,0.001866058922823,0.0019426906265177,0.0904061470911086,0.0063892457489341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.0803428494912879,0
"25","1020",28589.6796814024,27653.076128484,3.38697781240215,0.0333088282363987,29.5474496115925,28.8120556254396,2.55238291815453,0.0252035349073773,5.225,0.4596,68,1.226,4.968,7.038,2,56,41,0,126,24,73,58,45,1,26,21,0,61,10,34,27,15,2.818,2.407,"Avenida De La Albufera - Miguel Hernández",40.38645,-3.63778,903,8.24116031645006e-06,0.0014570179698882,0.082640979329721,0.0024138228604809,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8,8,0.735393986152904,0
"26","1021",70425.9147104952,65514.4843079536,7.49670924593583,0.0722900494453664,30.8208312844314,30.9082677922337,-0.282890352801483,-0.0028329124379315,1.91,0.8487,14,0.34,10.837,7.006,0,10,7,0,57,2,47,13,14,0,11,6,0,68,4,37,18,13,2.815,-0.905,"Metro Montecarmelo",40.50479,-3.69605,717,0.0013630091480151,0.0019426906265177,0.0871866531165311,0.0014794734890172,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,7,7,-0.087436507802277,0
"27","1022",69720.4777856924,69345.9869715464,0.540032423649328,0.00538579477130599,30.5609770513253,30.8676497561439,-0.993508437608043,-0.00998476666591516,1.807,0.8462,13,0.264,11.038,7.163,0,10,7,0,56,2,47,13,14,0,9,5,0,57,2,34,11,11,2.672,-0.865,"Monasterio Silos - Monasterio Liébana",40.50666,-3.69436,718,0.0036380578792508,0.0009713453132588,0.0954124189063948,0.0012132544740254,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,7,7,-0.306672704818588,0
"28","1023",29636.3207126553,28813.3205043092,2.85631851498366,0.0281628624969218,29.2813068314732,29.4536288289235,-0.585062025637669,-0.00586780218446966,6.351,0.5806,66,4.497,5.725,7.664,2,49,42,1,145,22,88,61,49,1,13,20,2,54,7,45,16,27,2.653,3.698,"Avenida De La Albufera - Cocherón Villa",40.383,-3.63006,299,0.0001267925817015,0.0014570179698882,0.098141086749285,0.0052032366800904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.1723219974503,0
"29","1024",28548.5594156486,28853.5869855067,-1.05715649846699,-0.0106278409458245,29.0441468118825,29.451925103546,-1.38455564527567,-0.0139423001880603,4.623,0.7339,52,1.634,5.719,7.649,4,43,43,1,112,18,87,51,45,1,13,17,2,55,7,44,16,27,2.615,2.008,"Avenida De La Albufera - Cocherón Villa",40.38317,-3.63002,299,0.0001267925817015,0.0014570179698882,0.098141086749285,0.0052032366800904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.407778291663508,0
"30","1025",70242.6370904701,71495.3023794705,-1.75209453951493,-0.0176762539343078,30.7947078277281,31.4727890014784,-2.1544997925621,-0.0217804798417695,1.979,0.8747,15,0.359,11.284,7.363,0,10,7,0,57,2,47,13,14,0,8,5,0,41,3,27,9,10,2.504,-0.525,"Monasterio Silos - Monasterio Sobrado",40.50892,-3.69247,680,0.0200052020096074,0.0009713453132588,0.105373592630502,0.0021760253914999,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,7,7,-0.67808117375036,0
"31","1026",75225.5227701569,71423.4835647857,5.32323406197699,0.0518638551755644,32.0930736486851,31.2364166678214,2.7424944095657,0.0270556176113331,1.97,0.7621,16,0.333,11.359,7.459,0,9,7,0,55,2,37,13,13,0,7,5,0,42,3,28,8,11,2.323,-0.353,"Monasterio Escorial - Monasterio Sobrado",40.50958,-3.69365,681,0.0206207783330014,0.0014570179698882,0.105384379158563,0.0031471347122142,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,7,7,0.856656980863651,0
"32","1027",30751.7653822451,28867.4264483614,6.52756121940573,0.0632335564733694,29.2339914668083,29.1865607407936,0.162508787643202,0.00162376884995832,8.074,0.5707,94,5.246,6.119,7.905,4,52,47,2,175,22,103,63,57,2,19,23,2,70,7,49,27,27,3.379,4.695,"Sierra Guadalupe",40.38256,-3.62514,303,0.0006963262471246,0.0043710539096648,0.108619962017303,0.0622229951302146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.0474307260146105,0
"33","1028",77472.3528797643,69544.9649096388,11.3989387735341,0.107947615189826,32.8949023623999,30.8002919331017,6.80061875337961,0.0657935340921905,2.201,0.7273,19,0.341,11.115,7.262,0,9,7,0,57,2,37,13,13,0,8,6,0,56,2,32,10,11,2.677,-0.476,"Monasterio Escorial - Monasterio Liébana",40.50732,-3.69556,719,0.0037428627173808,0.0009713453132588,0.0954212623968857,0.0012168730263747,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,7,7,2.09461042929818,0
"34","1029",76238.4927034785,66666.6621490479,14.3577468045884,0.134161478618793,33.0438378510613,30.7250488033896,7.54690110505501,0.0727568557824501,2.621,0.6707,22,0.507,10.93,7.117,0,9,8,1,65,3,38,15,13,0,10,6,0,65,3,37,13,12,2.75,-0.129,"Metro Montecarmelo",40.50559,-3.69709,717,0.0013630091480151,0.0019426906265177,0.0871866531165311,0.0014794734890172,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,8,7,2.3187890476717,1
"35","103",68383.7145132675,64975.2936980997,5.24571821253267,0.0511276036806637,37.1951840575058,37.2818334950654,-0.232417318132008,-0.00232687826400833,3.689,0.4874,42,0.978,6.073,2.268,3,65,39,16,51,15,253,41,112,3,62,50,14,34,12,251,31,126,3.414,0.275,"Padre Damián - Pedro Muguruza",40.46186,-3.68539,1688,0.0003295463326573,0.0009713453132588,0.0829238824003222,0.0008303628294639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.0866494375596716,0
"36","1030",30276.8060693283,30751.8615654342,-1.54480240194574,-0.0155685880044567,29.2552405229236,28.8379674548527,1.44695727507206,0.0143658874738941,5.918,0.5323,66,5.941,6.555,8.344,2,41,37,1,137,19,82,54,44,2,21,25,2,81,8,57,33,32,3.333,2.585,"Villa Vallecas",40.37969,-3.62128,331,0.0001265302781742,0.0014570179698882,0.0983285577841451,0.0199347863924854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.417273068070905,0
"37","1031",30279.2640867595,30896.7858510328,-1.99866020773368,-0.0201890360613152,29.2554532139732,28.8220991909234,1.50354774709223,0.0149235650562252,6.087,0.5475,69,5.998,6.545,8.312,2,41,37,1,137,19,84,54,44,2,22,25,2,81,7,55,32,32,3.209,2.878,"Villa Vallecas",40.38009,-3.62114,331,0.0001265302781742,0.0014570179698882,0.0983285577841451,0.0199347863924854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.433354023049816,0
"38","1032",31920.2284546489,32356.0838543988,-1.34705856775256,-0.0135621371140317,28.8178043136511,28.7241363780287,0.326094871538194,0.00325564335266804,2.218,0.6881,34,0.3,6.843,8.527,2,18,22,1,53,6,41,27,26,2,30,28,2,81,9,61,36,35,3.11,-0.892,"Real De Arganda",40.37946,-3.61762,342,2.22903812313674e-05,0.0009713453132588,0.0895801609745486,0.0018912180985252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.0936679356223884,0
"39","1033",30869.1833420487,32398.0954639819,-4.71914197435758,-0.0483412556746838,28.7722981859786,28.7210893059347,0.178297137335168,0.00178138376671728,3.639,0.5585,42,1.664,6.846,8.52,2,21,29,1,84,8,58,33,36,3,28,28,2,80,9,61,36,35,3.074,0.565,"Real De Arganda",40.3796,-3.61748,342,2.22903812313674e-05,0.0009713453132588,0.0895801609745486,0.0018912180985252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.0512088800439585,0
"40","1034",34113.9732721073,33214.5798914555,2.70782705544054,0.0267181408509466,28.7423306985482,28.6915420754827,0.177016010265019,0.00176859521571724,1.976,0.554,24,0.595,7.107,8.633,2,20,19,2,51,4,37,30,26,3,28,25,2,69,8,49,37,31,2.809,-0.833,"Plaza Antonio María Segovia",40.38031,-3.61363,313,3.9651195321916e-06,0.0009713453132588,0.0822941646682653,0.0009342683304823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.0507886230655288,0
"41","1035",31844.5083961991,33232.5310432133,-4.17669856445572,-0.0426643005707814,28.8389512165189,28.6925984901884,0.510071356487824,0.00508774899246804,2.442,0.6745,36,0.3,7.093,8.63,2,18,25,1,55,6,50,24,28,3,28,25,2,69,8,50,37,31,2.83,-0.388,"Plaza Antonio María Segovia",40.38023,-3.61385,313,3.9651195321916e-06,0.0009713453132588,0.0822941646682653,0.0009342683304823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.146352726330509,0
"42","1036",34821.8774915197,33356.7939590541,4.39215931322421,0.0429843842763705,28.6231225562831,28.7262069804323,-0.358851498282848,-0.00359496914792454,2.129,0.4353,30,0.515,6.954,8.433,3,19,16,2,54,4,35,30,24,2,23,20,2,56,5,43,34,28,2.386,-0.257,"Enrique García Álvarez",40.38198,-3.61462,315,9.16675529120223e-07,0.0009713453132588,0.0762169165278549,2.1239329007118e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.103084424149113,0
"43","1037",32692.7006475349,32944.1576639141,-0.763282579401442,-0.00766210489213994,28.8154855687442,28.7473865538794,0.236887672335912,0.00236607535808103,1.877,0.6804,21,0.139,6.935,8.422,2,16,18,1,44,4,36,26,24,2,24,22,2,62,7,45,35,29,2.549,-0.672,"Enrique García Álvarez",40.38198,-3.61486,315,9.16675529120223e-07,0.0009713453132588,0.0762169165278549,2.1239329007118e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.0680990148648917,0
"44","1038",34442.1651754225,35310.1259642836,-2.45810731385956,-0.0248882316896004,28.5075974679655,28.5837579908442,-0.266446850351285,-0.00266802451771239,4.506,0.5337,58,4.427,7.035,8.318,2,30,31,3,105,8,56,39,33,1,16,14,2,46,3,32,19,20,2.037,2.469,"Avenida Santa Eugenia - Camino De Vasares",40.3846,-3.61218,322,7.25949357271743e-06,0.0014570179698882,0.0830108047089179,0.0020217268561061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,-0.0761605228786379,0
"45","1039",35094.0046537691,38472.1048225618,-8.78064817189733,-0.0919031203195354,29.4101339952979,28.016838572246,4.97306439289717,0.0485336016686326,6.69,0.5168,77,10.332,7.303,8.375,11,60,59,5,157,17,145,66,80,1,10,9,1,36,2,13,12,6,2.205,4.485,"Santa Eugenia",40.38651,-3.60793,319,0.0002181852343161,0.0024283632831471,0.0989808672243053,0.0077358050270376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1.39329542305185,0
"46","104",74580.529211908,65519.2890448974,13.8298817021677,0.129534882098451,38.1547877949016,37.1932915277634,2.58513357555479,0.025522839325587,3.359,0.3911,49,0.7,6.038,2.228,2,59,28,16,46,13,156,35,81,3,63,47,15,32,10,255,32,124,3.341,0.0179999999999997,"Padre Damián - Pedro Muguruza",40.46154,-3.68516,1688,0.0003295463326573,0.0009713453132588,0.0829238824003222,0.0008303628294639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.961496267138187,0
"47","1040",40150.0374807025,39350.648841914,2.03144970239237,0.0201109101877371,30.1294163427808,28.0215993893089,7.5221150805407,0.0725263621012715,4.549,0.9053,58,2.837,7.534,8.639,16,47,56,3,104,8,163,51,84,1,12,9,1,33,2,13,14,6,2.297,2.252,"Mediterráneo - Puentelarra",40.38474,-3.60585,317,0.0002922117941427,0.0024283632831471,0.0987293215056341,0.0020009736452991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,2.1078169534719,0
"48","1041",37579.6633100588,39599.7434448224,-5.10124551079045,-0.0523596049134509,28.2911486685294,28.0159806676302,0.982182291470302,0.0097739023348328,2.957,0.4091,37,1.428,7.749,8.928,2,18,17,3,78,3,32,18,11,0,13,10,1,31,2,14,14,7,1.941,1.016,"Mediterráneo - Virgen De Las Viñas",40.38235,-3.60429,326,0.0002549089496522,0.0019426906265177,0.0979636502045865,0.0208475472464736,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,8,0.275168000899207,1
"49","1042",38322.5516092043,39163.1376891869,-2.14637061681265,-0.0216974015391615,28.2220324822083,28.0469694512758,0.624178064003148,0.00622238140923198,2.774,0.2342,40,0.736,7.745,9.065,2,17,15,3,72,3,31,18,9,2,16,11,1,39,3,18,16,8,2.075,0.699,"Fuentespina",40.37997,-3.6056,328,7.93657296341731e-06,0.0009713453132588,0.0823171950585695,0.0189618094873679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.175063030932527,0
"50","1043",36676.7001091757,38000.8516419698,-3.48453120279994,-0.0354668920729886,28.4497122087209,28.2092638939006,0.852373588069029,0.00848761396133399,3.151,0.2503,43,0.924,7.603,9.011,2,21,24,4,74,3,51,21,24,2,17,15,3,57,3,27,18,12,2.432,0.719,"Avenida Santa Eugenia - Fuentespina",40.3793,-3.6078,325,1.52221806246068e-06,0.0014570179698882,0.0762733839599925,0.0185082954403273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.240448314820302,0
"51","1044",35487.019820083,36891.7103850708,-3.80760488013658,-0.0388198842493411,28.5649213458498,28.2091842766361,1.26106825963188,0.0125318301684952,2.901,0.1618,42,0.872,7.41,8.796,2,23,22,3,76,4,51,30,25,2,19,14,2,59,4,24,22,13,2.493,0.408,"Avenida Santa Eugenia - Virgen Las Viñas",40.38079,-3.60943,324,6.98020543040879e-07,0.0009713453132588,0.0717997001081005,0.0004788138321903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.355737069213724,0
"52","1045",34989.3688229465,35978.8569708879,-2.75019339480972,-0.0278871921270885,28.629027167113,28.3938697659564,0.828197787391822,0.00824787048353529,2.994,0.0808,42,0.901,7.265,8.604,3,24,25,3,78,4,53,34,29,2,17,13,2,56,4,30,26,17,2.422,0.572,"Avenida Santa Eugenia - Puentelarra",40.3824,-3.6104,316,2.55938864078083e-06,0.0014570179698882,0.0768197589822034,0.0011042715919621,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,0.235157401156567,0
