stop_id,multimodal_gini
F01030,0.1626
F01031,0.1656
F01032,0.1642
F01033,0.1732
F01034,0.1657
F01035,0.1663
F01036,0.1669
F01037,0.1714
F01040,0.1643
F01041,0.1643
F01042,0.1638
F01043,0.1675
F01044,0.1688
F01045,0.167
F01046,0.1647
F01047,0.1705
F01048,0.1611
F01051,0.1576
F01054,0.1633
F01055,0.1622
F01056,0.1603
F01057,0.1561
F01058,0.1489
F01059,0.1481
F01060,0.1584
F01061,0.1371
F01062,0.1397
F01066,0.1458
F01067,0.1458
F01068,0.1539
F01069,0.16
F01070,0.1583
F01071,0.1509
F01072,0.1608
F01073,0.1554
F01074,0.1545
F01075,0.1799
F01076,0.1827
F01077,0.1842
F01078,0.1781
F01081,0.1708
F01082,0.1651
F01088,0.1766
F01089,0.1674
F01090,0.1649
F01091,0.1569
F01094,0.1619
F01097,0.1632
F01098,0.1634
F01099,0.1628
F01104,0.16
F01105,0.1532
F01106,0.1584
F01107,0.1517
F01109,0.1586
F01110,0.1888
F01111,0.165
