stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,total_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,total_walk15,walk_area,area_difference,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,gini_house_walk15,gini_house_multimodal,walk15_mean_price,multimodal_mean_price,gini_walk15,gini_multimodal,arpu_low_ratio_walk15,arpu_low_ratio_multimodal
009483,9.138,0.6235,49,4.969,16.552,14.519,2,9,19,7,27,10,19,15,16,124,0,0,5,1,6,3,4,5,0,24,3.187,5.9510000000000005,Rákoscsaba vasútállomás,47.491097,19.281623,116,3.7195816299706377e-07,0.0019675356615838,0.0445003830578964,0.0040471237794033,0.182,0.1822,0.33,0.356,0.132728,0.126816,0.20283,0.209758
009484,7.727,0.6281,38,4.525,16.192,14.17,2,8,18,6,28,10,14,12,14,112,0,1,4,1,6,1,3,5,1,22,2.778,4.949,Tura utca,47.4892,19.276864,115,9.94033530296058e-07,0.0009837678307919,0.0464706958032367,0.0028720998385322,0.18,0.1822,0.334,0.356,0.134275,0.122571,0.243175,0.220233
009485,8.233,0.6214,41,4.812,15.924,13.907,2,9,16,6,29,11,15,14,17,119,1,3,7,2,9,4,7,6,1,40,2.914,5.319000000000001,Rákoscsaba-Újtelep vasútállomás,47.488137,19.27329,178,4.79014897392351e-06,0.0014756517461878,0.0486328732387627,0.0045342386180346,0.1539,0.1866,0.358,0.378,0.11573,0.121311,0.232571,0.218472
009486,5.767,0.4753,28,3.357,15.37,13.364,3,10,16,9,26,7,18,16,17,122,1,5,5,3,6,5,5,4,3,37,2.641,3.1260000000000003,II. utca,47.486369,19.265893,177,4.808257310682159e-05,0.0009837678307919,0.0536015608521409,0.002395554297384,0.1446,0.1593,0.384,0.444,0.115704,0.117941,0.238824,0.249035
009487,9.406,0.4572,48,5.329,14.856,12.852,3,14,26,13,37,15,27,27,24,186,2,8,9,5,20,6,13,8,16,87,3.296,6.110000000000001,Rákosliget vasútállomás,47.486311,19.259071,175,0.0002270435678247,0.0024594195769798,0.0565130371935286,0.0054130884937527,0.1753,0.1897,0.476,0.452,0.119908,0.119975,0.278869,0.247455
009491,4.998,0.2653,28,2.269,13.239,11.297,2,12,21,11,32,12,19,21,22,152,3,4,10,1,15,4,9,10,5,61,2.785,2.213,Füstifecske utca,47.478911,19.236966,147,0.0016495025292931,0.0014756517461878,0.0621579478399119,0.0083573263556585,0.1409,0.1607,0.391,0.346,0.130976,0.130753,0.275395,0.304098
009493,5.854,0.3624,31,2.898,12.931,10.986,2,13,21,11,32,12,21,21,22,155,1,5,12,2,12,3,9,8,5,57,2.729,3.125,Uszoda,47.479619,19.232961,148,0.0079179551880849,0.0009837678307919,0.0661719233147804,0.0093063573056139,0.1399,0.1607,0.395,0.346,0.132907,0.1271,0.268563,0.281936
009494,6.228,0.5528,33,3.812,12.963,10.996,2,13,21,11,32,14,24,23,23,163,1,5,11,1,10,4,9,7,5,53,2.174,4.054,"Újlak utca, lakótelep",47.482307,19.233674,146,0.0394689112939881,0.0014756517461878,0.070754881147113,0.0102700334213575,0.1223,0.1607,0.407,0.346,0.131958,0.125125,0.273978,0.271641
009495,5.467,0.8041,28,2.672,5.504,4.104,1,9,27,10,28,10,37,13,30,165,1,3,9,2,15,1,8,5,13,57,2.636,2.8309999999999995,Rákospatak utca,47.531435,19.10066,760,0.0004362983528614,0.0034431874077717,0.0732665417327375,0.0493103798579855,0.1444,0.1379,0.576,0.596,0.131279,0.157069,0.400398,0.452875
009498,9.087,0.671,50,4.236,6.78,4.641,3,26,30,6,94,9,61,39,52,320,1,10,15,4,55,2,25,20,31,163,3.396,5.691,Csertő utca,47.511107,19.146099,714,0.1625142786729772,0.0029513034923757,0.0772915636999581,0.0048382706832447,0.1149,0.078,0.517,0.543,0.150333,0.159152,0.423973,0.40366
009500,7.22,0.5735,32,3.262,7.229,5.094,2,12,17,1,47,9,36,22,19,165,0,5,10,0,43,2,18,18,22,118,3.442,3.778,Körvasút sor,47.513666,19.15103,700,0.1435222186844558,0.0014756517461878,0.0773798195866478,0.0205867517734198,0.1129,0.1819,0.503,0.439,0.116679,0.123114,0.389297,0.29011
009501,3.209,0.6164,15,0.937,7.395,5.261,2,13,12,3,53,5,35,17,37,177,1,4,10,0,37,3,17,14,20,106,3.405,-0.1959999999999997,Körvasút sor,47.514609,19.152837,701,0.0387252866081334,0.0009837678307919,0.0719977334702695,4.091770562619663e-05,0.0936,0.078,0.493,0.543,0.113046,0.16219,0.375299,0.419982
009503,7.885,0.2981,48,3.413,10.32,8.981,1,21,34,10,90,12,39,27,33,267,0,9,12,3,48,3,16,10,20,121,3.241,4.644,Kovácsi Kálmán tér,47.573171,19.12112,1803,4.999611727885472e-08,0.0014756517461878,0.0507716897257879,0.0010156947443907,0.2045,0.1404,0.421,0.479,0.137751,0.122054,0.31483,0.308937
009508,6.858,0.5654,46,3.672,5.207,6.648,16,22,33,28,62,10,145,54,63,433,3,4,8,8,22,4,21,25,10,105,3.022,3.836,Orló utca,47.518254,19.007497,2021,5.3161677377855445e-06,0.0014756517461878,0.0641486810551558,0.0082571279110227,0.1407,0.1451,0.861,0.914,0.128291,0.205169,0.333035,0.405364
009510,7.541,0.5387,54,3.209,5.283,6.809,22,26,38,29,65,12,160,57,75,484,2,7,9,11,27,5,25,25,10,121,2.895,4.646000000000001,Pasaréti út,47.516184,19.004033,2123,1.0181426184451333e-05,0.0019675356615838,0.0643537716438226,0.0026063213168075,0.1505,0.1451,0.838,0.914,0.130509,0.194717,0.363557,0.386843
009512,6.309,0.5434,43,3.18,5.158,6.472,18,19,29,25,73,12,84,46,57,363,3,8,11,7,28,3,26,21,13,120,3.397,2.9120000000000004,Endrődi Sándor utca,47.521143,19.011996,2019,2.801117566989185e-07,0.0009837678307919,0.057058658433904,0.0029034420276853,0.1419,0.1468,0.863,0.918,0.123095,0.145747,0.276241,0.361186
009513,7.036,0.5504,49,4.057,5.194,6.591,19,22,36,31,73,12,144,54,68,459,4,4,8,6,25,5,21,25,12,110,3.156,3.88,Bimbó út,47.519325,19.008996,2020,1.3114040593713736e-06,0.0024594195769798,0.06040527691942,0.0074102431020468,0.1403,0.1451,0.86,0.914,0.127663,0.198358,0.31444,0.392498
009515,10.458,0.3779,56,6.214,9.337,8.077,5,34,76,18,151,21,77,51,54,487,0,12,16,6,52,4,24,16,14,144,3.072,7.386,Rákospalota-Újpest vasútállomás,47.566389,19.111644,1861,4.326227869115415e-08,0.0019675356615838,0.0526492981820065,0.0057436285939077,0.1462,0.1397,0.476,0.48,0.119997,0.136639,0.415553,0.410744
009520,10.564,0.2469,70,6.334,2.904,4.974,59,49,96,46,148,32,368,71,279,1148,6,16,29,12,28,5,55,21,62,234,2.912,7.652,Csörsz utca,47.49017,19.023466,1271,0.0002511693701986,0.0029513034923757,0.0726616390864577,0.0286583044778786,0.1452,0.1617,0.763,0.793,0.180926,0.202578,0.407523,0.423621
009522,7.997,0.5689,55,4.529,3.28,5.342,18,26,58,23,85,22,162,56,117,567,6,14,28,11,33,6,48,24,57,227,3.172,4.824999999999999,Sirály utca,47.490555,19.018489,1272,0.0001163580776752,0.0019675356615838,0.0712658183475304,0.0109498101762948,0.1524,0.1617,0.786,0.793,0.178193,0.180501,0.39962,0.399421
009524,5.164,0.6602,28,1.944,5.744,7.329,6,13,22,8,59,11,56,27,31,233,3,4,10,4,36,3,15,15,8,98,3.094,2.07,Albertfalva vasútállomás,47.441881,19.032202,1446,3.7697991644912944e-08,0.0014756517461878,0.0546946462200699,0.0014619022812528,0.1767,0.1717,0.583,0.807,0.123655,0.122182,0.344108,0.380088
009534,5.62,0.4761,33,3.998,10.114,11.806,2,6,17,4,21,4,24,13,13,104,0,2,6,2,7,2,3,6,2,30,2.924,2.696,XIII. utca / Dózsa György út,47.411121,18.993728,1657,1.1435626285529046e-11,0.0019675356615838,0.0418381626605202,0.0034702092440494,0.1715,0.1818,0.42,0.393,0.12074,0.132641,0.21079,0.241068
009537,12.929,0.4493,73,8.709,0.837,2.873,196,109,255,53,233,72,1470,110,561,3059,60,22,42,5,52,20,502,21,97,821,2.777,10.152,Március 15. tér,47.491531,19.051322,373,0.0013306093389916,0.0044269552385636,0.0898682698258332,0.0381004965493512,0.1924,0.193,1.046,0.815,0.248425,0.243792,0.449499,0.473533
009538,4.82,0.3149,30,2.701,6.719,5.251,2,6,20,6,29,7,22,13,18,123,1,3,9,2,21,2,12,7,8,65,2.759,2.0610000000000004,Irány utca,47.540469,19.109767,803,2.3939001354302195e-05,0.0014756517461878,0.0640981177286628,0.0010510054113791,0.1946,0.1646,0.468,0.566,0.126942,0.125623,0.397502,0.42146
009539,5.711,0.1818,30,2.961,11.703,11.243,2,17,34,1,60,8,57,18,21,218,1,12,26,0,52,5,35,10,14,155,3.125,2.5860000000000003,Boglár utca,47.594701,19.060994,1717,2.238463480134433e-09,0.0009837678307919,0.0463573138752707,0.0011573796143165,0.194,0.1935,0.551,0.649,0.131587,0.130706,0.389314,0.348632
009540,6.683,0.6142,46,3.672,5.341,6.907,16,20,29,26,61,12,139,54,64,421,3,5,9,14,24,4,22,27,12,120,2.935,3.748,Szilágyi Erzsébet fasor,47.515203,19.002149,2124,2.817669638632228e-05,0.0014756517461878,0.0645048703874099,0.0006193250991191,0.1516,0.1354,0.839,0.839,0.129418,0.201288,0.375206,0.400271
009543,9.327,0.8565,50,6.153,12.683,10.702,2,13,25,9,34,9,30,17,26,165,0,4,10,2,10,5,10,8,4,53,2.727,6.6,513. utca,47.484291,19.230112,153,0.2668591145949439,0.0034431874077717,0.0794047572550091,0.0383811929326657,0.1283,0.1607,0.404,0.346,0.133983,0.128002,0.260157,0.245662
009544,8.306,0.6359,40,3.819,15.684,13.673,3,10,18,9,34,12,18,18,18,140,1,3,6,2,10,6,6,5,1,40,3.256,5.049999999999999,Robogó utca,47.487235,19.270088,179,2.265304210548081e-05,0.0014756517461878,0.0510009532888465,0.0055636793557554,0.166,0.1358,0.379,0.469,0.115728,0.116118,0.222292,0.223423
009546,8.599,0.4315,44,4.73,8.437,10.188,4,8,19,4,23,8,32,21,27,146,2,0,4,0,6,1,6,2,1,22,2.566,6.033,Memento Park,47.425665,19.001313,1609,8.327381711985367e-06,0.0014756517461878,0.0638464920545191,0.0233214817747004,0.1627,0.1851,0.428,0.431,0.102783,0.131805,0.15145,0.242539
009549,5.549,0.1174,29,2.506,13.566,11.628,2,12,22,11,31,12,19,21,22,152,3,4,13,4,25,5,8,13,8,83,2.853,2.696,Madárdomb köz,47.478138,19.241221,159,0.0003303781478646,0.0009837678307919,0.058606474674969,0.0064254958503348,0.1354,0.1634,0.394,0.349,0.124069,0.130375,0.295821,0.297151
009554,5.21,0.4449,30,2.16,6.917,7.065,20,16,42,10,112,14,122,24,105,465,7,7,21,3,48,4,59,17,33,199,2.78,2.43,"Óbuda, Bogdáni út",47.550028,19.041176,1959,6.043895625697031e-06,0.0019675356615838,0.0652858060372511,0.0092394337466953,0.1521,0.1862,0.61,0.781,0.142916,0.168452,0.391174,0.386084
009558,9.027,0.7144,62,6.749,4.538,6.177,51,33,65,41,130,24,269,73,159,845,8,8,17,19,31,6,90,22,37,238,3.181,5.845999999999999,Szent János Kórház,47.509962,19.009919,2009,8.568437246871112e-05,0.0019675356615838,0.0732559815508792,0.0470617101259063,0.1343,0.1512,0.773,0.83,0.201797,0.212501,0.426573,0.433172
009563,7.61,0.414,40,5.153,10.191,10.178,7,14,24,1,57,8,50,13,18,192,0,2,2,0,5,0,6,0,1,16,3.184,4.426,Mészkő utca,47.579237,19.034843,1688,1.7173810162782975e-08,0.0014756517461878,0.0507590132827324,0.0112492598906331,0.132,0.2027,0.723,0.61,0.113706,0.120213,0.13375,0.291514
009568,6.823,0.4425,36,3.579,9.925,9.584,2,9,19,4,33,10,27,10,13,127,0,0,3,1,2,2,4,2,1,15,2.32,4.503,Sósmocsár út,47.414781,19.134154,1125,2.2673689440105948e-06,0.0024594195769798,0.0614942528735632,0.0049132715702716,0.1352,0.183,0.362,0.332,0.113037,0.114069,0.255065,0.299468
009569,8.088,0.499,43,4.87,10.406,9.124,6,14,31,4,40,9,35,20,29,188,5,4,9,2,18,4,15,13,21,91,3.376,4.712,Thököly út,47.441995,19.18098,959,0.0002242874196562,0.0019675356615838,0.0649043833604699,0.0003768494989056,0.1865,0.1681,0.398,0.411,0.120417,0.123427,0.362766,0.348641
009570,14.21,0.4302,78,10.182,2.037,3.946,98,80,201,45,203,61,762,92,364,1906,23,16,48,15,52,19,174,22,145,514,3.471,10.739,Újbuda-központ M,47.474163,19.04705,1297,0.0002801780690927,0.0034431874077717,0.0795725860111941,0.0248415442994659,0.1073,0.1846,0.711,0.807,0.19096,0.192566,0.497002,0.474449
009572,3.583,0.5016,19,1.932,11.32,10.557,0,5,11,2,15,1,14,4,3,55,0,0,2,1,5,0,3,1,0,12,2.217,1.366,Bagaria utca,47.590242,19.08313,1849,1.01177122062586e-08,0.0019675356615838,0.0502409489682441,0.0101537558121878,0.1659,0.1366,0.463,0.455,0.114838,0.130688,0.220076,0.299054
009574,4.413,0.4675,23,2.774,11.01,10.257,0,6,11,2,22,3,15,5,5,69,0,1,3,1,9,0,6,2,0,22,2.352,2.0610000000000004,Ungvári utca,47.587511,19.082244,1848,3.363587899028457e-09,0.0014756517461878,0.0514006877022653,0.007382074164621,0.1713,0.1366,0.454,0.455,0.112991,0.126596,0.208038,0.27341
009576,4.541,0.4604,25,2.228,10.708,9.958,0,6,11,2,22,3,16,5,5,70,0,1,5,2,8,0,8,2,0,26,2.668,1.873,Rév utca,47.58481,19.081824,1853,1.6568504210610861e-09,0.0009837678307919,0.0508313539192399,0.0,0.1588,0.1268,0.449,0.463,0.110031,0.129505,0.211016,0.322203
009577,5.025,0.5822,26,1.933,6.111,7.52,9,14,18,5,60,9,43,24,28,210,3,10,9,3,36,4,21,14,14,114,2.55,2.4750000000000005,Savoya Park,47.436585,19.03968,1501,6.611886430138857e-08,0.0004918839153959,0.057303117424883,0.0,0.1619,0.1997,0.543,0.551,0.121244,0.126587,0.342321,0.343122
009587,7.01,0.4866,34,4.065,3.468,3.688,67,58,136,27,126,21,643,50,314,1442,14,23,55,11,56,8,189,25,148,529,2.755,4.255,Gogol utca,47.520447,19.05698,311,0.0001542893172011,0.0014756517461878,0.0807258576874205,0.0007328088220863,0.1373,0.1369,0.771,0.763,0.229209,0.239419,0.461176,0.461406
009588,6.219,0.7949,36,4.618,6.597,8.214,15,18,25,24,55,12,130,48,55,382,3,5,9,4,19,5,14,16,11,86,3.0,3.2190000000000003,Kuruclesi út,47.518001,18.985232,2116,7.274744545668084e-06,0.0024594195769798,0.0605473985168418,0.0107776316757749,0.1508,0.1535,0.773,0.804,0.136588,0.139858,0.300598,0.372561
009592,19.298,0.557,102,17.27,6.921,5.513,11,37,92,13,147,24,103,57,63,547,1,9,13,1,20,0,25,4,9,82,1.196,18.102,Kőbánya-Kispest P+R,47.46421,19.145941,1066,0.0074314231481642,0.0049188391539596,0.0857227188396019,0.1609118981499337,0.1371,0.1643,0.437,0.409,0.162858,0.144414,0.475476,0.423607
009625,4.801,0.6131,21,2.54,19.102,17.206,1,3,10,4,10,4,8,7,5,52,1,1,2,1,3,0,0,2,0,10,2.171,2.6300000000000003,Szigetcsép utca,47.464407,19.312714,104,4.178133535062977e-11,0.0014756517461878,0.0363353648728351,0.0009871567947759,0.1485,0.1781,0.383,0.372,0.125901,0.142489,0.195802,0.189864
009652,10.666,0.2334,66,6.059,7.32,5.868,3,23,61,18,103,19,59,30,74,390,0,5,9,5,18,4,9,4,9,63,2.974,7.692,Széchenyi út,47.545721,19.112403,808,2.2585286749883605e-05,0.0019675356615838,0.0649334057299818,0.0088428019227233,0.1745,0.1646,0.433,0.566,0.121803,0.124069,0.409508,0.435928
009659,4.291,0.4529,24,1.606,11.048,9.64,0,7,22,4,52,7,19,10,22,143,0,0,2,0,13,1,1,2,6,25,2.9,1.3910000000000005,Mélyfúró utca,47.57759,19.129699,1799,8.596840575637828e-10,0.0004918839153959,0.0441093512692558,0.0,0.19,0.1397,0.38,0.48,0.132072,0.120228,0.210335,0.316385
009684,14.186,0.5236,72,12.722,14.681,12.727,3,17,39,16,49,21,37,35,29,246,1,9,11,7,23,2,14,11,19,97,3.075,11.111,"Városközpont, Posta",47.478941,19.256176,188,0.0007467164056489,0.0034431874077717,0.0596485051198544,0.0348384375591567,0.1798,0.153,0.477,0.395,0.119494,0.124774,0.300482,0.239889
009685,10.908,0.4433,51,9.662,14.626,12.684,3,15,29,13,40,18,31,29,26,204,2,9,11,7,20,3,13,10,19,94,3.236,7.671999999999999,Akácvirág utca,47.477351,19.255241,186,0.0002857121777671,0.0014756517461878,0.0563735684773867,0.0066048588867741,0.181,0.153,0.471,0.395,0.119512,0.122454,0.296977,0.261175
009691,6.716,0.2374,36,4.08,5.808,6.085,31,28,61,18,140,18,207,31,138,672,20,11,33,8,82,14,76,25,80,349,2.955,3.761,Flórián tér,47.539901,19.042054,1942,1.2755092939086048e-05,0.0009837678307919,0.069140253026799,0.0001843728212994,0.1477,0.171,0.625,0.685,0.174005,0.187409,0.414188,0.425704
009698,7.042,0.5549,42,3.469,3.664,5.574,49,36,62,28,123,20,260,49,166,793,10,15,30,10,32,7,65,28,59,256,3.341,3.701,Galántai utca,47.49837,19.015183,1244,2.21001092075187e-05,0.0014756517461878,0.0690885611364099,0.0053382732292777,0.1473,0.1814,0.769,0.85,0.196498,0.215095,0.423615,0.418151
009704,6.438,0.7006,32,3.473,16.093,14.04,2,8,16,6,25,8,13,11,13,102,0,1,7,1,8,1,2,4,0,24,3.127,3.311,Jászivány utca,47.495409,19.275378,112,1.609128662686414e-07,0.0019675356615838,0.044504279678641,0.000573428786477,0.1605,0.1832,0.35,0.357,0.130883,0.125083,0.21894,0.246162
009705,5.671,0.7021,27,2.859,15.855,13.807,2,9,16,6,21,5,14,11,13,97,1,2,8,1,8,5,4,5,0,34,3.083,2.588,Diadal utca (Tura utca),47.49439,19.272268,114,3.371612889948625e-07,0.0009837678307919,0.0464760075897857,0.0007274854696897,0.1526,0.1604,0.348,0.447,0.132348,0.123542,0.223987,0.236111
009706,8.44,0.5231,43,6.84,14.923,12.889,3,13,24,10,35,9,23,21,22,160,2,4,3,3,10,5,4,5,2,38,3.157,5.283,XVII. utca,47.491598,19.259995,171,3.315816678514133e-05,0.0019675356615838,0.0536227679160182,0.008496064452735,0.1433,0.1548,0.353,0.45,0.115221,0.12436,0.212644,0.255557
009707,6.121,0.6704,31,3.565,16.284,14.239,2,3,12,2,16,9,7,8,0,59,0,1,6,1,6,1,3,4,0,22,3.037,3.0840000000000005,Aranykút utca,47.493794,19.278001,111,1.0261130654583155e-07,0.0009837678307919,0.0427334258208265,0.0002932967330313,0.1751,0.1822,0.343,0.356,0.130265,0.131924,0.215323,0.198869
009715,4.087,0.4423,28,2.283,7.162,7.273,4,7,17,0,29,6,23,25,16,127,3,4,5,0,10,1,14,9,10,56,1.689,2.398,Zodony utca,47.430372,19.099913,1153,4.14199342442722e-06,0.0004918839153959,0.0615612887596899,0.0,0.1492,0.2385,0.51,0.362,0.122636,0.117626,0.472052,0.438111
009717,2.194,0.5792,17,0.635,6.576,6.806,3,5,9,0,23,5,18,14,14,91,3,4,8,0,14,0,16,11,13,69,2.142,0.052,Zamárdi utca,47.434221,19.093288,1156,4.786919005173204e-06,0.0009837678307919,0.0615668816813542,2.604660890581004e-05,0.154,0.2109,0.49,0.448,0.122684,0.1211,0.469177,0.474789
009728,4.173,0.6358,18,2.161,19.528,17.631,1,3,9,4,8,3,8,6,5,47,0,0,1,0,0,0,0,0,0,1,1.2,2.973,Zsigmond utca,47.464014,19.318341,102,8.045498519788302e-12,0.0004918839153959,0.0350620009313074,0.0,0.1249,0.213,0.383,0.348,0.11572,0.143595,0.110204,0.222531
011313,5.952,0.5997,35,3.792,10.43,12.039,1,6,16,3,24,5,24,13,13,105,0,3,11,2,11,2,5,9,3,46,3.044,2.908,Szent László utca,47.405823,18.999264,1659,9.179035080660905e-12,0.0009837678307919,0.0420849980334113,0.0009837678307919,0.1579,0.1791,0.438,0.391,0.119444,0.129927,0.220005,0.239232
011320,2.187,0.5391,14,0.445,7.3,7.425,2,4,15,2,37,1,23,10,17,111,4,5,14,2,43,3,38,12,16,137,2.733,-0.5460000000000003,Búza utca,47.553437,19.040325,1965,1.3266361362701128e-06,0.0009837678307919,0.0613847036444337,0.0036555082061207,0.159,0.1862,0.615,0.781,0.132353,0.138012,0.36187,0.345893
011321,3.071,0.5635,19,0.951,7.145,7.302,16,9,33,3,79,8,71,21,64,304,4,7,20,3,50,4,48,14,28,178,2.726,0.3450000000000002,Búza utca,47.55189,19.039647,1961,1.3266361362701128e-06,0.0009837678307919,0.0613847036444337,0.0036555082061207,0.155,0.1862,0.611,0.781,0.138673,0.169898,0.379893,0.398291
011495,9.24,0.3547,66,5.292,3.308,5.217,60,39,74,37,153,28,318,60,196,965,19,20,32,14,32,9,84,25,78,313,3.349,5.891,Kék Golyó utca,47.497895,19.019895,1249,0.0001002421236384,0.0014756517461878,0.0740619307832422,0.0124625421462505,0.1329,0.1553,0.761,0.801,0.206223,0.209686,0.427272,0.427987
011715,8.799,0.8983,49,5.666,12.328,10.344,3,13,22,10,29,8,27,18,26,156,0,3,10,2,9,4,8,6,4,46,2.456,6.343,509. utca,47.484963,19.225442,151,0.1102372553298654,0.0019675356615838,0.0738896561750381,0.000298717958972,0.1324,0.1445,0.403,0.338,0.136827,0.131104,0.249254,0.289337
011725,7.804,0.6586,38,5.518,14.61,12.651,3,13,25,10,35,11,27,19,25,168,1,9,12,8,22,2,14,11,19,98,3.266,4.538,"Rákoskeresztúr, városközpont",47.479815,19.255331,187,0.0006797779888362,0.0024594195769798,0.0595541494566013,0.0279742535042883,0.183,0.1445,0.473,0.338,0.119229,0.121995,0.297666,0.239162
011762,13.56,0.4009,73,10.723,7.843,7.122,15,58,125,27,185,21,205,67,155,858,5,14,24,2,33,5,54,14,40,191,3.067,10.493,Újpest-városkapu M,47.559059,19.078791,1874,2.423523840403442e-06,0.0024594195769798,0.0687660668380462,0.0657801162656862,0.1174,0.1541,0.534,0.557,0.143074,0.162686,0.437366,0.438901
011773,5.002,0.9115,31,2.043,12.503,10.521,1,10,18,10,26,5,19,15,22,126,0,4,10,2,10,4,9,8,4,51,2.623,2.379,Keresztúri út,47.484645,19.22775,152,0.0513068790580303,0.0009837678307919,0.0704288782650869,0.0,0.1246,0.1445,0.411,0.338,0.136091,0.132642,0.255968,0.298606
016532,12.399,0.7555,62,9.36,4.588,2.446,60,67,149,28,148,38,509,80,171,1250,1,9,12,5,27,2,22,13,15,106,2.564,9.835,Pillangó utca M,47.501627,19.120154,600,0.1214581507932539,0.0014756517461878,0.0856396646868023,0.1675252169692219,0.1289,0.1441,0.557,0.524,0.145877,0.209302,0.495102,0.494184
016725,5.048,0.6625,31,2.198,7.702,6.133,3,12,37,3,60,9,36,14,27,201,0,8,20,1,30,2,25,9,7,102,2.927,2.121,Rózsaliget,47.466582,19.158453,530,0.0003874531774031,0.0009837678307919,0.0687265474459957,1.94253229732607e-05,0.1346,0.1177,0.468,0.436,0.146248,0.156502,0.410522,0.425545
019313,3.062,0.6817,14,1.828,17.935,16.102,1,3,6,4,5,2,8,6,5,40,1,1,2,1,4,2,1,2,1,15,2.228,0.8339999999999996,Rákoskert vasútállomás,47.457296,19.295147,101,1.6598248343675384e-10,0.0004918839153959,0.0376921222908207,0.0,0.1722,0.1781,0.352,0.372,0.161433,0.142424,0.252174,0.205436
019314,4.701,0.6754,21,2.975,18.187,16.335,1,4,11,4,10,3,11,6,7,57,1,1,3,2,5,2,3,3,1,21,2.846,1.8549999999999995,Rákoskert sugárút,47.459518,19.299202,100,8.619663980344607e-10,0.0014756517461878,0.0391677102398612,0.0029459779775437,0.1675,0.1781,0.349,0.372,0.150558,0.14338,0.245529,0.202532
022005,8.911,0.3999,38,6.097,13.527,12.416,2,6,24,1,32,7,19,13,19,123,0,1,5,0,12,1,3,2,5,29,3.265,5.645999999999999,Tölgy utca,47.41637,19.205427,903,1.134390066166438e-06,0.0009837678307919,0.0596555063235423,0.0006790023372957,0.1698,0.1736,0.404,0.388,0.1368,0.125928,0.228435,0.205554
040525,4.129,0.6674,22,2.122,3.466,3.695,5,15,28,7,19,5,71,10,30,190,0,4,5,0,2,1,11,0,4,27,1.858,2.2709999999999995,Hentes utca,47.462276,19.08457,1376,1.6206718646743689e-06,0.0009837678307919,0.0664205436487192,0.0004621079091626,0.1759,0.1674,0.496,0.38,0.167277,0.159832,0.356837,0.373208
040608,4.364,0.6771,20,1.523,6.897,4.755,2,17,17,3,70,6,38,23,41,217,1,10,18,2,55,2,27,19,29,163,3.313,1.0509999999999995,Zsivora park,47.509134,19.148798,736,0.0399095622772313,0.0009837678307919,0.071753785338651,0.0,0.1119,0.078,0.513,0.543,0.144511,0.156064,0.426531,0.416326
040609,8.546,0.3106,48,5.831,6.425,7.247,12,15,32,3,73,11,61,50,29,286,3,8,11,1,27,3,21,23,10,107,2.669,5.876999999999999,Szent Imre tér H,47.43178,19.067901,1542,5.793321359834306e-07,0.0034431874077717,0.0619703712735475,0.0692591448687033,0.1345,0.1391,0.39,0.39,0.117128,0.116018,0.368586,0.361309
040612,3.481,0.46,16,2.243,8.184,6.578,1,3,12,4,23,3,11,7,4,68,1,3,14,1,21,1,10,7,4,62,2.87,0.6109999999999998,Bányató utca,47.466331,19.165078,532,0.0181927922181802,0.0009837678307919,0.0828645960707589,0.0816440531019262,0.1384,0.1415,0.463,0.447,0.128445,0.122325,0.393266,0.387599
041071,11.555,0.6262,52,10.384,2.287,1.792,118,84,196,40,180,62,866,86,271,1903,9,13,36,11,41,13,62,27,26,238,3.22,8.334999999999999,Nagyvárad tér M,47.479255,19.088352,447,0.0017014103611489,0.0029513034923757,0.0956255879586077,0.1877343136213038,0.1489,0.1654,0.606,0.621,0.212249,0.234536,0.502252,0.480822
041092,1.472,0.7709,7,0.292,7.21,8.192,2,3,6,2,14,2,11,12,6,58,1,4,6,1,14,2,16,11,3,58,2.03,-0.5579999999999998,Csepeli Kórház,47.424622,19.058674,1532,6.384080910163863e-09,0.0009837678307919,0.0524063619725208,1.4524131360117124e-06,0.1682,0.1336,0.389,0.556,0.115124,0.120064,0.391712,0.333614
041093,1.798,0.5305,8,0.313,6.809,7.799,3,6,10,2,17,3,18,17,9,85,0,2,4,1,5,0,11,9,4,36,2.196,-0.3980000000000001,Duna utca,47.428215,19.059125,1535,2.5121089694263857e-08,0.0009837678307919,0.0551546391752577,0.0009326106125568,0.16,0.1378,0.408,0.398,0.113289,0.117923,0.324121,0.370882
041094,2.962,0.4979,16,1.078,6.551,7.44,3,9,13,3,29,5,26,24,10,122,3,8,11,2,23,3,24,22,9,105,3.052,-0.0899999999999998,Színesfém utca,47.430535,19.0646,1541,1.199904275076732e-07,0.0009837678307919,0.0583641948726782,0.0019139577547887,0.1342,0.1378,0.395,0.398,0.117305,0.117138,0.360596,0.37797
043192,6.25,0.7216,27,5.257,16.731,14.812,2,13,23,12,32,8,24,18,26,158,0,2,8,3,8,1,6,3,4,35,3.014,3.236,Kisvárda utca,47.471587,19.282412,196,4.598698659464416e-07,0.0009837678307919,0.0462139983178377,0.0124544345723385,0.1967,0.1781,0.409,0.372,0.125351,0.134738,0.15447,0.281094
