stop_id,cultural_institutions,drugstores,groceries,healthcare,parks,religious_organizations,restaurants,schools,services,costing,range
009161,1,2,17,2,1,0,32,1,6,walk,5
009162,1,4,19,3,0,0,39,1,6,walk,5
009163,1,4,17,1,0,0,36,1,6,walk,5
009174,10,9,11,3,7,1,82,1,36,walk,5
009179,1,0,2,0,6,2,8,3,1,walk,5
009208,1,3,3,0,5,2,6,1,1,walk,5
009220,11,5,14,0,4,2,89,4,64,walk,5
009225,0,0,2,0,2,1,1,1,0,walk,5
009230,11,7,11,0,7,4,137,4,24,walk,5
009234,1,3,7,0,2,3,6,1,7,walk,5
009243,0,0,0,0,1,0,0,0,0,walk,5
009289,0,0,3,0,2,0,1,1,0,walk,5
009290,0,1,2,0,1,0,3,0,0,walk,5
009295,7,1,1,1,16,3,8,3,5,walk,5
009309,13,7,6,2,5,7,154,5,24,walk,5
009318,1,6,1,2,11,0,14,1,11,walk,5
009321,1,3,18,0,0,0,34,1,5,walk,5
009322,1,7,3,2,9,0,16,1,13,walk,5
009337,0,0,2,0,0,0,0,0,0,walk,5
009338,0,0,2,0,0,0,0,0,0,walk,5
009339,0,0,0,0,0,0,0,1,0,walk,5
009349,0,0,1,0,1,0,1,4,0,walk,5
009351,0,0,0,1,1,0,3,1,5,walk,5
009352,0,0,0,1,1,0,3,1,5,walk,5
009353,0,0,0,1,1,0,3,1,5,walk,5
009354,0,0,0,1,1,0,3,1,5,walk,5
009355,0,0,1,0,0,0,4,1,4,walk,5
009356,0,0,1,0,1,0,5,1,4,walk,5
009359,0,2,1,1,5,0,16,0,9,walk,5
009365,8,2,7,3,6,1,31,2,15,walk,5
009373,0,2,2,1,3,0,1,2,8,walk,5
009375,0,0,0,0,0,0,0,1,0,walk,5
009377,0,2,4,1,2,0,2,2,11,walk,5
009379,0,0,1,0,0,0,1,0,0,walk,5
009381,0,0,0,0,1,0,3,1,0,walk,5
009382,0,0,0,0,2,1,0,2,0,walk,5
009383,0,1,2,0,4,0,0,2,3,walk,5
009392,1,3,1,0,1,2,9,1,2,walk,5
009393,1,2,1,0,0,0,8,0,2,walk,5
009394,0,0,1,1,0,0,0,0,0,walk,5
009413,5,4,11,3,5,1,62,5,23,walk,5
009415,0,1,6,0,7,0,2,3,1,walk,5
009420,3,2,8,2,10,0,15,3,6,walk,5
009421,0,0,0,0,1,0,0,0,0,walk,5
009422,0,0,0,0,1,0,0,0,0,walk,5
009429,0,0,0,0,1,0,1,0,0,walk,5
009430,0,0,0,0,1,0,1,0,0,walk,5
009431,0,0,1,0,0,0,2,0,0,walk,5
009446,0,0,3,0,0,1,0,1,0,walk,5
009447,0,0,3,0,0,0,1,0,0,walk,5
009448,0,0,2,0,1,0,1,0,0,walk,5
009449,0,0,0,0,1,0,0,0,0,walk,5
009451,0,0,0,0,1,0,0,1,2,walk,5
009452,0,0,1,0,0,0,0,2,3,walk,5
009453,0,0,1,0,0,0,0,2,2,walk,5
009454,0,0,0,0,2,1,0,2,1,walk,5
009455,1,1,1,0,5,1,0,3,1,walk,5
009456,0,0,0,0,0,0,0,1,3,walk,5
009457,0,0,0,0,1,1,0,2,3,walk,5
009460,0,0,1,0,0,0,1,0,0,walk,5
009461,0,0,1,0,0,0,1,0,0,walk,5
009462,0,0,1,0,0,0,0,0,0,walk,5
009463,0,0,1,1,1,0,0,0,0,walk,5
009465,0,0,1,0,5,3,1,1,2,walk,5
009466,0,0,1,0,5,3,2,2,2,walk,5
009467,0,0,0,0,1,0,1,1,1,walk,5
009468,0,0,0,0,1,0,1,1,1,walk,5
009469,0,0,0,0,1,0,1,1,1,walk,5
009470,0,0,0,0,1,0,1,1,1,walk,5
009471,1,0,0,0,4,1,2,2,3,walk,5
009472,1,0,0,0,2,1,0,2,0,walk,5
009473,1,0,0,0,4,1,2,2,3,walk,5
009474,0,0,2,0,2,0,2,3,3,walk,5
009475,0,1,0,0,4,0,0,0,1,walk,5
009480,1,1,3,0,5,1,1,1,1,walk,5
009481,0,2,4,1,2,0,5,1,16,walk,5
009482,0,2,2,3,1,0,5,4,2,walk,5
009483,0,0,2,0,1,0,0,0,0,walk,5
009484,0,0,1,0,0,0,0,0,0,walk,5
009485,0,0,0,0,1,0,1,1,0,walk,5
009486,0,0,0,0,0,0,0,1,0,walk,5
009487,0,1,1,0,3,1,2,0,0,walk,5
009491,0,1,1,1,4,0,0,4,1,walk,5
009492,0,1,1,1,4,0,0,4,1,walk,5
009493,0,0,2,0,5,1,0,4,1,walk,5
009494,0,0,2,0,5,1,2,2,2,walk,5
009495,0,0,1,0,1,0,0,2,0,walk,5
009498,0,2,4,0,10,0,6,4,6,walk,5
009499,0,1,4,0,11,0,4,3,3,walk,5
009500,0,0,1,0,4,0,2,0,0,walk,5
009501,0,0,1,0,1,0,2,0,0,walk,5
009503,0,0,1,0,5,0,1,1,2,walk,5
009504,0,0,1,0,6,0,1,1,2,walk,5
009508,0,0,1,1,1,1,3,9,1,walk,5
009509,0,0,1,2,1,1,3,9,1,walk,5
009510,0,2,1,4,5,1,5,4,4,walk,5
009511,0,2,1,4,5,1,5,5,4,walk,5
009512,1,2,1,0,2,0,7,5,0,walk,5
009513,0,0,1,1,1,0,1,5,0,walk,5
009514,0,0,1,1,3,0,1,4,0,walk,5
009515,0,1,1,0,1,0,1,2,1,walk,5
009516,0,1,1,1,2,0,1,2,1,walk,5
009520,2,5,2,1,3,0,14,1,13,walk,5
009521,1,5,4,1,4,1,15,0,14,walk,5
009522,3,5,5,0,7,0,22,3,11,walk,5
009524,0,1,0,0,5,0,0,0,0,walk,5
009534,0,0,1,1,0,0,0,0,0,walk,5
009536,0,0,4,1,3,0,0,0,0,walk,5
009537,6,5,9,1,7,7,64,5,16,walk,5
009538,0,0,0,0,4,0,0,0,0,walk,5
009539,0,3,5,0,9,2,3,2,2,walk,5
009540,0,2,2,2,7,3,4,4,5,walk,5
009541,0,0,1,0,7,0,1,1,1,walk,5
009543,0,1,5,0,0,0,3,0,1,walk,5
009544,0,0,0,0,1,0,1,1,0,walk,5
009546,2,0,0,0,1,0,2,0,0,walk,5
009549,0,1,1,0,1,0,0,2,1,walk,5
009550,0,2,1,0,1,0,0,2,1,walk,5
009551,1,1,3,0,7,1,1,1,1,walk,5
009554,1,1,3,0,17,0,6,2,4,walk,5
009555,0,0,0,0,20,0,1,0,0,walk,5
009557,0,0,1,0,5,2,0,1,1,walk,5
009558,0,1,2,5,4,1,8,2,2,walk,5
009563,0,0,0,0,3,0,0,0,0,walk,5
009564,0,0,0,0,3,0,0,0,0,walk,5
009566,0,3,1,0,0,0,8,0,3,walk,5
009568,0,0,1,0,1,2,1,1,0,walk,5
009569,2,1,0,0,6,3,5,3,2,walk,5
009570,4,5,11,1,12,6,57,5,58,walk,5
009572,0,0,1,0,0,0,1,0,0,walk,5
009573,0,0,1,0,0,0,1,0,0,walk,5
009574,0,0,0,0,0,0,1,0,0,walk,5
009575,0,0,0,0,0,0,1,0,0,walk,5
009576,0,0,0,0,1,0,1,0,0,walk,5
009577,0,4,2,1,6,0,5,0,6,walk,5
009578,0,4,2,1,6,0,5,0,6,walk,5
009581,0,2,2,1,7,3,4,4,5,walk,5
009582,0,0,2,0,5,2,4,3,2,walk,5
009584,1,5,9,0,17,0,11,2,3,walk,5
009587,3,4,14,4,15,1,24,7,25,walk,5
009588,2,1,1,1,4,1,0,3,1,walk,5
009592,0,1,0,0,1,0,2,0,5,walk,5
009631,0,0,0,0,0,1,0,1,0,walk,5
009652,0,0,0,0,6,1,2,2,0,walk,5
009659,0,0,1,0,1,0,0,2,1,walk,5
009667,3,5,9,1,13,5,52,4,45,walk,5
009675,4,1,2,0,10,0,16,1,0,walk,5
009676,3,0,1,0,6,0,6,0,0,walk,5
009684,0,5,6,4,10,0,6,3,13,walk,5
009685,0,5,5,4,8,0,5,4,12,walk,5
009691,5,3,9,2,16,4,15,4,13,walk,5
009692,7,0,1,1,11,2,9,5,1,walk,5
009693,2,4,3,1,13,3,33,3,27,walk,5
009698,0,1,1,3,4,0,1,4,0,walk,5
009699,0,1,2,1,4,0,0,4,0,walk,5
009704,0,0,2,0,3,0,2,2,0,walk,5
009705,0,1,1,1,2,0,1,2,0,walk,5
009706,2,1,2,1,3,5,3,2,0,walk,5
009707,0,0,2,0,1,0,2,0,0,walk,5
009708,0,0,2,0,1,0,0,0,0,walk,5
009716,0,1,1,0,3,0,2,2,0,walk,5
009717,0,1,1,0,5,0,2,2,0,walk,5
009718,0,1,1,0,3,0,3,2,0,walk,5
009719,0,1,1,0,3,0,1,4,0,walk,5
009730,10,8,11,1,6,2,64,2,34,walk,5
009743,2,6,5,0,6,0,20,2,12,walk,5
011313,0,0,2,0,0,1,1,2,0,walk,5
011320,0,0,4,0,10,0,4,0,1,walk,5
011321,1,0,3,0,12,0,4,2,1,walk,5
011322,1,1,4,0,18,0,5,3,4,walk,5
011495,3,1,9,3,6,2,5,3,9,walk,5
011715,0,1,3,0,0,1,3,0,1,walk,5
011723,0,5,6,4,11,1,7,4,15,walk,5
011725,0,6,6,4,10,1,7,3,16,walk,5
011726,0,6,6,4,11,1,7,3,16,walk,5
011762,0,2,2,0,6,0,1,0,2,walk,5
011773,0,1,3,0,0,1,3,0,1,walk,5
016532,0,2,3,2,6,0,4,0,5,walk,5
016725,0,2,4,0,7,1,4,2,0,walk,5
016727,5,5,11,2,9,6,60,4,65,walk,5
019313,0,0,0,0,0,1,0,1,1,walk,5
019314,0,1,1,1,0,1,1,1,1,walk,5
019316,0,0,2,0,2,0,0,0,0,walk,5
022005,0,1,1,0,4,0,2,0,3,walk,5
036678,9,9,11,3,8,1,68,1,30,walk,5
038671,1,6,7,0,8,0,13,2,7,walk,5
038673,1,6,7,0,7,0,13,2,7,walk,5
038674,0,5,7,0,7,0,12,0,5,walk,5
038675,1,6,7,0,7,0,12,0,7,walk,5
038678,1,6,7,0,7,0,12,1,7,walk,5
038680,1,5,7,0,7,0,12,0,5,walk,5
038682,1,6,7,0,7,0,12,1,7,walk,5
038683,1,5,7,0,7,0,12,1,7,walk,5
038686,0,1,0,0,1,0,0,0,4,walk,5
038687,1,6,7,0,7,0,12,0,7,walk,5
038692,1,6,7,0,7,0,13,2,7,walk,5
038717,12,7,8,3,6,2,149,4,30,walk,5
038791,2,4,10,1,5,3,5,0,14,walk,5
040525,0,0,0,0,0,1,0,0,0,walk,5
040526,0,0,0,0,0,1,0,0,0,walk,5
040608,0,1,3,0,11,0,1,3,1,walk,5
040609,1,1,2,1,11,2,3,3,2,walk,5
040612,0,0,0,0,8,0,3,2,0,walk,5
040761,0,0,0,0,1,0,5,1,3,walk,5
040762,0,2,0,0,1,0,6,1,5,walk,5
040763,0,3,2,0,1,0,5,1,5,walk,5
040789,0,2,5,0,2,0,8,0,20,walk,5
041071,0,3,3,2,12,0,10,2,1,walk,5
041092,0,0,0,1,0,0,2,0,0,walk,5
041093,0,0,0,1,0,0,3,0,0,walk,5
041094,1,1,1,0,5,1,1,0,1,walk,5
041095,1,1,1,1,10,1,3,3,1,walk,5
041209,1,2,2,1,4,0,20,0,9,walk,5
042933,2,0,0,0,2,0,5,0,0,walk,5
043192,0,0,1,0,0,0,2,0,2,walk,5
043193,0,0,1,0,0,0,2,0,1,walk,5
043331,0,0,1,0,1,1,1,0,0,walk,5
043341,0,0,1,0,1,0,1,1,1,walk,5
043342,0,1,7,0,2,2,1,1,0,walk,5
043343,1,5,3,1,4,1,15,1,14,walk,5
043548,0,0,0,0,3,1,0,1,0,walk,5
043554,0,0,0,0,1,0,0,0,0,walk,5
043555,0,0,3,0,2,1,0,0,0,walk,5
043556,0,0,1,0,2,1,0,0,0,walk,5
043571,0,0,0,0,1,0,1,0,0,walk,5
044076,0,0,0,1,0,0,2,3,0,walk,5
044127,0,2,1,1,9,0,1,3,0,walk,5
044135,0,0,0,0,0,0,1,0,0,walk,5
044388,0,2,1,0,1,0,7,0,3,walk,5
044557,0,2,0,0,2,1,2,0,1,walk,5
044637,0,0,0,0,10,1,4,5,0,walk,5
044638,0,0,0,0,10,1,4,3,0,walk,5
045755,0,0,0,0,0,0,1,1,0,walk,5
047671,1,0,0,0,0,0,0,0,0,walk,5
048471,1,1,2,1,4,1,5,1,4,walk,5
048505,11,7,10,2,6,3,113,4,41,walk,5
048506,14,7,10,2,5,3,125,4,36,walk,5
048519,0,2,3,1,9,2,5,4,9,walk,5
049170,0,0,0,0,1,0,0,1,0,walk,5
049171,0,0,1,0,2,0,3,0,0,walk,5
049172,0,0,0,0,2,0,1,1,0,walk,5
049174,0,0,0,0,2,1,1,1,0,walk,5
049177,0,3,4,2,22,0,9,6,14,walk,5
049178,0,3,7,2,15,0,14,7,17,walk,5
049180,1,0,2,0,15,0,4,0,1,walk,5
049182,0,1,1,0,8,0,11,0,2,walk,5
049183,0,1,1,0,7,0,11,0,1,walk,5
049892,0,0,0,0,5,0,0,0,0,walk,5
049893,0,0,0,0,5,0,0,0,0,walk,5
049894,0,0,0,0,6,0,0,0,0,walk,5
