stop_id,stop_name,stop_lat,stop_lon,clust
009498,Csertő utca,47.511056,19.146995500000003,714
009500,Körvasút sor,47.513666,19.15103,700
009501,Körvasút sor,47.514609,19.152837,701
009503,Kovácsi Kálmán tér,47.573301,19.121160000000003,1803
009508,Orló utca,47.5181865,19.0074505,2021
009510,Pasaréti út,47.5163685,19.00411625,2123
009512,Endrődi Sándor utca,47.521107,19.012082,2019
009513,Bimbó út,47.5194925,19.00991375,2020
009515,Rákospalota-Újpest vasútállomás,47.566162,19.11172025,1861
009520,Csörsz utca,47.490368,19.024130399999997,1271
009522,Sirály utca,47.490002249999996,19.01863225,1272
009524,Albertfalva vasútállomás,47.4418675,19.032149,1446
009534,XIII. utca / Dózsa György út,47.411539,18.9934995,1657
009537,Március 15. tér,47.491244,19.051591,373
009538,Irány utca,47.540469,19.109767,803
009539,Boglár utca,47.594755,19.060781,1717
009540,Szilágyi Erzsébet fasor,47.5150905,19.002136,2124
009543,513. utca,47.484111,19.2304295,153
009544,Robogó utca,47.486892,19.2705645,179
009546,Memento Park,47.4257955,19.001372500000002,1609
009549,Madárdomb köz,47.478076,19.241180999999997,159
009554,"Óbuda, Bogdáni út",47.5501315,19.041601,1959
009557,Vécsey Károly utca,47.5719335,19.095934,1859
009558,Szent János Kórház,47.5097878,19.0097964,2009
009563,Mészkő utca,47.57931500000001,19.034454999999998,1688
009566,"Soroksár, Auchan áruház",47.417204,19.158231,885
009568,Sósmocsár út,47.41550074999999,19.13367775,1125
009569,Thököly út,47.4422925,19.180523,959
009570,Újbuda-központ M,47.474215666666666,19.047132444444443,1297
009572,Bagaria utca,47.59027450000001,19.083402,1849
009574,Ungvári utca,47.587388000000004,19.082141,1848
009576,Rév utca,47.58481,19.081824,1853
009577,Savoya Park,47.436620500000004,19.0394745,1501
009587,Gogol utca,47.5202895,19.057285,311
009588,Kuruclesi út,47.518184399999996,18.9845458,2116
009592,Kőbánya-Kispest P+R,47.462903357142864,19.14822857142857,1066
009625,Szigetcsép utca,47.46419766666666,19.312611333333333,104
009631,Gergely utca 80.,47.473816,19.144420666666665,647
009652,Széchenyi út,47.54563975,19.11243625,808
009659,Mélyfúró utca,47.57759,19.129699,1799
009675,Clark Ádám tér,47.497512,19.0415675,358
009684,"Városközpont, Posta",47.479615249999995,19.2563645,188
009685,Akácvirág utca,47.4777415,19.2555875,186
009691,Flórián tér,47.539901,19.042054,1942
009698,Galántai utca,47.498376666666665,19.01582,1244
009704,Jászivány utca,47.495635,19.274888,112
009705,Diadal utca (Tura utca),47.49439,19.272268,114
009706,XVII. utca,47.492060499999994,19.26022525,171
009707,Aranykút utca,47.4938165,19.278033,111
009715,Zodony utca,47.430372,19.099913,1153
009717,Zamárdi utca,47.434221,19.093288,1156
009728,Zsigmond utca,47.464015,19.318022499999998,102
011313,Szent László utca,47.4056025,18.9991845,1659
011320,Búza utca,47.553437,19.040325,1965
011321,Búza utca,47.55189,19.039647,1961
011495,Kék Golyó utca,47.497713399999995,19.0206808,1249
011715,509. utca,47.4848865,19.225621,151
011725,"Rákoskeresztúr, városközpont",47.4798785,19.255046,187
011762,Újpest-városkapu M,47.559794000000004,19.08108275,1874
011773,Keresztúri út,47.484645,19.22775,152
016532,Pillangó utca M,47.50138666666667,19.119913666666665,600
016725,Rózsaliget,47.466582,19.158453,530
019313,Rákoskert vasútállomás,47.457296,19.295147,101
019314,Rákoskert sugárút,47.45958533333334,19.299839000000002,100
022005,Tölgy utca,47.416670499999995,19.206011,903
040525,Hentes utca,47.462438000000006,19.0844905,1376
040608,Zsivora park,47.509134,19.148798,736
040609,Szent Imre tér H,47.43124,19.067624000000002,1542
040612,Bányató utca,47.466331,19.165078,532
041071,Nagyvárad tér M,47.478823818181816,19.089983545454544,447
041092,Csepeli Kórház,47.424622,19.058674,1532
041093,Duna utca,47.428215,19.059125,1535
041094,Színesfém utca,47.430535,19.0646,1541
042934,"Soroksár, BILK",47.378287,19.121299,992
043192,Kisvárda utca,47.471455500000005,19.283022000000003,196
043341,György utca,47.53071375,19.1717715,674
043342,Régi Fóti út,47.55902425,19.1216005,1815
043548,Csaba vezér tér,47.486807750000004,19.286614999999998,123
043554,Enying utca,47.475282500000006,19.29797,92
043555,Sport tér,47.476915500000004,19.2959015,93
043556,Rés utca,47.4801795,19.2918435,128
043571,Dukát utca,47.408304,18.991015,1663
044076,Déli utca,47.423173,19.061198,1533
044127,Száva kocsiszín,47.46642,19.123095,659
044388,"Soroksár, Auchan áruház",47.419788,19.155599,886
044557,"Újpest, Árpád út hajóállomás",47.562452,19.078381,1877
044637,Görögkatolikus templom,47.4235755,19.0780165,1550
045755,Maros utca,47.418292,19.138131,1131
048471,Pasaréti tér,47.523542666666664,18.993347333333332,2004
048505,Szent István Bazilika,47.5002296,19.055308399999998,292
048519,"Rákospalota, Kossuth utca",47.568632,19.125961500000003,1819
049174,"Soroksár, Kertvárosi körút",47.413026,19.136152,1127
049177,Kárpát utca,47.527408,19.059105,257
049178,Révész utca,47.52685,19.061482,258
049180,Dagály fürdő,47.539491,19.062036499999998,246
049182,Úszódaru utca,47.54597,19.0689125,215
049892,Május 9. park,47.550374000000005,19.051092,1956
049893,Sporttelep,47.547694,19.054679,1953
