stop_id,cultural_institutions,drugstores,groceries,healthcare,parks,religious_organizations,restaurants,schools,services,costing,range
F03658,1,3,17,1,13,4,11,8,12,public_transport,
F03659,4,3,14,1,6,5,9,5,11,public_transport,
F03661,1,4,16,1,19,4,12,8,15,public_transport,
F03662,1,4,17,1,20,4,13,8,15,public_transport,
F03663,1,4,17,1,19,4,13,9,14,public_transport,
F03664,1,5,19,1,23,4,19,11,15,public_transport,
F03665,1,4,17,1,19,4,13,9,14,public_transport,
F03672,1,4,18,1,16,4,13,8,14,public_transport,
F03674,1,4,18,1,19,5,19,7,14,public_transport,
F03675,1,4,16,1,13,4,13,8,12,public_transport,
F03676,1,3,14,1,8,4,10,7,11,public_transport,
F03677,1,4,17,1,18,4,13,8,14,public_transport,
F03679,1,4,13,0,9,4,16,3,10,public_transport,
F03680,2,6,18,1,29,3,17,5,10,public_transport,
F03681,1,4,19,1,20,5,19,8,14,public_transport,
F03682,3,7,22,2,34,7,21,7,11,public_transport,
F03683,4,8,20,2,41,7,23,18,11,public_transport,
F03684,2,8,20,4,51,8,26,23,13,public_transport,
F03685,3,7,17,2,41,6,21,19,11,public_transport,
F03686,4,7,26,4,51,10,28,27,15,public_transport,
F03687,1,4,15,1,23,5,13,8,15,public_transport,
F03688,3,7,20,1,27,7,19,11,16,public_transport,
F03689,6,9,19,2,28,9,19,20,23,public_transport,
F03690,6,8,18,2,24,8,20,18,23,public_transport,
F03691,6,7,18,2,36,12,19,19,25,public_transport,
F03692,6,6,17,2,33,12,16,19,22,public_transport,
F03693,2,11,19,3,36,12,20,25,11,public_transport,
F03694,4,15,26,2,47,11,30,24,16,public_transport,
F03695,2,5,12,4,25,15,17,25,7,public_transport,
F03696,2,5,14,1,27,9,16,19,7,public_transport,
F03697,4,11,21,3,42,9,21,23,10,public_transport,
F03698,2,6,15,2,35,14,20,24,6,public_transport,
F03699,3,10,17,3,32,8,19,22,9,public_transport,
F03700,5,10,24,4,51,8,25,23,24,public_transport,
F03701,3,10,21,3,37,8,18,21,10,public_transport,
F03702,3,14,28,3,46,9,29,23,15,public_transport,
F03703,5,11,22,4,43,7,17,24,25,public_transport,
F03704,4,10,23,3,43,8,20,21,11,public_transport,
F03705,4,9,23,3,47,10,30,27,12,public_transport,
F03706,4,8,20,3,38,7,19,21,10,public_transport,
