stop_id,gini_walk15,gini_multimodal,arpu_low_ratio_walk15,arpu_low_ratio_multimodal
061273,0.124078,0.135853,0.220465,0.392762
061274,0.132915,0.136908,0.450536,0.410538
061275,0.132635,0.137943,0.450111,0.410852
061277,0.132450,0.141320,0.447962,0.415358
061278,0.132371,0.138710,0.445912,0.405763
061280,0.133080,0.154088,0.448488,0.424227
061286,0.112499,0.135118,0.092702,0.263738
061350,0.237897,0.235065,0.495992,0.480115
061351,0.238994,0.235411,0.495901,0.479660
061368,0.240014,0.239699,0.493307,0.477873
062511,0.130272,0.132320,0.439947,0.422387
062512,0.125560,0.132423,0.412448,0.420987
062513,0.103079,0.135831,0.150868,0.192501
062514,0.102376,0.133015,0.146497,0.195722
062515,0.128496,0.108980,0.160860,0.194332
062516,0.138457,0.124375,0.159175,0.227787
062517,0.246632,0.232925,0.484495,0.485762
062518,0.249998,0.232875,0.448670,0.470920
062519,0.138887,0.133610,0.397967,0.416208
062521,0.241726,0.241960,0.492736,0.483002
062522,0.120946,0.122021,0.210770,0.219636
062726,0.134322,0.152843,0.112692,0.338674
062759,0.245231,0.243480,0.479848,0.483539
062815,0.118902,0.121421,0.220269,0.199567
062861,0.185891,0.196491,0.466988,0.473099
062942,0.243072,0.240158,0.487818,0.472702
064208,0.006453,0.175878,0.002858,0.337271
064209,0.008722,0.190464,0.003249,0.350600
064210,0.101622,0.192162,0.013591,0.352427
064377,0.047730,0.112699,0.011492,0.168353
066434,0.215951,0.213092,0.466252,0.487148
066451,0.184471,0.187700,0.499577,0.473431
066452,0.184407,0.188255,0.502731,0.455692
066453,0.190469,0.180424,0.490188,0.474758
066454,0.190729,0.188473,0.491286,0.472639
066456,0.177738,0.184264,0.472675,0.471652
066457,0.135178,0.163624,0.416040,0.458003
066458,0.135898,0.176730,0.418952,0.468511
066459,0.136475,0.167153,0.424060,0.458576
066460,0.133889,0.174336,0.421688,0.461971
066679,0.108412,0.109172,0.130554,0.145724
066680,0.108023,0.132149,0.128275,0.190910
066681,0.107732,0.111669,0.115614,0.144222
066682,0.106528,0.135157,0.117155,0.192802
066683,0.103836,0.109400,0.079283,0.139933
066684,0.105976,0.128429,0.087631,0.184045
066685,0.102359,0.110807,0.061528,0.149475
066686,0.103053,0.120433,0.063824,0.174945
066687,0.107078,0.107572,0.065462,0.133073
066688,0.107577,0.109914,0.063039,0.147853
066697,0.140932,0.135645,0.176050,0.190888
066698,0.149678,0.137994,0.174754,0.198497
066699,0.151103,0.141513,0.191206,0.202997
066700,0.158968,0.137994,0.219520,0.198497
066711,0.115691,0.120667,0.221456,0.231790
066712,0.112903,0.125689,0.175146,0.258950
066713,0.112585,0.125130,0.171348,0.253149
066714,0.106920,0.115785,0.143873,0.238786
066715,0.107613,0.125571,0.146711,0.256883
066717,0.103119,0.121727,0.133597,0.245585
066719,0.103386,0.117609,0.130298,0.254718
066722,0.130777,0.115785,0.159297,0.238786
066828,0.198424,0.200429,0.494177,0.466298
066856,0.131345,0.171926,0.332209,0.362346
066969,0.168283,0.135645,0.234988,0.190888
067592,0.225187,0.240918,0.459844,0.449578
069089,0.223470,0.229148,0.441395,0.438293
069090,0.223243,0.229148,0.441144,0.438293
069091,0.223880,0.225037,0.440506,0.444419
069092,0.222478,0.230936,0.454993,0.443806
069093,0.222400,0.237202,0.455372,0.449224
069403,0.111842,0.111471,0.292423,0.309936
071262,0.176367,0.181600,0.494770,0.477277
071659,0.256416,0.246649,0.449673,0.461550
