stop_id,gini_walk15,gini_multimodal,arpu_low_ratio_walk15,arpu_low_ratio_multimodal
072851,0.217708,0.209521,0.451761,0.450821
072934,0.240993,0.228173,0.439948,0.463467
072935,0.226825,0.227224,0.441393,0.469695
073152,0.219704,0.211269,0.456051,0.454096
075220,0.106722,0.128982,0.099149,0.276096
075654,0.115396,0.119261,0.209835,0.273002
075655,0.115396,0.113641,0.208914,0.291957
075744,0.131953,0.142728,0.438261,0.425920
076394,0.096101,0.071289,0.081838,0.061131
076395,0.096032,0.073234,0.079037,0.089494
076396,0.076737,0.089864,0.067150,0.157073
076397,0.070744,0.072008,0.060014,0.081551
076398,0.066954,0.078696,0.073541,0.115763
076399,0.067066,0.084332,0.074764,0.096901
078004,0.217377,0.225453,0.457743,0.439765
081565,0.217979,0.225296,0.456771,0.439033
081950,0.121296,0.127761,0.333653,0.316219
081954,0.222037,0.232200,0.458548,0.440020
082200,0.147710,0.177082,0.349942,0.376815
082617,0.130995,0.134322,0.431446,0.379982
082623,0.128362,0.130470,0.254604,0.230250
083329,0.194000,0.106980,0.158331,0.188248
083330,0.185587,0.120453,0.156090,0.217658
083331,0.120841,0.122996,0.322460,0.296158
083777,0.121127,0.127708,0.330801,0.313573
085772,0.105005,0.103469,0.327870,0.368503
086855,0.210587,0.232009,0.489969,0.480040
086856,0.211182,0.226882,0.492089,0.478757
086857,0.220951,0.219277,0.462258,0.487776
086858,0.219087,0.199217,0.452350,0.481317
086859,0.224879,0.204914,0.446738,0.486536
086866,0.222531,0.230291,0.499567,0.478985
086874,0.103527,0.110596,0.416655,0.387302
086875,0.104248,0.114080,0.415836,0.370020
086876,0.109664,0.114305,0.401123,0.358785
086880,0.221787,0.198752,0.447248,0.480815
086885,0.200690,0.226497,0.499071,0.478985
087373,0.138825,0.141197,0.205103,0.246196
090482,0.224516,0.229335,0.478101,0.482526
090915,0.125412,0.165500,0.415143,0.443373
091338,0.221457,0.226909,0.470029,0.470050
091816,0.134899,0.151305,0.442030,0.458732
091817,0.134156,0.172907,0.439682,0.463708
091821,0.132537,0.162842,0.437380,0.456432
096830,0.114222,0.128920,0.109977,0.228892
099342,0.257992,0.252488,0.454749,0.459078
099343,0.258450,0.253118,0.453003,0.458826
099344,0.258353,0.251710,0.451901,0.459494
099629,0.131649,0.163699,0.446970,0.455746
099630,0.131733,0.165215,0.445455,0.456685
099631,0.134545,0.135587,0.454405,0.444957
099632,0.135293,0.149568,0.454547,0.449102
099634,0.133575,0.141555,0.457530,0.422742
100836,0.073338,0.103891,0.031337,0.179393
100837,0.000000,0.110358,0.000000,0.170625
100838,0.000000,0.111732,0.000000,0.155379
102568,0.128523,0.129785,0.253553,0.220100
102569,0.133761,0.140218,0.266307,0.264485
102602,0.193438,0.235674,0.528607,0.497106
102797,0.133193,0.196406,0.445907,0.449661
103897,0.124505,0.115672,0.236020,0.234545
105925,0.262209,0.247824,0.448622,0.470887
106324,0.136203,0.126459,0.265175,0.373407
106325,0.136381,0.117691,0.264796,0.325350
108188,0.220167,0.210951,0.489316,0.482217
108458,0.222358,0.223482,0.482277,0.488755
108550,0.217701,0.234897,0.500091,0.479777
109462,0.104381,0.116932,0.336284,0.385475
109565,0.124670,0.123882,0.257966,0.356544
109566,0.127538,0.126034,0.308360,0.327421
109702,0.113857,0.116888,0.187998,0.222144
CS007899,0.133802,0.141146,0.457137,0.416328
CS009703,0.167262,0.194448,0.432941,0.454498
CS050182,0.132538,0.132020,0.272999,0.270914
CS050183,0.129143,0.129462,0.257598,0.284294
CS056230,0.243627,0.239548,0.492328,0.481014
CS056232,0.241220,0.237057,0.503112,0.482441
CS107475,0.123336,0.125050,0.296524,0.400451
CSF00062,0.227443,0.236864,0.459283,0.451033
CSF00094,0.213804,0.230174,0.441408,0.446073
CSF00097,0.191874,0.205972,0.427250,0.425036
CSF00140,0.194719,0.220417,0.398348,0.436795
CSF00185,0.223934,0.230830,0.439247,0.439913
CSF00461,0.131871,0.129217,0.397447,0.349536
CSF00471,0.132048,0.128989,0.401334,0.332680
CSF00481,0.124144,0.130017,0.274624,0.333625
CSF00483,0.128562,0.152931,0.299622,0.361851
CSF00487,0.128117,0.134705,0.256260,0.345953
CSF00511,0.130492,0.174108,0.343854,0.386036
CSF00568,0.146480,0.174543,0.341661,0.377243
CSF00579,0.132752,0.187258,0.385322,0.416401
CSF00619,0.171936,0.186419,0.420950,0.427083
CSF00625,0.176844,0.194086,0.419117,0.433076
CSF00632,0.212366,0.208902,0.418184,0.435632
CSF00678,0.101743,0.127397,0.104284,0.282633
CSF00897,0.143141,0.178004,0.441531,0.449083
CSF00913,0.135911,0.167765,0.468960,0.439558
CSF00958,0.257179,0.240379,0.460978,0.461547
CSF00960,0.262125,0.237871,0.447819,0.474037
CSF00997,0.263477,0.250723,0.446377,0.464631
CSF00999,0.249231,0.240878,0.452911,0.473848
CSF01019,0.253184,0.240902,0.465104,0.472250
CSF01025,0.252686,0.246628,0.452086,0.461154
CSF01093,0.256938,0.248814,0.445357,0.467404
CSF01096,0.250413,0.248039,0.449243,0.461449
CSF01101,0.235350,0.243614,0.460861,0.461643
CSF01108,0.255774,0.248913,0.461344,0.471087
CSF01289,0.246797,0.236213,0.473097,0.480910
CSF01415,0.124906,0.153802,0.252613,0.419095
CSF01489,0.148205,0.196406,0.440130,0.449661
CSF01820,0.164862,0.150337,0.457546,0.414254
CSF02307,0.179575,0.206676,0.406645,0.426006
CSF02481,0.219217,0.232364,0.457268,0.442572
CSF02680,0.203103,0.234870,0.503554,0.458952
CSF02684,0.159526,0.196049,0.383396,0.460652
CSF03293,0.145597,0.137400,0.192381,0.272396
CSF03409,0.131680,0.138411,0.128352,0.271735
CSF03411,0.142404,0.096853,0.157287,0.264954
CSF03414,0.153474,0.134655,0.197755,0.254917
CSF03416,0.117566,0.129163,0.269179,0.310148
CSF03417,0.139871,0.127304,0.314014,0.310777
CSF03419,0.128968,0.159055,0.338049,0.364567
CSF03421,0.113911,0.137385,0.149261,0.275312
CSF03423,0.109047,0.151216,0.323748,0.406280
CSF03425,0.128409,0.157807,0.306477,0.381112
CSF03785,0.130104,0.132481,0.269010,0.253326
CSF03788,0.129320,0.132523,0.256770,0.256221
CSF03884,0.123618,0.125193,0.210225,0.316745
CSF03930,0.150445,0.177985,0.425671,0.424426
CSF04052,0.109567,0.121117,0.373855,0.431366
CSF04150,0.121177,0.128920,0.462646,0.435461
CSF04183,0.117888,0.117914,0.376762,0.354405
CSF04272,0.114804,0.117003,0.387675,0.363585
CSF04319,0.117089,0.122395,0.366659,0.366117
CSF04369,0.124345,0.129703,0.231232,0.393252
CSF04534,0.120671,0.129780,0.345800,0.367796
CSF04540,0.119966,0.127519,0.332856,0.321449
CSF04546,0.129013,0.128252,0.271291,0.299838
CSF04548,0.123075,0.125423,0.155138,0.327211
CSL008159,0.185652,0.212154,0.439894,0.459735
CSLM1HTV,0.216758,0.240232,0.475025,0.467159
CSLM1MUV,0.157984,0.223473,0.494965,0.454214
CSLM1OKV,0.258469,0.247670,0.446807,0.464621
CSLM1OPV,0.260912,0.248637,0.450695,0.464012
CSLM1SFV,0.199874,0.233354,0.486443,0.460561
CSLM1VTV,0.263723,0.250319,0.443560,0.467578
CSLM2BLA,0.253853,0.240511,0.476979,0.470799
CSLM2OVE,0.159895,0.187803,0.478584,0.454936
CSLM2PF1,0.158733,0.229765,0.477859,0.477352
CSLM2PU2,0.147038,0.218995,0.497528,0.471700
CSLM3AHG,0.198357,0.219311,0.496230,0.458366
CSLM3LED,0.232125,0.239105,0.467949,0.463589
CSLM3NTF,0.216842,0.240296,0.498827,0.475622
CSLM3NYA,0.253630,0.239487,0.451808,0.469941
CSLM4BP1,0.130452,0.200161,0.444738,0.494599
CSLM4FT1,0.240759,0.234716,0.477946,0.479941
CSLM4KFD,0.132502,0.204534,0.453083,0.497510
CSLM4MKF,0.193307,0.224093,0.501476,0.473478
CSLM4SG1,0.219403,0.225653,0.495462,0.482574
CSLM4UK1,0.189657,0.212276,0.494464,0.481981
CSLMXKPB,0.238656,0.236121,0.493521,0.477835
F00004,0.172126,0.219366,0.403435,0.430853
F00005,0.172131,0.200439,0.404202,0.405940
F00008,0.175307,0.210111,0.403188,0.413645
F00009,0.173643,0.229874,0.405081,0.446103
F00011,0.165546,0.170147,0.404577,0.405196
F00014,0.191483,0.209243,0.424229,0.450058
F00015,0.190292,0.206446,0.422495,0.445264
F00016,0.191406,0.202082,0.422703,0.421247
F00017,0.192968,0.200647,0.423480,0.427649
F00018,0.193953,0.185642,0.423312,0.425629
F00019,0.206761,0.203100,0.430700,0.440259
F00020,0.207889,0.205368,0.430962,0.444268
F00022,0.212712,0.213891,0.437089,0.439372
F00023,0.213342,0.212062,0.437111,0.437465
F00024,0.213660,0.211346,0.441022,0.438470
F00025,0.214245,0.211393,0.442704,0.436534
F00026,0.214462,0.215967,0.442966,0.441196
F00027,0.213312,0.212506,0.442895,0.436884
F00028,0.219550,0.210723,0.457699,0.447242
F00029,0.218200,0.223760,0.455945,0.455001
F00030,0.223093,0.221191,0.460592,0.445668
F00031,0.222648,0.218830,0.460471,0.460788
F00032,0.223284,0.221040,0.455842,0.445435
F00033,0.223049,0.225108,0.457563,0.462579
F00034,0.227282,0.224984,0.457112,0.449586
F00035,0.227466,0.226336,0.457288,0.457225
F00036,0.227630,0.212564,0.457153,0.457067
F00048,0.172490,0.250408,0.455709,0.448304
F00057,0.227341,0.240467,0.458898,0.449527
F00066,0.227303,0.241262,0.458946,0.451953
F00067,0.227168,0.241831,0.460801,0.452778
F00069,0.227458,0.213621,0.461100,0.459770
F00070,0.226831,0.223358,0.460801,0.458818
F00071,0.219406,0.220890,0.456598,0.447935
F00072,0.219412,0.218830,0.457082,0.460788
F00073,0.207299,0.221490,0.456205,0.458270
F00078,0.170791,0.220751,0.428102,0.443894
F00080,0.169455,0.233925,0.428010,0.463176
F00082,0.201471,0.215862,0.444124,0.459189
F00083,0.193554,0.242771,0.441405,0.439036
F00086,0.193797,0.229350,0.436919,0.444109
F00087,0.194559,0.206689,0.434725,0.424847
F00089,0.207759,0.206993,0.436499,0.445834
F00090,0.206734,0.219379,0.434440,0.446338
F00091,0.218038,0.215812,0.449865,0.452938
F00092,0.218467,0.229231,0.449849,0.456324
F00095,0.190632,0.190997,0.425079,0.427949
F00096,0.191127,0.204215,0.425346,0.428395
F00098,0.192082,0.231165,0.427227,0.438335
F00103,0.212607,0.231629,0.426440,0.475181
F00104,0.208029,0.240888,0.421598,0.468770
F00105,0.203511,0.238571,0.421099,0.462038
F00106,0.200117,0.227582,0.426973,0.453728
F00107,0.201805,0.228708,0.427722,0.474596
F00108,0.227238,0.224155,0.441082,0.469642
F00110,0.219435,0.244212,0.427609,0.468076
F00111,0.229998,0.238206,0.439670,0.467434
F00113,0.239254,0.223886,0.439771,0.454600
F00114,0.227832,0.223358,0.461688,0.458818
F00119,0.040885,0.190779,0.009482,0.348402
F00120,0.138124,0.191697,0.199168,0.352247
F00121,0.139005,0.185776,0.200866,0.349675
F00122,0.140791,0.190464,0.254652,0.350600
F00123,0.135061,0.188993,0.245320,0.361415
F00124,0.145210,0.167439,0.262173,0.310224
F00125,0.144187,0.187640,0.261379,0.344112
F00126,0.179345,0.185776,0.347739,0.349675
F00127,0.179087,0.192996,0.341237,0.383047
F00128,0.186133,0.188993,0.358205,0.361415
F00129,0.185471,0.192173,0.357875,0.387426
F00130,0.191072,0.184144,0.373716,0.366775
F00131,0.190395,0.186600,0.374776,0.390530
F00132,0.192433,0.190327,0.387258,0.395572
F00133,0.193585,0.190331,0.390816,0.395623
F00135,0.190707,0.190322,0.392620,0.397868
F00136,0.191749,0.212863,0.390878,0.419876
F00137,0.190112,0.202627,0.399444,0.428075
F00138,0.193490,0.207931,0.394715,0.412772
F00141,0.234598,0.233798,0.449556,0.447892
F00142,0.238387,0.247608,0.455864,0.453656
F00144,0.236683,0.235655,0.442056,0.438006
F00147,0.127457,0.131029,0.295353,0.363379
F00148,0.126006,0.138156,0.292319,0.368589
F00149,0.108258,0.139372,0.192280,0.293010
F00150,0.108284,0.131029,0.192553,0.363379
F00151,0.127311,0.136879,0.242696,0.296217
F00152,0.126100,0.184749,0.238012,0.373939
F00153,0.218547,0.212744,0.444184,0.448744
F00154,0.219004,0.220531,0.445541,0.449168
F00155,0.217079,0.202618,0.440585,0.420304
F00156,0.215062,0.204956,0.437080,0.428988
F00157,0.215023,0.206300,0.437269,0.437010
F00158,0.217105,0.207352,0.438748,0.442725
F00159,0.184946,0.197548,0.419314,0.391663
F00160,0.138961,0.197092,0.397337,0.388809
F00161,0.139111,0.197922,0.397030,0.391327
F00162,0.139425,0.206400,0.396907,0.418298
F00163,0.139249,0.205431,0.395841,0.421334
F00164,0.132358,0.171231,0.367657,0.366237
F00165,0.133768,0.170671,0.362794,0.364994
F00166,0.134614,0.198876,0.352447,0.387637
F00167,0.133014,0.203532,0.364631,0.403616
F00168,0.137341,0.129854,0.336601,0.353854
F00169,0.136774,0.201560,0.332849,0.400777
F00170,0.137588,0.166827,0.337232,0.373906
F00171,0.138569,0.139151,0.303479,0.368792
F00172,0.135772,0.201967,0.302736,0.400072
F00173,0.114994,0.139231,0.241408,0.292923
F00174,0.115129,0.140799,0.244300,0.372664
F00175,0.101717,0.139564,0.160208,0.293255
F00176,0.101831,0.133170,0.155758,0.360259
F00177,0.105590,0.129595,0.154412,0.284915
F00178,0.106605,0.139231,0.153817,0.292923
F00179,0.108542,0.116414,0.131222,0.258168
F00180,0.108125,0.139372,0.126728,0.293010
F00181,0.113305,0.111528,0.183041,0.237822
F00182,0.113239,0.139564,0.180280,0.293255
F00183,0.148321,0.109697,0.227079,0.224389
F00184,0.148305,0.129595,0.227258,0.284915
F00187,0.222749,0.231159,0.451750,0.446954
F00189,0.226453,0.237738,0.444324,0.447312
F00191,0.223637,0.231660,0.440604,0.441810
F00192,0.226079,0.227131,0.442120,0.443555
F00193,0.223523,0.225325,0.449803,0.437549
F00194,0.224170,0.229117,0.452831,0.446474
F00196,0.224214,0.228045,0.448407,0.432965
F00198,0.224824,0.213805,0.448997,0.452060
F00199,0.224957,0.233631,0.448632,0.440032
F00202,0.222084,0.228424,0.433134,0.434250
F00207,0.165410,0.194095,0.389259,0.396924
F00209,0.138471,0.187139,0.337925,0.375249
F00211,0.123981,0.178285,0.288412,0.354659
F00213,0.124533,0.169830,0.255132,0.378155
F00214,0.125652,0.186899,0.260221,0.371249
F00215,0.124408,0.176005,0.252446,0.354424
F00216,0.123634,0.185514,0.253787,0.380781
F00217,0.131855,0.164585,0.270926,0.348639
F00218,0.132153,0.182441,0.274959,0.362680
F00219,0.139627,0.166974,0.297907,0.347342
F00220,0.136640,0.187057,0.293994,0.368916
F00221,0.137367,0.182442,0.341417,0.357411
F00223,0.172991,0.187481,0.393864,0.368457
F00228,0.206625,0.214840,0.419360,0.388346
F00232,0.219145,0.236229,0.441706,0.442276
F00234,0.218802,0.229945,0.438072,0.442463
F00235,0.224377,0.237655,0.440735,0.442994
F00236,0.223566,0.231469,0.440729,0.445618
F00237,0.223039,0.231765,0.439837,0.443427
F00239,0.213724,0.219314,0.440378,0.424359
F00240,0.215639,0.225068,0.442190,0.442022
F00241,0.205379,0.217372,0.404497,0.421888
F00242,0.206119,0.223080,0.408595,0.429839
F00243,0.199023,0.206322,0.390272,0.414585
F00244,0.200381,0.218513,0.392453,0.427958
F00245,0.198478,0.205660,0.392505,0.424261
F00246,0.202132,0.224124,0.395852,0.433919
F00247,0.209540,0.199937,0.406235,0.426975
F00248,0.209229,0.234072,0.416774,0.438649
F00249,0.179629,0.188668,0.351769,0.358387
F00250,0.182775,0.186554,0.355880,0.389322
F00251,0.173851,0.190465,0.340914,0.349146
F00252,0.173480,0.190578,0.343851,0.383354
F00253,0.165871,0.186814,0.329651,0.347004
F00254,0.164777,0.184604,0.328196,0.371898
F00255,0.154503,0.179698,0.311867,0.325211
F00256,0.150553,0.189620,0.306243,0.361528
F00257,0.144960,0.171115,0.289300,0.320121
F00258,0.145347,0.190465,0.288304,0.349146
F00259,0.139969,0.149795,0.212363,0.297645
F00260,0.138297,0.178108,0.214805,0.324726
F00261,0.139645,0.139349,0.207598,0.293891
F00262,0.139333,0.169541,0.211152,0.315437
F00264,0.137698,0.148686,0.206087,0.307276
F00265,0.135510,0.159202,0.203393,0.325403
F00266,0.136191,0.135177,0.208278,0.279753
F00267,0.139165,0.139476,0.230408,0.285018
F00268,0.136530,0.181115,0.233511,0.356391
F00269,0.131067,0.136045,0.234651,0.282336
F00270,0.131187,0.178905,0.235674,0.355197
F00271,0.144387,0.137881,0.212388,0.252374
F00272,0.141450,0.134950,0.221944,0.280674
F00273,0.142141,0.132290,0.196267,0.265345
F00278,0.135689,0.142376,0.290196,0.342449
F00279,0.135068,0.141117,0.290149,0.329744
F00280,0.135695,0.187234,0.303151,0.428072
F00281,0.134906,0.205196,0.307971,0.417205
F00282,0.134282,0.214419,0.333961,0.424725
F00283,0.134384,0.212677,0.324865,0.418578
F00284,0.134145,0.200841,0.371701,0.405043
F00285,0.131529,0.209413,0.365073,0.415882
F00286,0.146957,0.210165,0.405630,0.415666
F00287,0.143674,0.213566,0.398702,0.440900
F00288,0.172934,0.214291,0.421250,0.422825
F00289,0.186707,0.208303,0.423431,0.440282
F00292,0.132990,0.146698,0.290314,0.388361
F00293,0.139423,0.203145,0.289630,0.408322
F00294,0.125545,0.195988,0.300819,0.393411
F00295,0.124224,0.166320,0.277679,0.350170
F00296,0.127452,0.208711,0.314932,0.406487
F00297,0.129183,0.229211,0.356957,0.442238
F00298,0.149846,0.224129,0.388839,0.451312
F00299,0.145794,0.150666,0.366070,0.386960
F00300,0.183303,0.216050,0.416601,0.414170
F00301,0.184205,0.220531,0.415955,0.449168
F00302,0.212295,0.223855,0.438804,0.439481
F00303,0.215084,0.214899,0.440262,0.455336
F00304,0.219012,0.220099,0.447759,0.443535
F00305,0.218008,0.225567,0.455630,0.440030
F00307,0.220896,0.225028,0.455064,0.439729
F00308,0.220886,0.226421,0.454814,0.437949
F00310,0.137817,0.168126,0.310971,0.367336
F00311,0.137268,0.142511,0.310603,0.349241
F00312,0.136883,0.142467,0.307157,0.347602
F00313,0.137243,0.196107,0.308994,0.380893
F00314,0.123786,0.136974,0.265970,0.340421
F00315,0.124144,0.161487,0.265620,0.372878
F00316,0.123587,0.137628,0.248392,0.314385
F00317,0.122047,0.142260,0.250134,0.356375
F00318,0.122133,0.138146,0.246345,0.314651
F00319,0.120665,0.135116,0.245037,0.346207
F00320,0.139706,0.158652,0.320931,0.379359
F00321,0.114347,0.149234,0.259173,0.397105
F00322,0.119245,0.134680,0.252250,0.382531
F00323,0.127055,0.137062,0.279281,0.341909
F00324,0.127026,0.169580,0.276649,0.368942
F00325,0.123290,0.136999,0.253127,0.301308
F00326,0.121765,0.142535,0.251397,0.350357
F00328,0.128002,0.136580,0.250415,0.338800
F00330,0.131598,0.138717,0.224014,0.296153
F00332,0.132831,0.140536,0.202500,0.299536
F00345,0.150840,0.129073,0.153926,0.286664
F00346,0.150414,0.137628,0.152313,0.314385
F00347,0.143935,0.139127,0.181669,0.299389
F00348,0.144266,0.138322,0.180552,0.306808
F00372,0.204369,0.228129,0.429502,0.419964
F00373,0.203569,0.217605,0.428474,0.458284
F00408,0.203461,0.203481,0.428558,0.433528
F00409,0.202512,0.200870,0.426871,0.433480
F00410,0.200137,0.206377,0.425957,0.434388
F00411,0.195135,0.206795,0.423509,0.423195
F00412,0.218505,0.225393,0.457109,0.439443
F00414,0.137471,0.142338,0.303644,0.337607
F00415,0.136519,0.142621,0.304155,0.349663
F00416,0.135764,0.160086,0.322004,0.389737
F00417,0.125291,0.147981,0.297609,0.390135
F00422,0.218985,0.224421,0.456851,0.438031
F00423,0.137172,0.136826,0.225090,0.288131
F00424,0.137269,0.149654,0.222688,0.298570
F00425,0.217530,0.201707,0.448375,0.434641
F00426,0.217951,0.205236,0.448864,0.439229
F00427,0.218338,0.201291,0.445478,0.431918
F00428,0.217377,0.209295,0.449931,0.443808
F00429,0.135036,0.162812,0.326171,0.373703
F00430,0.134742,0.197941,0.326942,0.388467
F00431,0.137269,0.197859,0.326707,0.392037
F00432,0.134848,0.162810,0.325869,0.372279
F00435,0.127414,0.129905,0.413679,0.351766
F00438,0.128212,0.126748,0.392276,0.376812
F00439,0.128467,0.129655,0.392250,0.379861
F00440,0.127942,0.152119,0.342758,0.387179
F00441,0.128098,0.136959,0.345894,0.338263
F00442,0.126022,0.128563,0.350381,0.377991
F00443,0.124320,0.136176,0.286189,0.332781
F00444,0.119578,0.145978,0.272123,0.366610
F00445,0.126447,0.126748,0.386512,0.376812
F00446,0.126780,0.130857,0.383411,0.376556
F00447,0.125861,0.126691,0.372545,0.361344
F00448,0.126806,0.130700,0.374403,0.374140
F00449,0.128282,0.126403,0.352405,0.374599
F00450,0.127498,0.129653,0.355600,0.378950
F00451,0.132520,0.127376,0.295833,0.367654
F00452,0.127786,0.126691,0.377990,0.361344
F00453,0.128016,0.130628,0.380469,0.368511
F00454,0.127216,0.128250,0.368989,0.376166
F00455,0.127978,0.130521,0.368553,0.365693
F00456,0.128936,0.129726,0.383213,0.354511
F00457,0.130256,0.127007,0.379477,0.327410
F00458,0.130183,0.128074,0.383621,0.329103
F00459,0.130066,0.129089,0.387114,0.350695
F00460,0.131829,0.129217,0.398576,0.348894
F00462,0.131180,0.130669,0.420662,0.382302
F00463,0.131437,0.129538,0.420069,0.351376
F00464,0.131912,0.129644,0.403148,0.351363
F00465,0.131625,0.130487,0.404055,0.390178
F00466,0.131239,0.130186,0.388401,0.346359
F00467,0.130961,0.129329,0.387323,0.348335
F00468,0.131878,0.130128,0.400944,0.339064
F00469,0.132029,0.129028,0.402723,0.340758
F00473,0.131109,0.129514,0.385034,0.341021
F00474,0.130887,0.128818,0.386054,0.333406
F00475,0.130681,0.129446,0.380007,0.340430
F00476,0.130433,0.130098,0.388204,0.328434
F00477,0.129165,0.129024,0.372519,0.353681
F00478,0.123556,0.126785,0.273898,0.327679
F00482,0.129656,0.122477,0.351115,0.305729
F00485,0.128909,0.124827,0.283286,0.317463
F00486,0.130019,0.128263,0.261842,0.337075
F00489,0.127566,0.130659,0.250801,0.328613
F00490,0.116436,0.128500,0.220385,0.368926
F00491,0.116957,0.133971,0.221173,0.343496
F00493,0.113083,0.129826,0.209568,0.368615
F00494,0.114192,0.131511,0.211771,0.354809
F00495,0.110753,0.129225,0.202349,0.369669
F00496,0.112112,0.127514,0.204651,0.359015
F00497,0.123968,0.130452,0.238430,0.372038
F00498,0.122013,0.128500,0.234378,0.368926
F00499,0.128661,0.134045,0.311843,0.333195
F00502,0.125619,0.128254,0.270794,0.336688
F00504,0.126728,0.131022,0.333572,0.319756
F00505,0.126659,0.127880,0.348117,0.305828
F00506,0.126657,0.129393,0.343555,0.304419
F00507,0.127158,0.148133,0.349954,0.397629
F00508,0.129597,0.160862,0.347996,0.362273
F00509,0.128971,0.182190,0.341900,0.407517
F00512,0.129132,0.144382,0.320097,0.374721
F00513,0.128833,0.136462,0.312139,0.333484
F00514,0.113741,0.113129,0.200596,0.245377
F00515,0.114568,0.138526,0.240031,0.348379
F00516,0.115376,0.129474,0.251510,0.293743
F00517,0.115451,0.115869,0.259796,0.227887
F00518,0.105572,0.141605,0.223161,0.298273
F00519,0.118626,0.163499,0.244795,0.350962
F00520,0.095229,0.135009,0.152263,0.283395
F00521,0.104251,0.144671,0.177976,0.325446
F00522,0.093152,0.114451,0.112922,0.211087
F00523,0.088990,0.121204,0.106674,0.261119
F00524,0.091600,0.135960,0.112156,0.270799
F00529,0.089759,0.072008,0.079893,0.081551
F00530,0.075420,0.073028,0.064712,0.051874
F00531,0.079061,0.072296,0.066753,0.082165
F00532,0.110576,0.073028,0.043005,0.051874
F00533,0.120749,0.070575,0.047366,0.061405
F00534,0.138463,0.153753,0.273984,0.364421
F00535,0.136129,0.154082,0.255737,0.364460
F00536,0.140303,0.159552,0.263074,0.332608
F00537,0.126288,0.151840,0.197021,0.312675
F00538,0.126883,0.160121,0.196403,0.355948
F00539,0.110054,0.151840,0.145659,0.312675
F00540,0.110033,0.160121,0.143788,0.355948
F00541,0.120594,0.146710,0.122015,0.273439
F00542,0.120298,0.159781,0.115955,0.341747
F00543,0.126829,0.151840,0.092916,0.312675
F00544,0.126492,0.151840,0.106505,0.310249
F00545,0.162395,0.151840,0.052524,0.310249
F00546,0.058214,0.131282,0.011657,0.201840
F00547,0.115298,0.115869,0.228308,0.227887
F00548,0.114923,0.126038,0.225441,0.280450
F00549,0.094302,0.126844,0.129056,0.255470
F00550,0.092452,0.144665,0.133509,0.325101
F00551,0.101167,0.131282,0.044228,0.201840
F00552,0.108042,0.145965,0.049969,0.275600
F00553,0.110230,0.151043,0.111378,0.314782
F00554,0.116229,0.151043,0.087776,0.314782
F00555,0.107245,0.159941,0.094477,0.348887
F00556,0.133171,0.151647,0.186789,0.303051
F00557,0.133098,0.159941,0.187318,0.348528
F00558,0.091108,0.142339,0.110817,0.304524
F00559,0.157825,0.159635,0.179704,0.335943
F00560,0.155307,0.145965,0.187000,0.275600
F00561,0.150059,0.151647,0.122528,0.303051
F00562,0.148903,0.145759,0.135300,0.270802
F00563,0.162228,0.150893,0.224021,0.308631
F00564,0.137417,0.159941,0.301480,0.348528
F00565,0.139736,0.151329,0.311613,0.370000
F00566,0.146227,0.177005,0.333685,0.373474
F00567,0.148648,0.154404,0.349848,0.406156
F00569,0.146693,0.184039,0.343163,0.409546
F00570,0.147786,0.176985,0.346652,0.377958
F00574,0.143623,0.179131,0.397801,0.396420
F00575,0.143212,0.180072,0.394837,0.395878
F00576,0.143243,0.141700,0.401126,0.356421
F00577,0.144936,0.181878,0.404193,0.426085
F00580,0.151807,0.184664,0.411489,0.412745
F00581,0.155271,0.182178,0.413129,0.402277
F00583,0.156102,0.183236,0.412872,0.420345
F00584,0.151685,0.149577,0.376025,0.350354
F00585,0.152211,0.176740,0.384754,0.404611
F00586,0.151679,0.183564,0.381018,0.413772
F00587,0.153782,0.191074,0.392704,0.446631
F00588,0.157507,0.163327,0.400096,0.379475
F00589,0.158348,0.187361,0.399988,0.425994
F00590,0.154766,0.187440,0.379636,0.386939
F00591,0.153527,0.180494,0.377505,0.384274
F00592,0.154798,0.185924,0.388601,0.377606
F00594,0.173062,0.183023,0.390801,0.384770
F00595,0.176436,0.188725,0.389745,0.391838
F00596,0.175113,0.180873,0.391754,0.376628
F00597,0.172020,0.183815,0.386372,0.380076
F00598,0.191428,0.188012,0.398863,0.390968
F00599,0.189264,0.201149,0.401293,0.412460
F00602,0.192178,0.210422,0.404704,0.413130
F00603,0.192416,0.177540,0.406909,0.409463
F00604,0.189933,0.183868,0.414332,0.426337
F00605,0.190666,0.189942,0.413333,0.407851
F00606,0.178579,0.187567,0.414090,0.427773
F00607,0.175675,0.186929,0.411635,0.411838
F00608,0.163442,0.193510,0.360891,0.368216
F00609,0.191918,0.188750,0.368376,0.353606
F00610,0.192375,0.189130,0.366637,0.371659
F00611,0.163709,0.182852,0.414969,0.404184
F00612,0.168385,0.188124,0.413803,0.436392
F00613,0.169272,0.173653,0.411215,0.382726
F00614,0.168380,0.174619,0.411087,0.392097
F00615,0.171111,0.191861,0.412122,0.444731
F00616,0.168374,0.185267,0.409874,0.419874
F00617,0.098242,0.124803,0.098810,0.261966
F00618,0.093981,0.132042,0.106912,0.261251
F00621,0.175411,0.186720,0.419598,0.430129
F00622,0.175894,0.185828,0.420999,0.425157
F00623,0.176941,0.185894,0.419457,0.425676
F00626,0.160659,0.185680,0.428760,0.428934
F00627,0.178882,0.186958,0.420041,0.429640
F00628,0.181787,0.192541,0.419935,0.436993
