stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality
008152,6.969,0.4256,74,3.564,2.748,2.893,22,25,50,16,56,7,207,24,72,12,8,19,8,14,5,45,7,17,2.829,4.140000000000001,Mester utca / Könyves Kálmán körút,47.469596,19.083728,1384,9.297583477157398e-05,0.001967535661583866,0.08010559911738051,0.056020843129330714
008153,5.296,0.7159,51,2.277,2.771,2.872,18,17,30,8,44,7,100,17,33,9,8,16,7,12,4,34,4,17,2.754,2.5420000000000003,Mester utca / Könyves Kálmán körút,47.469723,19.084482,1384,9.297583477157398e-05,0.001967535661583866,0.08010559911738051,0.056020843129330714
008155,8.18,0.482,74,4.65,2.44,3.205,30,26,68,22,83,16,242,32,156,9,8,9,3,13,2,52,3,20,2.094,6.086,Közvágóhíd H,47.468737,19.072756,1393,0.00013559432406735897,0.006394490900147565,0.07979746437963653,0.16124845960002956
008156,6.835,0.5764,68,7.468,8.943,7.152,1,5,26,4,34,6,25,11,6,1,0,1,0,7,0,0,2,0,3.184,3.651,Új köztemető,47.473586,19.178326,508,0.0870343112500822,0.004426955238563699,0.08082534886494652,0.08928226841672549
008164,11.15,0.4524,132,10.351,5.776,3.644,5,30,46,11,122,11,93,53,73,1,9,8,4,50,2,24,16,23,2.606,8.544,Örs vezér tere M+H,47.501382,19.136585,726,0.5442157530461749,0.008853910477127398,0.08362469663938135,0.22770854490374898
008165,10.963,0.4445,131,10.057,5.779,3.646,5,30,46,11,122,11,92,53,73,1,11,12,4,55,2,26,19,27,2.863,8.1,Örs vezér tere M+H,47.501849,19.136467,726,0.5442157530461749,0.008853910477127398,0.08362469663938135,0.22770854490374898
008168,6.391,0.6377,60,3.869,10.8,12.347,3,7,17,3,25,5,25,14,13,0,5,11,1,12,2,5,9,6,2.635,3.7560000000000002,I. utca,47.400994,19.002739,1664,1.3654308179546389e-11,0.0014756517461878996,0.04276668700170393,0.0022199373394966816
008169,6.377,0.5507,60,3.533,10.786,12.325,5,9,19,2,30,4,26,17,15,0,5,10,1,11,2,8,9,6,2.717,3.6599999999999997,I. utca,47.400904,19.003494,1664,1.3654308179546389e-11,0.0014756517461878996,0.04276668700170393,0.0022199373394966816
008170,4.811,0.6133,37,3.407,12.569,14.213,6,8,13,3,23,3,24,10,12,5,2,4,2,14,2,4,4,1,2.23,2.581,Angeli utca / Nagytétényi út,47.390622,18.981,1619,6.425838200567991e-10,0.0014756517461878996,0.04488255033557047,0.007715590286632764
008206,7.616,0.5664,69,3.649,3.974,2.66,33,31,59,22,62,26,179,48,93,5,8,10,8,20,7,32,10,13,2.835,4.781,Mexikói út M,47.519261,19.091048,426,0.0007571010298928318,0.002459419576979833,0.07680683063206015,0.024794421012924422
008209,5.879,0.434,67,1.994,4.765,3.155,3,22,40,14,59,10,72,37,69,1,14,20,8,18,8,38,15,47,3.208,2.6709999999999994,Nagy Lajos király útja / Czobor utca,47.52217,19.102815,778,0.0005329752043655827,0.002459419576979833,0.07185015020321611,0.005639200476430571
008218,6.325,0.213,73,2.086,1.551,3.191,146,70,145,31,130,48,1191,61,321,56,20,33,9,30,18,504,14,123,1.898,4.4270000000000005,Széchenyi István tér,47.499014,19.047022,363,0.0004014029100379457,0.001967535661583866,0.08603106089458762,0.0017969706734236553
008222,11.266,0.4075,136,10.252,5.829,3.689,7,33,55,11,127,12,95,54,83,1,15,17,4,68,2,30,22,36,3.164,8.102,Örs vezér tere M+H,47.503684,19.136443,726,0.5442157530461749,0.008853910477127398,0.08362469663938135,0.22770854490374898
008238,4.962,0.4076,43,1.789,1.689,3.242,94,38,77,26,114,25,647,48,192,49,20,37,9,34,16,460,14,125,1.948,3.014,Széchenyi István tér,47.500543,19.04669,362,0.000555382092410629,0.001967535661583866,0.08571187655466082,0.0031332421624525233
008239,6.321,0.5414,66,4.146,2.198,2.946,27,27,51,14,55,9,233,18,75,11,12,22,7,19,4,69,7,27,2.385,3.936,Müpa - Nemzeti Színház H,47.471165,19.073129,1392,9.458906759474942e-05,0.0014756517461878996,0.08026372932212089,0.03177287917709356
008240,6.189,0.4923,61,2.179,2.183,2.922,43,40,75,20,79,19,417,27,150,11,13,25,7,18,4,78,10,29,2.422,3.767,Müpa - Nemzeti Színház H,47.471354,19.073301,1392,9.458906759474942e-05,0.0014756517461878996,0.08026372932212089,0.03177287917709356
