stop_id,gini_walk15,gini_multimodal
007877,0.12385369849969592,0.1331703740494269
007878,0.12416844887034997,0.13997883309879608
007879,0.12858286788258602,0.13398019824702792
007881,0.1539446590777328,0.1756001729100583
007883,0.14900871244429809,0.16497315244848945
007884,0.261539761449003,0.24430045258296768
007885,0.2641487869659913,0.25070489124941286
007897,0.133431954448698,0.13600254517582752
007898,0.13344506523003208,0.1367061226687721
007900,0.22001233760312247,0.21081900767176404
007913,0.10562270161575672,0.12743619331223846
007914,0.10572906282492006,0.11896211848066358
007919,0.14797776472980861,0.13226747979163983
007923,0.11193789859901342,0.11896791944403247
007924,0.12991461994097236,0.13241298970389836
007927,0.14407977344727646,0.13625797936411088
007928,0.13761292205579953,0.13692808427159342
007930,0.12250168400172955,0.1263051014649111
007931,0.12330970235605983,0.12367786488016214
007949,0.09578564861190143,0.12305352584781472
007950,0.2377832438920599,0.2361453181662446
007967,0.1351051556110443,0.15950964439307505
007968,0.13931088598464636,0.12442242841334877
007973,0.13932907787800733,0.13426125750914086
007974,0.13227557487822367,0.13175921374620347
007975,0.1230806257238512,0.13917896496401136
007976,0.12111311177594669,0.12635462756646937
007977,0.1385168037407306,0.12635462756646937
007978,0.13760658687205674,0.12635462756646937
007979,0.2560522043174287,0.25141872033386065
007980,0.25656570156826614,0.24902120976818742
007995,0.1388148529656725,0.1426889471513417
008020,0.16865850706336916,0.14831235022081177
008021,0.1652643462457183,0.14831235022081177
008022,0.16649828937347108,0.14831235022081177
008023,0.16641563098580173,0.14779311247182236
008024,0.16790403597505682,0.1483231300353822
008025,0.16753800112659847,0.14787993714515943
008026,0.16844879679640573,0.14831235022081177
008028,0.16872704379318357,0.14831235022081177
008029,0.1658607520112506,0.14831235022081177
008030,0.16813736658423922,0.14692654515363773
008036,0.2286949580222117,0.2153498510922917
008037,0.23417639114090336,0.20701159205673744
008040,0.19832189659718927,0.19226902918313787
008041,0.19760657989547,0.19196849073719324
008047,0.11325939775026898,0.13568063005438907
008050,0.13290082171445075,0.15615144818249893
008051,0.13280765660790944,0.1901895427048384
008067,0.11696405923239242,0.1147740190112064
008087,0.21740246874783964,0.22529593012122484
008090,0.19558362362306986,0.19909369022567228
008093,0.13026702017881683,0.12601256947453376
008094,0.1323892461234914,0.1152570472747072
008095,0.12592452894350498,0.12677713641851343
008096,0.12665307617403382,0.12614110592857342
008098,0.1136938850339467,0.12615656421993185
008106,0.12485993340636442,0.12609508943364456
008109,0.1436188315161711,0.11626041152656857
008110,0.14307066518088266,0.1238852594610586
008111,0.10904990367292103,0.15647605795736355
008112,0.10860675546529053,0.1436403534625474
008113,0.10818154400098917,0.13586739508448084
008114,0.14594758979025457,0.11849023211615421
008115,0.10491815789289749,0.13271021921396625
008116,0.10366582124363931,0.11822116672724405
008119,0.13874519757915058,0.12971893383120028
008124,0.1065429806943537,0.13007358714809114
008125,0.10727821796430725,0.11702956373026517
008126,0.11282609713471442,0.131303721134744
008127,0.11099400643315807,0.11524101683417194
008128,0.12323233518258196,0.12797900814507318
008132,0.15422824271593558,0.2239571677658435
008146,0.2175362509503786,0.20297057252518666
008147,0.21930482765907458,0.1963374575496764
008148,0.22842511369142632,0.1982134776123413
008149,0.22620091152789512,0.18760900893146848
008152,0.1851653832715838,0.2102647282669597
008153,0.18171560404922676,0.20169707361006134
008155,0.17508317577265764,0.19214465370275458
008156,0.10691496672488152,0.1290480593671738
008164,0.16767361860898297,0.14833709903207087
008165,0.1645815994269823,0.14831235022081177
008168,0.12218652314924379,0.13109831081328607
008169,0.12398978444847256,0.14253971465661322
008170,0.1834924137342685,0.14982025398561413
008206,0.15934467909878616,0.18838049830668113
008209,0.1298655995640654,0.13069300565002023
008218,0.2621229770418218,0.25133706555468044
008222,0.15980429304159022,0.15004282735091418
008238,0.2607411598281278,0.2354415952928367
008239,0.1937049076477646,0.1998731649014988
008240,0.20009376393168926,0.21337957340459168
008241,0.14824429964230024,0.18188040868344746
008242,0.16860631928211806,0.1928356443186498
008243,0.15054877212275228,0.1281600722287877
008245,0.12268569510342835,0.12496949233504343
008246,0.13592481918195554,0.12761910463025064
008260,0.13233812604624445,0.136004111899985
008261,0.1331430286153366,0.14009058254482076
008262,0.19099589023920438,0.19550534224613791
008265,0.16986799437384825,0.20024126106751072
008269,0.21812020130643367,0.237201692883641
008270,0.21861330816957145,0.23922218339499007
008272,0.15903448731291106,0.18150957521710012
008283,0.12311131523851049,0.13358925022683432
008284,0.12377505702913182,0.13450089199230744
008286,0.2148068940827968,0.19472941766280316
008287,0.21624828398771187,0.21461866501110616
008289,0.12290938178137685,0.1304391342547563
008336,0.13339516237218485,0.1347477366423001
008337,0.13498396284975359,0.14308513393196476
008341,0.10825095203782888,0.11654870096129623
008344,0.19082647240784073,0.20560904901584545
008353,0.11698928751657706,0.11665650409157698
008379,0.15135588833049954,0.15072349315566272
008380,0.15128812483800777,0.1482297271002641
008382,0.1637281047500828,0.14674123789042537
008383,0.16394958433044263,0.15121574807201119
008399,0.12418614746824261,0.13463501508396522
008402,0.12519357631645392,0.12823649705067408
008403,0.12527337460373045,0.12157069666726483
008404,0.12519903506813415,0.12689077855702255
008405,0.12591238900340915,0.12433317212053857
008406,0.11301097386427664,0.1232386719368985
008407,0.11040110817484212,0.11266023842773093
008408,0.11504052496430821,0.11629244661937349
008409,0.11372977457275567,0.1168968723789687
008410,0.05841087783336737,0.10465846732792872
008411,0.05438443944564454,0.11766145520424216
008412,0.1458284656196582,0.17523203800954124
008426,0.13470698548681878,0.13874182608805233
008440,0.12503581067646174,0.1232579360167472
008455,0.2494608241395946,0.25298214684725423
008458,0.1333129499336122,0.18143054401456862
008459,0.12935503708519006,0.13119339777844388
008460,0.12894789175688856,0.14795971439974984
008461,0.12933352999908262,0.1309557717662774
008481,0.12058555612918168,0.12887852739808991
008490,0.14678520540959636,0.1428421657869489
008491,0.13690251375183715,0.1295557892293247
008498,0.13269730541963665,0.14870975246432763
008499,0.1338960718486478,0.16269853534229362
008500,0.1430071327172455,0.19597322802125408
008501,0.22197163157907782,0.20631587131082524
008519,0.19733081672538957,0.19226717236089919
008521,0.1843897806690223,0.1974658025463458
008535,0.028245327910813807,0.11762531414637259
008544,0.1940050118409185,0.1973613182632594
008545,0.15656535875883554,0.22470971395085435
008546,0.22876985674737554,0.22234943228901854
008559,0.15758393160976353,0.1629187247368586
008560,0.1663756230315838,0.17253313971394396
008567,0.14899069090189146,0.14106679532459176
008569,0.030409493303936733,0.11703415391353149
008575,0.13447843847936758,0.1430078316139612
008577,0.12785403014378646,0.12372534849259946
008587,0.12866291192718465,0.13499986334363356
008588,0.12844941992156364,0.12909689687035222
008589,0.15462291320065905,0.1474345716374514
008590,0.2190569034988838,0.22732552404293513
008591,0.2202506162914174,0.22869236448953353
008593,0.1940149319762254,0.1981194261834922
008605,0.19169773538488405,0.1878905126518803
008644,0.140210530563118,0.12073942036318508
008645,0.14069668425690138,0.11475034860878214
008692,0.11670893232411303,0.14950914939317808
008697,0.1359023411663609,0.1451910752091617
008702,0.22153168932867118,0.20577650218061885
008708,0.1361384530590096,0.1265960759050268
008725,0.1612361282143384,0.2236684978832025
008731,0.13325559195051867,0.20362499656532237
008736,0.13863143230075678,0.1935083186419829
008737,0.13861871615358057,0.226015587929189
008750,0.2275629818462424,0.24141922847926814
008754,0.12452672585327022,0.1335817249349464
008782,0.25521099555548626,0.24372900078492524
008785,0.1596499773957668,0.22437777926347238
008788,0.16153780473608964,0.13721362206947954
008789,0.15392508785736175,0.131186812720175
008792,0.07573995584498322,0.11947058522147815
008793,0.1022688698582446,0.11746495034781672
008832,0.1191004203551881,0.13398231883800893
008841,0.14537089419803303,0.13763410757268218
008842,0.11386250512287445,0.13637022544152982
008844,0.1218863056015336,0.13034727394259368
008850,0.11413300675885632,0.14320140753993063
008863,0.14409466958938744,0.14805577916911372
008893,0.12180105838892362,0.11903044763236602
008894,0.12240978232742991,0.1179452048416585
008895,0.12216403969201099,0.11762598709232212
008896,0.12089069247088322,0.11867573231014758
008898,0.12291093411817915,0.11792675257689175
008903,0.1342143826178668,0.1373390359733539
008904,0.1354569874638531,0.13291958720994987
008910,0.14799189972923862,0.13940618074102498
008911,0.14499781018048108,0.13931603178970614
008918,0.110622797831607,0.12904108215036675
008921,0.13185981041946757,0.12200408621321157
008922,0.12523962723593135,0.1295129258103003
008923,0.09797855425923221,0.17273363766177505
008924,0.09977044180016559,0.17153365792734293
008939,0.13194228342837508,0.12974959358036203
008943,0.10867471722601044,0.147837053428051
008946,0.1387387413112753,0.13938930016247625
008947,0.1273700519923748,0.1346697834306967
008948,0.15690692553569432,0.13765555803922502
008949,0.12434081809930296,0.13338855303051808
008950,0.1258786715038921,0.12965676821022876
008952,0.12207863065904444,0.13292523187672212
008953,0.0978236761133165,0.1261825093480447
008954,0.09331466610201343,0.1108283369028284
008955,0.09868341265049714,0.11618175606962793
008956,0.09531256585947706,0.10986676650834992
008957,0.10413504333911351,0.11698646878492168
008958,0.1033769713446059,0.11787047946789139
008959,0.11994294221730299,0.12972520998062986
008960,0.12765729130055217,0.12647304231375386
008963,0.1337140441660575,0.1247994422983269
008967,0.11467995928441235,0.11213078619089008
008971,0.1259398018488083,0.13074956808658755
009025,0.2584611622434478,0.2570172146145761
009026,0.2587499138087258,0.25628952001821925
009039,0.23859146782201288,0.24067461088394582
009041,0.21965179153913147,0.2234821730022028
009042,0.21355320125259444,0.20233668513703143
009047,0.14654043794639576,0.1375678534587792
009072,0.1423029589599855,0.14892950387852746
009137,0.10569607628954786,0.12633542215481675
009138,0.10934682495384174,0.1020354222332031
009139,0.11257548750377562,0.12455672725535276
009140,0.11320607842378695,0.12772409593718623
009146,0.20782022430439742,0.21114724788225758
009147,0.10492242623142306,0.11505829738277584
009148,0.11948604393478922,0.13050466605792285
009153,0.1526177741675864,0.17815677037531635
009155,0.1326142631680555,0.14033500131961074
009161,0.23937992549359297,0.2342618183418046
009162,0.23773620371488854,0.2359103159109777
009163,0.23844700257271859,0.2359103159109777
009174,0.21849112228914847,0.2249193324079213
009179,0.2149288532471681,0.19663254420988174
009208,0.12368753463839025,0.12451532783259829
009220,0.19400049553270296,0.20224319338190286
009230,0.2632355485874474,0.24509650708265113
009234,0.12292307431024575,0.13255296967603517
009243,0.10625905382248968,0.1117717822763749
009289,0.146503601623346,0.15459324683301423
009290,0.15897493143637945,0.1830015905704369
009295,0.17998520544744454,0.186406565485212
009309,0.2614946516255233,0.24776132580323199
009315,0.11250162009696672,0.13066484809433376
009318,0.16154831732623606,0.18087259280404705
009321,0.23896594430704599,0.234815206783681
009322,0.16478422471799034,0.14838929641542833
009337,0.12426344612642314,0.12846706370329372
009338,0.1241364557474305,0.1247994422983269
009339,0.13095291134566409,0.12495956200019848
009349,0.0897183146059914,0.12490699193295673
009351,0.16840027919856673,0.13725587762420913
009352,0.16286655786594303,0.15552798778071505
009353,0.16101241990746226,0.15825792279425185
009354,0.16600828930678893,0.15543565134002815
009355,0.14540364879804274,0.1556697529806418
009356,0.13896209089202677,0.1446494251251151
009358,0.12506857566252286,0.12610722489005793
009359,0.22491116182318957,0.23022176264224695
009373,0.12113655554598807,0.12430382369242456
009375,0.13063350982376754,0.13473251334166472
009377,0.12169424086016656,0.12278552397539946
009379,0.1160059575971098,0.11716069899945249
009381,0.1188471972584132,0.12137088149926116
009382,0.12750302095171875,0.12391628212163053
009383,0.12258270381923667,0.1263482049512863
009392,0.12427795500550345,0.12854962712865936
009393,0.12023688756892649,0.13028123196053898
009394,0.12838356553655048,0.13233076582605022
009413,0.2185826946078888,0.22157366358652103
009415,0.13181251262411678,0.12552012896250547
009420,0.2014146227037502,0.21038686128525236
009421,0.17186831021562324,0.12368831227598084
009422,0.1712533566783274,0.11822631113300927
009429,0.14075317573827129,0.14484835611127558
009430,0.14074278735946225,0.13472783344640915
009431,0.13425600118435677,0.13868047958986338
009445,0.11223108402477976,0.1292240525423197
009446,0.13851356944516838,0.11534217877417174
009447,0.14532850975394487,0.11627909241807768
009448,0.11899810274371542,0.1198452285381857
009449,0.12365514840904308,0.1290356694673133
009451,0.12623574460033454,0.11417044688836396
009452,0.13327824490123683,0.11500510160041162
009454,0.1272393694139133,0.12019769721189422
009455,0.12248074262267342,0.119397167973831
009456,0.12529199558875445,0.13486899682835626
009458,0.10493496488870933,0.1342765226176617
009459,0.10837861718045498,0.12318849972013748
009460,0.09426152324523722,0.13412783867046613
009461,0.09576707508570631,0.13454712156664633
009462,0.10683404996961907,0.11562608955096737
009463,0.11426233193299798,0.13366117615011266
009465,0.1228125815582548,0.12384354165346059
009466,0.12281606034040898,0.12685237220312684
009467,0.11869710978225217,0.1217234723084194
009468,0.11864731774345,0.1264523887189708
009469,0.11574327463891242,0.13090507842108853
009470,0.11573177477124942,0.1247379367607416
009471,0.12158361837298035,0.12151518867809549
009474,0.12231968274710911,0.11857914623220783
009475,0.12035759047825045,0.12525421736388945
009480,0.11427755967840579,0.1256557404611505
009481,0.12970683425118737,0.1490253495199584
009482,0.15740641423057602,0.13576219662107697
009483,0.1327275333209201,0.12681552318530057
009484,0.13427484759851332,0.12257114194403927
009485,0.11573020914871501,0.12131121272706338
009486,0.11570449461944222,0.11794052094778049
009487,0.11990787731235948,0.11997527055857088
009491,0.1309759117375866,0.1307526660744159
009492,0.1307200319294991,0.13157237140805572
009493,0.13290701709318584,0.1270996064903983
009494,0.13195802697119804,0.12512475619585142
009495,0.1312793681652122,0.15706897786731394
009498,0.15033304377844295,0.15915168741061045
009499,0.13742040939537725,0.15531688352487213
009500,0.11667896901523453,0.12311422850311717
009501,0.11304552971204865,0.16219008845837854
009503,0.1377509718922119,0.12205436665183572
009504,0.13808245528827887,0.12543849274346341
009508,0.12829142450742498,0.2051694786211509
009509,0.12744946071213387,0.16858268543654337
009510,0.1305094840266796,0.19471722006688094
009511,0.13155649795381358,0.20151366408816435
009512,0.12309501176097293,0.14574735617701978
009513,0.12766341831049802,0.1983576969154948
009514,0.12572074481439519,0.1904295572178274
009515,0.11999735905500049,0.13663921578435748
009516,0.1226365338757639,0.13440769287298282
009520,0.18092608163855745,0.20257806844232254
