stop_id,distance_from_largest_betweenness_centroid,distance_from_largest_betweenness_medoid,distance_from_landuse_centroid
F00126,5.282,5.254,6.096
F00127,5.319,5.291,6.142
F00128,5.058,5.031,5.839
F00129,5.019,4.992,5.798
F00130,4.818,4.791,5.561
F00131,4.8,4.773,5.546
F00132,4.665,4.639,5.339
F00133,4.67,4.644,5.335
F00135,4.661,4.635,5.303
F00136,4.636,4.61,5.291
F00137,4.684,4.659,5.276
F00138,4.536,4.51,5.192
F00141,3.17,3.143,4.111
F00142,3.082,3.055,3.98
F00143,3.248,3.222,4.094
F00144,3.235,3.209,4.097
F00147,6.888,6.856,8.506
F00148,6.93,6.898,8.552
F00149,7.899,7.868,9.537
F00150,7.937,7.906,9.577
F00151,5.333,5.302,6.548
F00152,5.35,5.319,6.569
F00153,4.054,4.023,5.56
F00154,3.997,3.966,5.504
F00155,4.252,4.22,5.868
F00156,4.304,4.273,5.927
F00157,4.315,4.283,5.94
F00158,4.268,4.237,5.89
F00159,4.662,4.63,6.301
F00160,5.184,5.152,6.782
F00161,5.199,5.168,6.8
F00162,5.219,5.188,6.818
F00163,5.213,5.181,6.815
F00164,5.557,5.526,7.123
F00165,5.583,5.551,7.15
F00166,5.694,5.662,7.257
F00167,5.599,5.568,7.167
F00168,5.936,5.904,7.497
F00169,6.064,6.033,7.644
F00170,5.917,5.885,7.48
F00171,6.614,6.583,8.222
F00172,6.663,6.631,8.276
F00173,7.502,7.47,9.141
F00174,7.493,7.462,9.135
F00175,8.433,8.402,10.067
F00176,8.471,8.439,10.107
F00177,8.704,8.673,10.338
F00178,8.699,8.667,10.334
F00179,9.155,9.123,10.768
F00180,9.145,9.113,10.762
F00181,9.519,9.488,11.163
F00182,9.504,9.472,11.149
F00183,9.798,9.766,11.517
F00184,9.811,9.78,11.536
F00187,3.039,3.01,4.179
F00188,3.02,2.99,4.218
F00189,3.289,3.261,4.337
F00191,3.392,3.363,4.491
F00192,3.324,3.296,4.387
F00193,3.175,3.144,4.461
F00194,3.107,3.076,4.432
F00195,3.31,3.28,4.632
F00196,3.31,3.279,4.639
F00198,3.304,3.274,4.663
F00199,3.283,3.253,4.624
F00201,3.77,3.739,5.082
F00202,3.804,3.773,5.126
F00203,3.986,3.955,5.325
F00204,4.019,3.988,5.36
F00205,4.162,4.131,5.428
F00206,4.154,4.124,5.427
F00207,4.383,4.352,5.675
F00208,4.384,4.353,5.685
F00209,4.555,4.524,5.756
F00210,4.562,4.531,5.767
F00211,4.757,4.727,5.935
F00212,4.678,4.648,5.864
F00213,5.038,5.008,6.221
F00214,5.011,4.981,6.192
F00215,5.004,4.973,6.196
F00216,4.99,4.96,6.187
F00217,4.925,4.895,6.05
F00218,4.901,4.871,6.026
F00219,4.867,4.838,5.926
F00220,4.839,4.81,5.905
F00221,4.466,4.436,5.588
F00222,4.455,4.425,5.594
F00223,4.2,4.171,5.286
F00224,4.192,4.162,5.289
F00225,4.318,4.29,5.258
F00226,4.193,4.164,5.173
F00227,3.935,3.906,4.948
F00228,3.996,3.966,5.198
F00229,3.975,3.945,5.18
F00230,3.697,3.667,4.869
F00231,3.732,3.702,4.911
F00232,3.437,3.407,4.629
F00233,3.54,3.51,4.718
F00234,3.403,3.375,4.378
F00235,3.352,3.324,4.358
F00236,3.335,3.306,4.362
F00237,3.403,3.375,4.427
F00239,3.627,3.598,4.636
F00240,3.599,3.571,4.62
F00241,3.952,3.924,4.832
F00242,3.933,3.905,4.829
F00243,4.306,4.28,5.071
F00244,4.28,4.253,5.056
F00245,4.348,4.322,5.065
F00246,4.271,4.244,5.028
F00247,3.978,3.951,4.796
F00248,3.809,3.781,4.692
F00249,4.773,4.745,5.627
F00250,4.769,4.742,5.587
F00251,4.955,4.927,5.813
F00252,4.924,4.896,5.792
F00253,5.056,5.028,5.922
F00254,5.047,5.019,5.923
F00255,5.211,5.182,6.123
F00256,5.214,5.185,6.133
F00257,5.311,5.282,6.279
F00258,5.303,5.273,6.274
F00259,5.879,5.849,6.991
F00260,5.868,5.838,6.984
F00261,6.041,6.011,7.175
F00262,6.004,5.974,7.138
F00264,6.185,6.154,7.399
F00265,6.228,6.197,7.447
F00266,6.279,6.248,7.513
F00267,5.883,5.852,7.091
F00268,5.86,5.829,7.074
F00269,5.596,5.566,6.826
F00270,5.643,5.612,6.877
F00271,6.745,6.714,7.987
F00272,6.668,6.637,7.911
F00273,7.131,7.1,8.367
F00278,6.441,6.409,7.892
F00279,6.424,6.392,7.873
F00280,6.043,6.011,7.492
F00281,5.996,5.964,7.451
F00282,5.661,5.63,7.141
F00283,5.715,5.684,7.192
F00284,5.253,5.221,6.774
F00285,5.324,5.292,6.836
F00286,4.963,4.931,6.511
F00287,5.035,5.003,6.578
F00288,4.748,4.717,6.346
F00289,4.69,4.658,6.297
F00292,5.48,5.448,6.858
F00293,5.569,5.537,6.94
F00294,5.133,5.101,6.505
F00295,5.144,5.112,6.457
F00296,5.138,5.106,6.536
F00297,5.031,4.999,6.493
F00298,4.785,4.754,6.255
F00299,4.855,4.823,6.266
F00300,4.594,4.562,6.037
F00301,4.564,4.533,6.019
F00302,4.273,4.241,5.762
F00303,4.232,4.2,5.726
F00304,3.868,3.837,5.388
F00305,3.561,3.529,5.122
F00307,3.371,3.34,4.902
F00308,3.362,3.331,4.872
F00310,6.6,6.568,8.103
F00311,6.473,6.441,7.982
F00312,6.499,6.467,8.003
F00313,6.467,6.435,7.975
F00314,7.026,6.995,8.479
F00315,7.04,7.008,8.494
F00316,7.327,7.295,8.75
F00317,7.3,7.268,8.727
F00318,7.707,7.676,9.09
F00319,7.726,7.694,9.108
F00320,6.489,6.458,8.038
F00321,7.594,7.562,9.111
F00322,7.518,7.486,8.992
F00323,7.1,7.068,8.57
F00324,7.119,7.088,8.591
F00325,7.436,7.404,8.884
F00326,7.479,7.447,8.926
F00327,7.751,7.72,9.174
F00328,7.831,7.799,9.25
F00329,8.331,8.3,9.714
F00330,8.309,8.278,9.696
F00331,8.747,8.715,10.131
F00332,8.619,8.588,10.004
F00345,8.817,8.786,10.146
F00346,8.827,8.796,10.158
F00347,8.378,8.347,9.716
F00348,8.343,8.311,9.684
F00372,4.431,4.4,5.899
F00373,4.442,4.411,5.91
F00408,4.51,4.478,6.158
F00409,4.532,4.501,6.178
F00410,4.538,4.506,6.182
F00411,4.565,4.533,6.21
F00412,3.47,3.438,5.042
F00414,6.485,6.453,7.98
F00415,6.495,6.464,7.988
F00416,6.858,6.826,8.402
F00417,7.247,7.215,8.775
F00422,3.504,3.472,5.091
F00423,6.409,6.378,7.688
F00424,6.384,6.353,7.662
F00425,3.945,3.913,5.55
F00426,3.952,3.92,5.561
F00427,4.027,3.995,5.634
F00428,3.887,3.855,5.488
F00429,6.153,6.121,7.685
F00430,6.112,6.081,7.646
F00431,6.071,6.039,7.612
F00432,6.095,6.064,7.628
F00435,12.575,12.557,12.154
F00436,12.763,12.745,12.393
F00437,12.621,12.603,12.27
F00438,12.629,12.61,12.315
F00439,12.618,12.599,12.308
F00440,7.452,7.43,7.553
F00441,7.422,7.4,7.524
F00442,12.832,12.813,12.567
F00443,7.96,7.938,8.03
F00444,7.995,7.973,8.095
F00445,12.381,12.362,12.096
F00446,12.362,12.343,12.081
F00447,12.163,12.143,11.919
F00448,12.123,12.103,11.872
F00449,12.348,12.328,12.136
F00450,12.321,12.301,12.106
F00451,12.619,12.598,12.462
F00452,12.088,12.068,11.825
F00453,12.14,12.121,11.877
F00454,11.926,11.906,11.67
F00455,11.85,11.83,11.6
F00456,11.664,11.645,11.368
F00457,11.683,11.664,11.395
F00458,11.758,11.739,11.424
F00459,11.751,11.733,11.415
F00460,12.098,12.08,11.72
F00462,12.431,12.413,11.996
F00463,12.431,12.414,11.998
F00464,11.984,11.966,11.549
F00465,11.966,11.948,11.521
F00466,11.728,11.71,11.306
F00467,11.752,11.734,11.348
F00468,12.019,12.001,11.616
F00469,12.095,12.077,11.697
F00473,11.781,11.763,11.409
F00474,11.764,11.746,11.39
F00475,11.737,11.719,11.375
F00476,11.722,11.704,11.374
F00477,11.473,11.455,11.141
F00478,10.772,10.753,10.537
F00482,11.308,11.289,11.013
F00485,8.992,8.972,8.819
F00486,9.345,9.326,9.117
F00489,9.625,9.605,9.409
F00490,9.957,9.938,9.703
F00491,9.968,9.949,9.72
F00493,10.018,10.0,9.725
F00494,10.058,10.04,9.762
F00495,10.234,10.215,9.906
F00496,10.268,10.25,9.938
F00497,10.628,10.61,10.263
F00498,10.613,10.595,10.251
F00499,8.437,8.42,8.116
F00500,9.605,9.587,9.262
F00501,9.585,9.568,9.229
F00502,9.116,9.098,8.837
F00504,8.272,8.253,8.096
F00505,8.065,8.045,7.955
F00506,8.157,8.137,8.043
F00507,8.032,8.011,7.947
F00508,7.616,7.596,7.584
F00509,7.566,7.545,7.551
F00512,7.736,7.714,7.788
F00513,7.801,7.779,7.838
F00514,8.509,8.487,8.599
F00515,8.144,8.12,8.322
F00516,8.143,8.12,8.292
F00517,8.086,8.063,8.229
F00518,7.837,7.812,8.186
F00519,7.915,7.89,8.268
F00520,8.343,8.318,8.674
F00521,8.223,8.198,8.566
F00522,9.055,9.03,9.359
F00523,8.99,8.965,9.277
F00524,8.981,8.956,9.278
F00529,10.269,10.244,10.591
F00530,10.534,10.508,10.879
F00531,10.568,10.543,10.92
F00532,11.182,11.156,11.594
F00533,11.213,11.186,11.628
F00534,7.671,7.645,8.138
F00535,7.788,7.762,8.264
F00536,7.738,7.712,8.207
F00537,8.112,8.085,8.603
F00538,8.1,8.074,8.592
F00539,8.362,8.336,8.873
F00540,8.347,8.32,8.858
F00541,8.558,8.532,9.089
F00542,8.584,8.557,9.119
F00543,8.786,8.759,9.327
F00544,8.757,8.73,9.299
F00545,9.037,9.01,9.597
F00546,8.831,8.804,9.449
F00547,8.292,8.27,8.415
F00548,8.313,8.29,8.435
F00549,8.627,8.602,8.946
F00550,8.494,8.469,8.826
F00551,8.335,8.307,8.935
F00552,8.339,8.311,8.941
F00553,7.988,7.961,8.585
F00554,7.888,7.861,8.492
F00555,7.937,7.91,8.535
F00556,7.86,7.833,8.407
F00557,7.847,7.82,8.396
F00558,8.847,8.822,9.163
F00559,7.609,7.582,8.223
F00560,7.578,7.551,8.192
F00561,7.52,7.492,8.176
F00562,7.486,7.458,8.142
F00563,7.196,7.169,7.858
F00564,7.277,7.252,7.727
F00565,7.218,7.193,7.666
F00566,7.07,7.044,7.507
F00567,6.941,6.916,7.356
F00569,7.039,7.014,7.445
F00570,6.994,6.968,7.402
F00574,6.957,6.935,7.08
F00575,6.914,6.892,7.044
F00576,6.885,6.864,6.972
F00577,6.709,6.687,6.836
F00580,6.375,6.353,6.55
F00581,6.339,6.317,6.521
F00583,6.324,6.301,6.521
F00584,6.743,6.719,7.118
F00585,6.588,6.564,6.961
F00586,6.641,6.617,7.011
F00587,6.496,6.471,6.855
F00588,6.364,6.34,6.703
F00589,6.314,6.289,6.658
F00590,6.48,6.455,6.962
F00591,6.51,6.485,6.986
F00592,6.436,6.411,6.887
F00594,6.075,6.049,6.597
F00595,6.039,6.013,6.567
F00596,6.066,6.04,6.586
F00597,6.143,6.117,6.664
F00598,5.17,5.144,5.726
F00599,5.134,5.108,5.693
F00602,4.834,4.809,5.378
F00603,4.996,4.971,5.483
F00604,5.346,5.322,5.763
F00605,5.266,5.241,5.706
F00606,5.714,5.69,6.049
F00607,5.771,5.748,6.1
F00608,5.736,5.708,6.435
F00609,5.357,5.33,6.093
F00610,5.451,5.423,6.181
F00611,6.127,6.104,6.351
F00612,6.049,6.026,6.312
F00613,6.036,6.013,6.331
F00614,6.023,6.0,6.323
F00615,5.968,5.944,6.261
F00616,6.056,6.033,6.371
F00617,9.601,9.576,9.912
F00618,9.478,9.454,9.791
F00620,5.721,5.699,5.894
F00621,5.774,5.752,5.95
F00622,5.763,5.741,5.931
F00623,5.754,5.733,5.917
F00626,5.718,5.696,5.922
F00627,5.72,5.697,5.907
F00628,5.666,5.644,5.865
F00629,5.683,5.66,5.871
F00630,9.893,9.868,10.21
F00631,9.783,9.758,10.1
F00634,5.629,5.6,6.549
F00635,5.618,5.589,6.539
F00636,12.628,12.611,12.174
F00637,12.739,12.722,12.264
F00638,12.739,12.722,12.232
F00639,12.73,12.714,12.229
F00645,12.214,12.198,11.693
F00646,12.299,12.283,11.775
F00649,11.979,11.962,11.483
F00650,11.943,11.926,11.458
F00653,11.716,11.699,11.261
F00654,11.678,11.662,11.152
F00655,11.666,11.65,11.133
F00656,11.143,11.127,10.627
F00657,11.18,11.164,10.665
F00658,10.603,10.587,10.103
F00659,10.635,10.618,10.136
F00660,10.062,10.045,9.586
F00661,9.935,9.919,9.468
F00662,9.604,9.588,9.162
F00663,9.591,9.574,9.145
F00664,8.988,8.971,8.58
F00665,8.645,8.628,8.25
F00666,8.712,8.693,8.539
F00667,8.745,8.725,8.58
F00668,8.609,8.589,8.434
F00669,7.439,7.414,7.823
F00670,8.237,8.213,8.453
F00671,8.31,8.287,8.544
F00672,7.55,7.524,8.005
F00673,7.499,7.473,7.957
F00674,7.884,7.858,8.365
F00676,10.385,10.369,9.893
F00677,10.293,10.277,9.807
F00679,9.146,9.122,9.367
F00680,7.195,7.17,7.592
F00681,8.27,8.245,8.569
F00682,10.714,10.696,10.416
F00683,10.696,10.677,10.392
F00684,5.632,5.606,6.183
F00685,5.536,5.51,6.093
F00688,5.581,5.553,6.358
F00690,8.696,8.672,8.873
F00691,6.885,6.88,5.722
F00692,6.903,6.898,5.736
F00693,7.103,7.096,6.092
F00697,10.445,10.432,9.696
F00698,10.578,10.565,9.825
F00699,10.478,10.465,9.718
F00700,9.324,9.311,8.578
F00701,9.331,9.319,8.583
F00702,8.832,8.819,8.095
F00703,8.934,8.922,8.19
F00704,8.566,8.553,7.841
F00705,8.496,8.483,7.771
F00706,8.174,8.162,7.462
F00707,10.771,10.759,9.959
F00708,10.756,10.745,9.881
F00709,10.572,10.561,9.688
F00710,10.44,10.429,9.566
F00711,10.509,10.497,9.695
F00712,10.227,10.216,9.368
F00713,10.184,10.173,9.342
F00714,10.299,10.288,9.441
F00715,10.233,10.222,9.37
F00717,10.961,10.95,10.038
F00718,11.048,11.038,10.114
F00720,12.263,12.255,11.123
F00721,12.242,12.235,11.103
F00722,12.919,12.913,11.718
F00723,12.336,12.329,11.123
F00724,12.339,12.333,11.124
F00725,12.371,12.365,11.155
F00726,11.789,11.782,10.615
F00727,11.729,11.722,10.563
F00728,11.897,11.891,10.685
F00729,11.937,11.931,10.74
F00730,10.895,10.887,9.8
F00731,10.882,10.874,9.789
F00732,10.655,10.648,9.505
F00733,10.636,10.629,9.489
F00735,11.15,11.145,9.918
F00736,11.101,11.095,9.868
F00739,10.632,10.626,9.437
F00740,10.62,10.614,9.421
F00743,10.667,10.661,9.42
F00744,10.622,10.616,9.376
F00746,10.534,10.529,9.305
F00747,10.489,10.48,9.48
F00748,10.422,10.415,9.295
F00749,10.405,10.398,9.282
F00750,10.366,10.359,9.255
F00751,9.86,9.852,8.767
F00752,10.074,10.067,8.97
F00753,10.11,10.1,9.174
F00754,10.07,10.06,9.144
F00755,10.01,10.0,9.082
F00756,10.05,10.04,9.107
F00757,9.9,9.891,8.881
F00758,9.894,9.885,8.879
F00759,9.844,9.835,8.823
F00760,9.768,9.761,8.669
F00761,9.799,9.792,8.704
F00762,9.77,9.763,8.683
F00764,9.78,9.775,8.532
F00767,9.77,9.758,8.977
F00768,9.917,9.906,9.083
F00769,9.836,9.826,8.927
F00770,9.638,9.628,8.748
F00771,9.746,9.735,8.848
F00772,9.524,9.515,8.532
F00773,9.37,9.363,8.31
F00774,9.395,9.387,8.338
F00775,9.334,9.326,8.28
F00776,9.194,9.185,8.227
F00777,9.173,9.164,8.219
F00778,9.221,9.211,8.268
F00779,9.039,9.031,7.993
F00780,9.136,9.128,8.097
F00781,9.108,9.1,8.084
F00782,8.71,8.699,7.821
F00783,8.745,8.735,7.849
F00784,8.675,8.666,7.745
F00785,8.665,8.655,7.734
F00786,8.741,8.732,7.751
F00787,8.697,8.688,7.73
F00788,8.747,8.738,7.746
F00789,8.952,8.945,7.868
F00790,8.907,8.9,7.809
F00791,8.927,8.92,7.838
F00792,8.878,8.871,7.791
F00793,8.425,8.415,7.527
F00794,8.41,8.4,7.542
F00795,8.438,8.429,7.499
F00796,8.479,8.47,7.539
F00797,8.136,8.126,7.203
F00798,8.19,8.18,7.257
F00799,8.159,8.149,7.254
F00800,8.159,8.15,7.204
F00801,8.157,8.148,7.207
F00803,8.18,8.171,7.238
F00804,8.238,8.229,7.299
F00805,8.182,8.173,7.23
F00806,8.094,8.084,7.166
F00808,8.072,8.06,7.338
F00809,8.062,8.051,7.254
F00810,8.079,8.068,7.276
F00811,7.958,7.947,7.166
F00812,7.827,7.817,6.972
F00813,7.649,7.638,6.809
F00814,8.032,8.023,7.099
F00815,8.01,8.001,7.085
F00816,7.66,7.652,6.698
F00817,7.637,7.629,6.675
F00818,7.695,7.686,6.765
F00819,7.578,7.57,6.626
F00820,7.448,7.44,6.426
F00821,7.418,7.41,6.421
F00822,7.414,7.406,6.412
F00823,7.407,7.4,6.401
F00826,11.479,11.473,10.257
F00827,11.431,11.425,10.211
F00828,7.84,7.834,6.696
F00829,7.855,7.849,6.689
F00830,7.947,7.942,6.714
F00831,7.912,7.908,6.682
F00832,8.237,8.231,7.125
F00833,8.434,8.427,7.341
F00834,8.435,8.428,7.337
F00835,8.316,8.309,7.233
F00836,8.386,8.38,7.273
F00837,8.769,8.764,7.555
F00838,8.758,8.753,7.54
F00840,8.781,8.776,7.549
F00841,8.979,8.974,7.726
F00842,8.974,8.969,7.711
F00845,9.328,9.324,8.063
F00846,9.28,9.276,8.017
F00848,9.433,9.423,8.568
F00849,9.403,9.392,8.53
F00850,9.383,9.372,8.52
F00851,8.439,8.428,7.656
F00852,8.428,8.416,7.644
F00853,9.093,9.088,7.88
F00854,8.206,8.198,7.168
F00855,8.196,8.188,7.187
F00856,12.61,12.603,11.458
F00859,10.598,10.593,9.366
F00861,7.763,7.753,6.834
F00862,7.762,7.753,6.841
F00863,7.207,7.202,6.042
F00864,7.167,7.162,6.001
F00867,10.259,10.247,9.508
F00868,10.21,10.198,9.462
F00869,9.794,9.781,9.043
F00870,9.754,9.741,9.007
F00871,11.256,11.248,10.136
F00872,11.142,11.134,10.033
F00873,9.753,9.746,8.612
F00874,9.765,9.759,8.612
F00875,9.761,9.755,8.581
F00876,8.791,8.784,7.695
F00877,8.681,8.674,7.588
F00878,7.737,7.73,6.686
F00879,7.726,7.719,6.666
F00880,9.055,9.05,7.871
F00881,9.078,9.073,7.888
F00884,10.384,10.374,9.421
F00885,8.598,8.592,7.425
F00886,8.537,8.531,7.375
F00887,8.287,8.283,7.055
F00888,8.232,8.227,6.997
F00889,7.803,7.797,6.619
F00890,7.833,7.828,6.652
F00891,8.086,8.08,6.938
F00892,8.101,8.095,6.962
F00893,8.782,8.771,7.998
F00894,8.753,8.742,7.971
F00895,9.145,9.133,8.311
F00896,9.131,9.12,8.302
F00899,12.946,12.94,11.741
F00900,11.579,11.572,10.426
F00901,11.508,11.501,10.365
F00904,11.732,11.726,10.512
F00905,11.683,11.678,10.465
F00906,12.674,12.668,11.464
F00907,12.645,12.639,11.432
F00908,12.275,12.268,11.095
F00909,12.262,12.255,11.064
F00910,8.282,8.273,7.351
F00916,12.242,12.23,11.381
F00918,0.489,0.479,2.608
F00919,0.496,0.485,2.621
F00921,0.454,0.444,2.574
F00922,0.402,0.392,2.523
F00923,0.43,0.421,2.546
F00924,0.952,0.921,2.909
F00925,2.829,2.804,3.655
F00926,2.785,2.76,3.598
F00929,2.719,2.695,3.498
F00930,2.728,2.703,3.53
F00931,2.642,2.618,3.434
F00932,2.617,2.594,3.33
F00933,2.358,2.337,2.979
F00935,2.31,2.289,2.925
F00938,2.044,2.021,2.924
F00939,1.956,1.933,2.799
F00940,2.029,2.007,2.832
F00941,1.929,1.906,2.838
F00942,1.627,1.602,2.704
F00943,1.592,1.567,2.716
F00944,1.266,1.24,2.574
F00945,1.297,1.272,2.553
F00950,0.959,0.932,2.517
F00951,0.633,0.602,2.553
F00966,1.23,1.198,3.062
F00967,1.238,1.206,3.068
F00968,2.474,2.446,3.533
F00969,2.451,2.424,3.532
F00970,2.071,2.044,3.215
F00971,2.142,2.113,3.381
F00972,2.119,2.09,3.347
F00973,1.73,1.7,3.289
F00974,1.73,1.699,3.283
F00975,1.455,1.424,3.166
F00976,1.472,1.44,3.178
F00979,1.361,1.331,2.948
F00980,1.292,1.262,2.849
F00981,1.349,1.319,2.9
F00982,0.957,0.926,2.731
F00983,0.595,0.564,2.503
F00985,1.135,1.106,2.725
F00986,1.479,1.449,3.02
F00990,2.336,2.311,3.237
F00991,2.351,2.325,3.331
F01000,0.791,0.762,2.864
F01004,0.681,0.65,2.614
F01005,0.061,0.05,2.203
F01006,0.038,0.017,2.177
F01007,0.067,0.098,2.105
F01010,0.064,0.054,2.124
F01011,0.118,0.086,2.208
F01012,0.596,0.572,2.212
F01013,0.539,0.516,2.181
F01014,0.487,0.464,2.186
F01015,0.524,0.502,2.166
F01016,0.558,0.538,2.116
F01017,0.583,0.562,2.135
F01020,1.831,1.802,3.172
F01021,1.613,1.586,2.894
F01022,1.89,1.865,2.966
F01023,2.488,2.467,3.027
F01028,2.41,2.389,3.002
F01029,2.294,2.273,2.889
F01030,2.203,2.184,2.752
F01031,2.221,2.201,2.765
F01032,1.405,1.39,2.098
F01033,1.416,1.401,2.104
F01034,1.6,1.589,1.964
F01035,1.563,1.552,1.955
F01036,1.544,1.532,1.977
F01037,1.517,1.507,1.907
F01040,1.889,1.882,1.813
F01041,1.856,1.848,1.873
F01042,1.938,1.93,1.892
F01043,1.835,1.827,1.864
F01044,2.077,2.071,1.826
F01045,2.128,2.123,1.839
F01046,2.318,2.315,1.754
F01047,2.304,2.301,1.698
F01048,2.913,2.909,2.144
F01051,3.089,3.082,2.454
F01054,3.094,3.086,2.533
F01055,3.088,3.081,2.478
F01056,3.106,3.098,2.545
F01057,3.367,3.358,2.875
F01058,3.37,3.361,2.865
F01059,3.37,3.36,2.921
F01060,3.425,3.414,3.023
F01061,3.237,3.222,3.159
F01062,3.264,3.249,3.154
F01066,2.883,2.865,3.107
F01067,2.963,2.944,3.241
F01068,2.299,2.283,2.594
F01069,2.475,2.459,2.695
F01070,2.458,2.442,2.677
F01071,2.41,2.394,2.642
F01072,2.399,2.383,2.64
F01073,2.92,2.909,2.626
F01074,2.936,2.927,2.511
F01075,1.525,1.507,2.287
F01076,1.558,1.54,2.344
F01077,1.53,1.511,2.341
F01078,1.481,1.461,2.359
F01081,1.794,1.779,2.273
F01082,1.835,1.819,2.325
F01088,1.708,1.692,2.255
F01089,1.639,1.623,2.264
F01090,2.123,2.11,2.232
F01091,2.049,2.038,2.093
F01094,2.306,2.296,2.148
F01097,2.362,2.353,2.139
F01098,2.595,2.588,2.171
F01099,2.499,2.491,2.165
F01104,2.817,2.805,2.631
F01105,2.865,2.853,2.671
F01106,2.649,2.635,2.68
F01107,2.635,2.621,2.661
F01109,1.048,1.039,1.807
F01110,0.809,0.803,1.765
F01111,1.32,1.315,1.61
F01112,1.276,1.273,1.577
F01115,1.392,1.387,1.61
F01116,1.145,1.144,1.496
F01117,1.725,1.725,1.431
F01118,1.647,1.645,1.501
F01119,1.791,1.788,1.564
F01120,1.846,1.846,1.44
F01121,1.888,1.892,1.206
F01122,1.87,1.873,1.268
F01123,2.186,2.186,1.545
F01124,2.303,2.302,1.564
F01125,2.337,2.337,1.576
F01126,2.367,2.367,1.594
F01127,2.084,2.087,1.294
F01128,2.248,2.251,1.387
F01129,2.176,2.18,1.21
F01130,2.217,2.222,1.177
F01131,2.044,2.053,0.89
F01134,2.721,2.722,1.675
F01135,2.687,2.688,1.65
F01136,2.642,2.644,1.625
F01137,2.727,2.729,1.624
F01138,2.666,2.67,1.496
F01139,2.624,2.628,1.453
F01140,2.626,2.633,1.245
F01141,2.609,2.616,1.227
F01142,2.55,2.556,1.248
F01143,2.403,2.412,0.955
F01144,2.582,2.592,0.99
F01145,2.635,2.646,0.986
F01146,2.515,2.526,0.903
F01149,2.599,2.611,0.904
F01150,2.569,2.583,0.723
F01151,2.541,2.555,0.729
F01159,1.941,1.952,0.778
F01160,1.982,1.992,0.799
F01161,1.607,1.616,0.953
F01162,1.64,1.65,0.905
F01163,1.277,1.285,1.154
F01164,1.007,1.009,1.454
F01165,1.03,1.033,1.431
F01166,1.15,1.154,1.342
F01168,1.048,1.052,1.39
F01169,0.999,1.005,1.387
F01170,0.727,0.721,1.792
F01171,0.726,0.719,1.814
F01172,1.765,1.774,0.913
F01173,1.464,1.466,1.326
F01174,0.296,0.325,1.886
F01175,0.364,0.393,1.81
F01176,1.33,1.358,0.98
F01177,1.443,1.471,0.929
F01180,2.552,2.579,0.876
F01181,2.526,2.553,0.864
F01182,2.79,2.808,0.699
F01183,2.802,2.82,0.701
F01184,2.062,2.086,0.384
F01185,0.532,0.564,1.814
F01186,2.11,2.137,0.666
F01187,2.148,2.175,0.668
F01191,0.741,0.773,1.814
F01192,0.813,0.844,1.759
F01194,0.707,0.739,1.757
F01197,0.648,0.675,1.533
F01199,0.673,0.697,1.483
F01200,0.791,0.807,1.374
F01201,0.755,0.773,1.398
F01204,0.702,0.729,1.486
F01205,0.727,0.755,1.47
F01207,1.109,1.136,1.129
F01208,1.161,1.188,1.101
F01209,1.293,1.315,0.855
F01210,1.316,1.338,0.841
F01211,1.656,1.679,0.529
F01212,1.65,1.673,0.543
F01213,1.975,1.999,0.36
F01214,1.981,2.005,0.397
F01215,1.945,1.968,0.307
F01218,2.278,2.306,0.734
F01219,2.154,2.18,0.629
F01220,2.128,2.155,0.574
F01221,1.804,1.83,0.653
F01222,1.816,1.843,0.69
F01223,1.746,1.774,0.778
F01224,1.764,1.791,0.782
F01225,1.982,2.01,0.777
F01226,2.351,2.38,1.036
F01227,2.328,2.357,1.026
F01228,2.379,2.409,1.189
F01229,2.372,2.402,1.139
F01234,1.578,1.609,1.598
F01235,1.558,1.589,1.617
F01236,2.539,2.57,1.607
F01237,2.521,2.552,1.549
F01240,2.92,2.95,1.547
F01241,2.857,2.887,1.505
F01245,2.373,2.404,1.783
F01246,2.401,2.433,1.773
F01248,2.437,2.469,1.837
F01249,2.331,2.363,1.87
F01250,2.39,2.406,0.486
F01251,2.474,2.491,0.485
F01258,3.175,3.206,1.774
F01260,3.152,3.182,1.764
F01263,3.161,3.189,1.411
F01264,3.181,3.209,1.426
F01265,3.498,3.526,1.748
F01266,3.528,3.556,1.782
F01267,3.403,3.431,1.658
F01270,3.508,3.536,1.776
F01271,3.487,3.513,1.564
F01274,3.594,3.621,1.658
F01275,3.545,3.571,1.573
F01278,3.245,3.272,1.341
F01279,3.281,3.307,1.377
F01280,2.594,2.62,0.732
F01281,2.646,2.672,0.784
F01286,3.164,3.196,2.291
F01294,1.023,1.029,1.342
F01296,1.032,1.039,1.321
F01298,1.065,1.075,1.228
F01300,1.25,1.266,0.943
F01301,1.312,1.329,0.865
F01302,1.27,1.288,0.89
F01303,1.257,1.274,0.922
F01309,1.773,1.79,0.461
F01310,1.788,1.805,0.439
F01311,1.899,1.912,0.656
F01314,1.872,1.882,0.815
F01316,3.349,3.369,1.211
F01317,3.351,3.37,1.216
F01319,3.674,3.694,1.534
F01321,3.772,3.793,1.63
F01322,3.685,3.705,1.544
F01323,3.702,3.722,1.564
F01328,3.633,3.656,1.518
F01329,3.616,3.639,1.511
F01330,1.569,1.59,0.573
F01331,1.633,1.654,0.512
F01332,2.048,2.077,0.902
F01333,2.097,2.126,0.915
F01334,2.208,2.235,0.739
