stop_id,walk15_gini,multimodal_gini,walk15_mean_price,multimodal_mean_price
096830,0.1618,0.2151,0.502,0.528
099342,0.1809,0.1892,0.99,0.816
099343,0.1828,0.1892,0.965,0.816
099344,0.1709,0.1856,0.908,0.812
099629,0.1277,0.1514,0.651,0.694
099630,0.1144,0.1514,0.664,0.694
099631,0.1281,0.1514,0.647,0.694
099632,0.1269,0.1514,0.648,0.694
099634,0.1377,0.1515,0.656,0.694
100836,0.1714,0.2262,0.653,0.663
100837,0.1889,0.1832,0.622,0.672
100838,0.1889,0.2383,0.622,0.641
102283,0.0,,0.61,
102568,0.1885,0.1832,0.482,0.428
102569,0.1833,0.1832,0.486,0.43
102602,0.159,0.1551,0.521,0.515
102797,0.1093,0.1683,0.515,0.41
103897,0.1282,0.1367,0.397,0.475
105925,0.1751,0.1914,0.968,0.813
106324,0.1605,0.166,0.38,0.419
106325,0.1605,0.1404,0.38,0.479
108188,0.1454,0.1697,0.654,0.357
108458,0.1441,0.1697,0.677,0.357
108550,0.1494,0.1654,0.601,0.621
109462,0.1858,0.2031,0.331,0.323
109565,0.1508,0.1692,0.402,0.367
109566,0.1487,0.177,0.411,0.371
109702,0.1518,0.1882,0.368,0.454
CS007899,0.1395,0.1515,0.656,0.694
CS009703,0.1585,0.2165,0.694,0.545
CS050182,0.1558,0.1626,0.387,0.377
CS050183,0.1495,0.1537,0.395,0.397
CS056176,0.1681,0.2262,0.686,0.663
CS056230,0.1712,0.1992,0.671,0.783
CS056232,0.1679,0.1613,0.629,0.595
CS107475,0.0,0.2287,0.61,0.432
CSF00062,0.1791,0.1861,0.857,0.812
CSF00094,0.1377,0.1874,0.753,0.814
CSF00097,0.1518,0.1726,0.783,0.841
CSF00140,0.1488,0.1659,0.736,0.683
CSF00185,0.1539,0.159,0.832,0.811
CSF00461,0.1794,0.2042,0.5,0.62
CSF00471,0.1812,0.2049,0.502,0.617
CSF00481,0.1887,0.2049,0.644,0.617
CSF00483,0.1351,0.1957,0.584,0.62
CSF00487,0.1698,0.1977,0.611,0.62
CSF00511,0.1851,0.1736,0.604,0.662
CSF00568,0.1568,0.1495,0.608,0.655
CSF00579,0.1494,0.1689,0.572,0.684
CSF00619,0.1411,0.171,0.621,0.685
CSF00625,0.1441,0.171,0.612,0.685
CSF00632,0.1428,0.1669,0.716,0.685
CSF00678,0.1944,0.2036,0.668,0.609
CSF00897,0.12,0.1512,0.53,0.564
CSF00913,0.125,0.1503,0.506,0.564
CSF00958,0.1823,0.1914,1.022,0.784
CSF00960,0.1753,0.1902,0.965,0.78
CSF00997,0.1756,0.1913,0.952,0.808
CSF00999,0.1916,0.1138,1.059,0.736
CSF01019,0.1977,0.1956,0.892,0.782
CSF01025,0.1587,0.1879,0.829,0.809
CSF01093,0.1591,0.1942,0.772,0.797
CSF01096,0.1623,0.1945,0.753,0.792
CSF01101,0.1527,0.1945,0.704,0.792
CSF01108,0.1932,0.1931,0.909,0.815
CSF01289,0.1924,0.1941,0.804,0.782
CSF01415,0.1925,0.1674,0.423,0.357
CSF01489,0.1155,0.1683,0.515,0.41
CSF01820,0.1087,0.1401,0.493,0.516
CSF02307,0.1506,0.1547,0.782,0.801
CSF02481,0.1427,0.1873,0.777,0.813
CSF02680,0.1429,0.189,0.715,0.811
CSF02684,0.1759,0.1731,0.753,0.691
CSF03293,0.2116,0.1913,0.428,0.4
CSF03409,0.1679,0.1913,0.494,0.4
CSF03411,0.1828,0.1919,0.494,0.384
CSF03414,0.1652,0.1744,0.434,0.43
CSF03416,0.1598,0.1744,0.454,0.43
CSF03417,0.1724,0.1744,0.459,0.43
CSF03419,0.167,0.1775,0.454,0.433
CSF03421,0.23,0.1913,0.39,0.4
CSF03423,0.1732,0.1421,0.466,0.512
CSF03425,0.16,0.1464,0.446,0.507
CSF03785,0.1587,0.1626,0.387,0.377
CSF03788,0.1495,0.1626,0.395,0.377
CSF03884,0.1741,0.1606,0.374,0.407
CSF03930,0.122,0.1717,0.489,0.409
CSF04052,0.2083,0.2078,0.329,0.306
CSF04150,0.1695,0.2338,0.462,0.364
CSF04183,0.1361,0.1381,0.386,0.391
CSF04272,0.1377,0.2288,0.388,0.381
CSF04319,0.1331,0.1379,0.391,0.391
CSF04369,0.1232,0.1972,0.411,0.378
CSF04534,0.1885,0.2156,0.287,0.304
CSF04540,0.1995,0.2135,0.29,0.303
CSF04546,0.1973,0.2156,0.291,0.304
CSF04548,0.2079,0.2067,0.355,0.392
CSL008159,0.1475,0.1754,0.716,0.695
CSLM1HTV,0.1571,0.151,0.693,0.624
CSLM1MUV,0.135,0.1469,0.582,0.624
CSLM1OKV,0.1617,0.1908,0.812,0.808
CSLM1OPV,0.1811,0.1913,0.9,0.808
CSLM1SFV,0.1897,0.151,0.754,0.624
CSLM1VTV,0.1709,0.1913,1.032,0.808
CSLM2BLA,0.1795,0.1986,0.715,0.778
CSLM2OVE,0.1302,0.1438,0.533,0.523
CSLM2PF1,0.1551,0.1583,0.56,0.572
CSLM2PU2,0.1304,0.1586,0.557,0.567
CSLM3AHG,0.1438,0.1631,0.709,0.678
CSLM3LED,0.1442,0.1879,0.737,0.806
CSLM3NTF,0.1493,0.1932,0.601,0.815
CSLM3NYA,0.1572,0.1871,0.841,0.809
CSLM4BP1,0.1255,0.1846,0.659,0.807
CSLM4FT1,0.1836,0.1977,0.888,0.783
CSLM4KFD,0.1475,0.2447,0.679,0.876
CSLM4MKF,0.1192,0.1846,0.728,0.807
CSLM4SG1,0.1805,0.1978,0.886,0.783
CSLM4UK1,0.1067,0.1846,0.706,0.807
CSLMXKPB,0.1607,0.1987,0.626,0.778
F00001,0.1852,,0.82,
F00002,0.1585,,0.785,
F00003,0.1577,,0.784,
F00004,0.1752,0.1537,0.803,0.736
F00005,0.1699,0.1486,0.794,0.751
F00006,0.1684,,0.826,
F00007,0.1805,,0.833,
F00008,0.1797,0.1486,0.832,0.751
F00009,0.1684,0.1331,0.822,0.763
F00010,0.1861,,0.858,
F00011,0.1812,0.1331,0.851,0.763
F00012,0.1937,,0.87,
F00013,0.1429,,0.77,
F00014,0.1442,0.1526,0.769,0.804
F00015,0.1471,0.1526,0.778,0.804
F00016,0.1431,0.17,0.774,0.845
F00017,0.1415,0.1702,0.767,0.845
F00018,0.1412,0.1716,0.77,0.806
F00019,0.137,0.1567,0.757,0.843
F00020,0.139,0.1545,0.759,0.807
F00022,0.1401,0.155,0.756,0.807
F00023,0.1402,0.1547,0.754,0.807
F00024,0.138,0.1548,0.753,0.802
F00025,0.1315,0.155,0.747,0.807
F00026,0.1387,0.1553,0.755,0.808
F00027,0.1383,0.155,0.754,0.807
F00028,0.1414,0.1524,0.765,0.804
F00029,0.1389,0.1526,0.759,0.804
F00030,0.1612,0.1523,0.803,0.804
F00031,0.157,0.1526,0.797,0.804
F00032,0.1674,0.1523,0.816,0.804
F00033,0.1658,0.1526,0.81,0.804
F00034,0.1643,0.1526,0.824,0.804
F00035,0.1631,0.1526,0.82,0.804
F00036,0.1639,0.1526,0.813,0.804
F00045,0.1665,,0.843,
F00047,0.1765,,0.869,
F00048,0.1782,0.193,0.872,0.815
F00051,0.1745,,0.878,
F00052,0.1744,,0.877,
F00057,0.1793,0.1874,0.856,0.813
F00066,0.1792,0.1875,0.857,0.813
F00067,0.1739,0.1875,0.847,0.813
F00069,0.1584,0.1526,0.804,0.804
F00070,0.1584,0.1526,0.804,0.842
F00071,0.1577,0.1552,0.817,0.844
F00072,0.1582,0.1526,0.821,0.804
F00073,0.1672,0.1526,0.85,0.842
F00074,0.1708,,0.854,
F00076,0.1855,,0.874,
F00077,0.1833,,0.879,
F00078,0.183,0.1526,0.872,0.842
F00079,0.1824,,0.87,
F00080,0.1831,0.0,0.872,0.79
F00081,0.1825,,0.871,
F00082,0.1652,0.1526,0.809,0.804
F00083,0.1803,0.193,0.829,0.815
F00084,0.1832,,0.836,
F00085,0.1761,,0.824,
F00086,0.1756,0.1525,0.821,0.842
F00087,0.1609,0.1817,0.804,0.85
F00088,0.1581,,0.799,
F00089,0.1556,0.1524,0.788,0.804
F00090,0.1529,0.1526,0.783,0.842
F00091,0.148,0.1524,0.77,0.804
F00092,0.1484,0.1526,0.771,0.842
F00095,0.1498,0.1702,0.775,0.845
F00096,0.1461,0.1817,0.769,0.85
F00098,0.1518,0.1817,0.783,0.85
F00099,0.1446,,0.775,
F00102,0.1823,,0.975,
F00103,0.1785,0.0852,1.027,0.843
F00104,0.1804,0.1931,0.993,0.815
F00105,0.1793,0.0,0.995,0.79
F00106,0.1855,0.0,0.994,0.79
F00107,0.1812,0.0852,1.027,0.843
F00108,0.1766,0.2447,1.088,0.876
F00110,0.1657,0.1931,1.041,0.815
F00111,0.1846,0.1931,1.078,0.815
F00113,0.1888,0.0,1.102,0.79
F00114,0.1571,0.1526,0.799,0.842
F00119,0.1442,0.098,0.694,0.677
F00120,0.1643,0.0768,0.734,0.684
F00121,0.1803,0.098,0.752,0.677
F00122,0.1662,0.0768,0.764,0.684
F00123,0.169,0.098,0.766,0.677
F00124,0.1695,0.1481,0.794,0.823
F00125,0.1676,0.151,0.789,0.807
F00126,0.1497,0.098,0.781,0.677
F00127,0.1497,0.098,0.78,0.677
F00128,0.1629,0.098,0.767,0.677
F00129,0.1608,0.1628,0.778,0.731
F00130,0.1557,0.1628,0.759,0.731
F00131,0.1552,0.1631,0.755,0.675
F00132,0.1531,0.1631,0.739,0.675
F00133,0.1506,0.1663,0.727,0.675
F00135,0.1528,0.1484,0.733,0.657
F00136,0.1517,0.1663,0.735,0.675
F00137,0.1509,0.1659,0.715,0.683
F00138,0.1554,0.1663,0.742,0.675
F00141,0.1496,0.1526,0.851,0.802
F00142,0.156,0.1228,0.857,0.74
F00143,0.1452,,0.867,
F00144,0.1477,0.18,0.859,0.75
F00147,0.1556,0.1509,0.774,0.78
F00148,0.1323,0.1535,0.816,0.804
F00149,0.1398,0.1493,0.853,0.78
F00150,0.1398,0.1509,0.853,0.78
F00151,0.1477,0.1511,0.836,0.816
F00152,0.1476,0.0795,0.837,0.927
F00153,0.1428,0.1526,0.784,0.804
F00154,0.1457,0.1525,0.785,0.805
F00155,0.138,0.1491,0.782,0.808
F00156,0.1372,0.1529,0.783,0.811
F00157,0.1376,0.1529,0.781,0.811
F00158,0.1374,0.1529,0.779,0.811
F00159,0.1355,0.1518,0.779,0.806
F00160,0.1468,0.1357,0.82,0.838
F00161,0.1473,0.137,0.82,0.844
F00162,0.1569,0.1512,0.804,0.852
F00163,0.1464,0.1512,0.82,0.852
F00164,0.1514,0.15,0.828,0.816
F00165,0.1527,0.15,0.822,0.816
F00166,0.1506,0.1506,0.821,0.806
F00167,0.152,0.1515,0.826,0.806
F00168,0.15,0.1543,0.814,0.806
F00169,0.1538,0.1378,0.803,0.84
F00170,0.1502,0.153,0.814,0.806
F00171,0.1519,0.1535,0.78,0.804
F00172,0.1513,0.1543,0.779,0.806
F00173,0.13,0.1493,0.841,0.78
F00174,0.1352,0.1509,0.846,0.78
F00175,0.142,0.1493,0.848,0.78
F00176,0.1352,0.151,0.87,0.78
F00177,0.1367,0.1493,0.869,0.78
F00178,0.1367,0.1493,0.869,0.78
F00179,0.2035,0.1723,0.731,0.745
F00180,0.2035,0.1493,0.731,0.78
F00181,0.2067,0.1723,0.613,0.745
F00182,0.2246,0.1493,0.594,0.78
F00183,0.2352,0.1723,0.498,0.745
F00184,0.2356,0.1493,0.426,0.78
F00187,0.165,0.1535,0.843,0.831
F00188,0.1661,,0.837,
F00189,0.1522,0.1536,0.838,0.827
F00191,0.1573,0.1536,0.844,0.827
F00192,0.1532,0.1525,0.841,0.801
F00193,0.1596,0.1242,0.818,0.829
F00194,0.1659,0.1526,0.826,0.804
F00195,0.1474,,0.798,
F00196,0.1484,0.1242,0.795,0.829
F00198,0.1497,0.1526,0.795,0.804
F00199,0.1505,0.1154,0.794,0.784
F00201,0.1467,,0.799,
F00202,0.1467,0.1242,0.799,0.829
F00203,0.1456,,0.792,
F00204,0.1422,,0.788,
F00205,0.1494,,0.803,
F00206,0.1494,,0.803,
F00207,0.1491,0.0025,0.83,0.848
F00208,0.1513,,0.881,
F00209,0.1539,0.0025,0.872,0.848
F00210,0.1534,,0.884,
F00211,0.1514,0.1502,0.873,0.819
F00212,0.1541,,0.877,
F00213,0.1518,0.1396,0.871,0.922
F00214,0.1487,0.1392,0.873,0.925
F00215,0.1518,0.1513,0.881,0.845
F00216,0.1511,0.1392,0.884,0.925
F00217,0.1517,0.1396,0.853,0.922
F00218,0.1508,0.0795,0.848,0.927
F00219,0.153,0.1396,0.844,0.922
F00220,0.1533,0.0025,0.843,0.848
F00221,0.1573,0.0795,0.856,0.927
F00222,0.157,,0.857,
F00223,0.1508,0.0025,0.807,0.848
F00224,0.1516,,0.806,
F00225,0.1528,,0.819,
F00226,0.1467,,0.819,
F00227,0.1484,,0.8,
F00228,0.1452,0.0025,0.807,0.848
F00229,0.1456,,0.807,
F00230,0.1461,,0.806,
F00231,0.146,,0.806,
F00232,0.156,0.18,0.818,0.75
F00233,0.1533,,0.818,
F00234,0.1589,0.1536,0.831,0.827
F00235,0.1506,0.1536,0.833,0.827
F00236,0.1501,0.1536,0.832,0.827
F00237,0.1537,0.1536,0.83,0.827
F00239,0.1553,0.1679,0.816,0.734
F00240,0.1546,0.1541,0.811,0.8
F00241,0.1487,0.1486,0.79,0.66
F00242,0.1488,0.1529,0.793,0.838
F00243,0.1483,0.148,0.783,0.662
F00244,0.1431,0.1679,0.796,0.734
F00245,0.1544,0.1663,0.757,0.675
F00246,0.1488,0.1679,0.783,0.734
F00247,0.1475,0.1679,0.807,0.734
F00248,0.1545,0.1679,0.802,0.734
F00249,0.1539,0.159,0.81,0.796
F00250,0.1531,0.1663,0.803,0.675
F00251,0.1504,0.151,0.793,0.807
F00252,0.1504,0.1679,0.793,0.734
F00253,0.1505,0.151,0.804,0.807
F00254,0.15,0.1679,0.805,0.734
F00255,0.1527,0.151,0.839,0.807
F00256,0.1528,0.1679,0.819,0.734
F00257,0.1565,0.1481,0.823,0.823
F00258,0.1557,0.151,0.821,0.807
F00259,0.1636,0.1478,0.791,0.83
F00260,0.1609,0.151,0.794,0.807
F00261,0.15,0.1478,0.788,0.83
F00262,0.1561,0.1481,0.796,0.823
F00264,0.1555,0.1478,0.822,0.83
F00265,0.155,0.1481,0.821,0.823
F00266,0.1625,0.1478,0.813,0.83
F00267,0.1545,0.1478,0.814,0.83
F00268,0.1522,0.1488,0.832,0.817
F00269,0.1583,0.1478,0.818,0.83
F00270,0.1594,0.1488,0.832,0.817
F00271,0.1573,0.1511,0.817,0.816
F00272,0.167,0.1478,0.787,0.83
F00273,0.1518,0.1478,0.809,0.83
F00278,0.1519,0.1504,0.814,0.846
F00279,0.1516,0.149,0.814,0.847
F00280,0.1433,0.1418,0.831,0.924
F00281,0.1452,0.138,0.832,0.918
F00282,0.1483,0.145,0.832,0.928
F00283,0.1496,0.1451,0.832,0.914
F00284,0.1494,0.1451,0.838,0.914
F00285,0.1507,0.1512,0.839,0.793
F00286,0.1443,0.1451,0.825,0.914
F00287,0.1477,0.1527,0.831,0.811
F00288,0.1394,0.138,0.785,0.918
F00289,0.1387,0.1525,0.778,0.811
F00292,0.1425,0.1392,0.873,0.925
F00293,0.1517,0.1396,0.85,0.922
F00294,0.1421,0.1396,0.861,0.922
F00295,0.1388,0.1396,0.858,0.922
F00296,0.1415,0.152,0.859,0.854
F00297,0.1407,0.1526,0.858,0.842
F00298,0.1403,0.1532,0.815,0.843
F00299,0.139,0.1396,0.818,0.922
F00300,0.1435,0.1392,0.809,0.925
F00301,0.1429,0.1525,0.801,0.805
F00302,0.1389,0.1521,0.783,0.843
F00303,0.1385,0.1526,0.779,0.804
F00304,0.1439,0.1521,0.779,0.804
F00305,0.1478,0.1517,0.78,0.804
F00307,0.1546,0.1517,0.794,0.804
F00308,0.1558,0.1501,0.794,0.804
F00310,0.152,0.1434,0.811,0.833
F00311,0.1488,0.1495,0.813,0.829
F00312,0.1512,0.1495,0.815,0.829
F00313,0.1479,0.144,0.813,0.834
F00314,0.1641,0.165,0.828,0.834
F00315,0.164,0.1445,0.828,0.855
F00316,0.1519,0.1875,0.828,0.807
F00317,0.16,0.1445,0.801,0.855
F00318,0.1729,0.1875,0.808,0.807
F00319,0.1729,0.1445,0.808,0.855
F00320,0.1518,0.1363,0.807,0.836
F00321,0.1572,0.2917,0.856,0.756
F00322,0.1589,0.2917,0.833,0.756
F00323,0.1737,0.1445,0.795,0.855
F00324,0.1743,0.1495,0.797,0.829
F00325,0.1568,0.139,0.819,0.856
F00326,0.1576,0.1495,0.822,0.829
F00327,0.1763,,0.808,
F00328,0.1755,0.1445,0.814,0.855
F00329,0.2111,,0.829,
F00330,0.2111,0.139,0.829,0.856
F00331,0.2179,,0.83,
F00332,0.216,0.139,0.807,0.856
F00345,0.2192,0.1875,0.826,0.807
F00346,0.2192,0.1875,0.826,0.807
F00347,0.2233,0.1875,0.862,0.807
F00348,0.2239,0.1928,0.872,0.807
F00372,0.1444,0.1521,0.791,0.843
F00373,0.1445,0.1529,0.794,0.804
F00408,0.1414,0.1529,0.781,0.811
F00409,0.135,0.1529,0.772,0.811
F00410,0.1353,0.1529,0.773,0.811
F00411,0.1422,0.1521,0.785,0.852
F00412,0.1509,0.1517,0.792,0.804
F00414,0.1512,0.1495,0.815,0.829
F00415,0.1491,0.1495,0.816,0.829
F00416,0.1721,0.1466,0.772,0.904
F00417,0.1713,0.2917,0.782,0.756
F00422,0.1469,0.1521,0.783,0.804
F00423,0.1635,0.1478,0.816,0.83
F00424,0.1648,0.1478,0.811,0.83
F00425,0.1426,0.1529,0.774,0.811
F00426,0.1411,0.1551,0.771,0.814
F00427,0.1442,0.1526,0.781,0.808
F00428,0.1423,0.1525,0.771,0.811
F00429,0.1487,0.1495,0.807,0.829
F00430,0.1472,0.1383,0.81,0.844
F00431,0.1496,0.1383,0.81,0.844
F00432,0.147,0.1495,0.809,0.829
F00435,0.1378,0.1341,0.445,0.485
F00436,0.1394,,0.442,
F00437,0.1412,,0.459,
F00438,0.1762,0.1723,0.48,0.643
F00439,0.1762,0.2013,0.479,0.606
F00440,0.1629,0.1862,0.61,0.781
F00441,0.1648,0.1862,0.605,0.781
F00442,0.1894,0.1982,0.492,0.634
F00443,0.2032,0.1862,0.625,0.781
F00444,0.2345,0.1862,0.604,0.781
F00445,0.1835,0.1723,0.481,0.643
F00446,0.1843,0.2013,0.48,0.606
F00447,0.1911,0.1856,0.491,0.623
F00448,0.1954,0.2089,0.496,0.61
F00449,0.1956,0.1758,0.49,0.631
F00450,0.1957,0.2013,0.49,0.606
F00451,0.2159,0.1945,0.5,0.645
F00452,0.1949,0.1856,0.5,0.623
F00453,0.1914,0.2074,0.492,0.616
F00454,0.1982,0.1988,0.501,0.63
F00455,0.1989,0.208,0.501,0.612
F00456,0.1971,0.2049,0.55,0.617
F00457,0.206,0.2041,0.55,0.613
F00458,0.1978,0.2069,0.549,0.613
F00459,0.1906,0.2049,0.532,0.617
F00460,0.179,0.2042,0.5,0.62
F00462,0.1776,0.1838,0.501,0.661
F00463,0.1904,0.1976,0.512,0.617
F00464,0.1906,0.1976,0.525,0.617
F00465,0.1894,0.1917,0.527,0.651
F00466,0.188,0.1935,0.543,0.649
F00467,0.1737,0.187,0.522,0.658
F00468,0.1932,0.2042,0.526,0.62
F00469,0.1803,0.2042,0.503,0.62
F00473,0.178,0.1868,0.521,0.658
F00474,0.1775,0.1868,0.522,0.658
F00475,0.1779,0.1976,0.522,0.617
F00476,0.1798,0.2049,0.521,0.617
F00477,0.1876,0.1821,0.545,0.661
F00478,0.1907,0.2049,0.624,0.615
F00482,0.1971,0.2037,0.573,0.613
F00485,0.1611,0.1719,0.668,0.653
F00486,0.1631,0.17,0.679,0.639
F00489,0.173,0.208,0.629,0.613
F00490,0.1604,0.0469,0.655,0.727
F00491,0.1608,0.0469,0.653,0.727
F00493,0.1787,0.0469,0.635,0.727
F00494,0.1774,0.0469,0.646,0.727
F00495,0.1905,0.1934,0.637,0.649
F00496,0.1951,0.0469,0.63,0.727
F00497,0.1727,0.1815,0.661,0.658
F00498,0.1747,0.0469,0.658,0.727
F00499,0.1553,0.1683,0.724,0.64
F00500,0.1676,,0.687,
F00501,0.168,,0.687,
F00502,0.1597,0.17,0.699,0.639
F00504,0.0959,0.1683,0.558,0.64
F00505,0.1569,0.1683,0.597,0.64
F00506,0.1571,0.1683,0.599,0.64
F00507,0.1552,0.1486,0.604,0.599
F00508,0.1851,0.1652,0.604,0.63
F00509,0.1851,0.1599,0.604,0.656
F00512,0.1879,0.1862,0.594,0.781
F00513,0.2028,0.1862,0.614,0.781
F00514,0.1634,0.0558,0.555,0.598
F00515,0.2444,0.1862,0.612,0.781
F00516,0.2391,0.0558,0.613,0.598
F00517,0.2319,0.0558,0.611,0.598
F00518,0.1972,0.1865,0.587,0.677
F00519,0.1935,0.1492,0.566,0.659
F00520,0.2026,0.1995,0.592,0.624
F00521,0.2017,0.15,0.584,0.654
F00522,0.1834,0.1947,0.668,0.676
F00523,0.1902,0.2032,0.654,0.618
F00524,0.1877,0.1865,0.678,0.677
F00529,0.1914,0.0541,0.653,0.602
F00530,0.1863,0.0194,0.627,0.645
F00531,0.1863,0.0541,0.627,0.602
F00532,0.1947,0.0194,0.514,0.645
F00533,0.1948,0.0541,0.523,0.602
F00534,0.1785,0.1583,0.644,0.624
F00535,0.1785,0.1583,0.637,0.624
F00536,0.1804,0.1533,0.647,0.777
F00537,0.175,0.1533,0.661,0.777
F00538,0.1742,0.1533,0.662,0.777
F00539,0.1667,0.1533,0.666,0.777
F00540,0.1681,0.1533,0.663,0.777
F00541,0.1708,0.1533,0.668,0.777
F00542,0.1708,0.1533,0.668,0.777
F00543,0.1676,0.1533,0.66,0.777
F00544,0.1676,0.1533,0.66,0.777
F00545,0.1743,0.1533,0.679,0.777
F00546,0.162,0.1533,0.681,0.777
F00547,0.1639,0.0558,0.528,0.598
F00548,0.1666,0.0558,0.524,0.598
F00549,0.2058,0.1995,0.646,0.624
F00550,0.2044,0.181,0.624,0.662
F00551,0.1536,0.1745,0.667,0.767
F00552,0.1536,0.1533,0.667,0.777
F00553,0.1624,0.1533,0.663,0.777
F00554,0.1625,0.1533,0.663,0.777
F00555,0.1603,0.1533,0.667,0.777
F00556,0.1673,0.1533,0.663,0.777
F00557,0.1673,0.1533,0.663,0.777
F00558,0.1942,0.1648,0.667,0.672
F00559,0.1577,0.1533,0.692,0.777
F00560,0.1577,0.1533,0.692,0.777
F00561,0.1521,0.1533,0.699,0.777
F00562,0.1497,0.1533,0.699,0.777
F00563,0.1482,0.1533,0.7,0.777
F00564,0.1477,0.1533,0.653,0.777
F00565,0.1505,0.1583,0.648,0.624
F00566,0.1528,0.1503,0.621,0.654
F00567,0.1575,0.1494,0.606,0.652
F00569,0.1564,0.1519,0.61,0.658
F00570,0.1548,0.1503,0.612,0.654
F00574,0.1533,0.1486,0.612,0.599
F00575,0.1522,0.1486,0.613,0.599
F00576,0.153,0.1091,0.616,0.654
F00577,0.1502,0.171,0.604,0.685
F00580,0.1468,0.1624,0.614,0.656
F00581,0.1531,0.1624,0.624,0.656
F00583,0.1522,0.1669,0.628,0.685
F00584,0.1446,0.1507,0.6,0.656
F00585,0.1485,0.1511,0.609,0.656
F00586,0.1454,0.1496,0.609,0.653
F00587,0.1432,0.171,0.604,0.685
F00588,0.1442,0.1678,0.619,0.67
F00589,0.1449,0.1719,0.62,0.685
F00590,0.1479,0.1483,0.616,0.657
F00591,0.1497,0.1493,0.613,0.658
F00592,0.1424,0.1491,0.617,0.657
F00594,0.1408,0.1491,0.647,0.657
F00595,0.144,0.1483,0.655,0.657
F00596,0.1408,0.1491,0.647,0.657
F00597,0.1443,0.1491,0.651,0.657
F00598,0.1445,0.1483,0.669,0.657
F00599,0.1454,0.148,0.669,0.662
F00602,0.1438,0.1679,0.665,0.734
F00603,0.146,0.1669,0.662,0.685
F00604,0.1439,0.1669,0.647,0.685
F00605,0.1445,0.1556,0.647,0.655
F00606,0.1457,0.1669,0.629,0.685
F00607,0.1456,0.1669,0.629,0.685
F00608,0.1453,0.1036,0.684,0.674
F00609,0.1586,0.1036,0.72,0.674
F00610,0.1585,0.1036,0.72,0.674
F00611,0.1404,0.1486,0.619,0.599
F00612,0.1446,0.1556,0.623,0.655
F00613,0.1454,0.1678,0.625,0.67
F00614,0.1452,0.1513,0.624,0.657
F00615,0.1461,0.171,0.623,0.685
F00616,0.1448,0.1719,0.625,0.685
F00617,0.1752,0.1227,0.673,0.749
F00618,0.2,0.1553,0.645,0.69
F00620,0.1435,0.171,0.631,0.685
F00621,0.1407,0.171,0.622,0.685
F00622,0.1398,0.1719,0.621,0.685
F00623,0.1441,0.1719,0.61,0.685
F00626,0.1168,0.1721,0.55,0.683
F00627,0.1427,0.171,0.63,0.685
F00628,0.1533,0.171,0.63,0.685
F00629,0.1499,0.171,0.628,0.685
F00630,0.1751,0.1227,0.667,0.749
F00631,0.1814,0.1255,0.657,0.708
F00634,0.1542,0.098,0.758,0.677
F00635,0.154,0.098,0.757,0.677
F00636,0.1946,0.2085,0.512,0.637
F00637,0.1978,0.1875,0.517,0.654
F00638,0.2016,0.1838,0.528,0.661
F00639,0.2052,0.1935,0.54,0.649
F00645,0.2015,0.209,0.561,0.628
F00646,0.2022,0.1838,0.563,0.661
F00649,0.1916,0.187,0.543,0.658
F00650,0.1926,0.209,0.542,0.628
F00653,0.1925,0.1838,0.548,0.661
F00654,0.1989,0.1935,0.582,0.649
F00655,0.201,0.0394,0.585,0.773
F00656,0.1744,0.1935,0.625,0.649
F00657,0.176,0.0394,0.637,0.773
F00658,0.1671,0.1913,0.683,0.658
F00659,0.1696,0.0394,0.671,0.773
F00660,0.1614,0.0394,0.738,0.773
F00661,0.1615,,0.738,
F00662,0.1617,,0.733,
F00663,0.1552,0.0394,0.728,0.773
F00664,0.1495,,0.722,
F00665,0.1556,,0.738,
F00666,0.1607,0.1908,0.662,0.617
F00667,0.1659,0.1748,0.663,0.65
F00668,0.164,0.1748,0.665,0.65
F00669,0.1588,0.1503,0.633,0.654
F00670,0.1889,0.1255,0.546,0.708
F00671,0.1968,0.1033,0.565,0.63
F00672,0.1588,0.1533,0.663,0.777
F00673,0.1586,0.1583,0.66,0.624
F00674,0.1758,0.1533,0.637,0.777
F00676,0.165,0.0394,0.695,0.773
F00677,0.168,,0.695,
F00679,0.1869,0.1995,0.677,0.624
F00680,0.1517,0.1648,0.623,0.672
F00681,0.1968,0.1553,0.543,0.69
F00682,0.1762,0.1815,0.652,0.658
F00683,0.1752,0.0469,0.659,0.727
F00684,0.1455,0.1483,0.649,0.657
F00685,0.1406,0.1435,0.653,0.654
F00688,0.1418,0.1036,0.701,0.674
F00690,0.1865,0.1033,0.566,0.63
F00691,0.1407,0.1921,0.566,0.415
F00692,0.1429,0.1921,0.565,0.415
F00693,0.1379,0.1503,0.549,0.564
F00697,0.1591,0.1366,0.449,0.455
F00698,0.158,0.1366,0.449,0.455
F00699,0.1588,0.1217,0.45,0.417
F00700,0.1477,0.1157,0.481,0.414
F00701,0.1471,0.1457,0.479,0.479
F00702,0.1329,0.1512,0.493,0.564
F00703,0.1338,0.1157,0.493,0.414
F00704,0.12,0.1512,0.521,0.564
F00705,0.1195,0.1268,0.521,0.463
F00706,0.1176,0.1147,0.525,0.412
F00707,0.1557,0.1059,0.449,0.402
F00708,0.1554,0.1459,0.447,0.48
F00709,0.1537,0.1459,0.447,0.48
F00710,0.1551,0.1459,0.449,0.48
F00711,0.1544,0.1059,0.446,0.402
F00712,0.1639,0.1459,0.434,0.48
F00713,0.1496,0.1459,0.451,0.48
