stop_id,mean_price
009047,0.48
009072,0.448
009137,0.398
009138,0.392
009139,0.396
009140,0.392
009146,0.666
009147,0.324
009148,0.48
009153,0.652
009154,
009155,0.48
009161,0.595
009162,0.595
009163,0.595
009174,0.811
009179,0.651
009208,0.385
009220,0.807
009225,
009230,0.813
009234,0.377
009243,0.326
009289,0.433
009290,0.545
009295,0.684
009309,0.813
009311,
009312,
009314,
009315,0.392
009318,0.524
009321,0.595
009322,0.516
009337,0.392
009338,0.355
009339,0.355
009349,0.962
009351,0.962
009352,0.962
009353,0.962
009354,0.962
009355,0.962
009356,0.694
009358,0.355
009359,0.391
009365,
009373,0.446
009375,0.434
009377,0.461
009379,0.47
009381,0.439
009382,0.439
009383,0.439
009392,0.613
009393,0.613
009394,0.617
009413,0.804
009415,0.423
009420,0.698
009421,0.455
009422,0.455
009429,0.694
009430,0.694
009431,0.694
009445,0.523
009446,0.391
009447,0.391
009448,0.548
009449,0.448
009451,0.431
009452,0.431
009453,
009454,0.517
009455,0.517
009456,0.431
009457,
009458,0.431
009459,0.431
009460,0.431
009461,0.431
009462,0.563
009463,0.56
009465,0.559
009466,0.551
009467,0.535
009468,0.559
009469,0.534
009470,0.559
009471,0.521
009472,
009473,
009474,0.55
009475,0.551
009480,0.374
009481,0.595
009482,0.372
009483,0.356
009484,0.356
009485,0.378
009486,0.444
009487,0.452
009491,0.346
009492,0.387
009493,0.346
009494,0.346
009495,0.596
009498,0.543
009499,0.439
009500,0.439
009501,0.543
009503,0.479
009504,0.479
009508,0.914
009509,0.918
009510,0.914
009511,0.84
009512,0.918
009513,0.914
009514,0.922
009515,0.48
009516,0.48
009520,0.793
009521,0.827
009522,0.793
009524,0.807
009534,0.393
009536,0.48
009537,0.815
009538,0.566
009539,0.649
009540,0.839
009541,0.551
009543,0.346
009544,0.469
009546,0.431
009548,0.559
009549,0.349
009550,0.387
009551,0.388
009554,0.781
009555,0.48
009557,
009558,0.83
009563,0.61
009564,0.609
009566,
009568,0.332
009569,0.411
009570,0.807
009572,0.455
009573,0.455
009574,0.455
009575,0.455
009576,0.463
009577,0.551
009578,0.551
009581,0.918
009582,0.403
009584,0.62
009587,0.763
009588,0.804
009592,0.409
009625,0.372
009631,
009652,0.566
009659,0.48
009667,0.807
009675,
009676,0.79
009684,0.395
009685,0.395
009691,0.685
009692,0.685
009693,0.675
009698,0.85
009699,0.808
009704,0.357
009705,0.447
009706,0.45
009707,0.356
009708,0.356
009715,0.362
009716,0.362
009717,0.448
009718,0.448
009719,0.448
009728,0.348
009729,0.372
009730,0.804
009743,0.845
011313,0.391
011320,0.781
011321,0.781
011322,0.599
011495,0.801
011715,0.338
011723,0.383
011725,0.338
011726,0.448
011762,0.557
011773,0.338
016532,0.524
016725,0.436
016727,0.807
019313,0.372
019314,0.372
019316,0.356
022005,0.388
036678,0.804
038671,0.41
038673,0.41
038674,0.41
038675,0.423
038678,0.41
