stop_id,cultural_institutions,drugstores,groceries,healthcare,parks,religious_organizations,restaurants,schools,services,costing,range,total
1473124,1,5,13,1,91,3,41,18,22,public_transport,,195
1473125,2,8,22,3,121,4,86,32,37,public_transport,,315
1473162,2,6,27,2,104,8,67,31,23,public_transport,,270
1473163,2,5,27,2,117,7,78,28,29,public_transport,,295
1473164,3,6,30,1,127,11,87,37,38,public_transport,,340
1473165,2,6,26,2,115,7,75,30,25,public_transport,,288
1473168,1,2,10,0,62,3,19,14,7,public_transport,,118
1473180,2,8,23,3,156,5,89,42,39,public_transport,,367
1473183,2,5,17,0,107,8,41,26,25,public_transport,,231
1473191,2,5,17,0,108,8,40,26,25,public_transport,,231
1473221,2,8,23,3,166,6,89,42,39,public_transport,,378
1473223,2,8,23,3,156,5,89,41,39,public_transport,,366
1473601,5,10,35,3,206,6,110,45,45,public_transport,,465
1473602,18,13,55,5,330,13,177,78,70,public_transport,,759
1473604,7,12,43,3,277,8,119,61,52,public_transport,,582
1474101,4,2,10,0,138,4,26,29,20,public_transport,,233
1474102,4,3,19,1,128,8,55,36,26,public_transport,,280
1474103,5,3,13,1,149,4,36,33,23,public_transport,,267
1474104,3,2,14,0,133,7,34,35,23,public_transport,,251
1474105,6,6,20,3,152,4,84,34,35,public_transport,,344
1474106,4,2,12,0,130,5,28,31,20,public_transport,,232
1474107,6,7,21,3,156,4,86,36,36,public_transport,,355
1474108,5,3,11,1,134,4,36,29,22,public_transport,,245
1474109,3,2,9,0,103,2,25,19,18,public_transport,,181
1474111,3,2,10,0,111,4,26,22,20,public_transport,,198
1474112,4,3,13,1,135,4,37,30,23,public_transport,,250
1474114,5,3,12,1,133,4,35,27,23,public_transport,,243
1474116,3,3,18,1,109,7,45,34,22,public_transport,,242
1474120,3,2,9,0,120,4,25,23,19,public_transport,,205
1474121,2,5,25,2,140,9,54,48,21,public_transport,,306
1474122,5,8,32,3,147,6,90,35,39,public_transport,,365
1474127,4,5,22,2,131,7,63,44,31,public_transport,,309
1474128,4,4,21,1,130,9,49,36,26,public_transport,,280
1474184,3,2,9,0,92,2,24,15,18,public_transport,,165
1474189,3,5,26,1,153,10,56,51,28,public_transport,,333
1491101,2,4,14,0,181,2,44,33,18,public_transport,,298
1491102,2,4,15,0,195,2,46,30,22,public_transport,,316
1491103,2,4,14,0,166,1,42,30,18,public_transport,,277
1491104,2,4,14,0,188,2,43,28,18,public_transport,,299
1491107,2,4,13,0,138,1,35,28,14,public_transport,,235
1491108,2,4,14,0,168,1,42,30,18,public_transport,,279
1491109,2,4,12,0,127,1,34,23,14,public_transport,,217
1491110,2,4,14,0,164,1,40,27,18,public_transport,,270
1491111,2,1,4,0,99,1,14,18,6,public_transport,,145
1491112,2,4,13,0,143,1,34,26,15,public_transport,,238
1491113,1,1,5,0,89,1,12,18,5,public_transport,,132
1491115,0,1,5,0,51,1,7,13,4,public_transport,,82
1491116,2,4,12,0,128,1,34,23,14,public_transport,,218
1491117,0,1,5,0,58,1,8,17,4,public_transport,,94
1491118,2,1,4,0,105,1,14,18,6,public_transport,,151
1491119,0,1,5,0,54,1,9,17,4,public_transport,,91
1491120,1,1,5,0,95,1,15,23,5,public_transport,,146
1491121,0,1,5,0,58,1,10,19,4,public_transport,,98
1491122,2,4,12,0,134,1,39,21,17,public_transport,,230
1491123,2,4,14,0,183,2,43,27,17,public_transport,,292
1491124,2,4,14,0,150,1,38,23,18,public_transport,,250
1491125,2,4,12,0,144,2,40,21,17,public_transport,,242
1491126,2,4,13,0,142,1,34,25,15,public_transport,,236
1491127,2,4,12,0,145,2,40,22,17,public_transport,,244
1491128,2,4,13,0,136,1,34,26,14,public_transport,,230
1491129,2,4,12,0,146,2,40,23,17,public_transport,,246
1491131,2,2,10,0,110,1,28,28,8,public_transport,,189
1491132,2,4,14,0,163,1,42,30,18,public_transport,,274
1491133,2,1,5,0,89,1,15,23,5,public_transport,,141
1491134,2,4,14,0,159,1,43,30,18,public_transport,,271
1491135,2,1,5,0,107,1,14,19,6,public_transport,,155
1491136,2,4,13,0,132,1,34,27,14,public_transport,,227
1491138,2,2,10,0,108,1,26,25,8,public_transport,,182
1491139,0,1,4,0,78,1,9,15,5,public_transport,,113
1491143,0,1,4,0,73,1,6,14,5,public_transport,,104
1491144,0,1,4,0,78,1,9,15,5,public_transport,,113
1491147,2,4,14,0,156,1,40,27,18,public_transport,,262
1491148,2,4,14,0,157,1,40,27,18,public_transport,,263
1491150,2,4,13,0,142,1,34,26,15,public_transport,,237
1491152,2,4,11,0,106,1,38,16,17,public_transport,,195
1491155,2,4,13,0,138,1,35,28,14,public_transport,,235
1491156,2,4,14,0,181,2,43,32,18,public_transport,,296
1491157,2,4,13,0,139,1,37,29,14,public_transport,,239
1491158,2,4,14,0,161,1,43,30,18,public_transport,,273
1491159,0,1,4,0,74,1,9,15,5,public_transport,,109
1491160,2,2,10,0,124,1,27,24,9,public_transport,,199
1491161,0,1,4,0,41,1,6,10,4,public_transport,,67
1491162,0,1,4,0,72,1,6,15,5,public_transport,,104
1491163,0,0,2,0,22,0,0,7,0,public_transport,,31
1491164,0,1,4,0,51,1,6,13,4,public_transport,,80
1491166,1,1,4,0,84,1,12,17,5,public_transport,,125
1491167,2,4,13,0,133,1,34,24,14,public_transport,,225
1491168,2,4,14,0,180,2,42,28,18,public_transport,,290
1491169,2,4,14,0,166,1,41,29,18,public_transport,,275
1491170,2,4,13,0,138,1,35,28,14,public_transport,,235
1491171,2,4,13,0,133,1,34,24,14,public_transport,,225
1491199,2,4,11,0,122,2,39,18,17,public_transport,,215
1492100,0,0,2,0,19,0,2,6,0,public_transport,,29
1492103,0,0,2,0,22,0,2,6,0,public_transport,,32
1492121,0,1,4,0,35,1,9,8,4,public_transport,,62
1492122,0,1,4,0,42,1,9,12,4,public_transport,,73
1492123,0,0,2,0,21,0,2,6,0,public_transport,,31
1492126,0,1,4,0,33,1,8,10,4,public_transport,,61
1492137,0,1,4,0,49,1,9,15,4,public_transport,,83
1492141,0,1,4,0,45,1,9,14,4,public_transport,,78
1492142,2,1,5,0,89,1,16,23,5,public_transport,,142
1492143,0,1,4,0,36,1,9,8,4,public_transport,,63
1492144,2,1,4,0,84,1,15,21,5,public_transport,,133
1492145,0,1,3,0,28,1,9,6,4,public_transport,,52
1492146,0,1,4,0,46,1,9,12,4,public_transport,,77
1492147,0,1,3,0,22,1,8,5,4,public_transport,,44
1492148,0,1,4,0,38,1,9,10,4,public_transport,,67
1492149,0,1,4,0,35,1,9,8,4,public_transport,,62
1492151,0,1,3,0,22,1,8,5,4,public_transport,,44
1492152,0,1,4,0,40,1,9,11,4,public_transport,,70
1493102,1,1,4,0,79,1,12,17,5,public_transport,,120
1493161,0,1,3,0,40,1,8,6,5,public_transport,,64
1493163,0,1,3,0,43,1,8,9,5,public_transport,,70
1494102,2,1,3,0,89,1,14,16,6,public_transport,,132
1494103,0,1,3,0,55,1,8,11,5,public_transport,,84
1494104,2,1,3,0,91,1,14,16,6,public_transport,,134
1494105,0,1,3,0,51,1,8,11,5,public_transport,,80
1494107,0,1,3,0,59,1,8,13,5,public_transport,,90
1494157,2,4,11,0,119,1,34,21,14,public_transport,,206
1494165,0,1,3,0,44,1,8,9,5,public_transport,,71
1494167,0,1,3,0,60,1,9,13,5,public_transport,,92
1495101,0,1,4,0,51,1,11,17,4,public_transport,,89
1495102,0,1,5,0,50,1,10,16,4,public_transport,,87
1495103,0,1,4,0,41,1,10,13,4,public_transport,,74
1495104,0,1,4,0,47,1,10,14,4,public_transport,,81
1495105,0,1,4,0,44,1,10,13,4,public_transport,,77
1495135,2,1,4,0,77,1,13,16,5,public_transport,,119
1495150,1,1,4,0,71,1,13,21,4,public_transport,,116
1495151,2,4,13,0,120,1,35,29,13,public_transport,,217
1495152,0,1,4,0,51,1,10,17,4,public_transport,,88
1495153,2,1,5,0,91,1,15,24,5,public_transport,,144
1495154,0,1,4,0,42,1,9,12,4,public_transport,,73
1495155,2,1,5,0,88,1,15,23,5,public_transport,,140
1495157,0,1,4,0,48,1,11,15,4,public_transport,,84
1510101,0,1,3,0,36,1,9,6,4,public_transport,,60
1510102,1,1,4,0,67,1,12,19,4,public_transport,,109
1510103,0,1,3,0,28,1,8,5,4,public_transport,,50
1510104,0,1,4,0,45,1,9,14,4,public_transport,,78
1510105,0,1,3,0,28,1,8,5,4,public_transport,,50
1510106,0,1,4,0,42,1,9,12,4,public_transport,,73
1510107,0,1,3,0,36,1,9,6,4,public_transport,,60
1531102,4,7,26,2,202,9,91,64,36,public_transport,,441
1531103,4,7,26,2,202,9,91,64,36,public_transport,,441
1531104,4,7,26,2,202,9,91,64,36,public_transport,,441
1531107,2,3,11,0,106,5,22,39,16,public_transport,,204
1531108,2,3,10,0,69,4,20,29,14,public_transport,,151
1531109,2,3,14,0,157,6,34,45,20,public_transport,,281
1531110,2,3,14,0,176,6,35,46,21,public_transport,,303
1531111,2,2,12,0,149,5,34,42,17,public_transport,,263
1531115,4,7,28,2,220,10,92,66,40,public_transport,,469
1531116,4,7,26,2,205,10,92,64,36,public_transport,,446
1531117,2,2,8,0,63,3,23,22,16,public_transport,,139
1531120,2,2,8,0,63,3,23,22,16,public_transport,,139
1531121,4,7,27,2,215,10,91,66,37,public_transport,,459
1531122,3,5,17,0,202,7,43,54,24,public_transport,,355
1531123,3,5,17,0,202,7,43,54,24,public_transport,,355
1531151,2,2,12,0,137,6,35,41,17,public_transport,,252
1531153,3,3,14,0,171,7,38,49,20,public_transport,,305
1531154,2,2,9,0,85,5,29,31,16,public_transport,,179
1531155,3,3,14,0,179,7,39,49,20,public_transport,,314
1531156,2,2,11,0,123,6,36,36,17,public_transport,,233
1531157,4,7,23,2,187,7,88,55,34,public_transport,,407
1531158,2,2,12,0,137,6,35,41,17,public_transport,,252
1531159,4,7,23,2,188,7,88,57,34,public_transport,,410
1531160,3,3,15,0,179,7,39,50,20,public_transport,,316
1532100,2,2,12,0,158,5,34,44,17,public_transport,,274
1532101,2,3,13,0,143,6,32,44,17,public_transport,,260
1532107,1,3,9,0,53,4,18,17,12,public_transport,,117
1532108,1,3,9,0,53,4,18,17,12,public_transport,,117
1532109,3,4,16,0,195,7,40,51,24,public_transport,,340
1532111,1,1,3,0,33,2,7,15,3,public_transport,,65
1532112,2,3,10,0,78,4,20,34,14,public_transport,,165
1532113,1,1,3,0,33,2,7,15,3,public_transport,,65
1532114,2,3,10,0,69,4,20,29,14,public_transport,,151
1532115,0,1,3,0,20,2,2,6,0,public_transport,,34
1532116,1,3,8,0,41,3,15,18,11,public_transport,,100
1532117,1,1,3,0,32,2,7,14,3,public_transport,,63
1532118,2,3,10,0,88,4,22,36,14,public_transport,,179
1532119,2,3,10,0,88,4,22,36,14,public_transport,,179
1532120,2,3,11,0,89,5,20,36,15,public_transport,,181
1532121,2,3,10,0,77,4,20,34,14,public_transport,,164
1532122,2,4,15,0,183,6,38,49,21,public_transport,,318
1532123,3,5,17,0,202,7,43,54,24,public_transport,,355
1532124,3,5,17,0,202,7,43,54,24,public_transport,,355
1532125,4,7,26,2,204,9,91,64,36,public_transport,,443
1532143,9,3,9,4,144,4,62,23,33,public_transport,,291
1541047,3,4,16,0,196,7,40,51,24,public_transport,,341
1541100,4,7,26,2,202,9,91,64,36,public_transport,,441
1541101,2,3,10,0,88,4,22,36,14,public_transport,,179
1541103,2,3,10,0,88,4,22,36,14,public_transport,,179
1541104,3,5,18,0,206,7,45,56,24,public_transport,,364
1541105,2,6,22,0,218,8,63,52,36,public_transport,,407
1541106,3,5,17,0,202,7,43,54,24,public_transport,,355
1541107,3,5,17,0,202,7,43,54,24,public_transport,,355
1541108,3,5,17,0,202,7,43,54,24,public_transport,,355
1541109,3,5,17,0,202,7,43,54,24,public_transport,,355
1541110,3,4,17,0,197,7,41,53,24,public_transport,,346
1541111,3,5,18,0,214,7,45,56,24,public_transport,,372
1541118,0,4,13,0,72,4,31,13,19,public_transport,,156
1541120,4,7,25,2,213,8,89,59,38,public_transport,,445
1541121,4,7,26,2,202,9,91,64,36,public_transport,,441
1541122,4,7,26,2,202,9,91,64,36,public_transport,,441
1541123,3,4,14,0,143,6,39,46,20,public_transport,,275
1541124,4,7,23,2,187,7,88,57,34,public_transport,,409
1541126,4,7,23,2,184,7,88,55,34,public_transport,,404
1541127,2,3,12,0,104,5,30,30,16,public_transport,,202
1541128,3,4,15,0,160,6,41,49,20,public_transport,,298
1541129,0,0,1,0,23,1,4,4,1,public_transport,,34
1541130,1,4,13,0,81,4,27,19,16,public_transport,,165
1541131,1,3,9,0,53,4,18,17,12,public_transport,,117
1541132,3,4,14,0,143,6,39,46,20,public_transport,,275
1541133,1,4,12,0,65,4,23,17,16,public_transport,,142
1541134,2,4,16,0,144,7,38,44,21,public_transport,,276
1541137,2,2,10,0,136,5,30,34,17,public_transport,,236
1541138,2,2,8,0,104,3,24,27,14,public_transport,,184
1541139,2,2,12,0,165,5,34,44,17,public_transport,,281
1541140,2,2,8,0,116,3,28,28,17,public_transport,,204
1541141,2,2,9,0,123,4,28,29,17,public_transport,,214
1541142,1,2,3,0,98,1,15,23,8,public_transport,,151
1541143,2,2,12,0,163,5,34,44,17,public_transport,,279
1541144,2,2,8,0,111,3,27,28,15,public_transport,,196
1541145,3,3,15,0,181,6,39,50,20,public_transport,,317
1541146,2,2,9,0,137,5,30,33,17,public_transport,,235
1541148,1,4,14,0,81,5,27,20,16,public_transport,,168
1541149,1,4,12,0,78,4,25,19,16,public_transport,,159
1541150,0,2,10,0,81,3,17,17,4,public_transport,,134
1541151,3,4,16,0,195,7,40,51,24,public_transport,,340
1541152,4,7,25,2,208,8,89,57,38,public_transport,,438
1541156,2,2,9,0,123,4,25,33,17,public_transport,,215
1541157,3,3,14,0,175,6,38,49,20,public_transport,,308
1541159,2,3,13,0,138,6,34,44,18,public_transport,,258
1541161,4,7,26,2,202,9,91,64,36,public_transport,,441
1541162,4,7,26,2,208,9,91,64,36,public_transport,,447
1541163,4,7,27,2,215,10,91,66,37,public_transport,,459
1541164,4,7,26,2,202,9,91,64,36,public_transport,,441
1541165,4,7,24,2,198,8,88,57,35,public_transport,,423
1541166,3,4,15,0,183,6,41,51,20,public_transport,,323
1541167,2,2,12,0,164,5,34,40,17,public_transport,,276
1541168,4,7,24,2,200,8,88,57,35,public_transport,,425
1541169,3,3,15,0,181,6,39,50,20,public_transport,,317
1541172,2,2,8,0,63,3,23,22,16,public_transport,,139
1541173,2,2,8,0,63,3,23,22,16,public_transport,,139
1541174,2,2,9,0,55,3,27,17,16,public_transport,,131
1541176,2,2,8,0,53,3,27,17,16,public_transport,,128
1541177,1,0,4,0,32,0,12,7,5,public_transport,,61
1541182,2,2,9,0,65,3,27,22,16,public_transport,,146
1541184,2,3,10,0,88,4,22,36,14,public_transport,,179
1541185,2,3,10,0,77,4,20,34,14,public_transport,,164
1541186,2,3,13,0,143,6,32,44,17,public_transport,,260
1541189,3,3,14,0,144,6,38,47,20,public_transport,,275
1541191,2,2,11,0,123,6,37,36,17,public_transport,,234
1541193,4,6,27,2,179,9,87,48,39,public_transport,,401
1541194,2,3,14,0,176,6,35,46,21,public_transport,,303
1541195,2,4,20,2,148,7,72,36,26,public_transport,,317
1541196,2,5,22,2,151,7,80,36,29,public_transport,,334
1541197,2,2,12,0,128,5,33,41,17,public_transport,,240
1541198,3,5,17,0,202,7,43,54,24,public_transport,,355
1541199,3,5,17,0,202,7,43,54,24,public_transport,,355
1541207,3,5,18,0,220,7,45,56,24,public_transport,,378
1541218,4,8,26,2,216,8,92,60,38,public_transport,,454
1541601,2,4,20,2,148,7,72,36,26,public_transport,,317
1541602,4,11,38,4,217,10,138,51,53,public_transport,,526
1541604,6,11,41,3,279,11,129,76,50,public_transport,,606
1542101,1,0,6,0,45,1,17,10,7,public_transport,,87
1542102,2,2,9,0,85,5,27,31,16,public_transport,,177
1542103,1,2,7,0,60,2,21,15,13,public_transport,,121
1542104,2,2,9,0,70,3,26,22,16,public_transport,,150
1542125,2,3,12,0,121,5,33,39,17,public_transport,,232
1542129,1,3,9,0,53,4,18,17,12,public_transport,,117
1542130,3,4,14,0,143,6,39,46,20,public_transport,,275
1542136,0,0,3,0,40,2,6,8,1,public_transport,,60
1542137,2,2,9,0,59,3,27,17,16,public_transport,,135
1542138,1,0,7,0,63,2,17,14,8,public_transport,,112
1543101,4,7,26,2,205,10,93,64,36,public_transport,,447
1543102,4,7,26,2,202,9,91,64,36,public_transport,,441
1543139,0,0,4,0,32,1,11,5,3,public_transport,,56
1543141,0,0,4,0,30,1,11,5,3,public_transport,,54
1543148,1,0,5,0,42,1,15,8,5,public_transport,,77
1543149,0,0,4,0,37,1,13,5,4,public_transport,,64
1543181,0,0,4,0,22,1,9,5,3,public_transport,,44
1544100,2,2,10,0,151,5,32,36,17,public_transport,,255
1544101,2,2,8,0,109,3,24,28,15,public_transport,,191
1544102,2,2,9,0,123,5,29,31,17,public_transport,,218
1544103,2,2,8,0,109,3,24,28,15,public_transport,,191
1544155,2,2,8,0,111,3,27,28,15,public_transport,,196
1545100,3,3,15,0,176,6,39,50,20,public_transport,,312
1545101,1,2,3,0,99,1,15,23,8,public_transport,,152
1545103,3,3,14,0,171,6,38,49,20,public_transport,,304
1545106,2,2,11,0,131,5,34,37,17,public_transport,,239
1545107,2,2,12,0,149,5,34,42,17,public_transport,,263
1545109,3,3,14,0,176,6,39,49,20,public_transport,,310
1546101,4,7,23,2,189,7,88,57,34,public_transport,,411
1546103,2,2,8,0,53,3,25,17,16,public_transport,,126
1548100,1,1,5,0,61,2,14,12,3,public_transport,,99
1548101,2,2,9,0,60,3,27,18,16,public_transport,,137
1548102,0,0,4,0,32,1,11,5,3,public_transport,,56
1548104,1,3,9,0,79,3,23,18,13,public_transport,,149
1548105,0,1,4,0,52,2,10,10,1,public_transport,,80
1548106,1,2,9,0,46,3,15,11,7,public_transport,,94
1548107,1,0,6,0,53,1,17,12,8,public_transport,,98
1548108,0,1,4,0,41,2,7,8,4,public_transport,,67
1548112,1,4,11,0,65,4,22,16,12,public_transport,,135
1600201,0,0,4,0,30,3,4,7,1,public_transport,,49
1600202,2,6,26,2,94,7,65,22,23,public_transport,,247
1600203,0,0,5,0,35,3,6,7,4,public_transport,,60
1600204,2,4,23,1,86,6,61,24,20,public_transport,,227
1600205,0,0,4,0,28,3,4,7,1,public_transport,,47
1600206,1,3,10,1,58,4,13,17,8,public_transport,,115
1600207,0,0,3,0,29,2,4,7,1,public_transport,,46
1600208,1,3,8,0,53,4,12,17,7,public_transport,,105
1600209,0,0,1,0,11,1,1,5,0,public_transport,,19
1600210,0,0,5,0,33,3,6,7,4,public_transport,,58
1600211,0,0,2,0,21,2,1,7,1,public_transport,,34
1600212,0,0,4,0,31,3,4,7,1,public_transport,,50
1600213,0,0,2,0,21,2,1,7,1,public_transport,,34
1600214,0,0,4,0,30,3,4,7,1,public_transport,,49
1600215,0,0,1,0,11,1,1,5,0,public_transport,,19
1600216,0,0,2,0,26,2,1,7,1,public_transport,,39
1600217,0,0,0,0,1,0,0,0,0,public_transport,,1
1600218,0,0,2,0,21,2,1,7,1,public_transport,,34
1600231,0,0,0,0,1,0,0,1,0,public_transport,,2
1601130,0,0,2,0,18,2,1,7,1,public_transport,,31
1601140,0,0,2,0,22,2,1,7,1,public_transport,,35
1601201,0,0,1,0,9,1,1,5,0,public_transport,,17
1601202,0,0,2,0,21,2,1,7,1,public_transport,,34
1601203,0,0,1,0,9,1,1,5,0,public_transport,,17
1601204,0,0,2,0,20,2,1,7,1,public_transport,,33
1601205,0,0,2,0,21,2,1,7,1,public_transport,,34
1601206,0,0,1,0,9,1,1,5,0,public_transport,,17
1601207,0,0,1,0,9,1,1,5,0,public_transport,,17
1601208,0,0,1,0,9,1,1,5,0,public_transport,,17
1601209,0,0,1,0,9,1,1,5,0,public_transport,,17
1601210,0,0,2,0,20,2,1,7,1,public_transport,,33
1602101,0,0,0,0,4,0,0,2,0,public_transport,,6
1602102,0,0,1,0,10,1,1,5,0,public_transport,,18
1602109,0,0,1,0,9,0,1,5,0,public_transport,,16
1602110,0,0,1,0,10,1,1,5,0,public_transport,,18
1602111,0,0,1,0,10,1,1,5,0,public_transport,,18
1602201,0,0,1,0,10,1,1,5,0,public_transport,,18
1602202,0,0,2,0,23,2,1,7,1,public_transport,,36
1602203,0,0,1,0,9,0,1,5,0,public_transport,,16
1602204,0,0,2,0,23,2,1,7,1,public_transport,,36
1602205,0,0,1,0,8,1,1,3,0,public_transport,,14
