stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,total_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,total_walk15,walk_area,area_difference,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,cluster,stop_lat,stop_lon,stop_name,Unnamed: 0,weighted_gini_walk,weighted_gini_multi,weighted_med_inc_walk,weighted_med_inc_multi
1362137,12.888,0.6691,69,10.083,5.423,1.234,5,4,26,1,249,11,77,58,34,465,0,2,4,0,25,1,10,9,6,57,2.744,10.144,8.65898557005863e-05,0.0017152658662092,0.1064008268960472,0.0,236,60.22536,25.01653,Viikin biokeskus,1447,0.324673,0.320045,35881.0,36316.0
1431137,6.487,0.4062,37,4.478,6.357,3.16,1,7,24,2,126,3,83,41,35,322,0,0,2,1,27,1,6,7,1,45,3.152,3.335,1.7364643025762484e-05,0.0017152658662092,0.0996059858161951,0.0047539334481225,316,60.21487,25.04418,Siilitie 13,1892,0.318146,0.318866,34839.0,35668.0
1361114,7.023,0.6931,37,3.798,4.369,0.876,3,3,14,0,131,6,32,38,20,247,0,1,4,0,29,0,3,6,6,49,2.309,4.714,5.226321613719787e-05,0.0025728987993138,0.09586696069068,0.000449289465809,239,60.22495,24.99355,Viikinm. puhdistamo,1421,0.317139,0.321365,37365.0,36314.0
1361116,7.035,0.6719,37,5.122,4.774,0.544,4,4,17,0,119,5,31,39,16,235,0,2,6,0,33,0,5,7,7,60,2.713,4.322,0.0001823704069872,0.0017152658662092,0.1058098188428093,0.0016253594919039,244,60.22742,24.99892,Harjulankatu,1423,0.314737,0.320817,35499.0,37153.0
1361106,8.526,0.7129,55,5.774,4.353,0.972,5,5,22,0,202,7,75,37,39,392,2,1,4,0,31,0,5,6,6,55,2.5,6.026,3.599037080851788e-05,0.0025728987993138,0.0950669582370721,0.0004002941490083,241,60.223823,24.995055,Hernepellonkuja,1417,0.324091,0.322856,37388.0,36058.0
1361107,13.33,0.7427,76,9.794,4.988,0.651,6,5,28,1,270,13,85,65,44,517,0,2,6,0,21,0,8,5,7,49,2.683,10.647,9.021520359424532e-05,0.0017152658662092,0.1048455680349844,0.0,245,60.22709,25.00447,Maaherrantie,1418,0.323017,0.319446,36228.0,36161.0
1363101,16.285,0.552,100,13.35,5.384,0.688,8,7,39,1,320,16,112,84,56,643,0,2,6,0,25,1,10,10,6,60,2.518,13.767,0.0001475992350096,0.0034305317324185,0.106080283963094,0.0085120714057517,243,60.229313,25.010037,Viikki,1462,0.312919,0.323475,34328.0,34640.0
1240122,12.901,0.7532,75,9.353,2.475,2.755,45,11,62,1,295,24,380,72,182,1072,3,2,7,0,82,2,32,12,13,153,3.142,9.759,0.0002917868397811,0.0051457975986277,0.1066253836054076,0.0216628177893658,662,60.21218,24.97028,Koskelan varikko,714,0.330459,0.327506,37188.0,34712.0
1240101,14.627,0.7423,86,14.525,2.433,2.725,14,7,45,2,271,16,202,63,59,679,4,1,6,0,80,3,26,13,12,145,3.672,10.955,0.000167708216805,0.0051457975986277,0.10588695375722,0.0198662682722627,1132,60.2149,24.96463,Valtimontie,699,0.325139,0.320093,35975.0,36164.0
1383134,10.178,0.5553,57,7.149,5.267,0.361,4,7,32,0,177,9,71,58,36,394,0,2,6,0,39,1,8,13,6,75,3.015,7.163,6.520153414608644e-05,0.0017152658662092,0.1008683533447684,6.345967759847431e-05,246,60.230748,25.004888,Salpausselänpolku,1598,0.311017,0.31799,34322.0,36719.0
1383136,9.414,0.5797,52,6.574,5.109,0.146,4,7,31,0,161,9,62,55,34,363,1,2,8,0,51,1,9,12,7,91,3.21,6.204,0.0002220942525758,0.0025728987993138,0.1058966035297304,0.0008967110574528,247,60.23112,25.0003,Pihlajiston ostosk.,1600,0.309965,0.318472,35013.0,36822.0
1383192,7.142,0.6425,38,5.43,5.169,0.166,3,4,17,0,111,6,28,39,14,222,1,2,8,0,51,1,6,11,2,82,2.857,4.285,0.0002123186528344,0.0017152658662092,0.1057616665633687,0.0,249,60.233412,24.997172,Pihlajisto,1607,0.307095,0.318271,35222.0,36646.0
1285101,15.3,0.6683,77,18.35,4.243,1.317,8,10,42,1,255,12,141,76,44,589,0,1,3,0,34,3,12,8,4,65,3.227,12.073,0.0043683545133952,0.0017152658662092,0.1222775366233539,0.1228680877725882,1116,60.2313,24.975489,Veräjämäki,869,0.315094,0.314359,39884.0,38426.0
1383117,5.31,0.4756,34,2.343,5.668,0.552,1,5,22,0,71,6,35,29,20,189,1,2,10,0,38,2,7,16,3,79,2.977,2.333,7.0483602288603545e-06,0.0025728987993138,0.0861317493537715,0.0019431677360424,250,60.236923,25.002798,Vuolukiventie,1581,0.304669,0.310077,33749.0,34029.0
1383120,4.667,0.4613,31,1.658,5.507,0.358,1,4,17,0,62,6,25,29,16,160,1,3,8,0,37,1,7,11,1,69,2.504,2.163,1.2433339008338493e-06,0.0008576329331046,0.0792959895272098,0.0,251,60.235035,25.002602,Kinttupolku,1584,0.305748,0.310859,33653.0,34247.0
1383121,11.42,0.4616,67,9.113,5.721,0.599,3,7,30,1,187,8,73,55,32,396,0,2,6,0,29,1,13,11,6,68,2.954,8.466,2.9811916295040267e-05,0.0042881646655231,0.0942037641290419,0.0077849273469857,257,60.234543,25.009002,Meripihkatie,1585,0.308913,0.310542,33800.0,34646.0
1383100,4.604,0.5135,32,2.072,5.872,0.742,1,5,20,0,59,5,31,24,18,163,1,2,8,0,29,1,13,11,6,71,2.872,1.7320000000000002,8.903197571339723e-06,0.0025728987993138,0.0845462333041132,7.4872432304219e-05,258,60.235524,25.010897,Liusketie,1564,0.308681,0.307906,33760.0,33798.0
1383103,5.906,0.5822,40,3.362,5.964,0.807,1,5,21,0,71,5,37,27,18,185,1,2,6,0,33,1,6,11,1,61,2.49,3.4159999999999995,1.2316319840866434e-05,0.0025728987993138,0.0867231457968305,0.0006104672714284,253,60.237582,25.00916,Maasälväntie,1567,0.306085,0.3101,33705.0,34457.0
1383123,4.443,0.5735,29,2.232,5.587,0.491,1,3,14,0,62,3,15,20,9,127,0,2,6,0,32,1,10,12,6,69,2.973,1.4699999999999998,5.258505611680136e-06,0.0008576329331046,0.0860870818292882,0.0,255,60.233468,25.007725,Kiilletie,1587,0.309,0.307182,33830.0,33850.0
1494167,3.651,0.6629,23,1.089,5.7,6.653,0,1,3,0,60,1,9,13,5,92,0,0,2,0,29,0,3,4,1,39,2.376,1.275,1.8349083747091641e-13,0.0008576329331046,0.0442398321225817,0.0,261,60.17374,25.022781,Kaitalahti,2473,0.317734,0.316797,41177.0,40805.0
1494102,4.242,0.61,28,1.839,5.78,6.96,1,1,3,0,85,1,13,15,6,125,0,0,2,0,27,0,3,4,1,37,2.348,1.894,1.039366483453054e-12,0.0017152658662092,0.0462894247911298,0.001712321203778,265,60.170748,25.02075,Hopealaakso,2466,0.318097,0.316509,41078.0,40778.0
1493163,2.074,0.7378,11,0.538,5.728,6.385,0,1,3,0,37,1,8,8,5,63,0,0,1,0,31,0,3,4,1,40,2.261,-0.1870000000000002,7.790063914369094e-12,0.0017152658662092,0.0484854973934629,0.001712321203778,262,60.17661,25.02645,Tullisaari 2,2465,0.317165,0.317185,41517.0,41069.0
1494165,2.239,0.8021,12,0.544,5.7,6.525,0,1,3,0,44,1,8,10,5,72,0,0,1,0,29,0,3,3,1,37,2.227,0.012,1.3752081418052704e-12,0.0008576329331046,0.0462415309217132,0.0,260,60.17507,25.02428,Kaitalahti 1,2472,0.317435,0.316986,41516.0,41143.0
1494107,5.004,0.4556,37,2.396,6.12,7.214,2,4,11,0,118,1,34,21,14,205,0,0,2,0,36,0,3,6,1,48,2.816,2.188,3.127865354436992e-11,0.0017152658662092,0.0510030913633732,0.0051281296240402,263,60.168898,25.025654,Stansvikintie,2470,0.318554,0.316897,39992.0,40736.0
1494104,4.366,0.6127,31,1.4,5.886,7.161,1,1,3,0,86,1,13,15,6,126,0,0,2,0,26,0,3,5,1,37,2.339,2.027,5.704430332781801e-12,0.0017152658662092,0.0485341003479965,0.0034216977451247,264,60.1689,25.020529,Haakoninlahdenkatu,2468,0.318278,0.316505,40770.0,40746.0
1491166,5.83,0.3277,43,2.747,6.311,7.05,2,4,12,0,129,1,34,24,14,220,0,0,1,0,49,0,3,8,1,62,3.176,2.654,1.7151751778358075e-10,0.0025728987993138,0.0537317779770522,0.0093354878446788,284,60.17124,25.0326,Gunillantie,2438,0.318108,0.317098,39795.0,40028.0
1491133,8.053,0.2815,54,4.016,7.089,7.265,2,4,14,0,160,1,43,30,18,272,1,1,4,0,50,1,8,12,4,81,3.046,5.0070000000000014,8.648819609073132e-10,0.0025728987993138,0.056757848411651,0.0410326194980836,266,60.17203,25.04925,Willebrandintie,2416,0.31556,0.307563,40631.0,45375.0
1491131,7.945,0.2641,56,3.911,7.024,6.942,2,4,14,0,160,1,43,30,18,272,1,1,3,0,45,1,8,10,4,73,3.321,4.6240000000000006,4.492939089269277e-09,0.0017152658662092,0.0599898518601823,0.0426541469435644,274,60.17559,25.05111,Sarvastonkaari,2414,0.314723,0.309254,41823.0,43890.0
1491136,7.004,0.3861,44,2.952,7.226,7.601,2,4,13,0,129,1,34,27,14,224,0,0,5,0,38,1,6,10,4,64,3.261,3.743,1.9636579693844723e-10,0.0025728987993138,0.053826358649793,0.0193570329581342,293,60.16864,25.04855,Sarpapolku,2419,0.315841,0.310157,39996.0,43900.0
1495150,6.989,0.2313,51,3.002,7.369,7.88,2,4,13,0,117,1,35,29,13,214,0,0,3,0,33,0,1,8,0,45,2.902,4.087,2.1188473470606395e-10,0.0042881646655231,0.0538687789407877,0.0193776701340059,294,60.16595,25.04848,Kutteritie,2480,0.315825,0.309175,39823.0,43927.0
1495101,6.191,0.3606,45,2.409,7.597,8.296,1,1,5,0,86,1,15,23,5,137,0,0,2,0,25,0,0,8,0,35,2.259,3.932,4.8689160264516645e-11,0.0034305317324185,0.0511737979711865,0.0127810128166432,297,60.161967,25.048352,Hevossalmentie,2474,0.314582,0.306125,40205.0,46203.0
1491124,6.0,0.1569,40,2.526,7.056,6.297,2,4,13,0,168,2,41,26,18,274,1,1,2,0,32,2,8,6,4,56,2.122,3.878,7.015656611188769e-07,0.0034305317324185,0.0718305885227009,0.0041998247925853,268,60.18367,25.05709,Marunakuja,2408,0.296987,0.314348,50816.0,41091.0
1491152,2.554,0.6263,15,0.71,7.244,6.346,2,4,11,0,104,1,38,16,17,193,0,1,2,0,28,2,6,7,4,50,1.872,0.6819999999999997,2.233508137285818e-07,0.0017152658662092,0.067020615441904,2.2084968234454022e-06,269,60.184319,25.060905,Humalniementie 15,2427,0.282371,0.310686,57973.0,42086.0
1491126,6.523,0.1582,45,2.839,7.293,6.685,2,4,14,0,174,2,43,28,18,285,1,1,2,0,30,1,7,6,4,52,2.03,4.493,1.285412637828656e-07,0.0017152658662092,0.0673937727950198,0.001811703560833,273,60.18038,25.05966,Kiiltomadonpolku,2410,0.310936,0.314085,44428.0,41462.0
1491122,5.758,0.3121,40,2.233,6.793,6.15,2,4,13,0,179,2,43,27,17,287,3,1,2,0,61,2,11,9,5,94,2.505,3.253,6.487914404280116e-07,0.0017152658662092,0.0716092580595139,0.0,279,60.18382,25.05227,Yliskylänkaari,2406,0.300682,0.313367,48693.0,41056.0
1491199,2.998,0.6227,18,0.923,7.021,6.046,2,4,11,0,114,1,39,16,17,204,0,1,2,0,28,2,6,8,4,51,2.115,0.883,5.644243374376612e-07,0.0017152658662092,0.0716004332079445,0.0008186161558904,300,60.18652,25.057775,Kanavamäki 16,2444,0.272968,0.311234,61895.0,41999.0
1491138,6.245,0.4652,40,2.589,7.608,7.948,2,2,10,0,110,1,27,27,8,187,0,0,2,0,33,0,2,10,0,47,3.274,2.971,3.5907645956045225e-11,0.0017152658662092,0.0511265148949195,0.0176785753723157,270,60.16636,25.05391,Isosarvastontie,2420,0.312852,0.31021,42350.0,44029.0
1491159,5.894,0.3719,43,2.766,6.383,6.718,2,2,10,0,124,1,27,24,9,199,1,1,3,0,41,1,8,8,4,67,3.218,2.676,2.3445316800539324e-10,0.0042881646655231,0.053682132058197,0.0084968234454022,271,60.1752,25.03817,Borgströminkuja,2432,0.31698,0.31675,40386.0,40652.0
1491111,6.046,0.3111,44,3.024,6.514,6.806,2,4,13,0,144,1,34,25,17,240,1,1,3,0,42,1,7,9,4,68,3.247,2.7990000000000004,9.079197251398773e-10,0.0034305317324185,0.0566526951651178,0.0284649474745837,272,60.174743,25.040362,Lauri Mikonpojan tie,2396,0.316735,0.317007,40466.0,40101.0
1491143,4.706,0.4712,36,1.507,6.619,7.19,0,1,5,0,77,1,9,15,5,113,0,0,2,0,39,0,0,9,0,50,2.587,2.119,9.78672794882504e-11,0.0034305317324185,0.0510748288221059,0.0017699875097235,288,60.170788,25.038448,Rudolfintie,2422,0.317937,0.316902,38918.0,40116.0
1493161,2.16,0.7611,11,0.725,6.162,6.457,0,1,3,0,38,1,8,6,5,62,1,1,3,0,29,1,6,7,2,50,2.671,-0.5109999999999997,4.2756581434162896e-11,0.0017152658662092,0.0509538886442329,0.0034216977451247,301,60.17725,25.03567,Tullisaari 1,2464,0.316776,0.316864,40769.0,41545.0
1491135,5.049,0.525,39,1.783,6.333,6.379,1,1,4,0,101,1,13,18,6,145,1,1,3,0,27,1,6,7,4,50,2.289,2.76,4.1381373292357625e-11,0.0008576329331046,0.0509449528927937,0.0,302,60.178819,25.040292,Orisaarentie,2418,0.315822,0.315655,41621.0,41038.0
1491109,6.432,0.275,47,3.441,6.769,6.827,2,4,14,0,158,1,40,27,18,264,1,1,3,0,42,1,7,10,4,69,3.171,3.261000000000001,4.500536239799865e-09,0.0017152658662092,0.0599403399634649,0.0300101345465338,276,60.17566,25.0462,Isosaarentie,2394,0.315428,0.315982,41443.0,40194.0
1491113,6.103,0.2678,46,2.892,6.653,7.121,2,4,13,0,130,1,34,25,14,223,0,0,2,0,41,0,0,11,0,54,2.952,3.151,2.385115642813691e-10,0.0042881646655231,0.0537392327860025,0.006217998267557,289,60.17171,25.04015,Rudolfintie,2398,0.317502,0.315826,39317.0,40899.0
1491128,6.545,0.2153,47,3.481,7.224,6.833,2,4,14,0,169,1,42,28,18,278,1,1,2,0,32,1,7,7,4,55,2.569,3.976,2.701958407892947e-08,0.0017152658662092,0.0634766432061472,0.0002451431474024,275,60.17809,25.05687,Koulutanhua,2412,0.312803,0.313423,43538.0,42031.0
1491107,8.368,0.238,61,4.739,6.819,6.716,2,4,14,0,173,1,46,31,18,289,1,1,3,0,41,1,7,10,4,68,2.99,5.378,2.459815322802245e-08,0.0034305317324185,0.0636330666738805,0.0758434372063006,277,60.17722,25.04844,Jussaarenkuja,2392,0.314481,0.312727,42228.0,42408.0
1491147,8.482,0.2776,62,4.62,6.909,6.451,2,4,14,0,180,2,46,33,18,299,1,1,2,0,37,1,8,7,4,61,2.535,5.946999999999999,1.0340229084269773e-07,0.0025728987993138,0.0675740538806543,0.0786291124051266,281,60.180887,25.052744,Yliskyläntie,2424,0.310659,0.313296,44330.0,42023.0
1491101,8.962,0.3287,63,4.263,6.612,6.055,2,4,15,0,218,2,50,36,23,350,3,1,2,0,81,1,15,13,7,123,2.619,6.343,2.976093356398581e-06,0.0042881646655231,0.0771172969559153,0.091481827751971,278,60.18391,25.04893,Itäniitynpolku,2388,0.306111,0.311195,45579.0,43219.0
1491103,8.391,0.2759,61,4.209,6.746,6.24,2,4,14,0,192,2,47,34,18,313,3,1,2,0,59,1,11,9,5,91,2.622,5.769,5.432613335598201e-07,0.0017152658662092,0.072030958996512,0.0801235285889913,280,60.18248,25.05064,Humalniementie,2390,0.309094,0.311397,44688.0,43177.0
1434170,9.779,0.2906,68,5.796,6.101,5.485,2,4,16,1,242,3,58,45,25,396,3,4,11,0,111,0,45,14,18,206,2.815,6.964,1.4412935688326218e-05,0.0034305317324185,0.0828995812607357,0.0930522367287214,345,60.18775,25.04133,Kaivolahdenkatu,1976,0.304976,0.311828,42928.0,42547.0
1491150,5.864,0.2888,39,2.804,7.005,6.475,2,4,13,0,143,1,34,25,17,239,1,1,2,0,32,1,7,7,4,55,2.366,3.498,1.824359342738531e-08,0.0008576329331046,0.0632933945493617,0.0,282,60.181173,25.05473,Etanapolku,2426,0.307416,0.314173,45985.0,41381.0
1491163,3.093,0.189,24,0.898,6.46,7.285,0,1,5,0,50,1,6,14,4,81,0,0,2,0,43,0,2,9,1,57,2.726,0.367,3.2681769177444934e-11,0.0017152658662092,0.0511107732804808,0.0010295766802366,283,60.169129,25.033204,Otonkuja,2436,0.318629,0.318912,38960.0,37345.0
1491121,5.649,0.3446,39,2.556,6.776,7.542,0,1,5,0,77,1,10,21,5,120,0,0,2,0,40,0,0,8,1,51,2.502,3.147,1.365259007972608e-11,0.0017152658662092,0.0487458440528455,0.0002281377218619,285,60.16737,25.03772,Gunillankuja,2405,0.318721,0.31094,38160.0,43130.0
1491119,6.726,0.3382,46,3.669,6.982,7.571,1,1,5,0,105,1,16,23,6,158,0,0,3,0,32,0,0,9,0,44,2.657,4.069,4.466372744492098e-11,0.0025728987993138,0.0511986002172952,0.0020061985144178,291,60.16787,25.04265,Gunillanpolku,2403,0.317599,0.311648,38698.0,42700.0
1491115,3.124,0.3697,25,1.109,6.868,7.324,0,1,5,0,47,1,7,12,4,77,0,0,2,0,40,0,1,11,0,54,2.777,0.347,4.695456508288315e-11,0.0017152658662092,0.0511175184995483,0.0006313110864086,286,60.17027,25.04299,Kasperinkuja,2399,0.317031,0.31496,39466.0,40416.0
1491117,5.965,0.2922,42,2.55,7.106,7.562,1,1,5,0,105,1,14,21,6,154,0,0,3,0,39,0,2,11,0,55,3.033,2.932,2.7510619113669094e-11,0.0025728987993138,0.0487519794643059,0.0003583654178844,292,60.16854,25.04599,Svanströmintie,2401,0.316736,0.312863,39317.0,41958.0
1491116,5.55,0.3285,41,2.561,6.773,7.226,2,4,12,0,127,1,34,23,14,217,0,0,2,0,41,0,1,10,0,54,2.856,2.694,6.42301487496817e-11,0.0025728987993138,0.05112201630144,0.0007648024499591,287,60.17101,25.04185,Kasperinkuja,2400,0.317224,0.316098,39429.0,40024.0
1491139,4.488,0.4183,33,1.24,6.659,7.32,0,1,5,0,77,1,9,15,5,113,0,0,2,0,39,0,0,10,0,51,2.498,1.99,1.727558366679857e-11,0.0008576329331046,0.0485909270942432,0.0,290,60.169458,25.037778,Aakenraitti,2421,0.318281,0.316816,38504.0,40239.0
1495157,4.599,0.3995,28,1.61,7.401,8.041,0,1,4,0,52,1,11,17,4,90,0,0,2,0,27,0,0,7,0,36,2.453,2.1460000000000004,4.5991444960000235e-11,0.0017152658662092,0.0511332642698232,0.0,295,60.16414,25.04695,Suomensuontie,2486,0.316762,0.305755,38837.0,46329.0
1495104,5.024,0.5377,34,1.95,7.922,8.317,0,1,4,0,52,1,11,16,4,89,0,0,2,0,23,0,1,5,0,31,2.566,2.458,2.8564786811537157e-12,0.0017152658662092,0.0465043194673923,0.0001266204845442,299,60.163419,25.057043,Kutteritie,2477,0.310801,0.308239,43919.0,44363.0
1495102,5.203,0.5046,36,2.056,7.788,8.344,0,1,5,0,54,1,11,18,4,94,0,0,2,0,22,0,1,5,0,30,2.184,3.019,9.098756651193795e-12,0.0017152658662092,0.0487274470806278,0.000978805792151,298,60.162338,25.05292,Hevossalmentie,2475,0.312981,0.308675,41854.0,44152.0
1420121,2.647,0.8535,16,1.208,3.807,5.594,12,1,9,1,86,3,54,9,16,191,2,0,2,0,27,1,21,7,7,67,2.029,0.6179999999999999,2.0742336381517305e-05,0.0017152658662092,0.0763722267848657,0.0034216977451247,303,60.18217,24.99317,Mustikkamaa,1868,0.297463,0.297383,52561.0,53038.0
1420125,2.141,0.8421,14,0.817,3.768,5.808,2,1,6,1,56,2,30,8,10,116,3,1,7,1,47,1,51,8,13,132,1.978,0.163,3.7759682979301735e-06,0.0017152658662092,0.0709577082640286,0.001712321203778,304,60.18036,24.99005,Mustikkamaanpolku,1872,0.302212,0.297383,50382.0,53038.0
1420103,5.253,0.8268,32,3.676,4.108,5.266,32,6,29,1,175,9,190,28,64,534,1,0,1,0,23,1,11,6,2,45,2.23,3.023,0.0001138301858423,0.0034305317324185,0.0826695667708972,0.0185902102292228,381,60.18505,25.0021,Marsalkantie,1851,0.294665,0.316529,54136.0,42510.0
1420120,1.859,0.8286,13,0.756,3.491,5.878,2,1,6,1,28,2,29,6,8,83,8,1,7,1,50,2,55,4,13,141,1.974,-0.1149999999999999,6.660247513440995e-07,0.0008576329331046,0.0662525474959651,0.0,305,60.18011,24.98351,Korkeasaari,1867,0.305428,0.297378,49111.0,53040.0
1541139,4.964,0.642,29,2.454,10.762,7.918,2,2,12,0,162,5,34,43,16,276,1,0,4,0,120,1,14,31,6,177,3.21,1.7540000000000004,4.823262874549066e-09,0.0025728987993138,0.0665408824676019,0.0006515457567911,307,60.201435,25.127873,Halkaisijantie,2568,0.311945,0.311036,34640.0,37068.0
1541143,4.732,0.6261,26,2.388,10.488,7.714,2,2,12,0,161,5,33,43,16,274,0,0,2,0,106,1,14,24,3,150,2.862,1.87,1.8066897378047066e-08,0.0025728987993138,0.0708365904981548,0.0071678898327211,314,60.20063,25.12295,Harbonkatu,2572,0.3116,0.312891,33947.0,37363.0
1541145,6.201,0.5945,34,3.876,11.109,8.195,3,3,15,0,179,6,39,48,19,312,2,2,10,0,126,3,28,33,16,220,2.946,3.2549999999999994,6.984159461099819e-09,0.0025728987993138,0.0675308554967009,0.0014378861226377,579,60.2022,25.1341,Kallvikinniemi,2574,0.312794,0.310808,36346.0,35629.0
1544102,2.323,0.8758,13,0.471,9.926,7.429,2,2,8,0,111,2,27,25,16,193,0,0,2,0,61,1,8,6,1,79,2.151,0.1720000000000001,6.072824413125232e-10,0.0017152658662092,0.0620595722351918,0.001712321203778,308,60.196874,25.112749,Verkkotie,2635,0.3116,0.312833,33947.0,36425.0
1544100,3.532,0.6406,20,1.751,10.194,7.607,2,2,10,0,141,3,31,34,16,239,0,0,2,0,72,1,10,9,1,95,2.31,1.222,3.3128709448347234e-09,0.0017152658662092,0.066162012784361,0.0034216977451247,313,60.197792,25.117625,Täkykuja,2633,0.3116,0.31307,33947.0,36900.0
1544155,2.188,0.877,11,0.612,9.968,7.528,2,2,8,0,106,2,25,25,15,185,0,0,1,0,51,1,5,5,1,64,1.897,0.2910000000000001,1.0788805994376394e-10,0.0008576329331046,0.0584303027370509,0.0,309,60.195764,25.113432,Rantapuisto,2637,0.3116,0.312777,33947.0,36311.0
1541141,2.623,0.6896,14,1.004,10.169,7.342,2,2,9,0,114,2,28,28,16,201,0,0,2,0,82,1,12,14,1,112,2.669,-0.0459999999999998,5.112055520573525e-07,0.0017152658662092,0.0823065186663643,0.0104762180742423,310,60.20228,25.11712,Fokkatori,2570,0.312067,0.312809,33621.0,36377.0
1541137,2.842,0.6271,17,1.877,10.304,7.579,2,2,9,0,117,2,29,29,16,206,0,0,2,0,90,1,13,17,1,124,2.794,0.048,9.376925132757961e-08,0.0017152658662092,0.076122072095102,0.0087874541699144,315,60.2001,25.11964,Ramsinniementie,2566,0.3116,0.312346,33947.0,36417.0
1541193,11.165,0.6509,67,11.939,10.373,7.35,6,13,45,4,254,10,155,60,69,616,0,0,2,0,96,1,14,20,3,136,2.903,8.261999999999999,2.7931571697318214e-06,0.0034305317324185,0.0895916291851759,0.0698721489194577,311,60.20562,25.12049,Rastil,2604,0.312532,0.32331,33297.0,35484.0
1452119,16.28,0.7679,96,18.099,9.007,5.557,15,13,62,5,336,18,250,73,116,888,2,5,20,2,46,6,66,19,26,192,3.449,12.831,1.3969962011766502e-05,0.0060034305317324,0.0965038975609776,0.0834460115546285,516,60.21498,25.09323,Puotila,2051,0.320268,0.314785,34926.0,39641.0
1452139,4.029,0.8577,36,1.452,9.268,6.157,1,4,11,1,86,3,33,14,16,169,1,2,4,0,41,3,16,9,10,86,2.725,1.3039999999999998,5.864108345882347e-07,0.0042881646655231,0.0825345145629471,0.0190691520670807,534,60.208948,25.099878,Puotilantie,2056,0.322379,0.325517,34053.0,36022.0
1431135,7.486,0.3009,41,6.709,6.005,3.097,4,9,29,3,183,4,106,49,46,433,0,0,2,1,36,1,6,9,5,60,2.948,4.538,4.0132020444844e-06,0.0017152658662092,0.0944027484386816,0.0037573264704644,324,60.21268,25.03878,Siilitie 11,1890,0.320382,0.317174,33983.0,35609.0
1433103,9.359,0.5353,58,8.17,6.146,4.204,10,11,40,4,230,9,170,47,63,584,0,1,7,1,71,2,39,21,13,155,3.182,6.177,1.0427334722182163e-05,0.0025728987993138,0.0874607429272717,0.0006496748719159,317,60.20205,25.04454,Mekaanikonkatu 7,1948,0.309298,0.315359,35191.0,37053.0
1433105,9.349,0.3733,59,6.382,5.939,4.385,5,9,27,3,228,5,118,51,43,489,2,3,11,1,101,1,43,22,16,200,3.398,5.9510000000000005,2.562651836964941e-05,0.0025728987993138,0.0883787215189939,0.0007840823526672,322,60.198866,25.040927,Asentajanpuisto,1950,0.310187,0.304191,36087.0,41932.0
1433118,9.302,0.7078,57,6.764,6.528,4.179,19,11,40,4,203,10,178,49,62,576,0,0,4,1,57,2,26,18,8,116,3.327,5.975,7.180101711797982e-06,0.0025728987993138,0.0875134380578198,0.0021087043627777,371,60.20505,25.05101,Sahaajankatu 33,1955,0.308712,0.313983,34857.0,35670.0
1433127,10.686,0.6783,65,9.155,6.376,4.062,25,11,56,5,307,16,261,65,116,862,0,0,5,1,58,2,27,18,9,120,3.475,7.211,2.630159646618312e-05,0.0025728987993138,0.094433436044838,0.0040845151596561,373,60.2052,25.04822,Mekaanikonkatu,1959,0.309197,0.319384,34877.0,36391.0
1434114,4.255,0.7595,29,1.689,5.187,4.885,3,3,11,0,153,2,48,23,20,263,3,3,9,0,120,0,38,9,14,196,2.488,1.767,9.135122913310622e-07,0.0025728987993138,0.0720935246638374,0.006408562735846,318,60.190465,25.025627,Herttoniemenranta,1969,0.309496,0.301701,41918.0,48175.0
1431186,2.605,0.8556,18,0.791,4.781,4.689,1,0,2,0,100,1,22,10,9,145,1,3,10,0,83,1,24,12,11,145,2.545,0.06,1.6631851085338698e-07,0.0017152658662092,0.0672494606477071,0.001712321203778,321,60.19132,25.01852,Kipparlahti,1913,0.306662,0.300169,45068.0,50031.0
1434185,4.52,0.7018,30,2.331,5.468,5.2,3,3,11,1,155,2,46,26,20,267,2,3,9,0,107,0,36,10,14,181,1.897,2.6229999999999998,3.3884668762861697e-07,0.0017152658662092,0.071074893298167,0.0043700281932306,347,60.18818,25.02984,Suolakivenkuja,1988,0.312198,0.302996,39689.0,47316.0
1431102,6.128,0.8501,33,3.081,4.926,4.684,24,6,33,1,187,10,210,46,79,596,1,3,10,0,109,0,32,9,15,179,2.482,3.646,0.0001373342448955,0.0017152658662092,0.0956224021174895,0.0049120722682182,319,60.19172,25.02131,Kipparlahti,1879,0.30827,0.322045,43455.0,38029.0
1420117,10.706,0.8211,65,6.11,4.472,4.912,38,14,69,3,313,17,374,74,172,1074,1,0,1,0,44,1,4,6,4,61,2.021,8.684999999999999,0.0002491371520374,0.0034305317324185,0.092449950714594,0.0050952579658154,390,60.18864,25.01154,Tupasaari,1864,0.29916,0.319527,50731.0,37446.0
