stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,total_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,total_walk15,walk_area,area_difference,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,cluster,stop_lat,stop_lon,stop_name,weighted_gini_walk,weighted_med_inc_walk,weighted_hh_low_walk,weighted_hh_mid_walk,weighted_hh_high_walk,weighted_gini_multi,weighted_med_inc_multi,weighted_hh_low_multi,weighted_hh_mid_multi,weighted_hh_high_multi
1402122,8.486,0.5761,87,3.498,10.339,5.439,0,3,20,0,120,5,35,37,11,231,0,1,6,0,54,0,11,11,5,88,3.603,4.883000000000001,8.157003518197086e-05,0.0025728987993138,0.1060222108149391,0.0451965194800118,185,60.27838,25.03171,Tapulikaupungintie,0.3154940887111187,42522.237442520185,960.5914445108565,2487.9376513757634,961.5272817246649,0.30789027325907053,46190.803827201766,889.4991605231862,2664.0038971605277,1140.5480247339513
1411130,8.087,0.5735,83,3.82,10.425,5.431,0,4,23,0,116,4,33,30,13,223,0,1,6,0,53,1,7,14,3,85,3.765,4.321999999999999,0.0001514117840983,0.0017152658662092,0.098208538753527,0.0007331781703712,175,60.27665,25.03995,Terrintie,0.3107439943964617,45951.34492529308,832.2757391971815,2320.294401193538,977.1478516692724,0.3073007365004005,46205.29990614051,886.1533218427207,2636.451332647655,1134.4030713239022
1411131,6.163,0.6956,61,2.501,10.423,5.414,0,2,13,0,78,3,11,23,6,136,0,1,4,0,44,1,6,14,3,73,3.57,2.5930000000000004,0.0001514117840983,0.0017152658662092,0.098208538753527,0.0007331781703712,175,60.27618,25.04124,Terrintie,0.30939704699028264,46920.68262222622,795.0583444305896,2264.2101586714593,975.438111056821,0.3041290160113016,46819.93451197483,792.3580708573824,2336.59780640761,1019.6757031603894
1411101,9.176,0.5578,96,5.898,10.316,5.262,1,5,28,0,116,5,34,32,15,236,0,1,4,0,35,1,5,15,3,64,3.351,5.825,0.0004289901055535,0.0025728987993138,0.102614220287154,0.0107068004865104,176,60.2738,25.04459,Puistolan tori,0.3051699051238035,49900.431000747594,690.2366094903066,2187.9364077221685,1033.9754418387938,0.30672698075963045,45559.5094464168,920.0502955683717,2673.773313494477,1117.4284671565224
1411128,6.626,0.6938,70,2.845,10.363,5.316,0,2,14,0,82,4,12,23,6,143,0,1,4,0,38,1,5,15,3,67,3.457,3.1690000000000005,0.0004289901055535,0.0025728987993138,0.102614220287154,0.0107068004865104,176,60.27443,25.0443,Puistolan tori,0.306184435501897,49183.58127180038,715.720622890627,2208.9601237882785,1021.6675573325865,0.3036764614778863,46148.413854381724,810.9742631177161,2338.707455555039,996.4475912958729
1402150,10.139,0.5571,106,7.707,10.253,5.309,1,4,24,1,145,7,37,44,13,276,0,1,5,0,52,0,7,10,3,78,3.379,6.76,0.0004295728276638,0.0025728987993138,0.1086390641858388,0.0340206924858631,186,60.27665,25.03432,Hatuntekijänkuja,0.3142181619196457,43429.713168464245,932.3839043645654,2499.200546049369,1003.4997466522583,0.3073800578489976,45495.54496519815,938.0554981886482,2724.6118966301865,1134.229807529229
1402152,9.588,0.7506,94,5.847,10.292,5.348,0,3,17,0,144,3,17,36,7,227,0,1,5,0,53,0,8,10,3,80,3.46,6.127999999999999,0.0004295728276638,0.0025728987993138,0.1086390641858388,0.0340206924858631,186,60.27697,25.03463,Hatuntekijänkuja,0.3140062744142278,43592.961255528244,924.4652111405198,2473.1960734161908,992.2238311372793,0.30576518517999896,46197.969058882314,827.535717484981,2537.4441708380364,1077.406110835432
1411109,7.879,0.6254,85,3.994,10.159,5.077,1,4,23,0,98,4,33,28,13,204,0,1,5,0,27,1,5,11,4,54,3.302,4.577,7.8270387221207e-05,0.0017152658662092,0.0934762634165982,0.0085215621940055,192,60.27147,25.0461,Karrintie,0.3016000724366954,52293.417579338726,606.589311448666,2136.1552983186557,1087.26888336562,0.3060858147570338,46122.44675734076,884.8008463509836,2582.756762295331,1105.5935054296642
1411110,6.254,0.7328,63,2.496,10.166,5.081,0,2,12,0,72,4,10,21,6,127,0,1,5,0,24,2,5,9,4,50,3.33,2.9239999999999995,7.8270387221207e-05,0.0017152658662092,0.0934762634165982,0.0085215621940055,192,60.27135,25.04662,Karrintie,0.30103017024615364,52601.82752855296,594.6484980485986,2120.7588223940365,1088.346324648867,0.30188876731787273,45788.5999746867,811.4394416166996,2283.9715835194856,946.8950991391129
1401128,4.727,0.4699,44,1.57,10.436,5.841,0,1,9,0,75,2,14,18,3,122,0,1,4,0,40,0,7,7,4,63,2.835,1.8920000000000003,3.802164978122262e-06,0.0017152658662092,0.0934837836308714,0.001712321203778,178,60.28426,25.01348,Suutarilantie,0.3121529828950229,42045.95271295104,965.6206717900928,2636.603964111722,927.7476564146084,0.31137479027700804,44768.049108818486,897.1259857007007,2635.1525329693654,1119.3741101841936
1401129,3.608,0.5472,34,0.779,10.74,6.147,0,1,8,0,56,1,11,12,3,92,0,1,6,0,42,0,14,6,6,75,3.011,0.597,6.740820086793917e-07,0.0008576329331046,0.0854854285685082,0.0,180,60.28693,25.01495,Ala-Tikkurila,0.3120781505085784,42069.38973546661,964.7625766724233,2638.2482469349657,928.5290502927096,0.31289715747133456,43881.17788502251,921.0376062148932,2572.5459905545226,1050.872685578388
1401154,5.052,0.7624,51,1.663,10.011,5.317,0,2,10,0,103,0,14,22,4,155,0,1,5,0,63,0,8,15,3,95,3.235,1.817,2.728170628813289e-06,0.0017152658662092,0.0884392594970494,0.0187008889817621,183,60.279247,25.016582,Lyhtytie,0.3123614951549648,42306.1807621233,965.3280550699104,2678.2843913669753,983.2861864168777,0.3095737739522922,43639.523513724314,915.3592102167077,2676.506170721715,1006.2125445323557
1401155,5.773,0.7652,58,1.871,10.004,5.296,0,2,10,0,106,2,13,27,4,164,0,1,5,0,61,0,8,14,3,92,3.237,2.536,2.728170628813289e-06,0.0017152658662092,0.0884392594970494,0.0187008889817621,183,60.278987,25.017328,Lyhtytie,0.31266443319910214,42253.65990282756,968.4526308248558,2677.6474553701637,987.6327457140776,0.30884076721673803,45023.26168883225,868.6492288041418,2577.770194293313,1025.1484511014528
1402127,5.542,0.7564,52,2.01,10.055,5.3,0,2,11,0,107,0,14,26,4,164,0,1,5,0,63,0,9,14,2,94,3.361,2.181,1.4867773454429822e-05,0.0017152658662092,0.0962800091583173,0.0202842012525795,184,60.2787,25.02038,Henrik Forsiuksen t.,0.3139740907965183,41956.13244851463,982.5416896690598,2664.8792452003063,993.9296516412612,0.3091319619947273,44230.80365517957,896.278813686444,2652.6458361504833,1023.4521343618734
1402128,6.247,0.7553,60,1.655,10.052,5.264,0,2,12,0,113,2,16,30,4,179,0,1,5,0,60,0,9,16,2,93,3.509,2.738,1.4867773454429822e-05,0.0017152658662092,0.0962800091583173,0.0202842012525795,184,60.27815,25.02228,Henrik Forsiuksen t.,0.3147120506958336,41775.00841269123,990.5916095592977,2655.7697698157817,995.0888011953945,0.3083033127961272,45647.04913376515,849.7262724033044,2569.0026896926083,1052.6334695690232
1402144,6.523,0.7315,65,1.358,10.158,5.314,0,2,13,0,117,2,16,31,4,185,0,1,6,0,56,0,13,13,4,93,3.569,2.954,1.4867773454429822e-05,0.0017152658662092,0.0962800091583173,0.0202842012525795,184,60.27802,25.02659,Kämnerintie,0.3159012949738414,41604.083719098184,995.594620736108,2592.2326155541914,972.8154994010573,0.3083376369031741,45640.38782733436,852.2434218550258,2589.264295190987,1067.1045833817357
1402145,5.307,0.7491,45,1.921,10.094,5.278,0,2,11,0,104,0,14,26,4,161,0,1,5,0,58,0,10,15,2,91,3.54,1.7670000000000003,1.4867773454429822e-05,0.0017152658662092,0.0962800091583173,0.0202842012525795,184,60.27802,25.02428,Kämnerintie,0.315585259406551,41501.8206095847,1000.1798853965861,2632.6248050187714,983.2622791999306,0.30927893940007406,44201.96570442288,896.801720134232,2642.4244311435077,1018.4863323978668
1411115,6.312,0.4532,68,2.285,9.856,4.836,1,3,17,0,78,4,31,20,12,166,0,1,5,0,44,2,7,17,4,80,3.328,2.9840000000000004,0.0004016051845901,0.0017152658662092,0.1028048686659942,0.0039222737871428,203,60.271442,25.036978,Raidepolku,0.30864918004737607,47305.47093487265,803.8737958787532,2478.5347809157515,1131.7629611569814,0.30729077238669,45870.63604831212,974.6031597951659,2702.906178763406,1116.1581776418088
1411116,8.675,0.5716,89,6.716,9.865,4.846,1,4,25,0,110,5,33,32,13,223,0,1,5,0,44,2,7,17,4,80,3.338,5.337000000000001,0.0004016051845901,0.0017152658662092,0.1028048686659942,0.0039222737871428,203,60.271522,25.037053,Raidepolku,0.3086010798250871,47341.509989694474,802.2712168507012,2474.2544558878512,1130.2426464646378,0.30643397738783346,46102.025639428735,872.6273667787029,2603.2429517174414,1113.0994770352793
1402156,8.544,0.5204,88,4.983,9.836,4.844,0,4,23,0,116,5,34,33,13,228,0,1,4,0,44,1,6,13,3,72,3.052,5.492000000000001,0.0004013818762741,0.0017152658662092,0.1026414124663662,0.0141626387136906,204,60.2721,25.03447,Porvarintie,0.3133316770703207,43916.471986459816,936.9478322140345,2704.249222002958,1157.4052907209934,0.30763688926368643,45838.557075370416,896.3055490344185,2666.478717264202,1140.8127117452882
1402157,7.082,0.681,74,3.014,9.749,4.755,0,2,15,1,112,4,22,36,4,196,0,1,4,0,45,1,7,14,4,76,2.933,4.149,0.0004013818762741,0.0017152658662092,0.1026414124663662,0.0141626387136906,204,60.27136,25.03385,Porvarintie,0.31356479715529734,43718.601428887705,949.1738142393586,2762.1221660830765,1188.5623486046593,0.3090021565248827,44992.453863573,989.6837874678521,2827.860049938601,1178.3498669437297
1333502,4.204,0.6899,44,1.488,6.865,7.872,3,6,15,0,112,3,51,25,32,247,0,1,5,0,100,1,6,12,14,139,2.879,1.3249999999999995,0.0005710405282431,0.0017152658662092,0.1064593156694212,0.0282004774020491,841,60.249288,24.861202,Malminkartano,0.3181427681323376,35135.22265730698,1488.0538253986801,2983.3807904102864,835.9127854481242,0.3205332823169218,33893.84519925735,1513.7941578703699,3163.926125403463,1029.3056434781486
1333552,2.034,0.7053,14,0.487,6.865,7.872,3,4,11,0,64,3,37,15,23,160,0,1,5,0,100,1,6,12,14,139,2.879,-0.8450000000000002,0.0005710405282431,0.0017152658662092,0.1064593156694212,0.0282004774020491,841,60.249288,24.861202,Malminkartano,0.3181427681323376,35135.22265730698,1488.0538253986801,2983.3807904102864,835.9127854481242,0.31923777234876693,33455.94840228213,1694.309052009024,3439.087037790592,1037.7039269046188
1401138,3.956,0.7603,35,1.187,10.227,5.613,0,2,6,0,97,0,9,20,3,137,0,0,1,0,57,0,4,10,1,73,2.944,1.012,1.0932898339496877e-07,0.0017152658662092,0.0757795376634754,0.0034216977451247,189,60.2822,25.0134,Kynttiläkuja,0.31153781651639534,42271.99829917795,958.2914524294961,2654.864549798712,940.0892294269836,0.3092368605968456,43228.43319828384,929.9628404064338,2738.931751619139,1005.920409914196
1401152,5.075,0.7285,55,1.633,10.168,5.577,0,2,9,0,107,0,11,21,3,153,0,0,1,0,54,0,3,10,1,69,3.168,1.907,1.0932898339496877e-07,0.0017152658662092,0.0757795376634754,0.0034216977451247,189,60.281967,25.0119,Böstaksentie,0.310796659841683,42512.08804543382,949.7270316099391,2672.281706489678,949.2403602024119,0.30882205071017577,43639.356409752516,909.2582464984056,2716.9625042116772,1019.2678903624604
1401115,3.709,0.7702,34,1.1,9.985,5.592,0,1,4,0,85,0,6,18,1,115,0,2,5,0,46,0,9,9,5,76,2.882,0.827,1.3610185845272458e-07,0.0017152658662092,0.0757894228105747,0.0,259,60.282497,25.001177,Revontulentie,0.3066308344767603,43775.45410883294,902.2987757248729,2757.941452102618,985.4094947309816,0.30847325171203016,43242.90176736727,921.1022679451343,2713.5857278726357,968.2003032792842
1401147,3.71,0.726,34,1.072,10.224,5.542,0,2,6,0,87,0,9,19,3,126,0,0,3,0,52,0,5,9,1,70,2.73,0.98,3.5119299735758893e-09,0.0008576329331046,0.0658060613054554,0.0,190,60.28125,25.01717,Lampputie,0.31303957342311134,41904.674371580084,974.6626991969881,2636.506515363001,942.6724939760163,0.30977755398268275,43131.08051749968,935.5694565204426,2737.2816497936383,1013.0379281514055
1401149,4.256,0.7235,40,1.227,10.385,5.713,0,2,6,0,100,0,9,20,3,140,0,0,3,0,44,0,5,6,1,59,2.41,1.846,1.990646369071984e-08,0.0017152658662092,0.0704457975466342,0.001712321203778,191,60.28278,25.01751,Hehkulanka,0.3137565981604025,41587.8182825233,983.6455486852692,2607.636128098903,918.8229466476632,0.30913011048163186,43339.16773562085,928.1014985569582,2752.262754616833,1020.7402940418589
1411124,7.437,0.6379,79,3.459,10.303,5.194,1,4,23,0,93,4,33,28,13,199,0,0,5,0,18,2,3,8,1,37,3.192,4.245,1.4832375202251333e-05,0.0025728987993138,0.0858771288546103,0.0069073766460455,193,60.27112,25.05116,Puistolan kirkko,0.2978506612332633,54938.498325648725,503.78490008548465,1972.6682026585834,1075.6687964635023,0.3056086546124062,46172.54629519965,868.4204307117064,2523.3223610076975,1075.3639270868066
1411125,6.689,0.709,65,3.181,10.346,5.226,1,2,12,0,69,4,11,22,6,127,0,0,4,0,19,2,2,8,1,36,3.168,3.521,1.4832375202251333e-05,0.0025728987993138,0.0858771288546103,0.0069073766460455,193,60.27072,25.05336,Puistolan kirkko,0.29679656259079856,55312.05187710061,485.5315693622369,1925.6471778366977,1058.1374341643607,0.30156203051712965,45254.69383658649,855.1584588552115,2351.378205951482,949.4332976175376
1411123,6.374,0.6648,63,2.408,10.489,5.349,1,2,12,0,62,3,9,18,6,113,0,0,4,0,17,2,2,7,1,33,3.141,3.233,2.915732285691969e-06,0.0017152658662092,0.07948039880518,0.0021057996643522,195,60.2701,25.05879,Puistolan VPK,0.2936105381866205,56697.756735936535,423.6692833374156,1791.0602346624892,1019.5575393813432,0.30010180952368143,44612.27634267876,893.0137763958883,2328.724944675193,885.1784132482502
1411122,6.794,0.6438,71,3.121,10.392,5.258,0,4,23,0,84,4,31,26,13,185,0,0,4,0,17,2,2,7,1,33,3.194,3.6,2.915732285691969e-06,0.0017152658662092,0.07948039880518,0.0021057996643522,196,60.26998,25.0564,Puistolan VPK,0.2947921034582847,55730.051201350034,459.9983639938196,1842.901098142309,1018.5076790855829,0.3053295472992435,46382.32633204897,854.5325793673323,2469.8033879844274,1057.7524646134007
1411108,7.62,0.7141,71,7.036,10.166,5.016,2,5,23,0,75,6,39,22,18,190,0,0,6,0,15,2,0,6,0,29,3.353,4.267,1.7384407075121552e-06,0.0025728987993138,0.0792149042560319,0.0012016874086547,201,60.26653,25.05805,Koudantie,0.2931338858197899,52167.61651727363,561.6151514543283,1864.1375954694797,901.9631809165285,0.302673706627621,41556.019264406495,1165.592651861318,2810.907058810108,948.429077561181
1411107,6.235,0.6515,60,2.786,10.295,5.146,1,2,13,0,77,4,9,22,6,134,0,0,4,0,14,2,0,6,0,26,3.204,3.031,1.682610713536833e-06,0.0017152658662092,0.0792041054142002,0.0004253653990868,200,60.26764,25.05906,Koudantie,0.2926189028522944,53730.36456067459,510.31814528315573,1818.9860449715604,929.2810342127455,0.3028266812094968,45787.81459957777,866.8687249952937,2396.6273387859555,979.1409524243649
1413256,4.321,0.4585,31,2.307,9.982,4.826,0,1,8,0,30,3,6,8,2,58,0,1,8,0,14,2,1,8,2,36,3.401,0.92,6.747928159816977e-07,0.0017152658662092,0.0783232293429315,0.0013150330088422,198,60.263526,25.0596,Karhekuja,0.293661132771885,46900.702614705464,728.0563833412133,1982.3577901585818,787.3365660091321,0.29643048053097043,42171.27114290031,1038.5067973776422,2372.83888418808,744.0678157730487
1411106,5.981,0.8129,73,2.799,9.879,4.724,2,4,20,1,66,8,35,27,16,179,0,1,7,0,11,2,1,6,3,31,3.494,2.487,7.481710774399135e-06,0.0017152658662092,0.0805660008688714,0.0014312651190034,199,60.26365,25.05666,Karhekuja,0.29437978812067894,47739.37203755991,709.1962831501438,2019.0728925370263,842.4634868582604,0.3047090564042708,44180.53814149459,1142.0507992603198,2952.5447548627003,1096.5531704998157
1403133,7.731,0.4051,79,2.948,8.812,4.119,0,4,16,1,139,5,32,35,9,241,0,0,3,0,53,0,2,16,0,74,3.5,4.231,1.665409873788233e-07,0.0025728987993138,0.0681686865265594,0.0012742932437679,217,60.26892,25.00956,Yrttimaantie 65,0.30828247101114536,45152.02311230046,905.157203804056,2961.59040238662,1287.9031781966412,0.3078155674759313,44398.44556703845,952.2236859675326,2798.431467865493,1118.3451973165388
1403166,7.306,0.4755,75,2.69,8.861,4.173,0,1,8,1,131,3,16,30,3,193,0,0,3,0,53,0,2,15,0,73,3.413,3.893,1.665409873788233e-07,0.0025728987993138,0.0681686865265594,0.0012742932437679,217,60.26941,25.00959,Yrttimaantie 65,0.308292838627067,45123.214738630515,904.2104142255259,2967.32456616692,1288.3243444525117,0.30843119136091013,44285.693886055386,929.8342838684564,2772.079028026001,1105.222059471252
1411113,5.669,0.5421,64,2.132,9.635,4.613,1,3,15,0,69,4,30,21,14,157,0,1,5,0,38,2,7,17,4,74,3.123,2.546,7.440443958289236e-05,0.0017152658662092,0.0937175119390057,0.0023089423187624,205,60.269661,25.03515,Hyttyspolku,0.3092538563962849,46779.47051425323,838.0370938012037,2649.056766184539,1225.6557450200426,0.3066593571102617,46026.16943412458,1001.4688174228555,2743.5265997917822,1119.3769353640726
1411114,7.186,0.5933,79,4.017,9.655,4.633,1,3,21,0,89,4,32,26,11,187,0,1,5,0,38,2,7,17,4,74,3.109,4.077,7.440443958289236e-05,0.0017152658662092,0.0937175119390057,0.0023089423187624,205,60.269822,25.0353,Hyttyspolku,0.3092145859473985,46818.529367147734,834.8772125502992,2630.1456656884416,1214.536829429036,0.30670417836618863,46462.749186758694,881.1193456405092,2595.2365475849556,1122.0313933613577
1402173,7.658,0.6675,77,3.173,9.412,4.398,0,3,20,1,129,5,29,42,7,236,0,1,4,0,51,1,7,14,3,81,3.177,4.481,7.313842277840764e-05,0.0017152658662092,0.093356104324876,0.0125057753190347,208,60.26816,25.03245,Tapanilankaari,0.31130572434432263,45218.453262715826,910.9459111581223,2869.497762277374,1314.7609695844542,0.30874616342956085,44784.23087294119,1001.0127338260709,2849.410373951997,1166.9788936598316
1411174,8.264,0.5587,90,4.227,9.486,4.474,0,3,20,0,118,5,35,34,11,226,0,1,3,0,46,1,6,14,3,74,2.867,5.396999999999999,7.313842277840764e-05,0.0017152658662092,0.093356104324876,0.0125057753190347,208,60.2688,25.03293,Tapanilankaari,0.31182036005435376,44855.850722456016,923.6751008617,2878.514054653571,1307.4615093130228,0.3084240283182181,46062.964985262486,911.5547588456512,2702.452392153637,1169.0758304993176
1392180,8.275,0.5805,86,4.225,9.318,4.332,0,3,20,1,115,6,36,35,11,227,0,1,4,0,53,1,7,15,3,84,3.547,4.728,1.3342565666180026e-05,0.0017152658662092,0.0857124312555677,0.0108705061155414,207,60.26817,25.02945,Moisiontie,0.31114836272158036,45305.77531054379,911.1699002376722,2900.5260863021463,1338.462105331578,0.3084126842208609,46014.032196277934,919.9934371289788,2709.427814365926,1169.1204758853842
1402179,7.473,0.6513,77,3.179,9.33,4.34,0,3,19,1,126,6,31,43,8,237,0,1,4,0,52,1,7,15,3,83,3.506,3.967,1.3342565666180026e-05,0.0017152658662092,0.0857124312555677,0.0108705061155414,207,60.26814,25.02993,Moisiontie,0.3111422437198809,45320.29759294363,909.4658336512904,2887.9788476746094,1330.756071176642,0.30892499863706946,44334.888034291864,1029.4151857927527,2903.4139897261703,1172.0589689713777
1392184,6.322,0.6901,63,2.609,9.122,4.273,0,1,12,1,104,4,22,32,4,180,0,0,4,0,60,1,4,16,1,86,3.624,2.698,4.668322180991591e-07,0.0017152658662092,0.0741451908200441,0.0040249022299689,209,60.26934,25.01931,Rintamasotilaantie,0.31093892899930814,44657.9808547535,942.4651382942438,3004.875700444999,1350.799439767674,0.3100548303286363,44498.081795231155,988.3081335993367,2848.8325970685787,1193.0892843341173
1402183,6.566,0.5577,56,2.584,9.15,4.296,0,3,15,1,116,6,31,44,9,225,0,0,4,0,58,1,5,15,1,84,3.632,2.934,4.668322180991591e-07,0.0017152658662092,0.0741451908200441,0.0040249022299689,209,60.26948,25.019827,Rintamasotilaantie,0.31106886169958814,44640.23412462587,940.6276063054283,2996.913079913517,1348.4808829186745,0.3093682540805632,43450.928201877054,1047.440065967904,2930.5077482012575,1158.4321926507907
1392165,7.351,0.6896,71,2.783,8.87,4.063,0,3,18,1,133,4,32,36,9,236,0,0,2,0,51,1,4,11,0,69,3.487,3.864,1.3013389920060294e-07,0.0025728987993138,0.0697271785497589,0.0027688564699148,216,60.26788,25.01539,Kotinummentie,0.3097676150539942,44837.06121363418,962.013958156847,3059.662136818078,1364.7649764440341,0.30948171593887075,44044.56044920358,988.8436221236001,2867.033129216436,1163.869712480793
1392185,6.804,0.6399,58,2.398,8.801,4.0,0,4,17,1,134,4,29,36,8,233,0,0,2,0,55,1,4,12,0,74,3.638,3.1660000000000004,1.3013389920060294e-07,0.0025728987993138,0.0697271785497589,0.0027688564699148,216,60.26738,25.01464,Kotinummentie,0.3096132082297782,44697.38548640514,977.4997843738126,3068.6504799172885,1352.9842809608026,0.3084372955691793,44353.64910330903,963.0774242349803,2843.466139161136,1156.0234705048128
1403164,8.84,0.3893,101,4.579,8.799,4.019,0,4,18,1,152,6,39,47,12,279,0,0,2,0,55,1,4,11,0,73,3.618,5.222,1.3013389920060294e-07,0.0025728987993138,0.0697271785497589,0.0027688564699148,216,60.26767,25.01355,Kotinummentie,0.3093563382978124,44921.75398412136,949.2366985745455,3029.1093974090463,1341.7989224493645,0.3083006587710794,43614.03227308244,1031.3640049306225,2893.079973610954,1125.1063855003488
1403194,7.401,0.617,68,3.028,8.327,3.724,0,3,17,1,129,6,33,44,9,242,0,0,4,0,54,1,4,10,0,73,3.438,3.963,5.784897270395167e-07,0.0017152658662092,0.0690558881875398,0.0008223859850049,211,60.26568,25.00316,Kottaraistie,0.30783292106218163,44881.97244480178,962.2481721683805,2919.386859588762,1231.725218271284,0.3094058998249425,43539.470809019964,1032.0240300020953,2912.068193006572,1154.959008821479
1403195,7.939,0.2881,81,3.927,8.322,3.724,1,4,21,1,142,7,39,51,14,280,0,0,4,0,54,0,4,11,0,73,3.463,4.476,5.784897270395167e-07,0.0017152658662092,0.0690558881875398,0.0008223859850049,211,60.26568,25.00295,Kottaraistie,0.3077731081858375,44922.773107424655,956.8817896493742,2913.504208638612,1229.9610051283182,0.308315203849435,41319.686398395475,1208.9198016585385,3094.528692295988,1104.3199971061847
1391196,8.232,0.6677,78,4.275,8.64,3.919,0,4,20,1,153,5,36,39,10,268,0,0,3,0,59,0,2,13,0,77,3.576,4.655999999999999,2.4794780008579857e-07,0.0034305317324185,0.0676724378621939,0.0014330323326873,219,60.26709,25.00979,Sidetie,0.30840757435543675,45115.88654687509,943.4479905675688,3004.345210301694,1317.1209836759945,0.30918050447849177,44289.1542782813,965.5344133854295,2806.775070812792,1143.782074124432
1403175,8.556,0.5349,88,3.218,8.634,3.947,0,4,17,1,154,5,35,41,9,266,0,0,3,0,55,0,2,16,0,76,3.615,4.940999999999999,2.4794780008579857e-07,0.0034305317324185,0.0676724378621939,0.0014330323326873,219,60.26745,25.00825,Sidetie,0.3080591472598966,45100.68725317004,933.301781899428,2982.6123442023845,1291.2691767336905,0.30777063694988255,44352.230118511165,944.8103374214735,2791.843460701734,1122.483287590699
1403197,8.693,0.2867,91,4.117,8.563,3.885,0,4,20,1,154,6,40,52,13,290,0,0,3,0,55,0,2,12,0,72,3.443,5.25,2.4794780008579857e-07,0.0034305317324185,0.0676724378621939,0.0014330323326873,219,60.26694,25.00747,Sidetie,0.3081192509748263,45198.03721486102,931.4612410189677,2967.207442564739,1294.2828468251082,0.30837440628817947,42813.42860358203,1092.5579251768183,2966.133180811692,1120.3796630364493
1403130,7.918,0.4779,73,3.877,8.55,4.014,0,4,15,1,142,4,28,31,7,232,0,1,5,0,63,0,4,11,1,85,3.41,4.508,2.591961229451448e-06,0.0017152658662092,0.0729397671540852,0.0030059363927541,213,60.26832,25.00157,Korsitie,0.3069492753773755,45264.935018966156,898.6661426447574,2877.707680859726,1210.5115145605262,0.30835067379823583,44358.70160000923,941.1980558528194,2764.432236023239,1108.168922610427
1403131,8.369,0.2717,96,4.398,8.513,4.0,0,3,18,1,152,5,37,40,12,268,0,1,5,0,66,0,4,12,1,89,3.433,4.936,2.591961229451448e-06,0.0017152658662092,0.0729397671540852,0.0030059363927541,213,60.26821,25.00048,Korsitie,0.30675958044849266,45314.86490055294,890.9088526597855,2851.0453953533415,1193.8708178432903,0.30562282601101615,44507.29150603163,960.8624764853263,2760.9093027074946,1076.0761609775168
1403128,7.674,0.3731,76,2.73,8.365,3.94,0,3,14,1,127,5,30,31,7,218,0,1,4,0,72,0,4,13,1,95,3.513,4.1610000000000005,1.4164168395296056e-05,0.0017152658662092,0.077918824551179,0.0044970319815076,214,60.26765,24.99661,Vallesmannintie,0.3060617550062513,46019.64941362624,817.0720004572116,2700.6357438870446,1150.0040156500095,0.3073150453622551,44472.80568595159,941.3373549169588,2778.2911394991693,1114.4602917657007
1403129,9.106,0.2438,113,5.175,8.363,3.94,0,4,22,1,158,6,42,46,13,292,0,1,4,0,73,0,4,13,1,96,3.503,5.603,1.4164168395296056e-05,0.0017152658662092,0.077918824551179,0.0044970319815076,214,60.26765,24.996492,Vallesmannintie,0.30604149701414685,46057.06886940471,813.661325109789,2693.1597271889127,1148.5560539349976,0.30496875787678224,43938.288337486265,998.3732583013973,2782.1083932753563,1047.7436275455825
1403171,8.194,0.4867,76,4.133,8.685,4.055,0,4,16,1,150,4,28,35,8,246,0,0,3,0,58,0,2,16,0,79,3.523,4.671000000000001,5.303404536508091e-07,0.0025728987993138,0.0695560535455364,0.0019155983130995,218,60.26855,25.00607,Sidekuja,0.30761856726597775,45223.98711756796,902.578787522686,2942.6439945957004,1263.5250554202155,0.30887142198702533,44051.60759374995,953.8585097482742,2769.747102385274,1097.6186202759552
1403172,7.632,0.3484,77,2.619,8.683,4.059,0,3,14,1,131,5,30,31,7,222,0,0,3,0,61,0,2,16,0,82,3.518,4.114,5.303404536508091e-07,0.0025728987993138,0.0695560535455364,0.0019155983130995,218,60.26859,25.00582,Sidekuja,0.3075697730398288,45224.82354593844,901.2304630460678,2938.4539942053343,1259.5871721858875,0.3068024715311918,44639.29465497667,935.4545834329316,2783.3217001080557,1118.9483916525435
1392154,6.843,0.6397,62,2.156,8.687,3.84,0,2,10,1,134,3,23,35,5,213,0,0,3,0,52,1,4,13,0,73,3.383,3.46,2.2956186472583e-08,0.0008576329331046,0.0651785635254505,0.0,220,60.26573,25.01614,Tapanilan urheiluk.,0.3097683541365437,44620.08545417083,1012.9005789762666,3142.2406108682217,1395.4409810569402,0.30800444711199854,44847.903904293715,915.036571451968,2769.9526596472415,1145.06050375634
1382122,14.897,0.4723,154,10.175,6.542,1.636,2,6,32,1,224,10,62,68,22,427,1,3,14,1,61,5,32,25,12,154,3.253,11.644,0.0022460794154678,0.0017152658662092,0.1107724909944454,0.0006282501443328,222,60.24685,25.00326,Ruotutorpankuja,0.3067866981095568,34731.77979401893,1673.8630657512106,3626.295188989334,943.9898259143105,0.30729556134347447,40953.51642051762,1273.8986452763281,3123.5390599929087,1069.4103940281007
